PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,Donor
-0.008089826442301273,0.07434447109699249,-0.17694209516048431,0.04481347277760506,0.0671524927020073,-0.05374441295862198,-0.12598887085914612,-0.031171582639217377,0.005660928785800934,-0.10516703128814697,0.002594366203993559,0.032700128853321075,0.055652644485235214,-0.07915567606687546,-0.00948147103190422,-0.016791049391031265,AM7180
0.00832713209092617,0.07071264833211899,-0.07164838910102844,-0.06913533806800842,0.12707163393497467,-0.08106930553913116,-0.1524808555841446,0.05866660922765732,0.003848056774586439,-0.02202880010008812,0.14250917732715607,-0.03320683166384697,-0.05666927248239517,0.005074221175163984,-0.01038836594671011,-0.03396378457546234,AM7181
-0.0014953878708183765,0.04170660302042961,-0.0449407622218132,-0.16212818026542664,0.09415172040462494,0.0034893883857876062,-0.05130656063556671,0.07199284434318542,0.12970708310604095,-0.026212142780423164,0.17095068097114563,-0.06947001814842224,0.028987446799874306,-0.1418086737394333,-0.07724738121032715,-0.02841627597808838,AM7182
0.0488305389881134,0.06036585196852684,-0.10117844492197037,0.008068284019827843,0.1318068504333496,-0.09399688243865967,-0.1883956491947174,-0.04665442928671837,-0.0451430082321167,-0.1572418063879013,0.03927460312843323,0.10456791520118713,0.004504196811467409,-0.05804527550935745,-0.009632790461182594,0.027625421062111855,AM7188
-0.04046859219670296,-0.14607293903827667,-0.044324666261672974,-0.03325129300355911,0.03959919512271881,-0.13902755081653595,-0.14853128790855408,-0.03509175032377243,-0.10175777226686478,-0.0864076018333435,0.03499563783407211,-0.09102585911750793,0.11585170030593872,-0.05185317620635033,-0.054459914565086365,-0.02478514239192009,AM7189
-0.022894414141774178,0.06078131124377251,0.12508678436279297,-0.09855065494775772,0.032343894243240356,0.12094789743423462,0.12061385065317154,0.008468618616461754,0.058583661913871765,-0.14162378013134003,0.19846656918525696,0.02175849862396717,0.07439402490854263,0.006132856477051973,0.021865982562303543,-0.17682893574237823,AM7196
0.004261848516762257,0.09039304405450821,-0.12187141925096512,0.006876425351947546,0.1052284836769104,0.04768647253513336,-0.16388431191444397,-0.00820486806333065,-0.08468471467494965,-0.14470352232456207,-0.054824963212013245,0.0468142069876194,0.04505345597863197,-0.04202119633555412,0.03797938674688339,0.01659318618476391,AM7197
0.09087973088026047,-0.09935718774795532,0.23882649838924408,-0.005368791986256838,0.02798326127231121,-0.05831214413046837,-0.13457565009593964,-0.17396807670593262,0.025958623737096786,-0.09538088738918304,0.03321830555796623,-0.06435923278331757,0.00416360842064023,-0.05097891762852669,-0.13924244046211243,0.08515990525484085,AM7203
-0.013372942805290222,0.15092484652996063,0.09375619143247604,-0.02570001222193241,0.07020224630832672,-0.007609727326780558,-0.00799945741891861,0.028678882867097855,-0.08175977319478989,0.11881537735462189,0.0019436086295172572,-0.12492062151432037,-0.1391007900238037,0.15525171160697937,0.0015522001776844263,-0.08511319756507874,AM7204
0.005866336636245251,0.13891316950321198,0.05463847890496254,-0.032962504774332047,0.09536143392324448,-0.02101430855691433,-0.012886027805507183,-0.03397662565112114,-0.08293242007493973,0.08424578607082367,-0.012305723503232002,-0.13860425353050232,-0.18801163136959076,0.03636559098958969,-0.12405309826135635,-0.025726472958922386,AM7205
