PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,Donor
-0.021757176145911217,0.23596790432929993,-0.6166863441467285,0.18504616618156433,0.34809213876724243,-0.27643606066703796,-0.8053131103515625,-0.1915237456560135,0.03605092689394951,-0.7372471690177917,0.005168942268937826,0.24861158430576324,0.4162307381629944,-0.5827130079269409,-0.05300583690404892,-0.0641479343175888,-0.4331720173358917,0.11970062553882599,0.4971178472042084,0.22914159297943115,0.0038566740695387125,-0.02405356615781784,-7.512489100918174e-4,-6.879502325318754e-4,AM7180
0.020797744393348694,0.22193017601966858,-0.2501792311668396,-0.2876928746700287,0.6496654152870178,-0.4381321668624878,-0.9693939685821533,0.38879770040512085,0.03857975825667381,-0.15951307117938995,0.9983197450637817,-0.25752219557762146,-0.4229910373687744,0.058241140097379684,-0.0832199975848198,-0.261502742767334,-0.2670637369155884,-0.861947238445282,0.557642936706543,0.17143219709396362,-0.19940254092216492,-0.04471317306160927,-0.0011272472329437733,-0.00138442765455693,AM7181
-0.0038890924770385027,0.13012300431728363,-0.15641361474990845,-0.6740005016326904,0.4748472571372986,0.021712282672524452,-0.3317040503025055,0.4704682528972626,0.8969358205795288,-0.18933363258838654,1.2027955055236816,-0.5390917658805847,0.22821149230003357,-1.0496256351470947,-0.5606734156608582,-0.1646518111228943,-0.5075364112854004,-0.24879290163516998,0.054243870079517365,-0.04860571399331093,0.14879210293293,-0.05085763335227966,-9.480167645961046e-4,-0.0016637233784422278,AM7182
0.12517881393432617,0.1896410882472992,-0.35367852449417114,0.031406957656145096,0.6812937259674072,-0.4998294711112976,-1.1948602199554443,-0.2838989794254303,-0.30690714716911316,-1.1030181646347046,0.27128833532333374,0.7810420989990234,0.043978530913591385,-0.45320743322372437,-0.0365775041282177,0.17680084705352783,0.3730943202972412,0.14801999926567078,0.5714123845100403,0.16262158751487732,-0.09736304730176926,-0.03645952790975571,-8.958869730122387e-4,-0.0011455590138211846,AM7188
-0.10538334399461746,-0.4660928249359131,-0.15675267577171326,-0.13777399063110352,0.19437938928604126,-0.7591549158096313,-0.9334723949432373,-0.23238343000411987,-0.68499356508255,-0.618310809135437,0.23065303266048431,-0.6663124561309814,0.8579822182655334,-0.42328619956970215,-0.36426156759262085,-0.26058173179626465,0.5919413566589355,0.10981807112693787,0.6923698782920837,0.2150198072195053,-0.09664924442768097,-0.05499818176031113,-0.001379109569825232,-0.0016957051120698452,AM7189
-0.05912069231271744,0.19379746913909912,0.43665722012519836,-0.41243788599967957,0.16558608412742615,0.6602470278739929,0.7487386465072632,0.06470519304275513,0.394964337348938,-1.008115530014038,1.3892583847045898,0.14238354563713074,0.5717915296554565,0.042229920625686646,0.19111213088035583,-1.3977761268615723,0.2110619843006134,-0.46189582347869873,0.9593578577041626,-0.2038540095090866,-0.09259924292564392,0.07101719826459885,0.0015980167081579566,0.0022069208789616823,AM7196
0.009462026879191399,0.2852487564086914,-0.42314594984054565,0.024424081668257713,0.5460408926010132,0.27203595638275146,-1.0435644388198853,-0.03745143115520477,-0.5825897455215454,-0.9901103973388672,-0.4117611050605774,0.3543863594532013,0.3325267732143402,-0.30717068910598755,0.30038249492645264,0.17987243831157684,-0.2993978261947632,0.5310721397399902,0.46515271067619324,0.07721459120512009,-0.7353777885437012,-0.17563140392303467,-0.0031847236678004265,-0.005921494215726852,AM7197
0.2355041801929474,-0.31619080901145935,0.8305612802505493,-0.02317533828318119,0.14820162951946259,-0.333831787109375,-0.8335880041122437,-1.1423261165618896,0.1688200980424881,-0.6877662539482117,0.23260369896888733,-0.47082680463790894,0.0451490581035614,-0.40242961049079895,-1.0313923358917236,0.6288425326347351,0.274989515542984,0.28710392117500305,-0.3354119062423706,0.6932226419448853,-0.45363327860832214,0.17157091200351715,0.0024863402359187603,0.0059226988814771175,AM7203
-0.03494668006896973,0.4796537458896637,0.3262379765510559,-0.10911937803030014,0.36733514070510864,-0.05119220167398453,-0.04282694309949875,0.1866133064031601,-0.5496415495872498,0.8426457643508911,0.003295545931905508,-0.9067148566246033,-1.0338091850280762,1.1493055820465088,-0.029111824929714203,-0.6713156700134277,0.06583232432603836,0.22233238816261292,0.6298694610595703,0.34776681661605835,0.11415635049343109,-0.07662802934646606,-0.0019826898351311684,-0.002306974958628416,AM7204
0.015079153701663017,0.4408510625362396,0.1887921392917633,-0.13911019265651703,0.4960564970970154,-0.12052338570356369,-0.07343930006027222,-0.21610258519649506,-0.5536574721336365,0.5929229259490967,-0.07915420830249786,-1.0004874467849731,-1.3740739822387695,0.24512559175491333,-0.9773637652397156,-0.21164849400520325,0.19413051009178162,0.4108164608478546,0.11271023005247116,0.382201224565506,-0.04445002228021622,-0.10046306997537613,-0.0024048283230513334,-0.0031014401465654373,AM7205
