PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,Donor
0.0043544042855501175,0.11684343963861465,-0.006625872105360031,0.15791723132133484,0.01815422996878624,-0.1433562934398651,AM7230
0.03209412470459938,0.1336916834115982,0.0367349348962307,0.1464216113090515,0.048355020582675934,-0.18879760801792145,AM7236
0.06086912006139755,0.10191041976213455,-0.1833963692188263,0.015346800908446312,0.0661453977227211,-0.28194308280944824,AM7237
0.0827142745256424,0.019931159913539886,-0.1190362274646759,0.043821871280670166,0.04610768333077431,-0.015316469594836235,AM7241
0.05932815372943878,0.0031870752573013306,-0.1478380560874939,-0.031435731798410416,0.04491516947746277,-0.07853306084871292,AM7242
0.0503842867910862,-0.09331411868333817,0.09869014471769333,-0.11225858330726624,-0.05035213753581047,-0.14154262840747833,AM7243
0.09531594812870026,-0.06147582083940506,-0.019234832376241684,0.014111541211605072,0.05499253422021866,-0.12440842390060425,AM7255
0.0467953123152256,-0.02360772341489792,-0.003666076110675931,-0.18122270703315735,0.04777919501066208,-0.14490169286727905,AM7256
-0.04827290400862694,0.07935153692960739,-0.06906161457300186,-0.20041561126708984,0.007030152250081301,0.054219041019678116,AM7260
0.017238689586520195,0.09566359221935272,-0.07283194363117218,0.047790903598070145,-0.09127462655305862,-0.04868786409497261,AM7261
0.01239280216395855,0.04143400490283966,0.03949708491563797,0.1026739552617073,0.12726476788520813,-0.1126202791929245,AM7266
0.07662254571914673,0.01765103079378605,-0.10728123784065247,0.10981433093547821,0.0908820852637291,0.11572204530239105,AM7269
-0.006478897295892239,0.08261357247829437,0.07790697365999222,-0.02529427781701088,0.173198401927948,-0.09759043902158737,AM7270
0.014931071549654007,0.1229713186621666,0.005968328099697828,0.12508627772331238,0.09873443841934204,0.1458083689212799,AM7272
-0.028896566480398178,0.11624787747859955,0.07970668375492096,0.14012323319911957,0.22393153607845306,0.010837607085704803,AM7273
-0.009006227366626263,-0.07234004884958267,-0.09159433096647263,-0.07346221059560776,0.06800287961959839,-0.039935652166604996,AM7277
-0.0799853652715683,0.04108665883541107,-0.029971735551953316,0.08363690972328186,-0.05537950247526169,0.10483583807945251,AM7278
-0.10477358102798462,0.04375746101140976,0.15067696571350098,-0.059215616434812546,0.09230665117502213,-0.16687677800655365,AM7280
-0.14243480563163757,-0.0060904487036168575,0.16370846331119537,-0.13584187626838684,0.17630763351917267,-0.03294409066438675,AM7283
-0.16799981892108917,0.0024740388616919518,0.14112137258052826,-0.017429770901799202,0.11998366564512253,-0.034539595246315,AM7284
-0.13290105760097504,-0.038379255682229996,0.10254301875829697,-0.015900583937764168,0.13510900735855103,-0.08164764940738678,AM7285
0.02907838299870491,0.0029795628506690264,-0.03827661648392677,-0.19935303926467896,0.12141096591949463,-0.06734013557434082,AM7294
-0.07240895926952362,-0.015083099715411663,0.0917971134185791,0.04818355292081833,0.15125983953475952,-0.09329810738563538,AM7295
-0.1447746753692627,-0.07141709327697754,0.14619500935077667,-0.14290383458137512,0.07884819060564041,0.028339793905615807,AM7302
-0.09289500117301941,0.01861010678112507,0.046772342175245285,0.19858519732952118,-0.028675172477960587,-0.013746878132224083,AM7303
-0.08257488161325455,-0.05147961154580116,-0.09389502555131912,0.014761463738977909,-0.04397141933441162,0.032826997339725494,AM7304
-0.0992080569267273,0.12022439390420914,0.13364459574222565,-0.08793779462575912,0.07884421944618225,-0.07823178172111511,AM7312
-0.1503404825925827,-0.02486138604581356,0.18982942402362823,-0.10946428030729294,0.16315262019634247,-0.022403312847018242,AM7313
-0.11927284300327301,-0.016229063272476196,0.0876629427075386,0.11906154453754425,-0.04844038933515549,-0.19314375519752502,AM7318
-0.026375839486718178,-0.0670957937836647,-0.12542077898979187,-0.04309791326522827,-0.05705082044005394,-0.10474564135074615,AM7319
-0.11618155986070633,0.12183579057455063,0.06369602680206299,-0.03369499742984772,-0.006740211509168148,-0.01470251940190792,AM7320
-0.1319885402917862,0.03130263462662697,0.15036235749721527,0.027259791269898415,-0.005940726492553949,-0.04089628532528877,AM7321
-0.09202603995800018,0.08650007843971252,-0.0734190121293068,-0.06485199183225632,-0.11143160611391068,0.04331463947892189,AM7323
-0.04333510622382164,-0.0052940999157726765,-0.11824482679367065,-0.09547919034957886,-0.12458132207393646,-0.0639905333518982,AM7325
-0.1380651444196701,0.08154492825269699,0.11796458810567856,-0.040401678532361984,0.06277474015951157,0.022008506581187248,AM7327
0.014833692461252213,-0.09725182503461838,-0.14451554417610168,0.033751387149095535,-0.07196801155805588,-0.04952128604054451,AM7328
0.0042861755937337875,-0.04193519800901413,-0.17723849415779114,0.008938698098063469,-0.041783805936574936,0.02593829296529293,AM7329
-0.11467473953962326,0.09957662969827652,-0.001787651446647942,0.07963862270116806,-0.08005315810441971,-0.04578746482729912,AM7332
-0.13547709584236145,0.05910724774003029,0.07263443619012833,0.01817307062447071,-0.13986743986606598,0.02599760890007019,AM7333
-0.059197619557380676,-0.015730636194348335,-0.13587917387485504,-0.0769273042678833,-0.06954958289861679,0.03653490170836449,AM7334
-0.07637934386730194,0.0327468141913414,-0.08849861472845078,-0.08128156512975693,-0.046095144003629684,0.08814123272895813,AM7336
-0.1098427101969719,0.024531139060854912,-0.019070304930210114,-0.02675727941095829,-0.057588834315538406,0.18620003759860992,AM7337
-0.08433134853839874,0.07973524928092957,0.0016297282418236136,0.09683453291654587,-0.17659035325050354,-0.07985256612300873,AM7343
-0.049270421266555786,1.7340091289952397e-4,-0.10664752125740051,-0.14854800701141357,-0.0733669325709343,-0.03027341701090336,AM7344
0.07079446315765381,0.033177394419908524,-0.15775781869888306,-0.11270607262849808,-0.04110925644636154,-0.17511744797229767,AM7345
-0.04846978187561035,0.04735966771841049,-0.08675577491521835,0.003467604285106063,-0.1451217383146286,-0.016486957669258118,AM7346
-0.060857560485601425,-0.006551943253725767,-0.10482309013605118,-0.18015919625759125,-0.007186356000602245,0.044824521988630295,AM7353
-0.08286859095096588,-0.04231251776218414,-0.09467373788356781,-0.13488373160362244,-0.08272945880889893,0.05913090333342552,AM7354
0.050102561712265015,-0.04539540410041809,-0.11881370097398758,0.11580193042755127,0.22245800495147705,0.220741868019104,AM7356
0.04845506697893143,-0.01807156763970852,-0.09263628721237183,0.1498524695634842,0.41836613416671753,0.3374843895435333,AM7359
-0.09307301789522171,-0.0455717071890831,-0.13347753882408142,-0.0018979476299136877,-0.0661618784070015,0.055250220000743866,AM7361
-0.07770463824272156,-0.12675632536411285,-0.09578273445367813,-0.05435056984424591,0.04160713404417038,0.08906292170286179,AM7362
0.01667611300945282,-0.14709800481796265,0.03015693463385105,-0.06562794744968414,-0.0045835296623408794,-0.07321090996265411,AM7365
0.025095660239458084,-0.04344479367136955,-0.14604634046554565,-0.00491012167185545,-0.029554959386587143,-0.025257067754864693,AM7372
-0.02064717561006546,-0.20435123145580292,0.06461087614297867,0.10426650196313858,-0.09739255905151367,0.019390633329749107,AM7373
0.043272022157907486,-0.1826762557029724,0.08697330951690674,0.19365957379341125,-0.10261718183755875,-6.428402848541737e-4,AM7380
0.01844303123652935,-0.0752611756324768,-0.06081944331526756,0.008076880127191544,0.07281039655208588,-0.033966466784477234,AM7382
0.038600582629442215,-0.1754845231771469,0.02874073199927807,0.12037892639636993,-0.0020725252106785774,-0.011821070685982704,AM7383
0.0184209942817688,-0.18549135327339172,0.05735303461551666,0.11859302967786789,-0.05343223735690117,0.08638010174036026,AM7384
0.006649028044193983,-0.16221827268600464,0.07058703899383545,-0.05849752575159073,-0.06012876704335213,-0.05675462633371353,AM7385
-0.018249457702040672,-0.09641052782535553,-0.0728083923459053,-0.0469784215092659,0.06722588837146759,0.006336459890007973,AM7386
0.05640530213713646,-0.1860448271036148,0.017442870885133743,0.15718522667884827,-0.03838968276977539,-0.05940220132470131,AM7387
-0.034434426575899124,-0.2664499878883362,0.044667359441518784,0.17298878729343414,-0.07283514738082886,0.1623578518629074,AM7388
-0.021069016307592392,-0.19495688378810883,0.07212459295988083,0.037385351955890656,-0.07113204151391983,-0.004079686943441629,AM7409
0.010080761276185513,-0.1124127060174942,0.049713052809238434,-0.07859110087156296,0.04506593570113182,-0.07308739423751831,AM7416
0.08084362000226974,-0.14946597814559937,0.029597163200378418,0.2641414999961853,-0.11062242835760117,7.058000192046165e-4,AM7419
0.03816510736942291,-0.06166975572705269,-0.08080323785543442,-0.03935807943344116,0.045149512588977814,-0.008585100993514061,AM7420
-0.00526341563090682,-0.17506985366344452,0.08625143766403198,-0.05553608387708664,-0.08958849310874939,-0.005647363141179085,AM7426
0.022439848631620407,-0.16679249703884125,0.027276962995529175,0.016124945133924484,-0.07844307273626328,-0.036247618496418,AM7427
-0.011540841311216354,-0.13017678260803223,0.032710082828998566,-0.06623955816030502,-0.012803726829588413,0.027951383963227272,AM7492
-0.1252080798149109,0.018144994974136353,0.05844901129603386,-0.08550816029310226,-0.110560841858387,0.39260172843933105,AM7493
-0.04088078439235687,0.1080249771475792,0.010638322681188583,-0.07464922964572906,-0.13382190465927124,0.25208497047424316,AM7495
-0.028004013001918793,0.15476278960704803,0.13948704302310944,0.014271984808146954,-0.12997016310691833,0.003256293712183833,AM7589
0.01129691768437624,0.12841586768627167,0.02536817267537117,0.1389685720205307,-0.17615769803524017,0.06827603280544281,AM7591
0.050531331449747086,-0.01993475668132305,-0.13076403737068176,-0.009050190448760986,0.030615175142884254,0.0071599590592086315,AM7628
-0.03178021311759949,0.12654708325862885,0.10152751207351685,0.043210096657276154,-0.1098015233874321,0.12334588915109634,AM7629
0.03290777653455734,0.14586591720581055,-0.025266267359256744,-0.03451608866453171,-0.12942738831043243,0.09698645770549774,AM7633
0.052508577704429626,0.07052578032016754,-0.057797808200120926,-0.011100450530648232,-0.10597904771566391,0.08391603827476501,AM7634
