PEER1,PEER2,PEER3,PEER4,PEER5,Donor
-0.006982642691582441,0.06722897291183472,-0.1574736088514328,0.03999131917953491,0.058587100356817245,AM7180
0.008131436072289944,0.06418272107839584,-0.0630544051527977,-0.059382978826761246,0.10791177302598953,AM7181
-9.389388142153621e-4,0.0369844026863575,-0.04017310217022896,-0.14128577709197998,0.08338720351457596,AM7182
0.04551823437213898,0.054978352040052414,-0.08936285227537155,0.007954608649015427,0.11303863674402237,AM7188
-0.037197720259428024,-0.13126464188098907,-0.03747355937957764,-0.029562916606664658,0.030129196122288704,AM7189
-0.021910186856985092,0.05409294739365578,0.11109302192926407,-0.08663886040449142,0.0316014401614666,AM7196
0.0041810693219304085,0.0808018147945404,-0.10628371685743332,0.0059418873861432076,0.0968170091509819,AM7197
0.08497174084186554,-0.09133108705282211,0.2139321118593216,-0.004959463607519865,0.02698793262243271,AM7203
-0.013020413927733898,0.1364118903875351,0.08405938744544983,-0.022302350029349327,0.05679873749613762,AM7204
0.00467415526509285,0.12539802491664886,0.048938069492578506,-0.02980322204530239,0.07853509485721588,AM7205
0.2591579556465149,-0.012574529275298119,-0.04041677713394165,-0.03155297040939331,-0.03027721494436264,AM7208
0.2483723908662796,0.001865740166977048,0.020332349464297295,-0.026002241298556328,-0.0740266740322113,AM7209
0.3117053806781769,-0.034318845719099045,-0.025900548323988914,-0.03191586583852768,0.011972013860940933,AM7211
0.3011070191860199,-0.04187691956758499,0.017903197556734085,0.03195064514875412,-0.09615180641412735,AM7213
0.2390219122171402,-0.08468614518642426,-0.2012414187192917,-0.0207588579505682,-0.007112701423466206,AM7214
0.3168926537036896,-0.06542649865150452,-0.032513052225112915,-0.014224104583263397,0.020062685012817383,AM7215
0.26609840989112854,-0.031241578981280327,-0.0363154299557209,-0.01474812999367714,-0.09389196336269379,AM7216
-0.043611228466033936,-0.1013118103146553,0.005650503095239401,-0.022453265264630318,-0.016755031421780586,AM7221
-0.038003332912921906,-0.10199437290430069,-0.020030608400702477,-0.05109759047627449,-0.012151168659329414,AM7223
0.022983500733971596,-0.11222764849662781,-0.0053651295602321625,0.0677856057882309,0.06369078904390335,AM7224
0.021072106435894966,0.036247994750738144,0.08816012740135193,-0.09954499453306198,0.028355559334158897,AM7226
0.03741619735956192,-0.09918143600225449,0.129008948802948,0.12356558442115784,0.07757274061441422,AM7228
0.016572697088122368,0.07903202623128891,0.18944410979747772,-0.06363315135240555,0.02092556655406952,AM7229
0.10338301211595535,0.048080164939165115,0.1676863431930542,-0.09306222200393677,0.09093835949897766,AM7230
-0.008311090990900993,-0.05289147421717644,0.15209540724754333,0.14066655933856964,0.01999242603778839,AM7236
0.003709102515131235,0.02475881762802601,0.10896611213684082,-0.03983640298247337,-0.008007869124412537,AM7237
0.05810356140136719,0.07721146196126938,-0.04814198613166809,-0.03873290494084358,0.12721280753612518,AM7241
0.08821571618318558,0.07490862905979156,-0.07806265354156494,-0.03125675395131111,0.1276196539402008,AM7242
0.0182541124522686,-0.12494942545890808,0.036883722990751266,-0.00847827922552824,0.027444908395409584,AM7243
0.06251806020736694,0.11102305352687836,0.06029989942908287,-0.07981907576322556,0.09563596546649933,AM7255
0.08940914273262024,0.07186279445886612,-0.06127604469656944,0.017882371321320534,0.09650419652462006,AM7256
-0.054451849311590195,-0.13354475796222687,-0.06673308461904526,-0.07391595840454102,0.03384643793106079,AM7260
0.03288128226995468,-0.08295483142137527,0.011151038110256195,0.0718899816274643,0.20765216648578644,AM7261
0.005725786089897156,-0.06924101710319519,0.09442771226167679,-0.04940248653292656,-0.05222513899207115,AM7266
-0.016465535387396812,-0.07248914986848831,0.08151990920305252,-0.027370331808924675,-0.09623478353023529,AM7269
-0.008347287774085999,-0.12181352823972702,-0.006394846364855766,0.0664583221077919,0.038247399032115936,AM7270
0.04725703224539757,0.0859556794166565,0.12420111149549484,-0.05022518336772919,0.16930198669433594,AM7272
0.004510906990617514,0.10999485850334167,0.12127666175365448,-0.043495845049619675,0.07865455001592636,AM7273
0.012045026756823063,-0.03992140293121338,0.06853900849819183,0.1515558958053589,0.09408173710107803,AM7277
-0.02061743102967739,-0.08796980232000351,0.16447046399116516,0.1097164899110794,-0.0476139672100544,AM7278
-0.06565729528665543,-0.07549804449081421,0.03554585948586464,0.21195973455905914,0.07099397480487823,AM7280
-0.08918975293636322,-0.048251923173666,-0.02687055990099907,0.16835550963878632,0.14365153014659882,AM7283
-0.07271517068147659,0.1066388264298439,0.16973552107810974,-0.0628046914935112,-7.760151056572795e-4,AM7284
0.01624310202896595,0.1386895328760147,0.09513624012470245,0.1100442111492157,-0.07275644689798355,AM7285
-0.004449817817658186,-0.09537119418382645,-0.028516417369246483,0.14900542795658112,0.2268398106098175,AM7294
-0.013497655279934406,0.012346085160970688,0.11922510713338852,0.20139168202877045,0.012936418876051903,AM7295
-0.10925345867872238,-0.12210293859243393,0.03159155696630478,0.05553403124213219,-0.06675451993942261,AM7302
-0.07171143591403961,0.0054972064681351185,0.13714350759983063,-0.0468311607837677,-0.10013219714164734,AM7303
-0.05022238940000534,0.06742103397846222,0.1622437983751297,-0.08127113431692123,-0.02327246591448784,AM7304
0.028562141582369804,-0.06347411870956421,0.04073033854365349,-0.15222737193107605,0.15443742275238037,AM7312
-0.07766205072402954,-0.06201604753732681,-0.033255692571401596,0.20026366412639618,0.16618061065673828,AM7313
-0.05987977609038353,-0.06141806021332741,0.008297611027956009,0.18780414760112762,0.09840590506792068,AM7318
0.00381705304607749,0.1255936175584793,-0.07542811334133148,0.11531783640384674,-0.03266889229416847,AM7319
-0.02644018642604351,-0.11629330366849899,-0.07583599537611008,0.07291285693645477,0.30809834599494934,AM7320
-0.10783656686544418,-0.11733327060937881,-0.08638621121644974,0.11539602279663086,0.0907132625579834,AM7321
-0.04685922712087631,0.11536058038473129,0.014967985451221466,-0.08807672560214996,0.02742188423871994,AM7323
-0.04087973013520241,0.038089923560619354,0.08820449560880661,-0.03752515837550163,-0.09315455704927444,AM7325
-0.08531329780817032,0.047971952706575394,0.01290258951485157,-0.12051505595445633,0.10818766802549362,AM7327
-0.07998022437095642,0.130863755941391,-0.027342690154910088,-0.034666627645492554,-0.06426979601383209,AM7328
-0.03795737028121948,0.1202239915728569,-0.0700531154870987,0.043754156678915024,-0.10743275284767151,AM7329
-0.09715373814105988,-0.06340114772319794,0.08654548972845078,0.07196987420320511,-0.07388120144605637,AM7332
-0.08151284605264664,0.12339786440134048,-0.10297546535730362,-0.022690651938319206,0.032868582755327225,AM7333
-0.004448845982551575,0.14463375508785248,-0.05378790944814682,0.08582878857851028,-0.08453836292028427,AM7334
-0.10055959969758987,-0.06102508679032326,-0.07852567732334137,-0.11378500610589981,0.0378764383494854,AM7336
-0.09500011056661606,-0.01423776987940073,-0.10824193805456161,-0.14766031503677368,0.04510696232318878,AM7337
-0.047676559537649155,0.13198573887348175,0.00884195975959301,-0.013958879746496677,0.01120215654373169,AM7343
-0.10385925322771072,0.007639843504875898,-0.06612800061702728,-0.13104121387004852,0.0033266651444137096,AM7344
-0.0038347335066646338,-0.12087850272655487,0.06728236377239227,-0.05409737303853035,-0.09216193109750748,AM7345
-0.045373041182756424,-0.06540592014789581,0.031679667532444,0.09366635233163834,-1.8683273810893297e-4,AM7346
-0.01852554641664028,0.11830247193574905,-0.07866381108760834,-0.07664523273706436,0.08254668116569519,AM7353
-0.10293807834386826,0.0399860218167305,-0.13522033393383026,-0.1375509798526764,0.06693598628044128,AM7354
0.049097467213869095,0.12022103369235992,0.06177091598510742,0.07096870988607407,-0.08292345702648163,AM7356
0.012081963941454887,-0.05173328146338463,0.2403547465801239,0.021967105567455292,-0.1536831259727478,AM7359
-0.09235218167304993,-0.02954026125371456,0.07042548060417175,-0.03132196515798569,-0.08302834630012512,AM7361
-0.1499328762292862,-0.09199102222919464,-0.07218632847070694,-0.06408189237117767,-0.025462092831730843,AM7362
-0.04575652629137039,0.09401194006204605,-0.08145638555288315,-0.07998767495155334,0.03568806126713753,AM7365
-0.026919778436422348,-0.03313935548067093,0.007181057706475258,-0.1337302178144455,0.0017961680423468351,AM7372
-0.0020664299372583628,0.08125021308660507,-0.026599468663334846,0.16053977608680725,-0.1694975197315216,AM7373
0.03452065587043762,0.11527512222528458,0.013026205822825432,0.12324812263250351,-0.04250606149435043,AM7380
-0.01739819161593914,0.08392433822154999,-0.07349982112646103,0.06592164933681488,0.03187013790011406,AM7382
-0.06716189533472061,0.039849456399679184,0.039537157863378525,-0.04358857497572899,-0.1144912987947464,AM7383
-0.017763517796993256,0.047503888607025146,-0.1920827329158783,0.06801798939704895,-0.09256663173437119,AM7384
-0.0023491301108151674,0.06243700534105301,-0.1276112049818039,0.1052117720246315,-0.1558706909418106,AM7385
-0.04167500510811806,-0.002975024050101638,-0.0063158669508993626,-0.10457300394773483,0.02423030138015747,AM7386
0.0040628258138895035,0.11360327154397964,-0.07563810795545578,0.08092213422060013,-0.08415485918521881,AM7387
-0.007227347698062658,0.028726797550916672,-0.15493622422218323,0.0925312414765358,-0.14735712110996246,AM7388
-0.026988698169589043,0.1450839340686798,0.07743946462869644,0.03251092508435249,-0.05675237998366356,AM7409
-0.08519487082958221,-0.0654822513461113,0.0151608781889081,-0.003530795918777585,-0.08708113431930542,AM7416
-0.01993180625140667,0.04808034747838974,-0.09422428905963898,0.17708157002925873,-0.16751351952552795,AM7419
-0.008134073577821255,0.05581830069422722,-0.10348790138959885,0.11088909208774567,-0.1342005878686905,AM7420
-0.005954082123935223,0.09082688391208649,-0.1690049171447754,0.02652605064213276,-0.03168676793575287,AM7426
-0.025892455130815506,0.1403799057006836,-0.03670960292220116,0.003504163585603237,-0.0673508420586586,AM7427
-0.08947984874248505,-0.08155559003353119,0.039015285670757294,-0.02536531165242195,-0.10827993601560593,AM7492
-0.015748433768749237,-0.11157242953777313,-0.03220394626259804,-0.053407613188028336,-0.1245206892490387,AM7493
-0.014400073327124119,-0.15579260885715485,-0.04968380182981491,-0.08759859949350357,-0.08558783680200577,AM7495
-0.01761496253311634,-0.18638978898525238,-0.1461857706308365,-0.09411609172821045,-0.03526565060019493,AM7589
-0.02098805271089077,-0.03890172392129898,-0.03731925040483475,-0.1777772307395935,-0.0707545280456543,AM7591
-0.014238781295716763,-0.15477533638477325,-0.07196226716041565,-6.239488138817251e-4,-0.12977349758148193,AM7628
-0.01080762967467308,-0.12701474130153656,-0.027807552367448807,-0.1311882883310318,-0.11728733032941818,AM7629
0.005428525153547525,-0.16002975404262543,-0.05105627328157425,-0.048839230090379715,-0.10299745947122574,AM7633
-0.0090007660910487175,-0.030392708256840706,-0.07504262030124664,-0.18774792551994324,-0.014615596272051334,AM7634
