PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,Donor
-0.032073065638542175,-0.3405835032463074,-0.2653842568397522,-0.1991785168647766,0.42785775661468506,0.5862811207771301,-0.5457817316055298,-0.1325761079788208,-0.546280026435852,-0.25811704993247986,0.8601779937744141,0.09539496153593063,0.9707762002944946,0.05402533337473869,-0.6365887522697449,-1.2954082489013672,0.7526988387107849,0.2861543297767639,0.17516669631004333,0.10769722610712051,0.04251563176512718,0.05731617659330368,-0.20822414755821228,-0.006094109266996384,-3.3188797533512115e-4,-3.5449134884402156e-4,-3.400285277166404e-5,1.172787324321689e-5,-4.0341628846363164e-6,2.8811120500904508e-5,-4.153259396844078e-6,-5.7400516197958495e-6,-1.0189973181695677e-5,3.1305503398471046e-6,AM7180
0.21537204086780548,-0.3395642340183258,0.22042305767536163,-0.12592440843582153,0.26504847407341003,-0.7482895851135254,-0.1594826728105545,1.0344618558883667,-0.09844519942998886,-1.7304521799087524,-0.8037351369857788,-0.2280893176794052,0.4502205550670624,-0.04086611419916153,-0.058824341744184494,0.77219158411026,0.420342355966568,0.24707143008708954,-0.38276708126068115,3.569031541701406e-4,-0.3465772867202759,-0.38911035656929016,-0.09238820523023605,0.023058976978063583,-0.0018229848938062787,0.001781351282261312,4.5135527034290135e-4,4.98149856866803e-5,-2.422848774585873e-5,-1.490510330768302e-4,7.902041033958085e-6,-2.0541826870612567e-6,4.212647399981506e-5,-1.416385293850908e-5,AM7181
0.08063383400440216,0.0560607984662056,-0.5812962055206299,-0.5151332020759583,0.13749052584171295,-0.4568856656551361,0.17744611203670502,0.07328739762306213,-0.2350185364484787,-0.6685311794281006,0.4728538990020752,1.2625254392623901,0.9930475354194641,-0.9230028390884399,-0.7980121970176697,-0.4349493682384491,0.6590389609336853,-0.27310582995414734,0.12170226871967316,-0.21940083801746368,-0.3144492208957672,0.28122222423553467,-0.5651557445526123,0.0028109538834542036,6.566648371517658e-4,4.907752008875832e-5,1.2357626110315323e-4,1.1840886145364493e-5,4.8225912905763835e-5,-6.440706056309864e-5,-9.03961972653633e-6,-3.1978797778720036e-5,1.2935947779624257e-6,3.8804075302323326e-5,AM7182
0.10130597651004791,0.3228479027748108,-0.4714134931564331,-0.22440069913864136,0.493116557598114,0.14514920115470886,-0.14675253629684448,-0.17813801765441895,0.855216920375824,-0.5855720639228821,-0.25031721591949463,1.2668806314468384,0.4064270555973053,-0.052742183208465576,0.3667406737804413,-0.398526132106781,2.1650710105895996,0.07487989962100983,-0.5629890561103821,0.5815465450286865,-0.09906554222106934,-0.32302045822143555,-0.021034730598330498,0.04075419530272484,0.003186573274433613,0.002288550604134798,5.695828585885465e-4,-3.8188332837307826e-5,1.109140066546388e-4,-2.805274853017181e-4,1.067672565113753e-5,-2.7108596896141535e-6,3.1522282370133325e-5,4.525506301433779e-5,AM7188
0.0901806429028511,-0.2753828465938568,-0.13330894708633423,-0.2360122948884964,0.7496988773345947,0.10131322592496872,-0.9447914958000183,0.14249302446842194,-0.9291330575942993,-0.47955504059791565,0.4249221980571747,-0.8296555876731873,0.27216798067092896,0.4288138747215271,0.9493080973625183,-1.041700005531311,1.0343384742736816,0.20987758040428162,0.24131405353546143,-0.08232574164867401,0.35726049542427063,-0.04726998135447502,0.388484388589859,0.05839335545897484,0.007592164445668459,0.002805205062031746,5.497387610375881e-4,-1.5026530309114605e-4,2.1484759054146707e-4,-3.911686362698674e-4,1.271302971872501e-5,-1.8638563688000431e-6,4.227078170515597e-5,9.448823402635753e-5,AM7189
0.08457222580909729,0.6058912873268127,-0.3647668957710266,-0.07918144762516022,-0.12609271705150604,-0.07031675428152084,-0.5651257634162903,-0.15267616510391235,1.6050022840499878,-0.7908822894096375,-1.2788220643997192,-0.8748911023139954,0.7079530358314514,0.13098393380641937,-0.6188355088233948,-0.3772938847541809,0.9857895970344543,0.3628782033920288,-0.4278624951839447,0.2042137086391449,0.43205219507217407,0.46569567918777466,-0.49688562750816345,-0.023325912654399872,-0.0038514998741447926,-0.001098071807064116,-2.683676721062511e-4,5.243893974693492e-5,-1.0994452168233693e-4,1.392162375850603e-4,-1.8990191165357828e-5,-2.48564756475389e-5,7.922456006781431e-7,-1.5865891327848658e-5,AM7196
0.07300461828708649,0.14298760890960693,-0.4698888659477234,-0.6932376623153687,0.34242698550224304,0.2843257486820221,-1.4640308618545532,-0.8357821106910706,0.5364590287208557,-0.908013641834259,-0.40801748633384705,0.9319987297058105,0.05614880844950676,-0.32208624482154846,0.152707040309906,-0.9010748267173767,0.35842618346214294,-0.13728424906730652,-0.634024441242218,-0.13821549713611603,-0.0608903132379055,0.3006327450275421,-0.34346523880958557,-0.020435266196727753,-0.0018922770395874977,-0.0011311708949506283,-2.2145433467812836e-4,3.694398037623614e-5,-4.879071639152244e-5,1.1709819955285639e-4,-1.1354409252817277e-5,-1.6369067452615127e-5,-1.3856804798706435e-5,-7.63286243454786e-6,AM7197
0.4414037764072418,0.009705298580229282,0.12767820060253143,0.2934584617614746,0.9498368501663208,-0.6633360385894775,-0.8330237865447998,1.1224802732467651,0.9109331369400024,-0.2754802405834198,0.5796549916267395,-0.6750760078430176,0.17702820897102356,1.0337114334106445,0.1566912829875946,0.3730243444442749,-0.7657905220985413,0.5395927429199219,-0.4174802601337433,-0.02010362036526203,-0.15984971821308136,-0.022566843777894974,0.20177079737186432,0.06194247305393219,0.0084934551268816,0.0029161213897168636,6.505312630906701e-4,-1.407817762810737e-4,2.570772485341877e-4,-4.362002946436405e-4,1.304865327256266e-5,-1.3230735930847004e-5,3.9853268390288576e-5,1.1178474233020097e-4,AM7203
0.08649441599845886,0.5972088575363159,0.15002766251564026,1.086869239807129,0.7515472173690796,0.3513964116573334,-0.9318714737892151,0.5959842801094055,0.01315317489206791,-0.6433306932449341,-0.2366052120923996,1.0333826541900635,-0.15414901077747345,1.4115028381347656,-0.520928144454956,-0.41440674662590027,0.15868723392486572,-0.5710620284080505,-0.7580059766769409,-0.3123009502887726,0.35904571413993835,0.2941904366016388,-0.41007354855537415,0.1095438078045845,0.007522986736148596,0.006033684127032757,0.0013151499442756176,-1.4182174345478415e-4,2.691499248612672e-4,-7.844681385904551e-4,2.7444334591564257e-6,-6.470520747825503e-5,1.3640199904330075e-4,1.6790273366495967e-4,AM7204
0.2359592169523239,-0.1992294043302536,-0.008559643290936947,0.20993825793266296,1.0518996715545654,-0.037780556827783585,-0.9759047031402588,0.5297723412513733,-0.15887029469013214,-0.9500135183334351,0.34554678201675415,-0.8602223992347717,0.43726566433906555,0.6725022792816162,0.3096533417701721,0.005224221386015415,0.5311711430549622,0.5115649104118347,-0.21704541146755219,-0.0535067655146122,0.07216336578130722,0.03453703597187996,-0.017399029806256294,0.0289315115660429,0.007231803145259619,9.548168163746595e-4,2.8821127489209175e-4,-1.1568274203455076e-4,2.144774334738031e-4,-2.2393335530068725e-4,5.055554538557772e-6,-6.268427114264341e-6,-1.2489752407418564e-5,9.070065425476059e-5,AM7205
