PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,Donor
-0.011657669208943844,-0.07791941612958908,-0.05493295192718506,-0.032204777002334595,0.06139485538005829,0.0747142881155014,-0.066687673330307,-0.014091810211539268,-0.05808557569980621,-0.028242632746696472,0.09774038940668106,3.962880000472069e-4,AM7180
0.07830777764320374,-0.07723270356655121,0.04537085443735123,-0.018729429692029953,0.03705253824591637,-0.09422870725393295,-0.01569969952106476,0.12235347181558609,-0.010396088473498821,-0.19015926122665405,-0.08361189812421799,-0.025266723707318306,AM7181
0.029708752408623695,0.012671218253672123,-0.11934715509414673,-0.0840669646859169,0.01946994662284851,-0.05933824181556702,0.020755860954523087,0.008694496005773544,-0.02584095112979412,-0.07314717769622803,0.05852944031357765,0.1135139986872673,AM7182
0.03706558793783188,0.07327635586261749,-0.09748001396656036,-0.035469140857458115,0.07044555246829987,0.017950894311070442,-0.016788240522146225,-0.019565219059586525,0.09818901866674423,-0.06436128169298172,-0.028106164187192917,0.13260109722614288,AM7188
0.03315148130059242,-0.06354854255914688,-0.02788914181292057,-0.03767653554677963,0.1087016686797142,0.012264943681657314,-0.11436078697443008,0.019608816131949425,-0.10103537887334824,-0.0544113926589489,0.04577799513936043,-0.07699953764677048,AM7189
0.030431777238845825,0.13772590458393097,-0.07531658560037613,-0.011544447392225266,-0.01866236701607704,-0.010313410311937332,-0.06276000291109085,-0.017300445586442947,0.1797756850719452,-0.09220549464225769,-0.13662998378276825,-0.10275886207818985,AM7196
0.026970049366354942,0.0314609669148922,-0.09760695695877075,-0.11295874416828156,0.04908011853694916,0.033553775399923325,-0.17069676518440247,-0.09353568404912949,0.06506240367889404,-0.1052386462688446,-0.04730281978845596,0.09574636071920395,AM7197
0.15945474803447723,0.0013065472012385726,0.025423649698495865,0.05153074115514755,0.13673646748065948,-0.08373377472162247,-0.09693190455436707,0.12860244512557983,0.10586893558502197,-0.030728114768862724,0.06327313184738159,-0.061728499829769135,AM7203
0.029970165342092514,0.1358562856912613,0.031397972255945206,0.18015950918197632,0.11038533598184586,0.04450007155537605,-0.10870146006345749,0.06590936332941055,0.005935983266681433,-0.0717027559876442,-0.02912498451769352,0.11865480244159698,AM7204
0.08539167791604996,-0.04623192548751831,-0.002201995812356472,0.03676223382353783,0.15191105008125305,-0.0043893838301301,-0.11476490646600723,0.06338651478290558,-0.01424309704452753,-0.10559165477752686,0.03838368505239487,-0.08469273149967194,AM7205
