PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,Donor
-0.03198210895061493,-0.33965131640434265,-0.26467475295066833,-0.1987438052892685,0.4271427094936371,0.5856385827064514,-0.5452935695648193,-0.1325257569551468,-0.5462106466293335,-0.2580646574497223,0.8600892424583435,0.09513036161661148,0.9705221056938171,0.05429360643029213,-0.6361116170883179,-1.294791340827942,0.7525799870491028,0.28583353757858276,0.17538291215896606,0.10737144947052002,0.04255441203713417,0.057175733149051666,-0.2075464278459549,-0.005440243985503912,-2.9983327840454876e-4,-3.2703689066693187e-4,-2.7090571165899746e-5,1.1352150067978073e-5,-2.795331511151744e-6,2.505856355128344e-5,-4.217336481815437e-6,-6.185824531712569e-6,-9.573166607879102e-6,4.0031977732724044e-6,-6.3795610003580805e-6,-1.2507574865594506e-5,4.50735706181149e-6,AM7180
0.21476410329341888,-0.3386233448982239,0.21984171867370605,-0.12571114301681519,0.2645989954471588,-0.7474949955940247,-0.1595216989517212,1.0337883234024048,-0.09829526394605637,-1.7301043272018433,-0.8036243319511414,-0.22818146646022797,0.45020991563796997,-0.040896378457546234,-0.058686189353466034,0.7717697620391846,0.4201642572879791,0.24699494242668152,-0.3823516368865967,0.0011039864039048553,-0.3456072211265564,-0.38725152611732483,-0.0919305607676506,0.021013930439949036,-0.0015648358967155218,0.0016674743965268135,4.371216055005789e-4,4.776047353516333e-5,-1.8147111404687166e-5,-1.40859090606682e-4,8.101394087134395e-6,-7.441629463755817e-7,3.686245690914802e-5,-1.3130979823472444e-5,3.960863978136331e-5,3.956480213673785e-5,-2.7776459319284186e-5,AM7181
0.08041097223758698,0.05590726062655449,-0.5797525644302368,-0.5140895247459412,0.13726168870925903,-0.45633664727211,0.17727576196193695,0.07314109057188034,-0.23492038249969482,-0.6684627532958984,0.4729662239551544,1.2618464231491089,0.993074893951416,-0.9227951169013977,-0.7979255318641663,-0.43488743901252747,0.6588120460510254,-0.27304884791374207,0.1213589534163475,-0.2189069241285324,-0.3133774399757385,0.2798481583595276,-0.563490092754364,0.0024481385480612516,6.704680854454637e-4,2.5985944375861436e-5,1.229557819897309e-4,1.2184937986603472e-5,4.975494084646925e-5,-6.393568037310615e-5,-9.376107300340664e-6,-3.27690904668998e-5,5.850596380696516e-7,3.9823498809710145e-5,3.4361514735792298e-6,1.1855010598083027e-5,-1.4137062862573657e-5,AM7182
0.10102014243602753,0.3219626843929291,-0.470164030790329,-0.223920077085495,0.4922850728034973,0.1450207233428955,-0.14679943025112152,-0.178107351064682,0.8549729585647583,-0.585392951965332,-0.25008833408355713,1.2667158842086792,0.406318336725235,-0.053121957927942276,0.3668103814125061,-0.39841240644454956,2.1641712188720703,0.07493746280670166,-0.5618625283241272,0.5811092257499695,-0.09858160465955734,-0.3212668299674988,-0.020773056894540787,0.03675875812768936,0.002661200938746333,0.0021673794835805893,5.418775253929198e-4,-2.980897443194408e-5,9.621993376640603e-5,-2.5931993150152266e-4,1.038115533447126e-5,-1.5732541669422062e-6,3.011860462720506e-5,3.849525819532573e-5,3.761652624234557e-5,9.163615322904661e-5,-4.120450103073381e-5,AM7188
0.08992493152618408,-0.27463197708129883,-0.1329435259103775,-0.23552075028419495,0.7484211921691895,0.10124615579843521,-0.9440973997116089,0.14236952364444733,-0.9289728403091431,-0.4793814718723297,0.42474421858787537,-0.8293243050575256,0.27179455757141113,0.42890867590904236,0.9495877623558044,-1.041123390197754,1.0338726043701172,0.20959684252738953,0.2412552833557129,-0.08265122026205063,0.35609883069992065,-0.04722093418240547,0.3871866464614868,0.05221138522028923,0.006497274152934551,0.0026338580064475536,4.993494367226958e-4,-1.3539037900045514e-4,1.8464153981767595e-4,-3.556653100531548e-4,1.1996517059742473e-5,-4.646083766601805e-7,4.2811589082702994e-5,8.166622137650847e-5,3.4539181797299534e-5,1.4603599265683442e-4,-5.866168066859245e-5,AM7189
0.08433474600315094,0.604228138923645,-0.3638003468513489,-0.07902567833662033,-0.12586264312267303,-0.07015780359506607,-0.5650151968002319,-0.15271978080272675,1.6045539379119873,-0.7904040813446045,-1.2783961296081543,-0.8747639656066895,0.7078901529312134,0.1312168836593628,-0.6182010769844055,-0.3771877884864807,0.9856249094009399,0.362734317779541,-0.42718741297721863,0.20339150726795197,0.4311666786670685,0.4635913372039795,-0.4953303635120392,-0.02108495868742466,-0.0031838647555559874,-0.0010741890873759985,-2.546960604377091e-4,4.2694930016295984e-5,-9.179945482173935e-5,1.2499626609496772e-4,-1.907005389512051e-5,-2.579667307145428e-5,-1.563207661092747e-6,-7.823634405212943e-6,-1.7954022041521966e-5,-5.1115217502228916e-5,5.3305830078898e-6,AM7196
0.07280059158802032,0.14258742332458496,-0.46863290667533875,-0.691784679889679,0.3418740928173065,0.28415000438690186,-1.4632021188735962,-0.835526704788208,0.5361789464950562,-0.9075508713722229,-0.40771037340164185,0.9318106770515442,0.05624941736459732,-0.32216933369636536,0.1524975597858429,-0.9008079767227173,0.358192503452301,-0.13697125017642975,-0.6333988308906555,-0.13774989545345306,-0.06069294735789299,0.2990686893463135,-0.3425184488296509,-0.01843993179500103,-0.0015384642174467444,-0.001082167960703373,-2.0638651039917022e-4,3.187085530953482e-5,-3.851390283671208e-5,1.0537913476582617e-4,-1.1363144039933104e-5,-1.735081968945451e-5,-1.39868816404487e-5,-2.8536114768940024e-6,-1.6686581147951074e-5,-4.457132308743894e-5,1.3111411135469098e-5,AM7197
0.44015663862228394,0.00967471208423376,0.1273425966501236,0.2928186357021332,0.9482112526893616,-0.6625754833221436,-0.8326270580291748,1.1220823526382446,0.9104926586151123,-0.2753216326236725,0.5795462727546692,-0.6748010516166687,0.1767270714044571,1.0337426662445068,0.15675415098667145,0.3728289306163788,-0.7652795910835266,0.5395703315734863,-0.4169476628303528,-0.019657015800476074,-0.1594400256872177,-0.022732550278306007,0.20101577043533325,0.05539758503437042,0.0073175388388335705,0.0027358843944966793,5.99569350015372e-4,-1.2415452511049807e-4,2.2538125631399453e-4,-3.991842386312783e-4,1.2264570614206605e-5,-1.2109016097383574e-5,4.0477407310390845e-5,9.834648517426103e-5,4.0776383684715256e-5,1.5413633082062006e-4,-6.312000914476812e-5,AM7203
0.08625045418739319,0.5955700278282166,0.1496257781982422,1.0846461057662964,0.7502275109291077,0.35097065567970276,-0.9312968254089355,0.5958301424980164,0.01305485237389803,-0.6431894302368164,-0.23651039600372314,1.03329598903656,-0.1542503386735916,1.4109708070755005,-0.5209568738937378,-0.4143606722354889,0.15876327455043793,-0.5703607797622681,-0.7577996253967285,-0.31175217032432556,0.3579796850681305,0.2924906313419342,-0.4089148938655853,0.09802070260047913,0.006711875554174185,0.005575808230787516,0.0012188695836812258,-1.2947071809321642e-4,2.460935793351382e-4,-7.257704273797572e-4,1.330341660832346e-6,-6.227509584277868e-5,1.269034983124584e-4,1.567563012940809e-4,9.448642958886921e-5,2.6436190819367766e-4,-1.4814289170317352e-4,AM7204
0.23529094457626343,-0.198684424161911,-0.008529744111001492,0.20950308442115784,1.0501070022583008,-0.037748001515865326,-0.9753141403198242,0.5294955372810364,-0.15891948342323303,-0.9496883153915405,0.3454402983188629,-0.8600130677223206,0.4369448721408844,0.672583818435669,0.3099920451641083,0.005275893025100231,0.5311017036437988,0.5113503932952881,-0.216694176197052,-0.0532749779522419,0.07201975584030151,0.034226853400468826,-0.017404435202479362,0.02587880566716194,0.006122433114796877,9.331209002994001e-4,2.693933784030378e-4,-1.0048396507045254e-4,1.8554965208750218e-4,-2.0465691341087222e-4,4.3675095184880774e-6,-6.514158485515509e-6,-7.5124335126020014e-6,7.964642281876877e-5,4.257044111000141e-6,8.209793304558843e-5,-2.2549693312612362e-5,AM7205
0.49133679270744324,0.17896504700183868,0.44517844915390015,-0.6413408517837524,-0.35861966013908386,0.6067031025886536,0.026984667405486107,-0.5185467004776001,-1.4512345790863037,0.7312471270561218,0.4698515236377716,-2.01867413520813,0.7284833192825317,1.1912368535995483,-1.179306149482727,0.22586952149868011,0.4089122712612152,-0.4020390808582306,-0.134780615568161,0.6203907132148743,0.5612227320671082,0.07294612377882004,-0.051887281239032745,-0.0679277554154396,4.4721836457028985e-4,-0.004543183371424675,-9.140688343904912e-4,-7.660232768103015e-6,-2.828767719620373e-5,4.650410555768758e-4,-1.0466813364473637e-5,3.3792406611610204e-5,-1.3426283840090036e-4,-3.215096512576565e-5,-9.944184421328828e-5,-1.5909364446997643e-4,1.084182076738216e-4,AM7208
0.5552716255187988,0.3147588074207306,0.3760521411895752,-0.6392496228218079,0.6238826513290405,1.3740277290344238,0.4929147958755493,-0.30883145332336426,-1.7035741806030273,0.8282376527786255,-0.23900823295116425,-1.2566967010498047,0.08001941442489624,0.828770637512207,-0.08342593163251877,0.18524888157844543,0.9091529250144958,-0.6476975083351135,-0.13037174940109253,0.6163742542266846,0.77760249376297,0.2188589721918106,-0.16983647644519806,-0.030911624431610107,0.0026457959320396185,-0.002402417128905654,-4.766088386531919e-4,-5.6441578635713086e-5,5.0458835175959393e-05,1.9549267017282546e-4,-1.0610427125357091e-5,1.0176157047681045e-5,-8.121187420329079e-5,2.353633681195788e-5,-6.303722329903394e-5,-5.9660385886672884e-5,5.038236849941313e-5,AM7209
0.5624979734420776,0.18527068197727203,0.792519748210907,-0.38055840134620667,0.24388402700424194,1.3558263778686523,0.6865972876548767,0.09560840576887131,0.10429463535547256,1.2299920320510864,-0.6053656339645386,0.42796772718429565,-0.579980731010437,0.19669543206691742,-0.3959762752056122,0.09373480081558228,-0.4187109172344208,0.22139465808868408,-0.30984190106391907,-0.0681072324514389,-0.4334133565425873,0.03686219081282616,-0.10797467827796936,0.05006057024002075,0.0016512302681803703,0.0030866453889757395,6.662982632406056e-4,-1.873472319857683e-5,8.029140735743567e-5,-3.6158651346340775e-4,5.532558589038672e-6,-3.095358988502994e-5,8.11409336165525e-5,5.198611688683741e-5,6.401582504622638e-5,1.2425833847373724e-4,-7.741681474726647e-5,AM7211
0.6934616565704346,0.2514839172363281,0.8220304250717163,-0.4289524257183075,-0.22618336975574493,0.8183488845825195,0.30969640612602234,-0.26409900188446045,0.48729240894317627,0.8207522630691528,-0.195229634642601,0.8622502684593201,-0.9801642298698425,-0.17161281406879425,0.23605051636695862,0.21602076292037964,-0.3700883388519287,0.2240993231534958,-0.14318788051605225,-0.6656164526939392,-0.430578351020813,-0.04319002106785774,0.0852481946349144,0.042512644082307816,0.0011885116109624505,0.002653989242389798,5.502943531610072e-4,-1.808913475542795e-5,6.012115773046389e-5,-2.9573359643109143e-4,8.151863767125178e-6,-1.865099329734221e-5,7.189348252722993e-5,3.282012039562687e-5,5.6027180107776076e-5,1.0380795720266178e-4,-6.239890353754163e-5,AM7213
