PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,Donor
-0.011490087024867535,-0.07793479412794113,-0.05493674799799919,-0.03255090117454529,0.06163720786571503,0.0754595473408699,-0.06635065376758575,-0.014443778432905674,-0.061034053564071655,-0.02876974828541279,0.09379421919584274,0.015905437991023064,0.10248357802629471,-0.002114525530487299,-0.06365002691745758,-0.14014244079589844,AM7180
0.07823408395051956,-0.07753128558397293,0.04536043480038643,-0.019112469628453255,0.037534572184085846,-0.09531214088201523,-0.016047557815909386,0.12383890151977539,-0.01096460409462452,-0.19373415410518646,-0.08758549392223358,-0.02216332219541073,0.04739134758710861,-0.0053529380820691586,-0.003930370323359966,0.07218308746814728,AM7181
0.029538603499531746,0.01250254176557064,-0.1194251999258995,-0.0841589942574501,0.01988341100513935,-0.05947871878743172,0.02164861559867859,0.009756681509315968,-0.027694256976246834,-0.07346939295530319,0.05007357522845268,0.1446061134338379,0.1032697856426239,-0.10162168741226196,-0.07807686924934387,-0.047456465661525726,AM7182
0.03691418096423149,0.07285191118717194,-0.09722056984901428,-0.035726092755794525,0.07112343609333038,0.017885098233819008,-0.015996387228369713,-0.020222589373588562,0.09737624228000641,-0.06659580022096634,-0.02960619330406189,0.13777108490467072,0.042777903378009796,-0.012204224243760109,0.06066346541047096,-0.06301365047693253,AM7188
0.03289913758635521,-0.06350789964199066,-0.02779093012213707,-0.03791813552379608,0.10858017951250076,0.01260423008352518,-0.11392226815223694,0.019160248339176178,-0.10313478857278824,-0.05572159215807915,0.04881460964679718,-0.08959394693374634,0.029558300971984863,0.03756343573331833,0.10501585900783539,-0.11728915572166443,AM7189
0.030628899112343788,0.1373046189546585,-0.07523182034492493,-0.011980114504694939,-0.01820741780102253,-0.010226299054920673,-0.06340722739696503,-0.017009137198328972,0.1808326691389084,-0.09407694637775421,-0.14382439851760864,-0.09473311901092529,0.07498646527528763,0.004398791119456291,-0.05992239713668823,-0.05303526297211647,AM7196
0.026746274903416634,0.031352780759334564,-0.09756340086460114,-0.11326970160007477,0.04954024776816368,0.034418970346450806,-0.17224237322807312,-0.09498745203018188,0.06359466165304184,-0.1065506562590599,-0.049022622406482697,0.10265190154314041,0.004545075818896294,-0.03582369163632393,0.023206252604722977,-0.09820810705423355,AM7197
0.1592475026845932,0.0015883194282650948,0.025661377236247063,0.051244042813777924,0.13692373037338257,-0.08473730832338333,-0.09724453836679459,0.1301269382238388,0.1079719066619873,-0.031060470268130302,0.06566172093153,-0.07583330571651459,0.024448417127132416,0.11124502122402191,0.007723100017756224,0.03911888599395752,AM7203
0.030390629544854164,0.13598038256168365,0.031079446896910667,0.18031710386276245,0.11036507785320282,0.0451682023704052,-0.10967838019132614,0.06634549051523209,0.005864792037755251,-0.07276642322540283,-0.026500031352043152,0.11194700002670288,-0.015882650390267372,0.15286999940872192,-0.0509134940803051,-0.053571078926324844,AM7204
0.08527509868144989,-0.04631403088569641,-0.0020193394739180803,0.03650825098156929,0.15216773748397827,-0.004770464263856411,-0.11549606919288635,0.06370832026004791,-0.014992877840995789,-0.10823696851730347,0.0398031584918499,-0.09327059239149094,0.048613131046295166,0.066435307264328,0.03340033441781998,-0.008587110787630081,AM7205
0.17828518152236938,0.04098504036664963,0.09100625663995743,-0.10554137825965881,-0.05132952332496643,0.07924973964691162,-0.004152585286647081,-0.05934875085949898,-0.16484756767749786,0.08039460331201553,0.0550009161233902,-0.21931977570056915,0.07973438501358032,0.12111135572195053,-0.13070300221443176,0.012412629090249538,AM7208
