PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,PEER41,PEER42,PEER43,PEER44,PEER45,PEER46,PEER47,PEER48,PEER49,Donor
-0.02872351184487343,0.32263749837875366,-0.8536772131919861,0.25813740491867065,0.4683740735054016,-0.3511979877948761,-0.9644397497177124,-0.21836471557617188,0.03710875287652016,-0.7945809960365295,-5.350813153199852e-4,0.2590424120426178,0.44141626358032227,-0.6023193001747131,-0.04678632318973541,-0.06986813247203827,-0.4241846799850464,0.12624907493591309,0.5175901651382446,0.20381493866443634,0.005031170789152384,-0.005462419241666794,-1.3880060578230768e-4,-1.7834313621278852e-4,-6.38947676634416e-5,-1.8871991414926015e-5,-1.3762690286966972e-5,-7.441637535521295e-6,2.2064456061343662e-5,-2.852658690244425e-5,-2.91137293970678e-5,9.997999768529553e-6,-9.086052159545943e-6,-1.5864165106904693e-5,-5.917007456446299e-6,2.4806369765428826e-5,-1.1819170140370261e-5,1.1658606126729865e-5,-4.5034539652988315e-6,6.770483651052928e-6,1.0031479860117543e-6,7.890258530096617e-6,-2.397303887846647e-6,-5.706996489607263e-6,-7.747103154542856e-6,-2.518021346986643e-6,-1.5000521216279594e-6,3.290695360647078e-7,-5.0279782044526655e-6,AM7180
0.026997217908501625,0.30228757858276367,-0.3472273051738739,-0.4018668234348297,0.8714445233345032,-0.5667213201522827,-1.1582664251327515,0.4521334171295166,0.04820595309138298,-0.18080377578735352,1.0541942119598389,-0.2803562879562378,-0.43655234575271606,0.052780840545892715,-0.08963915705680847,-0.26924508810043335,-0.2754802405834198,-0.8622606992721558,0.5704525113105774,0.10669345408678055,-0.21877455711364746,-0.01005401648581028,-2.1352551993913949e-4,-3.4660036908462644e-4,-1.0450846457388252e-4,-3.1903346098260954e-5,-1.1072725101257674e-5,-5.041342774347868e-6,4.1260947909904644e-5,-5.4330557759385556e-5,-5.6287142797373235e-5,2.0548626707750373e-5,-1.7316118828603067e-5,-3.138410102110356e-5,-1.0431411283207126e-5,4.996363350073807e-5,-2.193811633333098e-5,2.024146670009941e-5,-1.0256915629724972e-5,1.1747859389288351e-5,4.08116164862804e-7,1.1578112207644153e-5,-3.1185436455416493e-6,-1.0357762221246958e-5,-1.663565490162e-5,-4.289651769795455e-6,-4.049054950883146e-6,3.067041518534097e-7,-9.647978913562838e-6,AM7181
-0.004999991040676832,0.17660583555698395,-0.2171345204114914,-0.9406036138534546,0.6338714361190796,0.028613366186618805,-0.3976951837539673,0.5437050461769104,0.998684823513031,-0.2178937792778015,1.269296646118164,-0.5796567797660828,0.24690960347652435,-1.0911667346954346,-0.5622421503067017,-0.16513676941394806,-0.5030800104141235,-0.24561168253421783,0.05944399908185005,-0.05040383338928223,0.15321911871433258,-0.011388134211301804,-2.2411232930608094e-4,-3.9672848652116954e-4,-1.0567218851065263e-4,-3.4963362850248814e-5,-4.47262254965608e-6,1.1279264526820043e-6,5.270896144793369e-5,-5.781924119219184e-5,-6.487079372163862e-5,2.166371632483788e-5,-1.8979955711984076e-5,-3.755448051379062e-5,-1.3392449545790441e-5,5.705847797798924e-5,-2.8144620955572464e-5,2.1737494535045698e-5,-1.394934042764362e-5,1.2853862244810443e-5,5.660326110046299e-7,1.1979024748143274e-5,-4.498443558986764e-6,-1.1333910151734017e-5,-1.9542796508176252e-5,-5.024380243412452e-6,-4.522268227447057e-6,6.485993253591005e-7,-1.0925857168331277e-5,AM7182
0.16292689740657806,0.25830259919166565,-0.49041715264320374,0.04356984421610832,0.915716826915741,-0.6447077393531799,-1.427197813987732,-0.3239019811153412,-0.3419590890407562,-1.1900101900100708,0.2835026979446411,0.8147427439689636,0.05541280284523964,-0.46111756563186646,-0.028925878927111626,0.18464531004428864,0.3885606527328491,0.1561025083065033,0.5792781114578247,0.12076476216316223,-0.10882733762264252,-0.008307120762765408,-1.8106235074810684e-4,-2.8420609305612743e-4,-8.806995901977643e-5,-2.7715603209799156e-5,-1.0794585250550881e-5,-4.96561642648885e-6,3.462967288214713e-5,-4.435025039128959e-5,-4.6033121179789305e-5,1.6553854948142543e-5,-1.4241792086977512e-5,-2.5714965886436403e-5,-8.960404557001311e-6,4.035035817651078e-5,-1.8420190826873295e-5,1.6879554095794447e-5,-8.190148037101608e-6,9.70664041233249e-6,6.142091706351493e-7,9.999459507525899e-6,-2.9618734060932184e-6,-8.547511242795736e-6,-1.3275160199555103e-5,-3.5866714824805968e-6,-2.9957570859551197e-6,3.754101669528609e-7,-8.002899448911194e-6,AM7188
-0.137534499168396,-0.6391676664352417,-0.21795004606246948,-0.19102945923805237,0.2540971338748932,-0.9847307205200195,-1.1097685098648071,-0.2675175368785858,-0.7619258761405945,-0.6709970831871033,0.2333424687385559,-0.7041907906532288,0.8924963474273682,-0.43202245235443115,-0.36337554454803467,-0.2592710256576538,0.6173158288002014,0.11207917332649231,0.70061492919921875,0.1595129817724228,-0.11669910699129105,-0.012268033809959888,-2.658755693119019e-4,-4.198394017294049e-4,-1.284415920963511e-4,-4.055237150168978e-5,-1.5071558664203621e-5,-6.629541530855931e-6,5.1798371714539826e-5,-6.499875598819926e-5,-6.816283712396398e-5,2.425228558422532e-5,-2.0956813386874273e-5,-3.822724465862848e-5,-1.3367241990636103e-5,5.969926860416308e-5,-2.754537490545772e-5,2.4792219846858643e-5,-1.2391673408274073e-5,1.430441170668928e-5,9.165212873085693e-7,1.4635753359470982e-5,-4.4453327063820325e-6,-1.2580381735460833e-5,-1.97288827621378e-5,-5.327886810846394e-6,-4.450754204299301e-6,5.61807837584638e-7,-1.1785678907472175e-5,AM7189
-0.07694212347269058,0.2649235427379608,0.6050416827201843,-0.5772094130516052,0.22192175686359406,0.8532447218894958,0.89045250415802,0.07894571870565414,0.4377281665802002,-1.1011979579925537,1.4648739099502563,0.13487564027309418,0.595704972743988,0.04564973711967468,0.19026105105876923,-1.4278603792190552,0.23171325027942657,-0.4534251093864441,0.941834032535553,-0.2769857943058014,-0.11931721866130829,0.015214887447655201,3.4540751948952675e-4,5.108132027089596e-4,1.6028423851821572e-4,5.165927723282948e-5,2.2170046577230096e-5,1.0563304385868832e-5,-6.729825690854341e-5,7.650328188901767e-5,8.431560127064586e-5,-2.8659162126132287e-5,2.6151223210035823e-5,4.7796478611417115e-5,1.729089126456529e-5,-7.213038043119013e-5,3.512616967782378e-5,-3.1146111723501235e-5,1.5378549505840056e-5,-1.7667352949501947e-5,-1.951415924850153e-6,-1.9159313524141908e-5,6.294901140790898e-6,1.5545118003501557e-5,2.3917984435684048e-5,6.923148703208426e-6,4.783812983077951e-6,-6.402796088877949e-7,1.4218226169759873e-5,AM7196
0.011894921772181988,0.3893950879573822,-0.5847651958465576,0.03261614963412285,0.7345280051231384,0.35502496361732483,-1.249508023262024,-0.03859225660562515,-0.6505149602890015,-1.059171199798584,-0.44794654846191406,0.3762263059616089,0.34664270281791687,-0.31423264741897583,0.31569522619247437,0.1747988909482956,-0.30656102299690247,0.5599998235702515,0.4636484682559967,0.06214386969804764,-0.7182189226150513,-0.03887262940406799,-7.675496162846684e-4,-0.0013620990794152021,-3.866218321491033e-4,-1.2749689631164074e-4,-2.2608553990721703e-5,-6.461148586822674e-6,1.669844496063888e-4,-2.0759819017257541e-4,-2.2069581609684974e-4,8.083332068054006e-5,-6.8311404902488e-5,-1.2542950571514666e-4,-4.206215817248449e-5,1.9564025569707155e-4,-8.791020809439942e-5,7.687135075684637e-5,-4.2320734792156145e-5,4.349153095972724e-5,6.485805670308764e-7,4.144688864471391e-5,-1.2205297934997361e-5,-3.9637237932765856e-5,-6.633923476329073e-5,-1.625962249818258e-5,-1.5697489288868383e-5,1.2620342886293656e-6,-3.8162379496498033e-5,AM7197
0.30727067589759827,-0.43361377716064453,1.148924708366394,-0.03293076157569885,0.20053496956825256,-0.44284263253211975,-0.9867888689041138,-1.3262819051742554,0.18238522112369537,-0.7487056851387024,0.2328513264656067,-0.4943709373474121,0.05576227232813835,-0.41761350631713867,-1.045925498008728,0.6610548496246338,0.2803576588630676,0.27115315198898315,-0.3011389374732971,0.6976178288459778,-0.45636269450187683,0.03873597830533981,6.831996724940836e-4,0.0013827549992129207,3.326529113110155e-4,1.1586803157115355e-4,-1.1913430171262007e-5,-2.21655864152126e-5,-1.8419668776914477e-4,1.9790197256952524e-4,2.2491162235382944e-4,-7.587508298456669e-5,6.490027590189129e-5,1.3205614231992513e-4,4.6304892748594284e-5,-2.0036443311255425e-4,9.852465882431716e-5,-7.127718708943576e-5,5.1669190725078806e-5,-4.223747237119824e-5,1.5343590575866983e-7,-3.557522359187715e-5,1.4341060705191921e-5,3.804366497206502e-5,7.008079410297796e-5,1.6573050743318163e-5,1.7022754036588594e-5,-2.2357135094352998e-6,3.807503162533976e-5,AM7203
-0.045542310923337936,0.6562912464141846,0.4510011672973633,-0.15434347093105316,0.4984709620475769,-0.07085089385509491,-0.047784242779016495,0.21763905882835388,-0.6051796078681946,0.908403217792511,0.0017376431496813893,-0.9441363215446472,-1.0868299007415771,1.1815096139907837,-0.06585446000099182,-0.6980802416801453,0.07046514749526978,0.20499716699123383,0.6473335027694702,0.3097645938396454,0.09709560871124268,-0.017219997942447662,-3.912445099558681e-4,-5.797524936497211e-4,-1.8217650358565152e-4,-5.69889452890493e-5,-2.6132114726351574e-5,-1.1809630450443365e-5,7.438956527039409e-5,-8.863904804456979e-5,-9.482118912274018e-5,3.227066190447658e-5,-2.8859531084890477e-5,-5.327673352439888e-5,-1.9388529835850932e-5,8.190536755137146e-5,-3.9613460103282705e-5,3.502234540064819e-5,-1.7308442693320103e-5,2.03797135327477e-5,2.0806617158086738e-6,2.1709151042159647e-5,-7.136780823202571e-6,-1.7602644220460206e-5,-2.6842279112315737e-5,-7.769423973513767e-6,-5.667612185789039e-6,9.551091579851345e-7,-1.6192581824725494e-5,AM7204
0.01957077533006668,0.6028844714164734,0.2603956162929535,-0.19583529233932495,0.6706340312957764,-0.15930846333503723,-0.08417855203151703,-0.24754776060581207,-0.6116307377815247,0.6368309259414673,-0.08473711460828781,-1.0361042022705078,-1.4301681518554688,0.2440352886915207,-1.0305763483047485,-0.2119905948638916,0.20102889835834503,0.391541063785553,0.12754638493061066,0.37660250067710876,-0.05013247951865196,-0.022078411653637886,-4.939230275340378e-4,-7.470657583326101e-4,-2.3396711912937462e-4,-7.415468280669302e-5,-3.131207631668076e-5,-1.481241542933276e-5,9.466813935432583e-5,-1.1440584785304964e-4,-1.2221821816638112e-4,4.2658666643546894e-5,-3.782482599490322e-5,-6.870728975627571e-5,-2.442156801407691e-5,1.057935442076996e-4,-4.9918169679585844e-5,4.5087901526130736e-5,-2.195819433836732e-5,2.5793573513510637e-5,2.3012482870399253e-6,2.7345646230969578e-5,-8.539508598914836e-6,-2.2653068299405277e-5,-3.4892360417870805e-5,-9.81465564109385e-6,-7.428346179949585e-6,9.708334118840867e-7,-2.0904670236632228e-5,AM7205
