PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,PEER41,Donor
-0.03186557814478874,-0.33848464488983154,-0.26379963755607605,-0.1981738954782486,0.4262298345565796,0.5848075747489929,-0.5446779727935791,-0.13245292007923126,-0.5461268424987793,-0.25798487663269043,0.8600113391876221,0.09476431459188461,0.9701674580574036,0.054612960666418076,-0.6354735493659973,-1.293965220451355,0.752413809299469,0.2854107916355133,0.17567691206932068,0.10691960155963898,0.04260655865073204,0.05697384849190712,-0.2066480666399002,-0.004632401745766401,-2.5877414736896753e-4,-0.00029056170023977757,-1.7853921235655434e-5,1.0855626896955073e-5,-1.1560797474885476e-6,2.0090117686777376e-5,-4.303918103687465e-6,-6.781205684092129e-6,-8.751028872211464e-6,5.17074067829526e-6,-5.750725449615857e-6,-1.0823873708432075e-5,3.476561460047378e-6,4.348113634478068e-6,7.997389275260502e-7,-3.843128524749773e-6,-4.7207586248987354e-6,AM7180
0.21399322152137756,-0.3374435007572174,0.21911415457725525,-0.12543201446533203,0.26402708888053894,-0.7464640736579895,-0.15958884358406067,1.0329591035842896,-0.09810668975114822,-1.7296870946884155,-0.803501546382904,-0.2282821387052536,0.45021507143974304,-0.04096648097038269,-0.05848699435591698,0.7711963057518005,0.4199330806732178,0.2468763291835785,-0.3817843496799469,0.0021040593273937702,-0.34431222081184387,-0.3847290277481079,-0.09128401428461075,0.01849542185664177,-0.0012990169925615191,0.0015246341936290264,4.188625025562942e-4,4.6001099690329283e-5,-1.1845139852084685e-5,-1.29860476590693e-4,8.337651706824545e-6,9.221348591381684e-7,3.046527854166925e-5,-1.240200344909681e-5,3.6295583413448185e-5,3.5709061194211245e-5,-2.361844599363394e-5,-8.368122053070692e-7,2.295988110745384e-7,-3.1144907097768737e-6,4.298348812881159e-6,AM7181
0.08012955635786057,0.05572409927845001,-0.5778212547302246,-0.5127184391021729,0.13694721460342407,-0.45561978220939636,0.17705515027046204,0.07297223806381226,-0.23479101061820984,-0.6683696508407593,0.4731440842151642,1.2609819173812866,0.9930896759033203,-0.9225304126739502,-0.7977820038795471,-0.434806764125824,0.6585127711296082,-0.2729782462120056,0.12090330570936203,-0.21824222803115845,-0.31193673610687256,0.2779870629310608,-0.5612581372261047,0.001999246422201395,6.814604857936502e-4,-4.002522928203689e-6,1.221640413859859e-4,1.273547240998596e-5,5.162679372006096e-5,-6.334207864711061e-5,-9.838241567194927e-6,-3.384091178304516e-5,-2.7967550408902753e-7,4.115858973818831e-5,2.9199436539784074e-6,1.1219501175219193e-5,-1.3923050573794171e-5,4.208512109471485e-6,3.915138222509995e-6,6.656251116510248e-6,-1.1250911029492272e-6,AM7182
0.10065866261720657,0.32086536288261414,-0.4686011075973511,-0.22329041361808777,0.4912094175815582,0.14486567676067352,-0.14688453078269958,-0.17805735766887665,0.8546594977378845,-0.5851500034332275,-0.24979987740516663,1.266503930091858,0.40616410970687866,-0.05361481383442879,0.3668992817401886,-0.398278146982193,2.1629583835601807,0.07499433308839798,-0.5603654384613037,0.5805121064186096,-0.09792190045118332,-0.3188934624195099,-0.020410601049661636,0.03183227404952049,0.0020549518521875143,0.001998921623453498,5.043790442869067e-4,-1.9687886378960684e-5,7.86357995821163e-5,-2.3171170323621482e-4,1.0011668564402498e-5,3.1547045864499523e-08,2.767278601822909e-5,3.0185521609382704e-5,3.553980786819011e-5,8.08728436823003e-5,-3.674213803606108e-5,-1.780105048965197e-5,6.624865818594117e-6,1.4602075680159032e-5,1.9368868379388005e-5,AM7188
0.08960074931383133,-0.27368950843811035,-0.1324962079524994,-0.2348785549402237,0.7467896938323975,0.1011609211564064,-0.943239152431488,0.14223603904247284,-0.9287880659103394,-0.47915560007095337,0.4245349168777466,-0.8288953304290771,0.2713108956813812,0.42901015281677246,0.9499516487121582,-1.0403528213500977,1.0332201719284058,0.20921690762043,0.24117545783519745,-0.0830892026424408,0.35454052686691284,-0.047119855880737305,0.38544875383377075,0.04457975924015045,0.005248893518000841,0.002387884072959423,4.3063724297098815e-4,-1.1797616025432944e-4,1.4893226034473628e-4,-3.0950497603043914e-4,1.1097426067863125e-5,1.5954992704791948e-6,4.216031447867863e-5,6.618499173782766e-5,3.208196721971035e-5,1.2842399883084e-4,-5.272529961075634e-5,-3.632758671301417e-5,7.772679964546114e-6,4.0875329432310537e-5,3.7818328564753756e-5,AM7189
0.08403369784355164,0.6021550893783569,-0.362582802772522,-0.07881685346364975,-0.12557819485664368,-0.06993858516216278,-0.5649271011352539,-0.15277105569839478,1.6039844751358032,-0.7897940874099731,-1.2779101133346558,-0.8745851516723633,0.7078244090080261,0.13146726787090302,-0.6173590421676636,-0.37704920768737793,0.9853962063789368,0.36253616213798523,-0.4262758493423462,0.20226363837718964,0.42999356985092163,0.4606994688510895,-0.49327749013900757,-0.01832522265613079,-0.0024364555720239878,-0.0010299463756382465,-2.3556016094516963e-4,3.135753286187537e-5,-7.075120083754882e-5,1.0672066855477169e-4,-1.9235798390582204e-5,-2.719811709539499e-5,-3.726382374225068e-6,1.8294161918674945e-6,-1.8826549421646632e-5,-4.369642920210026e-5,3.6284354791860096e-6,2.000828317250125e-5,-4.69280803372385e-6,-9.591857633495238e-6,-1.7327301975456066e-5,AM7196
0.07254202663898468,0.14209327101707458,-0.4670644700527191,-0.6898744702339172,0.34116193652153015,0.2839452922344208,-1.4622324705123901,-0.8351845145225525,0.5358020067214966,-0.9069531559944153,-0.40733885765075684,0.9315652251243591,0.05638404190540314,-0.32226791977882385,0.15221236646175385,-0.9004507660865784,0.35787639021873474,-0.13654451072216034,-0.632567822933197,-0.13713769614696503,-0.06042451038956642,0.29694101214408875,-0.34126201272010803,-0.01598074659705162,-0.0011362156365066767,-0.0010113093303516507,-1.8586065561976284e-4,2.589937867014669e-5,-2.6313922717235982e-5,9.014316310640424e-5,-1.140084168582689e-5,-1.873078326752875e-5,-1.3703555850952398e-5,3.00920009976835e-6,-1.608989987289533e-5,-3.8817510358057916e-5,1.0952095180982724e-5,1.3468098586599808e-5,-1.6786160585979815e-6,-6.766899787180591e-6,-1.24301614050637e-5,AM7197
0.4385761320590973,0.009643561206758022,0.12692612409591675,0.2919693887233734,0.9461272358894348,-0.661590576171875,-0.8321723341941833,1.121610164642334,0.9099269509315491,-0.27512821555137634,0.579436182975769,-0.674453616142273,0.17634886503219604,1.0337579250335693,0.15681269764900208,0.372573584318161,-0.76457279920578,0.53956538438797,-0.4162418246269226,-0.019058888778090477,-0.15888884663581848,-0.022913364693522453,0.20002226531505585,0.04731771722435951,0.005976800341159105,0.0024766712449491024,5.299919284880161e-4,-1.0458000906510279e-4,1.8802739214152098e-4,-3.5110479802824557e-4,1.1279506907158066e-5,-1.0406189176137559e-5,3.984222712460905e-5,8.217088907258585e-5,3.844970706268214e-5,1.3540228246711195e-4,-5.695688014384359e-5,-3.686917989398353e-5,1.091835383704165e-5,4.4572705519385636e-5,3.9637314330320805e-5,AM7203
0.08593940734863281,0.5935131311416626,0.1491251140832901,1.0817182064056396,0.7485511898994446,0.3504279553890228,-0.9305956959724426,0.5956274271011353,0.012903784401714802,-0.6430174112319946,-0.23637260496616364,1.0331605672836304,-0.1543746143579483,1.4102590084075928,-0.5210292339324951,-0.41430455446243286,0.15888357162475586,-0.5694190263748169,-0.7575084567070007,-0.3110283613204956,0.35654690861701965,0.290205180644989,-0.4073598086833954,0.0837949588894844,0.005727006122469902,0.00496152276173234,0.0010898407781496644,-1.1396384070394561e-4,2.1719619689974934e-4,-6.487341015599668e-4,-5.765576815974782e-7,-5.899125608266331e-5,1.1385668040020391e-4,1.4262057084124535e-4,8.401663944823667e-5,2.3571273777633905e-4,-1.3367932115215808e-4,-4.0123552025761455e-5,1.1295304830127861e-5,6.793283682782203e-5,5.385722761275247e-5,AM7204
0.23444391787052155,-0.19799958169460297,-0.008499997667968273,0.2089213877916336,1.047818899154663,-0.03770502284169197,-0.9746090769767761,0.5291661024093628,-0.15899868309497833,-0.9492802619934082,0.34531837701797485,-0.8597590923309326,0.43654224276542664,0.6726542115211487,0.3104357421398163,0.005349067039787769,0.5310057401657104,0.5110633373260498,-0.2162252962589264,-0.052975092083215714,0.07182622700929642,0.033820729702711105,-0.017406605184078217,0.022108647972345352,0.004884676542133093,8.820270304568112e-4,2.4253608717117459e-4,-8.304739458253607e-5,1.5231377619784325e-4,-1.800193713279441e-4,3.5257235140306875e-6,-6.604161171708256e-6,-2.5419694793527015e-6,6.679664511466399e-5,5.8183877627016045e-6,7.171063043642789e-5,-2.165019941458013e-5,-2.3894866899354383e-5,1.0388202099420596e-5,2.586893788247835e-5,2.191059866163414e-5,AM7205
