PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,Donor
-0.007610739208757877,0.07012448459863663,-0.1660233587026596,0.04171972721815109,0.06136437878012657,-0.048042744398117065,-0.11163751780986786,-0.026789845898747444,0.003918893169611692,-0.08471465855836868,AM7180
0.007958833128213882,0.06714058667421341,-0.06771248579025269,-0.06371547281742096,0.11488069593906403,-0.07381415367126465,-0.13539518415927887,0.05104363337159157,0.007294720504432917,-0.05243838205933571,AM7181
-0.001135328784584999,0.03950110450387001,-0.04340311512351036,-0.1503789871931076,0.08485817909240723,0.0017688439693301916,-0.04648732766509056,0.0616653747856617,0.11546438187360764,-0.06140827387571335,AM7182
0.04686838015913963,0.05677558109164238,-0.09486187994480133,0.0074475486762821674,0.1196470558643341,-0.08452947437763214,-0.16607284545898438,-0.03947712481021881,-0.03885544836521149,-0.13664768636226654,AM7188
-0.038568541407585144,-0.13740096986293793,-0.04153820872306824,-0.03093411587178707,0.03586824610829353,-0.12540052831172943,-0.13426917791366577,-0.02966669760644436,-0.08759832382202148,-0.08073395490646362,AM7189
-0.022021975368261337,0.05761733278632164,0.11670929938554764,-0.09124047309160233,0.028658373281359673,0.1075652614235878,0.1055382788181305,0.005297860596328974,0.05260351672768593,-0.15891340374946594,AM7196
0.004061568528413773,0.08510064333677292,-0.11379566788673401,0.006865832954645157,0.09660977125167847,0.0442318357527256,-0.14574527740478516,-0.005740680266171694,-0.07506844401359558,-0.10713851451873779,AM7197
0.08707794547080994,-0.09395939856767654,0.22419273853302002,-0.005197678692638874,0.02562480978667736,-0.05302496626973152,-0.1193595826625824,-0.15363189578056335,0.023289058357477188,-0.08444345742464066,AM7203
-0.012906750664114952,0.14313851296901703,0.08780581504106522,-0.023221250623464584,0.06368263065814972,-0.007230495102703571,-0.0066574206575751305,0.023171275854110718,-0.06884380429983139,0.09554970264434814,AM7204
0.005750075448304415,0.1315140724182129,0.05142483487725258,-0.030309559777379036,0.08611659705638885,-0.019126445055007935,-0.011050148867070675,-0.02998444437980652,-0.06921995431184769,0.06809256225824356,AM7205
0.26830917596817017,-0.013883727602660656,-0.04110129550099373,-0.03336981683969498,-0.03275703266263008,0.04855004698038101,0.06246429681777954,0.0722711980342865,-0.11914059519767761,-0.017622265964746475,AM7208
0.25825291872024536,0.0011914345668628812,0.021421516314148903,-0.028219303116202354,-0.07846970111131668,0.002346706809476018,0.0064045521430671215,0.13019350171089172,-0.14102263748645782,0.02233339287340641,AM7209
0.3221171498298645,-0.035556625574827194,-0.025853626430034637,-0.03356633335351944,0.008710752241313457,0.07337399572134018,0.05268104374408722,0.03198739513754845,-0.005120443645864725,-0.0529961921274662,AM7211
0.3114214241504669,-0.04366588592529297,0.020505262538790703,0.03342499956488609,-0.09709827601909637,-0.08877135813236237,0.13170044124126434,0.029642324894666672,-0.06417067348957062,0.027184735983610153,AM7213
0.24653607606887817,-0.08910396695137024,-0.2104956954717636,-0.023133045062422752,5.180969601497054e-4,-0.09883090108633041,0.1662728488445282,-0.0011204172624275088,0.09504827857017517,0.01766970194876194,AM7214
0.3266347050666809,-0.06961444765329361,-0.031865354627370834,-0.015883630141615868,0.03057803027331829,-0.10236845910549164,0.08768435567617416,0.017913153395056725,-0.03269912302494049,0.006651966832578182,AM7215
0.2757900357246399,-0.03237801417708397,-0.03725627064704895,-0.01593375764787197,-0.10222622752189636,0.0780285894870758,0.10124903172254562,0.07500860840082169,-0.015699727460741997,-0.015117463655769825,AM7216
-0.04562155902385712,-0.10638394951820374,0.00581564474850893,-0.025239478796720505,-0.011401774361729622,-0.18256962299346924,-0.09576117247343063,-0.07976898550987244,0.008312462829053402,-0.041211724281311035,AM7221
-0.03997589647769928,-0.1074192151427269,-0.02104848064482212,-0.05573375150561333,-0.0069295186549425125,-0.1895778924226761,-0.08377761393785477,-0.12384918332099915,0.09934578090906143,0.020089030265808105,AM7223
