PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,Donor
-0.03230396285653114,-0.3429819643497467,-0.2671664357185364,-0.20031316578388214,0.4296484589576721,0.5878808498382568,-0.546968400478363,-0.1327120065689087,-0.5464801788330078,-0.25826162099838257,0.8603194355964661,0.09604907780885696,0.9714191555976868,0.05343268811702728,-0.6377161741256714,-1.2968467473983765,0.7530090808868408,0.2869216203689575,0.17464691400527954,0.10842893272638321,0.04241744801402092,0.05765907093882561,-0.2097930610179901,-0.007757252082228661,-4.0905317291617393e-4,-4.174811765551567e-4,-4.973505565430969e-5,AM7180
0.21690453588962555,-0.3419833481311798,0.2219059318304062,-0.12648117542266846,0.2661699950695038,-0.7502607703208923,-0.15939585864543915,1.036125898361206,-0.09879286587238312,-1.7312891483306885,-0.8039715886116028,-0.22788389027118683,0.45022422075271606,-0.04076331481337547,-0.05915987864136696,0.7732058167457581,0.42072927951812744,0.24725595116615295,-0.38374003767967224,-0.0013823526678606868,-0.3488680422306061,-0.39331427216529846,-0.09345132857561111,0.02829691395163536,-0.0026968619786202908,0.002070108661428094,4.861802444793284e-4,AM7181
0.08119699358940125,0.056442249566316605,-0.5852077603340149,-0.5178401470184326,0.13810324668884277,-0.45827656984329224,0.17787155508995056,0.07361669838428497,-0.23526452481746674,-0.668723464012146,0.4725412130355835,1.2641185522079468,0.9930368661880493,-0.9234806895256042,-0.7982242107391357,-0.43508845567703247,0.6595885753631592,-0.2732101082801819,0.12253792583942413,-0.22068439424037933,-0.31693074107170105,0.28447437286376953,-0.568885087966919,0.003735237754881382,5.947011522948742e-4,1.0563704563537613e-4,1.2535853602457792e-4,AM7182
0.1020263284444809,0.32510536909103394,-0.4745781719684601,-0.22564074397087097,0.4952343702316284,0.1454533487558365,-0.14661338925361633,-0.1782417595386505,0.8558675050735474,-0.5860406160354614,-0.2508580982685089,1.2672532796859741,0.40669384598731995,-0.05185167118906975,0.3666057884693146,-0.39873096346855164,2.1672658920288086,0.07474350184202194,-0.5655523538589478,0.5825663805007935,-0.10030192881822586,-0.3269805312156677,-0.021741030737757683,0.05096251145005226,0.004691945854574442,0.002543781418353319,6.316929357126355e-4,AM7188
0.09082460403442383,-0.27732035517692566,-0.13421522080898285,-0.2372932732105255,0.7529085874557495,0.1014966145157814,-0.946479856967926,0.14278192818164825,-0.9295532703399658,-0.47997817397117615,0.4253065288066864,-0.8304322361946106,0.2730455696582794,0.42862918972969055,0.9486358761787415,-1.0430452823638916,1.0354671478271484,0.21058575809001923,0.24140752851963043,-0.08146685361862183,0.35997459292411804,-0.047402575612068176,0.3914811313152313,0.07415489852428436,0.010799222625792027,0.0031413405667990446,6.609693518839777e-4,AM7189
0.08517275005578995,0.6101539731025696,-0.36722782254219055,-0.07958152890205383,-0.12662850320339203,-0.07072285562753677,-0.5653846263885498,-0.15260447561740875,1.6061722040176392,-0.7920424342155457,-1.2797549962997437,-0.8752117156982422,0.7080841660499573,0.13048388063907623,-0.6203233003616333,-0.3775196075439453,0.9861994385719299,0.36319559812545776,-0.42946192622184753,0.20608213543891907,0.4340289533138275,0.47057026624679565,-0.5005007982254028,-0.02904714271426201,-0.0058604395017027855,-0.0011124202283099294,-2.9690959490835667e-4,AM7196
0.07352057844400406,0.14400269091129303,-0.4730684757232666,-0.6970105767250061,0.34384390711784363,0.28475138545036316,-1.4660124778747559,-0.8365087509155273,0.5371886491775513,-0.9091405272483826,-0.40874600410461426,0.9324361085891724,0.0559053011238575,-0.3218918740749359,0.15322914719581604,-0.901695191860199,0.3590136468410492,-0.13803860545158386,-0.6354459524154663,-0.13933613896369934,-0.06139213591814041,0.30426982045173645,-0.34557488560676575,-0.025527959689497948,-0.002932306844741106,-0.0012247179402038455,-2.546575851738453e-4,AM7197
0.4445459842681885,0.009765595197677612,0.1285386085510254,0.2951311469078064,0.953944206237793,-0.6651837825775146,-0.8340041637420654,1.123518705368042,0.9120704531669617,-0.27584654092788696,0.5798704028129578,-0.6756755113601685,0.1777297407388687,1.0336800813674927,0.15655910968780518,0.3734686076641083,-0.7670416235923767,0.5396042466163635,-0.41872093081474304,-0.021063897758722305,-0.16081194579601288,-0.02213911898434162,0.20354488492012024,0.07862602919340134,0.011936214752495289,0.003268737578764558,7.628570310771465e-4,AM7203
0.08710932731628418,0.6014164090156555,0.15104399621486664,1.0926560163497925,0.7548604607582092,0.35248708724975586,-0.9332908987998962,0.5964443683624268,0.01341016311198473,-0.6436535120010376,-0.2368655949831009,1.0336309671401978,-0.15394406020641327,1.412771463394165,-0.520811915397644,-0.4145163297653198,0.15851107239723206,-0.5727087259292603,-0.7584925293922424,-0.31359943747520447,0.3614504635334015,0.2982643246650696,-0.4126321077346802,0.1389382928609848,0.009655965492129326,0.0070703160017728806,0.0015346093568950891,AM7204
0.2376425564289093,-0.20063990354537964,-0.00861535407602787,0.21107463538646698,1.0564051866531372,-0.037830956280231476,-0.9773370027542114,0.5304760336875916,-0.1587391048669815,-0.9507984519004822,0.3457675576210022,-0.8606719374656677,0.4380107820034027,0.6723584532737732,0.30885034799575806,0.005114433821290731,0.531323254108429,0.5120740532875061,-0.21788382530212402,-0.054006390273571014,0.0724802240729332,0.035281702876091,-0.017369600012898445,0.036703988909721375,0.010586530901491642,9.347217855975032e-4,3.263723920099437e-4,AM7205
