PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,Donor
-0.03246003016829491,-0.34466925263404846,-0.26837995648384094,-0.20111878216266632,0.4309447109699249,0.5890694856643677,-0.5478039383888245,-0.13284696638584137,-0.546690821647644,-0.2584110200405121,0.8605000972747803,0.0964476466178894,0.9718163013458252,0.05311307683587074,-0.6383198499679565,-1.2976503372192383,0.7532287240028381,0.2871878445148468,0.17463959753513336,0.10871708393096924,0.04226711019873619,0.060136813670396805,-0.20994223654270172,AM7180
0.21793232858181,-0.34368306398391724,0.22291606664657593,-0.1269046664237976,0.26698261499404907,-0.7517844438552856,-0.1593659371137619,1.0372737646102905,-0.09901543706655502,-1.7319291830062866,-0.8041415214538574,-0.2278144806623459,0.45027783513069153,-0.04071604833006859,-0.05936343967914581,0.7737690806388855,0.42096561193466187,0.24736450612545013,-0.3843855857849121,-0.0035394972655922174,-0.3468054234981537,-0.3977643549442291,-0.09907141327857971,AM7181
0.08158054947853088,0.05671175941824913,-0.5878607630729675,-0.5198242664337158,0.13853317499160767,-0.4592941999435425,0.17817451059818268,0.07381179928779602,-0.2354898750782013,-0.6689054369926453,0.4724375605583191,1.2650423049926758,0.9930591583251953,-0.923800528049469,-0.7983145117759705,-0.4351060092449188,0.6598355174064636,-0.273424357175827,0.12319166213274002,-0.22259825468063354,-0.3179674446582794,0.28905922174453735,-0.5692370533943176,AM7182
0.10251222550868988,0.3266972303390503,-0.4767225980758667,-0.2265506088733673,0.4967576563358307,0.14569617807865143,-0.1465948075056076,-0.17832185328006744,0.8563608527183533,-0.586388349533081,-0.251187264919281,1.2675210237503052,0.4068845808506012,-0.05148550122976303,0.36655980348587036,-0.3988485634326935,2.168581485748291,0.07443469017744064,-0.5669127702713013,0.5825070738792419,-0.09991175681352615,-0.330930233001709,-0.026611292734742165,AM7188
0.09125526994466782,-0.2786845564842224,-0.13482968509197235,-0.23821936547756195,0.7552219033241272,0.10162866115570068,-0.9477187395095825,0.1429489552974701,-0.9299314022064209,-0.4802849292755127,0.4255369007587433,-0.8309441208839417,0.2735203802585602,0.4285421669483185,0.9483083486557007,-1.0437709093093872,1.036228895187378,0.21070683002471924,0.24153348803520203,-0.08002420514822006,0.3608100712299347,-0.04993197321891785,0.3933250904083252,AM7189
0.08557946979999542,0.6131531596183777,-0.3688938617706299,-0.07989496737718582,-0.1270347386598587,-0.07099878787994385,-0.5657024383544922,-0.15254467725753784,1.6070972681045532,-0.7927753329277039,-1.280388593673706,-0.8753899335861206,0.7082736492156982,0.13015933334827423,-0.6212340593338013,-0.37768176198005676,0.9864737391471863,0.36328771710395813,-0.42980292439460754,0.20821303129196167,0.4328649342060089,0.48135218024253845,-0.4970821142196655,AM7196
0.0738685205578804,0.14471343159675598,-0.47522449493408203,-0.6997541189193726,0.34485992789268494,0.2851214110851288,-1.4675827026367188,-0.8370198607444763,0.5376589894294739,-0.9099094271659851,-0.4091770350933075,0.9327259063720703,0.05576853081583977,-0.3218587338924408,0.15353377163410187,-0.9020180106163025,0.35936906933784485,-0.13845939934253693,-0.636066198348999,-0.14020545780658722,-0.06212790310382843,0.3096073865890503,-0.34426259994506836,AM7197
0.4466538727283478,0.009805751964449883,0.12913142144680023,0.29630762338638306,0.9568929672241211,-0.6665931940078735,-0.8348103165626526,1.124281644821167,0.9128798246383667,-0.2760922610759735,0.5800515413284302,-0.6760472059249878,0.17815223336219788,1.0337482690811157,0.15652866661548615,0.3736638128757477,-0.7676404714584351,0.5397858023643494,-0.4195481836795807,-0.02198035828769207,-0.16141235828399658,-0.02654646337032318,0.20287196338176727,AM7203
0.08752228319644928,0.6043768525123596,0.1517326533794403,1.0968512296676636,0.7572407126426697,0.35324349999427795,-0.9344244599342346,0.5967917442321777,0.013569667004048824,-0.643945574760437,-0.23701055347919464,1.0338438749313354,-0.15380026400089264,1.4135946035385132,-0.5207030177116394,-0.41450944542884827,0.15843430161476135,-0.5736482739448547,-0.7586087584495544,-0.3137647807598114,0.3632597029209137,0.30410298705101013,-0.4116555154323578,AM7204
0.23877105116844177,-0.20163241028785706,-0.008651968091726303,0.21189455687999725,1.0596543550491333,-0.03791201859712601,-0.9784508347511292,0.5309428572654724,-0.15867182612419128,-0.951361894607544,0.345932275056839,-0.860998809337616,0.4384560286998749,0.6723138093948364,0.3084271252155304,0.0050268922932446,0.5315222144126892,0.5123264789581299,-0.21823635697364807,-0.054154474288225174,0.07277677208185196,0.0356605090200901,-0.01722903549671173,AM7205
0.49860695004463196,0.18166430294513702,0.45137888193130493,-0.6487725377082825,-0.3619426190853119,0.6098402142524719,0.025884514674544334,-0.5196524858474731,-1.4536328315734863,0.7321550846099854,0.47109469771385193,-2.0201704502105713,0.7301637530326843,1.189603567123413,-1.1841309070587158,0.2258974313735962,0.40742257237434387,-0.403520792722702,-0.1358216106891632,0.6289463043212891,0.5646184086799622,0.07929407805204391,-0.050760217010974884,AM7208
