PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,Donor
-0.029278432950377464,0.32709118723869324,-0.8650785088539124,0.26081737875938416,0.47080564498901367,-0.3526736795902252,-0.9667758941650391,-0.21866659820079803,0.037692684680223465,-0.7954148650169373,2.1663086954504251e-4,0.25942084193229675,0.4414505064487457,-0.6033185124397278,-0.04753381758928299,-0.0698074996471405,-0.4273189604282379,0.12586694955825806,0.5199673175811768,0.20925205945968628,0.005385574419051409,-0.01032751053571701,-1.9844583584927022e-4,-2.882415137719363e-4,-9.442200098419562e-5,-2.9567589081125334e-5,-1.1625858860497829e-5,-6.5974581957561895e-6,3.703721449710429e-5,-4.558816726785153e-5,-4.743705358123407e-5,1.67783691722434e-5,-1.4885150449117646e-5,AM7180
0.027452802285552025,0.30643025040626526,-0.35184526443481445,-0.405874103307724,0.8764820694923401,-0.5688720345497131,-1.1614041328430176,0.45302125811576843,0.04801709204912186,-0.1797625869512558,1.0555243492126465,-0.28025731444358826,-0.436843603849411,0.053487628698349,-0.08903907984495163,-0.26989689469337463,-0.2764471471309662,-0.8705944418907166,0.5752772092819214,0.1132257729768753,-0.22007080912590027,-0.01907535269856453,-3.3092687954194844e-4,-5.479038809426129e-4,-1.6325549222528934e-4,-5.2201448852429166e-5,-9.29258021642454e-6,-4.894907760899514e-6,6.896011473145336e-5,-8.576444815844297e-5,-8.994916424853727e-5,3.284364356659353e-5,-2.799175308609847e-5,AM7181
-0.005135823041200638,0.17904964089393616,-0.2199709266424179,-0.9501125812530518,0.6376810073852539,0.029045889154076576,-0.3991144597530365,0.5452083349227905,0.9996947050094604,-0.2162083238363266,1.2710734605789185,-0.5791821479797363,0.24703115224838257,-1.092581868171692,-0.563997209072113,-0.1667540967464447,-0.5059888958930969,-0.24777619540691376,0.05913595110177994,-0.05097849667072296,0.15518634021282196,-0.021604394540190697,-3.591281420085579e-4,-6.24380074441433e-4,-1.7384832608513534e-4,-5.811756636830978e-5,-3.4887866604549345e-6,3.541783826221945e-7,8.32415753393434e-5,-9.397111716680229e-5,-1.0289859346812591e-4,3.583568468457088e-5,-3.1181687518255785e-5,AM7182
0.16591599583625793,0.26185163855552673,-0.4969802796840668,0.044082824140787125,0.9208126068115234,-0.6472370028495789,-1.4310578107833862,-0.3243855834007263,-0.34156861901283264,-1.1911804676055908,0.2844091057777405,0.8154756426811218,0.05444704368710518,-0.46245265007019043,-0.029703456908464432,0.1847994178533554,0.38943779468536377,0.15537850558757782,0.5837872624397278,0.12530303001403809,-0.10946246981620789,-0.015644077211618423,-2.75186903309077e-4,-4.4758894364349544e-4,-1.353441330138594e-4,-4.398258897708729e-5,-8.993370101961773e-6,-4.664813332055928e-6,5.700923065887764e-5,-6.989316898398101e-5,-7.336407725233585e-5,2.6580140911391936e-5,-2.290642078150995e-5,AM7188
-0.14009158313274384,-0.6479507684707642,-0.220945805311203,-0.1929430067539215,0.25559133291244507,-0.9890199303627014,-1.112473964691162,-0.26837486028671265,-0.7622979879379272,-0.6710984706878662,0.2347123771905899,-0.7039557695388794,0.8944262862205505,-0.43315014243125916,-0.3642262816429138,-0.26123377680778503,0.6188417673110962,0.1110498458147049,0.7058901786804199,0.16592469811439514,-0.11745619773864746,-0.02332053892314434,-4.0877590072341263e-4,-6.673992611467838e-4,-2.0027732534799725e-4,-6.522768671857193e-5,-1.2600416084751487e-5,-6.31318516752799e-6,8.55752223287709e-5,-1.0374944395152852e-4,-1.0954137542285025e-4,3.945603748434223e-5,-3.408469638088718e-5,AM7189
-0.07835028320550919,0.2685908079147339,0.6131329536437988,-0.5830281972885132,0.22339212894439697,0.856962263584137,0.8920445442199707,0.07933191955089569,0.4386861026287079,-1.1011545658111572,1.4678828716278076,0.13712362945079803,0.5962371230125427,0.04582494869828224,0.19341610372066498,-1.4321075677871704,0.23083290457725525,-0.4610656797885895,0.9519325494766235,-0.27679187059402466,-0.11944284290075302,0.028830675408244133,5.175523110665381e-4,8.171966182999313e-4,2.4798556114546955e-4,8.176663686754182e-5,1.817945667426102e-5,9.534242053632624e-6,-1.0849275713553652e-4,1.247341133421287e-4,1.3532010780181736e-4,-4.759707735502161e-5,4.23062447225675e-5,AM7196
0.012089897878468037,0.39477503299713135,-0.5925946235656738,0.03302792087197304,0.7383752465248108,0.35680973529815674,-1.252373456954956,-0.0388941690325737,-0.6508669257164001,-1.060922622680664,-0.4478253424167633,0.3761123716831207,0.3471088111400604,-0.31533512473106384,0.3157483637332916,0.17653527855873108,-0.30824321508407593,0.5608277320861816,0.467339426279068,0.06341812759637833,-0.7293182015419006,-0.07350926846265793,-0.00122352025937289,-0.002131181536242366,-6.136944284662604e-4,-2.0481186220422387e-4,-1.7832975572673604e-5,-7.4166778176731896e-6,2.722012286540121e-4,-3.2849053968675435e-4,-3.494159609545022e-4,1.2788103776983917e-4,-1.0909165575867519e-4,AM7197
0.3129705488681793,-0.4395269751548767,1.164171576499939,-0.03322552144527435,0.20154836773872375,-0.4446222186088562,-0.9895817041397095,-1.328304409980774,0.18371732532978058,-0.7488651275634766,0.2345563918352127,-0.4949294328689575,0.05575750768184662,-0.41828322410583496,-1.0499968528747559,0.6601924896240234,0.28196901082992554,0.27571049332618713,-0.30722567439079285,0.7082395553588867,-0.46083855628967285,0.07361628115177155,0.001156491693109274,0.002155810361728072,5.697123124264181e-4,1.9551478908397257e-4,-1.1208630894543603e-5,-1.6626150681986474e-05,-2.877839142456651e-4,3.2131586340256035e-4,3.542969061527401e-4,-1.240169513039291e-4,1.0654308425728232e-4,AM7203
-0.046385522931814194,0.6653065085411072,0.45705607533454895,-0.15581190586090088,0.5015023350715637,-0.07114002853631973,-0.048105303198099136,0.2177240550518036,-0.6063729524612427,0.9091969728469849,0.001729905721731484,-0.9461084008216858,-1.0867373943328857,1.184178352355957,-0.06271543353796005,-0.6995534896850586,0.07004757225513458,0.20636509358882904,0.6505650877952576,0.3183753192424774,0.09913934767246246,-0.03264037147164345,-5.873454501852393e-4,-9.260884253308177e-4,-2.8182705864310265e-4,-9.132390550803393e-5,-2.1863950678380206e-5,-1.091542981157545e-5,1.2122261978220195e-4,-1.4298484893515706e-4,-1.5259868814609945e-4,5.3700507123721763e-5,-4.724010796053335e-5,AM7204
0.019952809438109398,0.6111830472946167,0.2638806104660034,-0.19769231975078583,0.6747373938560486,-0.15990382432937622,-0.08459041267633438,-0.24835245311260223,-0.6124399900436401,0.6373661756515503,-0.08461589366197586,-1.039432168006897,-1.4312478303909302,0.24540601670742035,-1.030716061592102,-0.21382005512714386,0.20145323872566223,0.3960192799568176,0.12650111317634583,0.3833373188972473,-0.05109519511461258,-0.04185466468334198,-7.460354827344418e-4,-0.001190903247334063,-3.61561105819419e-4,-1.1804219684563577e-4,-2.5954352167900652e-05,-1.3607170330942608e-5,1.5487277414649725e-4,-1.839984761318192e-4,-1.9625830464065075e-4,6.998944445513189e-5,-6.128757377155125e-5,AM7205
0.9639620780944824,-0.06589560955762863,-0.21328093111515045,-0.20434100925922394,-0.2356511950492859,0.3954910337924957,0.4984742999076843,0.646274745464325,-1.0493662357330322,-0.10819239914417267,0.2091289907693863,1.2602307796478271,0.08412235230207443,0.3281644582748413,0.6215062141418457,-0.040938474237918854,-0.5943920612335205,-0.38607847690582275,0.5369918942451477,0.29429852962493896,0.5416654944419861,-0.04132143408060074,-7.395774591714144e-4,-0.001171469921246171,-3.479033475741744e-4,-1.129162119468674e-4,-2.4352613763767295e-5,-1.0135049706150312e-5,1.5744943812023848e-4,-1.7797616601455957e-4,-1.9371183589100838e-4,6.611486605834216e-5,-5.886335202376358e-5,AM7208
0.929905116558075,0.007876292802393436,0.10872413963079453,-0.17109063267707825,-0.5709160566329956,0.01423600036650896,0.04137848690152168,1.1285489797592163,-1.2512884140014648,0.1906345635652542,-0.1155572310090065,1.476556420326233,0.32022666931152344,0.5936270952224731,1.1890687942504883,0.3815022110939026,0.5370301008224487,-0.28320106863975525,1.4240642786026,0.3112792372703552,0.6456596851348877,-0.04601072520017624,-8.227623766288161e-4,-0.0013051889836788177,-3.86659026844427e-4,-1.252836809726432e-4,-2.7026651878259145e-5,-1.0617802217893768e-5,1.752727257553488e-4,-1.9861175678670406e-4,-2.1545158233493567e-4,7.33097767806612e-5,-6.514057895401493e-5,AM7209
1.1565897464752197,-0.16882836818695068,-0.13359417021274567,-0.205672487616539,0.07850894331932068,0.5986778140068054,0.4120132327079773,0.29420575499534607,-0.05830538645386696,-0.37507352232933044,0.44280150532722473,0.6301190257072449,-0.43763917684555054,0.41940993070602417,0.27351558208465576,0.390075147151947,-0.621127188205719,0.18159571290016174,-0.4624350965023041,0.25193077325820923,0.33470454812049866,-0.03277416154742241,-5.855252966284752e-4,-9.294618503190577e-4,-2.7752778260037303e-4,-9.11272072698921e-5,-1.9094870367553085e-5,-8.724913641344756e-6,1.2478609278332442e-4,-1.4102055865805596e-4,-1.5388456813525409e-4,5.3104136895854026e-5,-4.734434332931414e-5,AM7211
1.1183615922927856,-0.20280440151691437,0.10034347325563431,0.22823379933834076,-0.7116656303405762,-0.6750277876853943,1.1303895711898804,0.2665722668170929,-0.5831793546676636,0.35319364070892334,0.4967217743396759,-0.8584569692611694,0.3569074273109436,-0.0841570496559143,-0.7919583916664124,0.4872722625732422,0.20457252860069275,-0.018976399675011635,-0.6086627244949341,-0.14034339785575867,-0.3142029047012329,0.02717631123960018,4.786871140822768e-4,7.740941364318132e-4,2.271281846333295e-4,7.428076060023159e-5,1.3683051292900927e-5,5.137542302691145e-6,-1.0359868610976264e-4,1.1762318899855018e-4,1.2769211025442928e-4,-4.384158819448203e-5,3.876962000504136e-5,AM7213
