PEER1,PEER2,PEER3,PEER4,Donor
-0.012262522242963314,-0.07744462788105011,-0.05396407097578049,-0.023638851940631866,AM7180
0.07919038832187653,-0.07469218224287033,0.04486282169818878,-0.022570928558707237,AM7181
0.030432555824518204,0.013268665410578251,-0.11939410865306854,-0.08370696008205414,AM7182
0.03630479425191879,0.07465916126966476,-0.09781698882579803,-0.02846347913146019,AM7188
0.032311614602804184,-0.06168414279818535,-0.026099136099219322,-0.028055336326360703,AM7189
0.030149320140480995,0.13758797943592072,-0.07437334954738617,-0.014116581529378891,AM7196
0.027574818581342697,0.032244108617305756,-0.09610871225595474,-0.10502538084983826,AM7197
0.1601748913526535,0.002995409071445465,0.0255003459751606,0.055994875729084015,AM7203
0.03056921996176243,0.13574382662773132,0.03169187903404236,0.18623071908950806,AM7204
0.08531051874160767,-0.042991429567337036,-0.0010360614396631718,0.04745035991072655,AM7205
0.17771802842617035,0.03847380727529526,0.090253546833992,-0.10288446396589279,AM7208
0.2005837857723236,0.0706622377038002,0.07566151022911072,-0.0863405391573906,AM7209
0.20350129902362823,0.0391378179192543,0.1616261601448059,-0.05044887214899063,AM7211
0.2527938485145569,0.05630062520503998,0.16603687405586243,-0.06659842282533646,AM7213
0.148295059800148,-0.020610200241208076,0.18822534382343292,-0.14145928621292114,AM7214
0.2553568184375763,0.07585758715867996,0.17290547490119934,-0.11095760762691498,AM7215
0.2354763299226761,0.05359061062335968,0.13772165775299072,-0.11192671954631805,AM7216
-0.08033934980630875,0.0916762501001358,0.04628421738743782,0.030947979539632797,AM7221
0.03344665467739105,0.13036024570465088,-0.04778601601719856,0.15786577761173248,AM7223
0.0640941634774208,0.08700096607208252,-0.13350535929203033,0.04365500435233116,AM7224
0.03567155450582504,0.1116008311510086,0.010719903744757175,0.19613945484161377,AM7226
-0.020639050751924515,0.10631077736616135,-0.016193130984902382,0.15103748440742493,AM7228
0.018158894032239914,0.07212716341018677,-0.10295726358890533,-0.002121111610904336,AM7229
0.004254842642694712,0.11366864293813705,-0.00605765962973237,0.14438986778259277,AM7230
0.03129851818084717,0.13050757348537445,0.03450368717312813,0.13272450864315033,AM7236
0.05995048210024834,0.10129672288894653,-0.17327214777469635,0.011292543262243271,AM7237
0.07946807146072388,0.01980714313685894,-0.11324203014373779,0.04293597862124443,AM7241
0.05704137310385704,0.004737706854939461,-0.1400524377822876,-0.028632886707782745,AM7242
0.04954177886247635,-0.08736466616392136,0.09413965791463852,-0.11255516111850739,AM7243
0.09224340319633484,-0.05518896132707596,-0.018640143796801567,0.013531040400266647,AM7255
0.044463150203228,-0.01837552897632122,-0.004368314519524574,-0.16886113584041595,AM7256
-0.04651292786002159,0.07444977760314941,-0.06433355063199997,-0.18436641991138458,AM7260
0.017164181917905807,0.09075838327407837,-0.06988472491502762,0.03576900437474251,AM7261
0.012257175520062447,0.04171419143676758,0.03727572038769722,0.1013350561261177,AM7266
0.07347919046878815,0.01685182750225067,-0.10221505165100098,0.11351616680622101,AM7269
-0.0061807576566934586,0.08163764327764511,0.07442948967218399,-0.014367190189659595,AM7270
0.013369682244956493,0.1165856271982193,0.0065808044746518135,0.13005255162715912,AM7272
-0.028793776407837868,0.11359715461730957,0.07617954909801483,0.1483841985464096,AM7273
-0.0094080725684762,-0.06667666137218475,-0.08703216910362244,-0.06393332779407501,AM7277
-0.07705342769622803,0.03578393533825874,-0.027718696743249893,0.07618802040815353,AM7278
-0.10202714800834656,0.04554004222154617,0.14251263439655304,-0.0532018318772316,AM7280
-0.13801231980323792,-0.0027756609488278627,0.1549716591835022,-0.114793561398983,AM7283
-0.16310474276542664,0.005037662107497454,0.1335759162902832,-0.007665387354791164,AM7284
-0.12789030373096466,-0.03444273769855499,0.09757640957832336,-0.00797869823873043,AM7285
0.02730897068977356,0.006570218596607447,-0.03620778024196625,-0.1766524314880371,AM7294
-0.06996069103479385,-0.012045472860336304,0.08637094497680664,0.05137303099036217,AM7295
-0.14096546173095703,-0.0673549622297287,0.13802886009216309,-0.12592007219791412,AM7302
-0.09009349346160889,0.018016420304775238,0.04372483119368553,0.18188917636871338,AM7303
-0.08028802275657654,-0.049874208867549896,-0.0896015465259552,0.010640920139849186,AM7304
-0.09671404957771301,0.11750561743974686,0.12604129314422607,-0.0771847739815712,AM7312
-0.145872563123703,-0.02055221050977707,0.1797204613685608,-0.09019438177347183,AM7313
-0.11456537246704102,-0.01212947629392147,0.08207057416439056,0.09930027276277542,AM7318
-0.025090159848332405,-0.062216151505708694,-0.12044984847307205,-0.04866433143615723,AM7319
-0.11240305006504059,0.11574405431747437,0.060619305819272995,-0.03127337619662285,AM7320
-0.12795306742191315,0.031098872423171997,0.1410721093416214,0.022791776806116104,AM7321
-0.08791091293096542,0.07862621545791626,-0.06870265305042267,-0.06707686185836792,AM7323
-0.04113704338669777,-0.0065483939833939075,-0.11252965033054352,-0.10191196948289871,AM7325
-0.1341601312160492,0.07925178110599518,0.11167409271001816,-0.03161418437957764,AM7327
0.01447781827300787,-0.0926017239689827,-0.137834832072258,0.024542732164263725,AM7328
0.00432965811342001,-0.041403260082006454,-0.16836963593959808,0.005584374535828829,AM7329
-0.1103304997086525,0.09405073523521423,-0.0015916607808321714,0.06647972762584686,AM7332
-0.13076592981815338,0.05500880256295204,0.06745117902755737,0.008365451358258724,AM7333
-0.05672961100935936,-0.016469517722725868,-0.129495307803154,-0.07597466558218002,AM7334
-0.07378385961055756,0.029115775600075722,-0.08308640122413635,-0.07639187574386597,AM7336
-0.1059543713927269,0.018973778933286667,-0.016713013872504234,-0.023638570681214333,AM7337
-0.08044374734163284,0.07429853826761246,0.0013159667141735554,0.07310711592435837,AM7343
-0.047337163239717484,-4.6997619210742414e-4,-0.10178403556346893,-0.14614899456501007,AM7344
0.06893835961818695,0.03432903811335564,-0.15005216002464294,-0.11346863210201263,AM7345
-0.04583282396197319,0.0426429845392704,-0.08150994777679443,-0.009662065654993057,AM7346
-0.05903858691453934,-0.007303799502551556,-0.09962210804224014,-0.16681884229183197,AM7353
-0.0799250528216362,-0.04263871908187866,-0.09003249555826187,-0.1304132342338562,AM7354
0.047388628125190735,-0.04311028867959976,-0.11204379051923752,0.1342780441045761,AM7356
0.043847572058439255,-0.013742862269282341,-0.08558174967765808,0.18847684562206268,AM7359
-0.08950226753950119,-0.04556470364332199,-0.12619096040725708,-0.0055248672142624855,AM7361
-0.07569851726293564,-0.12064357101917267,-0.09102403372526169,-0.04359433799982071,AM7362
0.016655417159199715,-0.13984441757202148,0.02953682281076908,-0.06282268464565277,AM7365
0.024294283241033554,-0.04187906160950661,-0.1382879912853241,-0.008664105087518692,AM7372
-0.01971116103231907,-0.1957811564207077,0.06115097552537918,0.09039776027202606,AM7373
0.04177466779947281,-0.17534033954143524,0.08147158473730087,0.17193518579006195,AM7380
0.01706915721297264,-0.06881974637508392,-0.05758121609687805,0.012671236880123615,AM7382
0.03748560696840286,-0.1667969971895218,0.027981286868453026,0.11155302822589874,AM7383
0.01750212162733078,-0.17830140888690948,0.0542013980448246,0.10919240862131119,AM7384
0.007125915959477425,-0.15510334074497223,0.0677652657032013,-0.06140991672873497,AM7385
-0.018495187163352966,-0.089405857026577,-0.068736232817173,-0.03753284737467766,AM7386
0.054935671389102936,-0.17689548432826996,0.01657668873667717,0.14124910533428192,AM7387
-0.033687666058540344,-0.25687935948371887,0.04210326448082924,0.1617419272661209,AM7388
-0.019913505762815475,-0.18642359972000122,0.06774143874645233,0.030114391818642616,AM7409
0.009711657650768757,-0.10512538254261017,0.04782178997993469,-0.07073350995779037,AM7416
0.07938475906848907,-0.1455954909324646,0.02781303972005844,0.23639743030071259,AM7419
0.036733657121658325,-0.057731155306100845,-0.07552971690893173,-0.03356708586215973,AM7420
-0.004415106028318405,-0.16760489344596863,0.08217130601406097,-0.05807800218462944,AM7426
0.022532906383275986,-0.15999186038970947,0.026072148233652115,0.007684321142733097,AM7427
-0.011785206384956837,-0.12358678132295609,0.03063739277422428,-0.06129244714975357,AM7492
-0.12213027477264404,0.008930953219532967,0.05648741126060486,-0.07435600459575653,AM7493
-0.04005546495318413,0.09650959819555283,0.010632074438035488,-0.07165344804525375,AM7495
-0.027125554159283638,0.1448359489440918,0.1310516893863678,0.0013170016463845968,AM7589
0.011554479598999023,0.11778338998556137,0.024393895640969276,0.11680793017148972,AM7591
0.04833178594708443,-0.018091270700097084,-0.12389370799064636,-0.005754356738179922,AM7628
-0.030847614631056786,0.11612880229949951,0.09621717035770416,0.03504233434796333,AM7629
0.031724024564027786,0.1342562437057495,-0.023487545549869537,-0.039768997579813004,AM7633
0.050651103258132935,0.06351153552532196,-0.05555863305926323,-0.018214575946331024,AM7634
