PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,Donor
-0.00789506547152996,0.07119057327508926,-0.1693175882101059,0.04270293191075325,0.06444872915744781,-0.048034362494945526,-0.11511567234992981,-0.027401801198720932,-0.0028388281352818012,AM7180
0.008057964965701103,0.06828778982162476,-0.06899527460336685,-0.06501992791891098,0.11869178712368011,-0.07554129511117935,-0.13835696876049042,0.051744941622018814,0.0029086426366120577,AM7181
-0.001281553297303617,0.03988872468471527,-0.04444090649485588,-0.15373139083385468,0.08859482407569885,0.0019669269677251577,-0.04581645503640175,0.06191861629486084,0.1114964485168457,AM7182
0.04727507010102272,0.05769772827625275,-0.09664382040500641,0.007619865704327822,0.125068798661232,-0.0850592702627182,-0.17062711715698242,-0.04065978154540062,-0.05113998427987099,AM7188
-0.03932425007224083,-0.13974709808826447,-0.04231040179729462,-0.03184129297733307,0.037278641015291214,-0.1270250827074051,-0.14017543196678162,-0.028179405257105827,-0.09617632627487183,AM7189
-0.022986337542533875,0.05813794955611229,0.11847832798957825,-0.09316997230052948,0.03332594409584999,0.11168190836906433,0.11274243891239166,0.002690583700314164,0.039575349539518356,AM7196
0.00394062977284193,0.0864371508359909,-0.11584961414337158,0.007065934594720602,0.10032959282398224,0.04728686064481735,-0.1524939388036728,-0.003566829254850745,-0.08489040285348892,AM7197
0.08809947222471237,-0.09601503610610962,0.22790248692035675,-0.005352088250219822,0.02857542783021927,-0.053261492401361465,-0.12236753851175308,-0.158098965883255,0.015463759191334248,AM7203
-0.012842371128499508,0.14575551450252533,0.08940079063177109,-0.023709099739789963,0.06340598315000534,-0.009249966591596603,-0.006755569018423557,0.02415250986814499,-0.06265100836753845,AM7204
0.006057438440620899,0.13386589288711548,0.052641578018665314,-0.030868927016854286,0.08613089472055435,-0.020182497799396515,-0.01267480943351984,-0.02962861768901348,-0.06529958546161652,AM7205
0.27212703227996826,-0.014045576564967632,-0.04189027473330498,-0.033961985260248184,-0.033065445721149445,0.04947134852409363,0.06529662013053894,0.07259641587734222,-0.12448357790708542,AM7208
0.26200851798057556,0.0013654278591275215,0.021982388570904732,-0.028701255097985268,-0.08113019168376923,0.002126912819221616,0.005730437580496073,0.13406774401664734,-0.14324308931827545,AM7209
0.3267499804496765,-0.03615109995007515,-0.026428887620568275,-0.034365441650152206,0.009878973476588726,0.07591161876916885,0.05483262613415718,0.031563688069581985,-0.00993900652974844,AM7211
0.31614112854003906,-0.04440542683005333,0.020973671227693558,0.03406552970409393,-0.09983336925506592,-0.0916551947593689,0.1361740231513977,0.03066994436085224,-0.06454480439424515,AM7213
0.2501731216907501,-0.09061942994594574,-0.2142125368118286,-0.023665573447942734,6.374549120664597e-4,-0.10157600045204163,0.17190676927566528,-0.0015688412822782993,0.09844809770584106,AM7214
0.33148014545440674,-0.07083512097597122,-0.03242996335029602,-0.016176069155335426,0.031022435054183006,-0.10471824556589127,0.0896260142326355,0.019415950402617455,-0.032999150454998016,AM7215
0.2797498404979706,-0.03300542011857033,-0.0381108820438385,-0.016333356499671936,-0.10414988547563553,0.08001420646905899,0.10508977621793747,0.076557159423828125,-0.01680859923362732,AM7216
-0.046445753425359726,-0.10842987149953842,0.00582696869969368,-0.025878211483359337,-0.010732046328485012,-0.18666833639144897,-0.09842340648174286,-0.08231184631586075,0.004625145345926285,AM7221
-0.040537383407354355,-0.10931353271007538,-0.021683869883418083,-0.05687643960118294,-0.007221962790936232,-0.19415417313575745,-0.08654844015836716,-0.12729698419570923,0.10349071025848389,AM7223
0.022702232003211975,-0.11891017854213715,-0.007561077829450369,0.07494742423295975,0.06344369053840637,0.0767476037144661,-0.044706013053655624,-0.20942473411560059,0.11018917709589005,AM7224
0.022403433918952942,0.03780798241496086,0.09473492205142975,-0.10885898768901825,0.034904759377241135,-0.05048130080103874,0.08189363777637482,-0.047097690403461456,0.08892812579870224,AM7226
0.03819525986909866,-0.10688123106956482,0.13721111416816711,0.13418114185333252,0.08530403673648834,-0.05574123561382294,-0.08544358611106873,-0.14443445205688477,0.09358390420675278,AM7228
0.01811470277607441,0.08320910483598709,0.20365972816944122,-0.07024901360273361,0.028489504009485245,-0.09408597648143768,-0.0037048598751425743,0.05515023693442345,0.02808094583451748,AM7229
0.1081838458776474,0.050051361322402954,0.17780114710330963,-0.10190706700086594,0.10543053597211838,-0.12665794789791107,-0.015227864496409893,-0.017701108008623123,0.0665900707244873,AM7230
-0.008882923983037472,-0.05636923760175705,0.16096484661102295,0.15437746047973633,0.017694884911179543,-0.03505605459213257,-0.10134197026491165,-0.02667783387005329,-0.06203719973564148,AM7236
0.003864773316308856,0.02582458034157753,0.11641287058591843,-0.0436786487698555,-0.002958531491458416,-0.059247978031635284,0.11007431894540787,-0.06905297935009003,0.01595504954457283,AM7237
0.059509098529815674,0.08115093410015106,-0.05230659246444702,-0.042486440390348434,0.14413903653621674,-0.13243229687213898,-0.16325843334197998,-0.08406795561313629,0.016858849674463272,AM7241
0.09055839478969574,0.0802016332745552,-0.08399289101362228,-0.03248370811343193,0.1347629278898239,0.09649118781089783,-0.10935945808887482,-0.13906922936439514,0.025943441316485405,AM7242
0.018223384395241737,-0.13264156877994537,0.04003436118364334,-0.006282301153987646,0.021253902465105057,0.18907912075519562,-0.01657218113541603,-0.1923643797636032,-0.04193331301212311,AM7243
0.06530864536762238,0.1193261668086052,0.06337602436542511,-0.08465249836444855,0.09847382456064224,0.081861212849617,-0.0660950317978859,-0.035398416221141815,0.05795393884181976,AM7255
0.09189252555370331,0.07555187493562698,-0.06486610323190689,0.02018938958644867,0.10381056368350983,0.11339343339204788,-0.0557105615735054,-0.19000181555747986,0.03222029283642769,AM7256
-0.057036202400922775,-0.1409846991300583,-0.07176724821329117,-0.08017343282699585,0.03813273459672928,-0.04167111590504646,-0.06766527146100998,-0.033484041690826416,0.02225908823311329,AM7260
0.03529079630970955,-0.08438269793987274,0.011505981907248497,0.07893913239240646,0.21514369547367096,0.2363761067390442,-0.051074713468551636,0.16766151785850525,0.27507564425468445,AM7261
