PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,Donor
-0.011596720665693283,-0.08056557178497314,-0.0562506765127182,-0.032344598323106766,0.06271905452013016,0.07766914367675781,-0.06024313345551491,AM7180
0.08008155971765518,-0.07846543937921524,0.04540190100669861,-0.023044807836413383,0.039980169385671616,-0.10180783271789551,-0.017350975424051285,AM7181
0.030942393466830254,0.012984249740839005,-0.12315981090068817,-0.08738892525434494,0.020401056855916977,-0.06146116182208061,0.02189670130610466,AM7182
0.037852752953767776,0.07620014250278473,-0.10078869760036469,-0.03749990835785866,0.07505640387535095,0.016845764592289925,-0.033127740025520325,AM7188
0.0336897112429142,-0.06564170867204666,-0.028604652732610703,-0.03893488645553589,0.11118224263191223,0.011578777804970741,-0.10471414774656296,AM7189
0.030174531042575836,0.1427035927772522,-0.07759958505630493,-0.013077979907393456,-0.01564936526119709,-0.012104248628020287,-0.09277471899986267,AM7196
0.02748807519674301,0.03383881226181984,-0.10012935101985931,-0.11496429890394211,0.053175561130046844,0.03298339992761612,-0.19290074706077576,AM7197
0.1630004644393921,-3.346363373566419e-4,0.025647716596722603,0.0509551577270031,0.14125984907150269,-0.08745972812175751,-0.1027737632393837,AM7203
0.030960723757743835,0.1391284167766571,0.03219886124134064,0.1835179626941681,0.11502630263566971,0.04528902843594551,-0.11052040010690689,AM7204
0.08721300214529037,-0.047502342611551285,-0.0024500738363713026,0.03676016256213188,0.15702830255031586,-0.0073384251445531845,-0.11476868391036987,AM7205
0.18121010065078735,0.041424378752708435,0.09340649098157883,-0.10568922013044357,-0.055783603340387344,0.08374078571796417,0.014792458154261112,AM7208
0.2054470181465149,0.07344002276659012,0.07853929698467255,-0.10626116394996643,0.0918673425912857,0.18480034172534943,0.07656409591436386,AM7209
0.20828405022621155,0.04282396659255028,0.16684548556804657,-0.06369530409574509,0.03554840013384819,0.1840258091688156,0.08232225477695465,AM7211
0.2576019763946533,0.05966409668326378,0.1728094220161438,-0.07083865255117416,-0.03532863408327103,0.11076907068490982,0.028415363281965256,AM7213
0.1500929743051529,-0.018560374155640602,0.19638484716415405,-0.1297185868024826,-0.21787519752979279,-0.0481393001973629,0.11019690334796906,AM7214
0.2606140077114105,0.07788383960723877,0.180099219083786,-0.11181911826133728,-0.05536189675331116,-0.0017105925362557173,0.07217781245708466,AM7215
0.23889316618442535,0.05778587982058525,0.14334754645824432,-0.10361191630363464,-0.143943652510643,-0.030875828117132187,0.08648622781038284,AM7216
-0.08236148953437805,0.0953717827796936,0.0470525287091732,0.03221592679619789,-0.0167706198990345,0.021198973059654236,0.026751236990094185,AM7221
0.0326726995408535,0.13651083409786224,-0.04978020489215851,0.17918042838573456,-0.12563428282737732,-0.061473850160837173,-0.17643456161022186,AM7223
0.06435394287109375,0.09091562777757645,-0.13764576613903046,0.05370792746543884,-0.06474905461072922,-0.06926241517066956,-0.14974446594715118,AM7224
0.03626981005072594,0.11348818987607956,0.012196250259876251,0.20998284220695496,-0.026062218472361565,-0.0631556436419487,-0.19172148406505585,AM7226
-0.021398015320301056,0.10912584513425827,-0.016301145777106285,0.16286209225654602,-0.012943151406943798,-0.07571720331907272,0.1420108526945114,AM7228
0.018522247672080994,0.07290080934762955,-0.10623001307249069,-0.0074800169095396996,0.0591023825109005,-0.06845764070749283,0.2399516999721527,AM7229
0.004914691671729088,0.1139894425868988,-0.00570577010512352,0.1531715989112854,0.01814030483365059,-0.12427426129579544,0.20551083981990814,AM7230
0.031569063663482666,0.13064643740653992,0.03585370257496834,0.14342251420021057,0.04651268571615219,-0.17952507734298706,0.0728384479880333,AM7236
0.06039424240589142,0.09968160092830658,-0.17875900864601135,0.012991303578019142,0.06381199508905411,-0.2535659372806549,0.2435387820005417,AM7237
0.0813770741224289,0.019716709852218628,-0.11724068969488144,0.04425647854804993,0.0449661985039711,-0.027673613280057907,-0.14087986946105957,AM7241
0.05832628905773163,0.003464147914201021,-0.14496630430221558,-0.030227752402424812,0.04359382763504982,-0.07984301447868347,-0.013495630584657192,AM7242
0.04922815412282944,-0.09126473218202591,0.09601207077503204,-0.1095934584736824,-0.04832654446363449,-0.14524489641189575,-0.0989082008600235,AM7243
0.09389746934175491,-0.060578618198633194,-0.01931718736886978,0.014211155474185944,0.053787317126989365,-0.12572026252746582,-0.03357652947306633,AM7255
0.045839983969926834,-0.023264506831765175,-0.004169853869825602,-0.17639325559139252,0.04703234136104584,-0.1513390839099884,-0.11287090927362442,AM7256
