PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,Donor
-0.012220431119203568,-0.08441527932882309,-0.06003885716199875,-0.036118149757385254,0.06895248591899872,0.08516488969326019,-0.0773196741938591,-0.0164042878895998,-0.07081679254770279,-0.035800378769636154,0.11412806063890457,0.007745153270661831,0.13385584950447083,0.018484050408005714,AM7180
0.08261047303676605,-0.08393924683332443,0.049422696232795715,-0.02108621411025524,0.0421026237308979,-0.10810096561908722,-0.018329288810491562,0.14469210803508759,-0.013392029330134392,-0.22953328490257263,-0.1052977666258812,-0.025284579023718834,0.057404227554798126,-0.012895869091153145,AM7181
0.03104155883193016,0.013655230402946472,-0.13033311069011688,-0.0932391807436943,0.022304687649011612,-0.06809134781360626,0.02519342489540577,0.011412147432565689,-0.03224171698093414,-0.08868788182735443,0.06312019377946854,0.16262532770633698,0.13755591213703156,-0.10159581154584885,AM7182
0.0390869565308094,0.07932005077600479,-0.10615883022546768,-0.03974692150950432,0.07980803400278091,0.020643258467316628,-0.01950656622648239,-0.02320091240108013,0.11571504175662994,-0.07899969071149826,-0.03684442117810249,0.17221865057945251,0.049140721559524536,-0.020808570086956024,AM7188
0.03501055762171745,-0.06875085830688477,-0.03045841120183468,-0.04216303676366806,0.12187571823596954,0.014094238169491291,-0.1334914118051529,0.02296716347336769,-0.12106103450059891,-0.06642676144838333,0.05535631254315376,-0.09640350937843323,0.026153365150094032,0.027896733954548836,AM7189
0.03228989988565445,0.1492127925157547,-0.08213943988084793,-0.01349161472171545,-0.020587310194969177,-0.012126174755394459,-0.0733303651213646,-0.020041964948177338,0.21345117688179016,-0.11208223551511765,-0.17188836634159088,-0.12368438392877579,0.09770131856203079,0.018735282123088837,AM7196
0.02823646180331707,0.03414829075336456,-0.10654468834400177,-0.12576676905155182,0.05551699548959732,0.038763079792261124,-0.20029397308826447,-0.11117703467607498,0.07611574232578278,-0.12748415768146515,-0.05954742431640625,0.12429051101207733,0.005459018051624298,-0.03926919400691986,AM7197
0.16845011711120605,0.0016284291632473469,0.028027642518281937,0.05688231438398361,0.15356341004371643,-0.09627223014831543,-0.11245778203010559,0.15200164914131165,0.12704382836818695,-0.03631084784865379,0.07879076898097992,-0.08794504404067993,0.026473013684153557,0.1281411051750183,AM7203
0.03208034858107567,0.14749599993228912,0.03403469920158386,0.19960860908031464,0.12375397235155106,0.05094312131404877,-0.12733566761016846,0.0778869241476059,0.007220050320029259,-0.08726996928453445,-0.031130356714129448,0.12769974768161774,-0.01302474644035101,0.20294813811779022,AM7204
0.09022480994462967,-0.050142187625169754,-0.0023127910681068897,0.0404224768280983,0.1706528663635254,-0.005177034065127373,-0.13422459363937378,0.07457038760185242,-0.01762630045413971,-0.12851391732692719,0.04658428579568863,-0.10796163231134415,0.054433614015579224,0.07106175273656845,AM7205
0.18821313977241516,0.04431615397334099,0.09941521286964417,-0.11702077835798264,-0.057672638446092606,0.09025038033723831,-0.0038571429904550314,-0.06949780136346817,-0.19502782821655273,0.09470058232545853,0.06895191222429276,-0.2812812924385071,0.10740252584218979,0.1676892340183258,AM7208
0.21321168541908264,0.07788770645856857,0.0835128203034401,-0.11664815992116928,0.10262070596218109,0.2030147910118103,0.05834975838661194,-0.04133147373795509,-0.22757527232170105,0.1110873594880104,-0.02649390511214733,-0.16882561147212982,0.009375276044011116,0.10155948996543884,AM7209
0.2152913361787796,0.046438854187726974,0.1768130213022232,-0.06901025772094727,0.03894096240401268,0.20131327211856842,0.0895165279507637,0.010325654409825802,0.015661250799894333,0.16901668906211853,-0.07906772941350937,0.0486568808555603,-0.07241799682378769,0.04214122146368027,AM7211
0.2656797468662262,0.06296369433403015,0.18313512206077576,-0.07719310373067856,-0.03766729310154915,0.121638223528862,0.038180261850357056,-0.03816087916493416,0.06738080084323883,0.11270661652088165,-0.026399582624435425,0.11386653035879135,-0.13133040070533752,-0.017701026052236557,AM7213
0.1549537479877472,-0.018324516713619232,0.20778784155845642,-0.13936907052993774,-0.2350945770740509,-0.05723876506090164,0.12978799641132355,-0.002357269637286663,0.10835852473974228,0.23195070028305054,0.018407175317406654,0.02820735238492489,0.08142057806253433,-0.13213825225830078,AM7214
0.2694168984889984,0.08267887681722641,0.1909555047750473,-0.11944122612476349,-0.059706415981054306,-0.0025339783169329166,0.08836497366428375,0.01501445285975933,0.12091376632452011,0.14145654439926147,0.020506730303168297,0.10679333657026291,-0.07720450311899185,0.03185135871171951,AM7215
0.24703073501586914,0.06068461015820503,0.15250922739505768,-0.11373374611139297,-0.15743057429790497,-0.03411871939897537,0.10432945191860199,-0.09989321976900101,-0.018638329580426216,0.06263510882854462,-0.1138673648238182,-0.012879075482487679,-0.06512387096881866,0.086586102843284607,AM7216
-0.08567316830158234,0.10244014114141464,0.05032089725136757,0.03804538771510124,-0.018451081588864326,0.024620046839118004,0.014483623206615448,0.19687491655349731,-0.05393329635262489,-0.1033194363117218,-0.013083348050713539,0.04586208239197731,-0.08507571369409561,0.008461805060505867,AM7221
0.03410179167985916,0.14296971261501312,-0.05270000174641609,0.19393612444400787,-0.1391953080892563,-0.06697118282318115,-0.17737044394016266,-0.009154503233730793,0.20208726823329926,-0.05438349395990372,-0.031077902764081955,-0.04700889438390732,-0.02306211367249489,-0.03153150528669357,AM7223
0.06737948954105377,0.09489620476961136,-0.14609546959400177,0.057261426001787186,-0.07293727248907089,-0.07592447847127914,-0.13914386928081512,-0.10025318711996078,0.2334643304347992,0.06239993870258331,-0.18054455518722534,-0.036875899881124496,0.03691628575325012,0.022987928241491318,AM7224
0.037215251475572586,0.12038211524486542,0.01256142184138298,0.227112278342247,-0.02929627150297165,-0.0701933279633522,-0.22221091389656067,0.013321379199624062,0.049531757831573486,0.10132753849029541,-0.05282866954803467,0.10052835196256638,-0.15777136385440826,-0.14034892618656158,AM7226
-0.021966103464365005,0.11757741868495941,-0.01744185946881771,0.17787626385688782,-0.014301657676696777,-0.08566957712173462,0.1470043957233429,0.2053074836730957,0.0344993881881237,0.027096031233668327,0.199067622423172,-0.05629179626703262,0.09585601091384888,0.21536411345005035,AM7228
0.018851734697818756,0.07874436676502228,-0.11293399333953857,-0.004561644978821278,0.06472057849168777,-0.07539547979831696,0.27128466963768005,0.1567775011062622,0.07058423012495041,0.05710578337311745,-0.03232119604945183,-0.01043523009866476,0.01243872195482254,-0.09695973992347717,AM7229
0.004654180724173784,0.12266216427087784,-0.0061314525082707405,0.1683981716632843,0.0206452663987875,-0.1379440724849701,0.20176510512828827,0.21554073691368103,-0.09217343479394913,0.0964265838265419,0.11687424778938293,-0.018806934356689453,-0.057882536202669144,-8.080535335466266e-4,AM7230
0.032317426055669785,0.1372072994709015,0.0379050076007843,0.15297091007232666,0.05254582688212395,-0.19719615578651428,0.06990435719490051,-0.016110707074403763,-0.15582974255084991,-0.0805542916059494,0.08650999516248703,0.1706760972738266,0.03629932180047035,0.12587113678455353,AM7236
0.062309447675943375,0.105458103120327,-0.18863728642463684,0.016567036509513855,0.06751742213964462,-0.2775983214378357,0.27718108892440796,0.12822143733501434,0.028435323387384415,-0.030871376395225525,-0.20107702910900116,-0.010917780920863152,-0.042589738965034485,0.1380956470966339,AM7237
0.08393879979848862,0.021081188693642616,-0.12479457259178162,0.04564228653907776,0.04877643287181854,-0.033076461404561996,-0.1560012847185135,-0.09525660425424576,0.02253502793610096,0.0387493260204792,0.09241434186697006,0.057585444301366806,0.04520232975482941,-0.07413870096206665,AM7241
0.059987571090459824,0.004037443548440933,-0.15499798953533173,-0.03358212858438492,0.04788000136613846,-0.09131211787462234,-0.02596098743379116,-0.054369039833545685,-0.0882980227470398,0.06847170740365982,7.879792246967554e-5,-0.04519348964095116,0.01713046059012413,-0.09535662084817886,AM7242
0.05016426369547844,-0.0958961471915245,0.10211355239152908,-0.11355998367071152,-0.05450832098722458,-0.15806935727596283,-0.10195093601942062,0.1582542061805725,0.13496315479278564,-0.11542857438325882,-0.10859298706054688,-0.03910244256258011,0.007494620978832245,-0.1629835069179535,AM7243
0.09722900390625,-0.06315632909536362,-0.020816106349229813,0.01607959158718586,0.06030503287911415,-0.1387244611978531,-0.05984203889966011,0.10080767422914505,-0.12230268120765686,-0.02048138715326786,0.12284907698631287,-0.13014961779117584,1.1585776519495994e-4,0.07822268456220627,AM7255
0.047470368444919586,-0.023295661434531212,-0.004316743928939104,-0.1866980940103531,0.052792083472013474,-0.16705727577209473,-0.14500299096107483,0.18004080653190613,0.006433643400669098,0.044979844242334366,0.13564257323741913,-0.07019046694040298,-0.04083085060119629,-0.0058209532871842384,AM7256
-0.04932776838541031,0.08243594318628311,-0.07073383778333664,-0.20843888819217682,0.003405626630410552,0.06607691198587418,0.05700460821390152,0.093968965113163,0.19947750866413116,-0.1309264898300171,-0.018788518384099007,0.07125593721866608,0.05794307589530945,-0.019225267693400383,AM7260
0.018490159884095192,0.09725025296211243,-0.07545947283506393,0.05065634101629257,-0.09867207705974579,-0.04115169495344162,0.12832050025463104,0.06671135127544403,0.038299672305583954,-0.051061056554317474,0.1491515189409256,0.028842858970165253,-0.08264843374490738,0.1157214343547821,AM7261
0.012894033454358578,0.03815528750419617,0.03996989503502846,0.10321103036403656,0.13106685876846313,-0.11071667075157166,0.15665794909000397,-0.34048062562942505,0.06078184023499489,-0.24231290817260742,0.18777909874916077,-0.1105475202202797,-0.2856792211532593,-7.893630536273122e-4,AM7266
0.07854779064655304,0.017813721671700478,-0.11178075522184372,0.1146748960018158,0.0954715684056282,0.12005288153886795,-0.05201638117432594,-0.020922517403960228,0.135109543800354,-0.01110752485692501,0.1370096653699875,0.20395179092884064,0.01427006721496582,0.1883554309606552,AM7269
-0.006809697486460209,0.0815780758857727,0.08132673054933548,-0.029600700363516808,0.17765377461910248,-0.09857036918401718,0.07007336616516113,-0.26898035407066345,0.10508085042238235,-0.3274149000644684,0.040734268724918365,-0.10152799636125565,-0.26131802797317505,-0.14048753678798676,AM7270
0.015284741297364235,0.12825152277946472,0.0057884640991687775,0.13574521243572235,0.10633019357919693,0.14776349067687988,-0.13996852934360504,0.10704922676086426,0.18990421295166016,-0.008992195129394531,0.03826433792710304,-0.023661062121391296,-0.036041028797626495,-0.07937013357877731,AM7272
-0.027911661192774773,0.11891651153564453,0.08267783373594284,0.14370936155319214,0.23592880368232727,0.006312907673418522,-0.07374677062034607,-0.2656897008419037,0.08522948622703552,-0.036284495145082474,-0.3282592296600342,-0.1501048505306244,0.24401333928108215,0.17352169752120972,AM7273
-0.00884243194013834,-0.07316488027572632,-0.09462454915046692,-0.0757058784365654,0.07423380017280579,-0.04126903787255287,0.07736412435770035,0.06328382343053818,-0.053769513964653015,0.1325969398021698,0.23849913477897644,0.008075688034296036,0.04147935286164284,-0.06275775283575058,AM7277
