PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,Donor
-0.01994563452899456,0.2145092934370041,-0.5576701164245605,0.16622242331504822,0.3127511739730835,-0.250940203666687,-0.7393289804458618,-0.17860354483127594,0.03419704735279083,-0.7023897767066956,0.0057069240137934685,0.24055249989032745,0.4017139971256256,-0.5673025846481323,-0.0529417060315609,-0.06159724295139313,-0.4281836748123169,0.11625362932682037,0.4847319424152374,0.22936087846755981,0.002256242325529456,-0.025818057358264923,-0.001114877057261765,-8.20065091829747e-4,-5.672046099789441e-4,-1.0826590732904151e-4,-2.4841868435032666e-4,-1.4967183233238757e-4,5.160059663467109e-5,-2.0059908274561167e-4,AM7180
0.019172877073287964,0.2019437998533249,-0.22616448998451233,-0.25833433866500854,0.5839540362358093,-0.39624691009521484,-0.8902469873428345,0.3599773645401001,0.03505177050828934,-0.1510280817747116,0.9589585065841675,-0.24667257070541382,-0.41161689162254333,0.058665063232183456,-0.08147067576646805,-0.2553911805152893,-0.2602619528770447,-0.8464643359184265,0.545559823513031,0.1803666353225708,-0.19244500994682312,-0.04828164726495743,-0.001704381313174963,-0.0016641401452943683,-7.385879289358854e-4,-3.4175493055954576e-5,-2.4257089535240084e-4,-1.4728782116435468e-4,8.139201236190274e-5,-3.933854750357568e-4,AM7181
-0.00356232188642025,0.1184750571846962,-0.14144976437091827,-0.6053401231765747,0.42723891139030457,0.019246987998485565,-0.30407020449638367,0.43613502383232117,0.8436977863311768,-0.1789359152317047,1.1552622318267822,-0.518275797367096,0.21857064962387085,-1.0206269025802612,-0.5507237911224365,-0.16048619151115417,-0.5001925230026245,-0.24592207372188568,0.05309697985649109,-0.047983769327402115,0.1438961923122406,-0.05549447238445282,-0.001169513794593513,-0.002128241118043661,-5.228932714089751e-4,-1.2502245954237878e-4,9.2234085968812e-6,1.9719293050002307e-5,3.160912892781198e-4,-3.052269166801125e-4,AM7182
0.11519180983304977,0.1725422888994217,-0.31973186135292053,0.028262652456760406,0.6121024489402771,-0.4523187279701233,-1.0974407196044922,-0.26462721824645996,-0.28929221630096436,-1.0507187843322754,0.2607685625553131,0.7559875249862671,0.041176509112119675,-0.4428011178970337,-0.03733335807919502,0.17255376279354095,0.36348778009414673,0.144316166639328,0.5595138669013977,0.16969068348407745,-0.09314118325710297,-0.039445675909519196,-0.001300605945289135,-0.0014236877905204892,-6.56135322060436e-4,-1.743665779940784e-4,-1.9652920309454203e-4,-1.0498648771317676e-4,1.1158842244185507e-4,-3.1369811040349305e-4,AM7188
-0.09689556062221527,-0.42344945669174194,-0.1416027843952179,-0.12386670708656311,0.1755656599998474,-0.6857863068580627,-0.858625054359436,-0.21550318598747253,-0.6450808644294739,-0.5881595015525818,0.2228865623474121,-0.6434945464134216,0.831598699092865,-0.413334459066391,-0.35843417048454285,-0.2551984190940857,0.5766004920005798,0.10820695012807846,0.6782740354537964,0.2241545170545578,-0.08937224745750427,-0.05963528901338577,-0.0020780579652637243,-0.002042159205302596,-9.394869557581842e-4,-2.489820763003081e-4,-2.758556220214814e-4,-1.391333935316652e-4,1.9680330296978354e-4,-4.438914475031197e-4,AM7189
-0.05440319702029228,0.1761711835861206,0.39474445581436157,-0.37024185061454773,0.14877818524837494,0.5965796709060669,0.6891787052154541,0.05889011546969414,0.3717382550239563,-0.9584136605262756,1.3343629837036133,0.13934388756752014,0.55442047119140625,0.04066522419452667,0.18502697348594666,-1.3675100803375244,0.2044631391763687,-0.453580766916275,0.9465047121047974,-0.18467891216278076,-0.08420596271753311,0.07979147881269455,0.0021494589745998383,0.002884532557800412,0.0010330689838156104,4.449481493793428e-4,1.1412238382035866e-4,1.1039276432711631e-4,-4.997270880267024e-4,3.544980427250266e-4,AM7196
0.008790039457380772,0.2594081163406372,-0.38280248641967773,0.022152287885546684,0.49059340357780457,0.24521644413471222,-0.9582905769348145,-0.0358196385204792,-0.5479034781455994,-0.9449827075004578,-0.3927631676197052,0.3418160378932953,0.3223826587200165,-0.29921722412109375,0.2919016182422638,0.17719264328479767,-0.2917395234107971,0.5166128873825073,0.45794644951820374,0.0786055326461792,-0.7263228893280029,-0.19337978959083557,-0.003932740539312363,-0.0078095318749547005,-0.002535787411034107,-8.606517221778631e-4,-5.419159424491227e-5,-9.59926110226661e-5,7.70031358115375e-4,-0.0013910969719290733,AM7197
0.21656328439712524,-0.2873075008392334,0.7512077689170837,-0.02075585536658764,0.13294649124145508,-0.3002239763736725,-0.7674140930175781,-1.058749794960022,0.15931841731071472,-0.65386962890625,0.225354865193367,-0.45492833852767944,0.04161735996603966,-0.39145544171333313,-1.0086735486984253,0.6128265857696533,0.26782265305519104,0.28493499755859375,-0.337478905916214,0.6811994314193726,-0.4459889531135559,0.1861518770456314,0.0026403400115668774,0.00772442203015089,0.0012594549916684628,4.729864886030555e-4,-5.18659595400095e-4,-4.375491989776492e-4,-0.0011641638120636344,0.001055738190189004,AM7203
-0.03213650360703468,0.4360160827636719,0.29508042335510254,-0.09779511392116547,0.3293144702911377,-0.045426007360219955,-0.039925940334796906,0.17288795113563538,-0.5182972550392151,0.8026185631752014,0.0037652866449207067,-0.87699127197265625,-1.0005943775177002,1.1199697256088257,-0.021872639656066895,-0.6539276838302612,0.06434153765439987,0.2243562936782837,0.6163282990455627,0.3482687175273895,0.1175040677189827,-0.08317799866199493,-0.0028883249033242464,-0.0027881620917469263,-0.0012810659827664495,-3.56215110514313e-4,-4.038502520415932e-4,-2.1395887597464025e-4,3.4899203456006944e-4,-5.262958002276719e-4,AM7204
0.0138833187520504,0.4007677733898163,0.1708502322435379,-0.12477658689022064,0.44499659538269043,-0.10834448039531708,-0.06803540140390396,-0.20081192255020142,-0.5219466090202332,0.56535804271698,-0.0761878564953804,-0.9682202935218811,-1.3326996564865112,0.23987512290477753,-0.9486364722251892,-0.2067030519247055,0.18959000706672668,0.40906617045402527,0.10826242715120316,0.37681469321250916,-0.040627896785736084,-0.11071739345788956,-0.00339378765784204,-0.0038853774312883615,-0.0016406909562647343,-5.428807926364243e-4,-3.740068059414625e-4,-2.4174248392228037e-4,4.971090820617974e-4,-6.784462602809072e-4,AM7205
