PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,Donor
-0.011921039782464504,-0.08035537600517273,-0.056931547820568085,-0.03373538702726364,0.06423012167215347,0.07866484671831131,-0.07034419476985931,-0.014509701170027256,-0.06379524618387222,-0.031425103545188904,0.10016514360904694,0.009660908952355385,0.11277709156274796,AM7180
0.07989159226417542,-0.07978002727031708,0.04682513698935509,-0.019619619473814964,0.03896773234009743,-0.0993579849600792,-0.016309650614857674,0.13066814839839935,-0.012016680091619492,-0.2044612020254135,-0.09310339391231537,-0.022800924256443977,0.05053487792611122,AM7181
0.030330605804920197,0.012937809340655804,-0.12335802614688873,-0.08764398097991943,0.020587600767612457,-0.06250570714473724,0.023118989542126656,0.010286868549883366,-0.0283796489238739,-0.07925233244895935,0.05738171935081482,0.13405774533748627,0.1309272050857544,AM7182
0.037841763347387314,0.07546831667423248,-0.100633904337883,-0.0371864028275013,0.0738535225391388,0.018947333097457886,-0.017611678689718246,-0.020935596898198128,0.10420415550470352,-0.0703718513250351,-0.03260218724608421,0.14856430888175964,0.04562230035662651,AM7188
0.033777885138988495,-0.06546887755393982,-0.028849078342318535,-0.039263766258955,0.11337678879499435,0.012954900041222572,-0.12129881232976913,0.02067496068775654,-0.10849417746067047,-0.058697234839200974,0.048215776681900024,-0.08188668638467789,0.017812641337513924,AM7189
0.03118625096976757,0.1419217735528946,-0.07788653671741486,-0.012284019961953163,-0.019198089838027954,-0.010907580144703388,-0.0664614886045456,-0.01802404597401619,0.19117450714111328,-0.09985078126192093,-0.1520843654870987,-0.10499625653028488,0.080384261906147,AM7196
0.027472402900457382,0.032459937036037445,-0.10100860148668289,-0.11793666332960129,0.05122944340109825,0.03566714748740196,-0.1815796047449112,-0.10003609955310822,0.06844457983970642,-0.11396016180515289,-0.05176042765378952,0.10529879480600357,0.010073070414364338,AM7197
0.16269682347774506,0.001378210843540728,0.026378627866506577,0.05370788276195526,0.14320950210094452,-0.08847048878669739,-0.10241218656301498,0.13715381920337677,0.11339308321475983,-0.03175647184252739,0.06802967935800552,-0.06547460705041885,0.006841696798801422,AM7203
0.03059423714876175,0.14003042876720428,0.032356999814510345,0.18749868869781494,0.11544409394264221,0.04685390368103981,-0.11585666239261627,0.0702010989189148,0.005581148900091648,-0.07678484916687012,-0.030270550400018692,0.12743481993675232,-0.034752532839775085,AM7204
0.08710724115371704,-0.047797661274671555,-0.0022523931693285704,0.03810133785009384,0.15888509154319763,-0.00452952878549695,-0.12202069908380508,0.06734609603881836,-0.016050642356276512,-0.11402367055416107,0.03960081934928894,-0.08730986714363098,0.03696873411536217,AM7205
0.18164822459220886,0.0420391745865345,0.09408165514469147,-0.1092466339468956,-0.05289300158619881,0.08338218927383423,-0.004661439452320337,-0.06237926706671715,-0.1759854257106781,0.08499206602573395,0.05793948471546173,-0.22945347428321838,0.06956064701080322,AM7208
0.205990269780159,0.0739835649728775,0.07897905260324478,-0.10921328514814377,0.09587179124355316,0.18704813718795776,0.052523113787174225,-0.03698495775461197,-0.20472683012485504,0.0990951657295227,-0.024805961176753044,-0.1382160633802414,-0.0054025487042963505,AM7209
0.208196222782135,0.04418938234448433,0.16738659143447876,-0.0646408423781395,0.03611290827393532,0.18530380725860596,0.08098266273736954,0.009405235759913921,0.014096924103796482,0.15068167448043823,-0.07012230157852173,0.04561271890997887,-0.06705601513385773,AM7211
0.2571089267730713,0.05984930694103241,0.17342141270637512,-0.07240062206983566,-0.035252440720796585,0.11170759797096252,0.03464903682470322,-0.0344182625412941,0.06085694581270218,0.10028844326734543,-0.022062286734580994,0.09667175263166428,-0.10981880873441696,AM7213
0.1501823365688324,-0.01728096418082714,0.19675713777542114,-0.13078323006629944,-0.2187519073486328,-0.05259537696838379,0.1180771216750145,-0.0023155109956860542,0.09751392900943756,0.2064521461725235,0.018133800476789474,0.014293289743363857,0.08525463938713074,AM7214
0.2605321407318115,0.0786898210644722,0.18077710270881653,-0.11175724118947983,-0.05556732788681984,-0.0025661797262728214,0.0802239403128624,0.013532640412449837,0.10853435099124908,0.12608951330184937,0.017915524542331696,0.09523077309131622,-0.0692330151796341,AM7215
0.23884133994579315,0.05755450204014778,0.14447236061096191,-0.10642221570014954,-0.14609573781490326,-0.031236130744218826,0.09446354955434799,-0.08991686999797821,-0.01704789325594902,0.055860862135887146,-0.10178505629301071,-0.004458193201571703,-0.0661250501871109,AM7216
-0.08283625543117523,0.09744463860988617,0.04772157594561577,0.03562629967927933,-0.017250796779990196,0.02275991253554821,0.013351056724786758,0.17715862393379211,-0.048438869416713715,-0.09197500348091125,-0.011269746348261833,0.04005274176597595,-0.07364872097969055,AM7221
0.03289268538355827,0.13599757850170135,-0.04992116615176201,0.18155094981193542,-0.12957604229450226,-0.062011465430259705,-0.16079629957675934,-0.008555916137993336,0.1807274967432022,-0.04842229560017586,-0.027241267263889313,-0.04466269910335541,-0.015185492113232613,AM7223
0.06503621488809586,0.09022324532270432,-0.13828183710575104,0.05392315983772278,-0.06778982281684875,-0.0699368342757225,-0.126168355345726,-0.09051588922739029,0.20880386233329773,0.05565955489873886,-0.1603868305683136,-0.030507855117321014,0.029979800805449486,AM7224
