PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,Donor
-0.013534937053918839,-0.09956153482198715,-0.07172281295061111,-0.04506640136241913,0.08841948211193085,0.11402970552444458,-0.1068309098482132,-0.024466942995786667,-0.1055566668510437,-0.05197277292609215,0.1762199103832245,0.027540819719433784,0.20839543640613556,0.0031986054964363575,-0.14928418397903442,-0.29911187291145325,0.1669905036687851,0.06855450570583344,0.025092286989092827,0.02810642495751381,-0.0054588536731898785,0.0060911099426448345,-0.052268125116825104,-0.011431216262280941,-0.004746926482766867,0.011213929392397404,0.0038691656664013863,-3.337279777042568e-4,3.351158811710775e-4,-8.631711243651807e-4,3.092559054493904e-4,-8.735756273381412e-5,AM7180
0.09159331768751144,-0.09909772872924805,0.05927720665931702,-0.02701197937130928,0.05428106337785721,-0.14480522274971008,-0.02695130556821823,0.20744282007217407,-0.019675645977258682,-0.34709590673446655,-0.1637275367975235,-0.043734051287174225,0.09630397707223892,-0.005796242505311966,-0.017612162977457047,0.17625638842582703,0.09277191758155823,0.04895158112049103,-0.10094036906957626,-0.030719252303242683,-0.10032714903354645,-0.0849699154496193,-0.021743737161159515,0.047313787043094635,-0.037161193788051605,0.021541381254792213,0.013455665670335293,0.0029400386847555637,-6.986673106439412e-4,-0.0012268483405932784,-0.001292369095608592,-0.0012093130499124527,AM7181
0.034465089440345764,0.01597481407225132,-0.15611766278743744,-0.11632311344146729,0.028323857113718987,-0.0899781808257103,0.035487644374370575,0.01623731106519699,-0.047063086181879044,-0.1312675029039383,0.09491154551506042,0.2806074023246765,0.20961377024650574,-0.20524531602859497,-0.1766810268163681,-0.09586123377084732,0.15074877440929413,-0.0588720440864563,0.040146637707948685,-0.051289159804582596,-0.08878407627344131,0.08346477895975113,-0.13979926705360413,0.008524877019226551,0.009781182743608952,5.781448562629521e-4,0.01606937311589718,0.0014890354359522462,0.006215866655111313,-0.005606499034911394,4.7189128235913813e-4,-0.004039943218231201,AM7182
0.04304877668619156,0.09330568462610245,-0.12700439989566803,-0.05006878450512886,0.10246822983026505,0.02734561637043953,-0.025345372036099434,-0.03407858684659004,0.16934968531131744,-0.11745833605527878,-0.054766055196523666,0.2684430480003357,0.09012321382761002,-0.003811844391748309,0.0776928961277008,-0.08456943184137344,0.5022522211074829,0.019922196865081787,-0.1592918485403061,0.12072377651929855,-0.04540277644991875,-0.07449738681316376,0.0024323202669620514,0.053722083568573,0.027523064985871315,0.026103174313902855,-6.91665627527982e-4,-0.001532986294478178,-0.004551090765744448,0.0017070105532184243,-0.0015124408528208733,8.673106785863638e-4,AM7188
0.03839503601193428,-0.08082537353038788,-0.036310140043497086,-0.05279020592570305,0.15615826845169067,0.019344080239534378,-0.18329809606075287,0.031375985592603683,-0.17879608273506165,-0.09886845201253891,0.09158190339803696,-0.17985010147094727,0.06343985348939896,0.08941700309515,0.19870014488697052,-0.24184563755989075,0.2402535378932953,0.056973665952682495,0.04462738335132599,2.623944019433111e-4,0.09097892791032791,-0.011730766855180264,0.11744141578674316,0.07346269488334656,0.08597071468830109,0.008302280679345131,-0.01066611148416996,-0.00921340100467205,0.002335140947252512,0.0012732113245874643,3.011527587659657e-4,0.003937812987715006,AM7189
0.03573579713702202,0.17603366076946259,-0.09824201464653015,-0.016835764050483704,-0.026078667491674423,-0.015354554168879986,-0.10324185341596603,-0.028933724388480186,0.31407490372657776,-0.16593214869499207,-0.26831161975860596,-0.18707282841205597,0.1524927020072937,0.02267151139676571,-0.15147638320922852,-0.08757350593805313,0.22265833616256714,0.08633475005626678,-0.09484731405973434,0.054332636296749115,0.08321624249219894,0.13904544711112976,-0.12650933861732483,-0.034385766834020615,-0.07686566561460495,0.018146593123674393,5.392091115936637e-4,-2.230883837910369e-4,-0.007656980771571398,0.0010602319380268455,-0.0033109907526522875,-0.0032036632765084505,AM7196
0.031238112598657608,0.0406530424952507,-0.12743578851222992,-0.15679188072681427,0.07111251354217529,0.052541088312864304,-0.27884605526924133,-0.16066476702690125,0.10911808907985687,-0.18853886425495148,-0.09034916013479233,0.20215679705142975,0.008701297454535961,-0.07001259922981262,0.03678092733025551,-0.19710668921470642,0.08565632253885269,-0.0365983210504055,-0.142022505402565,-0.04078610986471176,-0.013425629585981369,0.11112391203641891,-0.08181104063987732,-0.032813116908073425,-0.019520722329616547,6.322942790575325e-4,0.0022796387784183025,-0.0012970678508281708,-5.714055732823908e-4,-0.002495748456567526,-0.0013245355803519487,-0.0038929618895053864,AM7197
0.186891570687294,0.0022971753496676683,0.03383060544729233,0.07004563510417938,0.1970948874950409,-0.12843209505081177,-0.15775881707668304,0.2190881222486496,0.18533281981945038,-0.05570482462644577,0.12155929207801819,-0.1466819941997528,0.04586365818977356,0.22356809675693512,0.02918229065835476,0.08257229626178741,-0.1845872849225998,0.11240503191947937,-0.10342399775981903,-0.0022720873821526766,-0.02579672820866108,0.008231147192418575,0.0593794584274292,0.08276979625225067,0.11280569434165955,-0.01275770366191864,-0.004140811040997505,-0.004123860504478216,0.008716831915080547,-0.003782209474593401,-9.552655392326415e-4,9.680992807261646e-4,AM7203
0.03587523475289345,0.1735536903142929,0.040469951927661896,0.24861210584640503,0.15858221054077148,0.06820439547300339,-0.17745156586170197,0.11292121559381485,0.008630938827991486,-0.12841559946537018,-0.04973434656858444,0.22083772718906403,-0.032785337418317795,0.3156048655509949,-0.11572841554880142,-0.09728146344423294,0.03763829916715622,-0.13768532872200012,-0.14792144298553467,-0.05630164220929146,0.08776339143514633,0.1518518626689911,-0.06928771734237671,0.17734012007713318,0.028838248923420906,0.03233305364847183,0.007653090637177229,-0.005278861615806818,4.69327176688239e-4,-0.01051523070782423,-0.001076476532034576,-0.004068611655384302,AM7204
0.09991850703954697,-0.05878302454948425,-0.0027280792128294706,0.049772679805755615,0.21879294514656067,-0.006768029183149338,-0.18637461960315704,0.10650117695331573,-0.026423167437314987,-0.19334356486797333,0.0738976001739502,-0.1838318258523941,0.09890733659267426,0.14487141370773315,0.05617880821228027,-0.004131529480218887,0.11796201765537262,0.1155422031879425,-0.05563177168369293,-0.0071145715191960335,0.024335388094186783,0.011380258947610855,-0.002902576932683587,0.037148457020521164,0.11395008862018585,-0.01436667237430811,-2.885594731196761e-4,-0.006264259107410908,0.008632705546915531,-0.0018319665687158704,-0.0017610479844734073,8.22067609988153e-4,AM7205
0.20915672183036804,0.052611302584409714,0.1188739538192749,-0.14554935693740845,-0.07385372370481491,0.11983878165483475,-0.004130785819143057,-0.10093414783477783,-0.28551730513572693,0.14384663105010986,0.10113673657178879,-0.43073832988739014,0.15784990787506104,0.2559020221233368,-0.2848235070705414,0.041754551231861115,0.08606942743062973,-0.09468474984169006,-0.032847847789525986,0.16249768435955048,0.14976704120635986,-0.02411295287311077,-0.044437896460294724,-0.11731721460819244,0.06661880761384964,-0.03701764717698097,-0.015120496042072773,-0.0030478041153401136,-0.004006992094218731,0.004310884978622198,-9.636856702854857e-5,3.130172990495339e-5,AM7208
0.23639772832393646,0.09177376329898834,0.09997770190238953,-0.14528757333755493,0.13128767907619476,0.27109289169311523,0.08402770012617111,-0.05936288833618164,-0.33393749594688416,0.16697019338607788,-0.044203851372003555,-0.272895872592926,0.018191395327448845,0.18393346667289734,-0.034850362688302994,0.034941017627716064,0.21440018713474274,-0.14352285861968994,-0.02274530939757824,0.17469114065170288,0.20213887095451355,0.03514692932367325,-0.059743285179138184,-0.05182192847132683,0.06433585286140442,-0.01982234977185726,-0.014354132115840912,-0.004721620120108128,-0.006124182604253292,0.0028491029515862465,-6.379621918313205e-4,-2.9044010443612933e-4,AM7209
0.23935674130916595,0.05440041422843933,0.21191462874412537,-0.08610092848539352,0.05016908049583435,0.267978698015213,0.1245715469121933,0.015828130766749382,0.022328123450279236,0.25234255194664,-0.1254950910806656,0.08900022506713867,-0.12687024474143982,0.0491303987801075,-0.08005280792713165,0.021505534648895264,-0.10126792639493942,0.04221230372786522,-0.07058798521757126,-0.027364037930965424,-0.11868365854024887,0.04010603949427605,-0.011982920579612255,0.0831739753484726,-0.012618565931916237,0.018076220527291298,0.007889646105468273,0.0035802838392555714,0.0021158347371965647,-0.005158950109034777,7.200609252322465e-5,-0.002115007257089019,AM7211
0.2949887216091156,0.07380333542823792,0.21980734169483185,-0.09615441411733627,-0.04790976271033287,0.1620946228504181,0.05395066365599632,-0.05448204278945923,0.09809501469135284,0.16851522028446198,-0.041137173771858215,0.18027770519256592,-0.21147654950618744,-0.02739153988659382,0.06415116786956787,0.052569616585969925,-0.08604487776756287,0.04568887874484062,-0.019998963922262192,-0.17197954654693604,-0.1061304584145546,0.024611255154013634,0.039810653775930405,0.0724196583032608,-0.001988813979551196,0.008226463571190834,0.010178268887102604,2.7539211441762745e-4,0.006951254792511463,-0.004114882089197636,3.7827561754966155e-5,-6.46883447188884e-4,AM7213
0.17235887050628662,-0.021848652511835098,0.24900491535663605,-0.17315107583999634,-0.3013894557952881,-0.07628533989191055,0.18206143379211426,-0.0031046231742948294,0.15880653262138367,0.34863439202308655,0.02688903920352459,0.057788897305727005,0.1216810867190361,-0.2542687654495239,-0.07776276767253876,-0.14527368545532227,-0.11774910241365433,-0.0577574260532856,0.09761524945497513,0.013398266397416592,0.007845237851142883,-0.036233898252248764,-0.015221146866679192,0.0036748345009982586,0.059819165617227554,-0.013130060397088528,0.0011866305721923709,-0.0014792040456086397,0.006194167770445347,-0.0020399142522364855,0.002742138924077153,6.571115227416158e-4,AM7214
0.29916033148765564,0.09710779041051865,0.22891247272491455,-0.1488194316625595,-0.07635974138975143,-0.003174043260514736,0.12387027591466904,0.021587764844298363,0.17615778744220734,0.2128201276063919,0.031543612480163574,0.17281049489974976,-0.12756186723709106,0.04732931777834892,0.059470679610967636,-0.16754202544689178,-0.10488426685333252,0.003565555904060602,-0.002173483371734619,-0.09583419561386108,-0.04478824511170387,-0.020595841109752655,0.14013944566249847,0.05648341402411461,-0.024580879136919975,0.017539972439408302,-0.0044128913432359695,-0.0011860475642606616,-6.237886846065521e-4,-1.4426244888454676e-4,0.0018647307297214866,0.0022216944489628077,AM7215
