PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,PEER41,PEER42,PEER43,PEER44,PEER45,PEER46,PEER47,PEER48,Donor
-0.008887856267392635,0.08440788835287094,-0.20341579616069794,0.053039513528347015,0.08359160274267197,-0.06691157072782516,-0.16666342318058014,-0.042076919227838516,0.00786224752664566,-0.14936119318008423,0.0031235709320753813,0.048834118992090225,0.083261638879776,-0.11782033741474152,-0.012108037248253822,-0.012033508159220219,-0.09681140631437302,0.021100793033838272,0.09988101571798325,0.05490263178944588,-0.003885895013809204,-0.008839803747832775,4.0597995393909514e-4,-8.71813390403986e-4,-0.004707032814621925,0.0010995029006153345,-0.0016173099866136909,-0.0024345912970602512,-0.0012693332973867655,-0.0015503211179748178,4.692123329732567e-4,5.385806070989929e-5,2.878709929063916e-4,8.035145001485944e-4,-5.702887210645713e-5,-7.246628520078957e-4,4.429174296092242e-4,-1.2547253572847694e-4,7.149919401854277e-4,-2.8464937349781394e-4,3.64275838364847e-5,9.013590170070529e-4,-6.025538314133883e-4,-4.559823719318956e-4,9.475043043494225e-4,2.6573322247713804e-4,-7.777700375299901e-5,7.874601287767291e-4,AM7180
0.009014726616442204,0.08003425598144531,-0.0822625383734703,-0.08189072459936142,0.1573762446641922,-0.10234487801790237,-0.20175455510616302,0.07872900366783142,0.00525266770273447,-0.03190463036298752,0.20585888624191284,-0.050069645047187805,-0.08865290880203247,0.016383854672312737,-0.018930329009890556,-0.053461164236068726,-0.05237773433327675,-0.1825421154499054,0.11829637736082077,0.047298677265644073,-0.039385680109262466,-0.017992332577705383,-0.007749178446829319,0.0018683657981455326,-0.002893441589549184,0.0042150383815169334,-0.003596259979531169,-0.002297224709764123,-0.003001431468874216,-0.0028180042281746864,1.7469890735810623e-5,-2.077144308714196e-4,0.0012487983331084251,0.0010769610526040196,0.0013504368253052235,0.002451124135404825,2.8890595422126353e-4,2.2854056442156434e-4,-8.761251228861511e-4,0.0017527408199384809,-1.9328951020725071e-4,4.127607971895486e-4,-2.811503363773227e-4,-8.756286697462201e-4,-1.3035642041359097e-4,1.581816904945299e-4,-0.0016548694111406803,4.939756472595036e-4,AM7181
-0.0016221173573285341,0.04705935716629028,-0.05156597122550011,-0.192393958568573,0.11614569276571274,0.004300649743527174,-0.06789499521255493,0.09630244970321655,0.18090616166591644,-0.03751925751566887,0.24724450707435608,-0.10486292839050293,0.041172802448272705,-0.21202567219734192,-0.12055106461048126,-0.03154795989394188,-0.10835772007703781,-0.05644750967621803,0.013421189971268177,-0.009543318301439285,0.027786577120423317,-0.02665417455136776,0.003742664586752653,-4.364209598861635e-4,-0.0022661809343844652,0.002976512536406517,7.386095821857452e-4,-0.0026137852109968662,0.0018053799867630005,-2.9734461350017227e-5,-6.259740330278873e-4,8.60106447362341e-5,4.584663256537169e-4,-0.0010728969937190413,-7.107174315024167e-5,3.041900636162609e-4,-4.595529171638191e-4,-8.348479168489575e-4,-0.0010120182996615767,2.5570191792212427e-4,1.7024792032316327e-4,7.137951324693859e-4,-9.736440842971206e-4,-0.0011615431867539883,-8.087047608569264e-4,5.925942095927894e-4,-7.164927083067596e-4,8.168386993929744e-4,AM7182
0.053259748965501785,0.06836947798728943,-0.11637213826179504,0.009359297342598438,0.1638074815273285,-0.11788740009069443,-0.24892662465572357,-0.06171627715229988,-0.06282263249158859,-0.22384761273860931,0.056240398436784744,0.1575816422700882,0.009043115191161633,-0.09386294335126877,-0.010114114731550217,0.03509845957159996,0.07215670496225357,0.028138650581240654,0.11779501289129257,0.049798790365457535,-0.020304186269640923,-0.01471906341612339,-0.0059910742565989494,-3.932162362616509e-4,-0.002248407108709216,-2.2328246268443763e-4,-0.0021279044449329376,-7.202490814961493e-4,-8.271922124549747e-4,-0.0023264845367521048,4.1188893374055624e-4,-7.572096365038306e-5,5.250909016467631e-4,0.0011212935205549002,-9.004203602671623e-4,-0.0014296312583610415,0.0014868351863697171,-4.105393891222775e-4,0.0013724815798923373,7.968355203047395e-4,5.4573406487179454e-6,0.0013015626464039087,-2.329433773411438e-4,8.444347622571513e-5,0.0011519547551870346,4.3977395398542285e-4,-2.8300621124799363e-5,2.3479115043301135e-4,AM7188
-0.04433294013142586,-0.1657717227935791,-0.05124909430742264,-0.03947736322879791,0.048932965844869614,-0.17529815435409546,-0.19628116488456726,-0.04717543348670006,-0.14090697467327118,-0.12355326116085052,0.048732999712228775,-0.13447453081607819,0.1770325005054474,-0.08742654323577881,-0.07857339084148407,-0.053963277488946915,0.11589736491441727,0.020173460245132446,0.14290618896484375,0.06438565999269485,-0.014089181087911129,-0.025602206587791443,-0.010826906189322472,0.0037249799352139235,-0.0018116410356014967,-9.36603348236531e-4,-0.0033661366906017065,-0.001944386982358992,-7.936962647363544e-4,-0.0025021559558808804,1.6271161439362913e-4,-7.279868586920202e-4,0.001650230842642486,7.212614873424172e-4,9.7982345323544e-5,-0.002668138826265931,-6.090661627240479e-4,-2.291001146659255e-4,8.575118845328689e-4,0.0010736956028267741,5.068741738796234e-4,0.0019089868292212486,-3.8330574170686305e-4,-7.674841908738017e-4,0.0014522153651341796,-1.0557763744145632e-4,-2.919448306784034e-4,4.8067900934256613e-4,AM7189
-0.025005754083395004,0.06917491555213928,0.1437353640794754,-0.11719375103712082,0.03978593647480011,0.15265540778636932,0.1586693823337555,0.011510716751217842,0.08088657259941101,-0.20329076051712036,0.2865515649318695,0.032132770866155624,0.11463005095720291,0.008237841539084911,0.03504573553800583,-0.28889450430870056,0.04109552875161171,-0.10038228332996368,0.2093244194984436,-0.02927619405090809,-0.010014606639742851,0.04129406064748764,8.803310338407755e-4,0.013283746317029,0.0013077451149001718,0.0021750249434262514,-0.001714465906843543,-0.001965699717402458,-0.00460260733962059,-0.002002968452870846,0.0010386145440861583,-6.716012139804661e-4,0.00279949139803648,0.0012070303782820702,0.0010043111396953464,-0.0010145583655685186,-0.0015012104995548725,-1.081284208339639e-4,2.558011910878122e-4,5.680302856490016e-4,8.574407547712326e-4,-0.0010843529598787427,-1.4369322161655873e-4,-5.007818108424544e-4,0.0018200270133093,-7.117147470125929e-5,-0.0016180593520402908,0.0014705908251926303,AM7196
0.004484040662646294,0.1024659126996994,-0.14010876417160034,0.0077586243860423565,0.13102051615715027,0.0610310398042202,-0.2168133407831192,-0.010670952498912811,-0.11727511137723923,-0.20413319766521454,-0.07960724085569382,0.06942533701658249,0.06978032737970352,-0.06132705137133598,0.05982910841703415,0.03745913505554199,-0.05997314676642418,0.10345100611448288,0.1021592766046524,0.018193647265434265,-0.1656292825937271,-0.0870545506477356,0.0011041380930691957,-0.01649106852710247,-0.008698771707713604,-0.002785161603242159,1.9470382540021092e-4,-8.808031561784446e-4,-0.0014255407731980085,-0.005666535813361406,-0.001915952656418085,0.0030725267715752125,-0.0016824988415464759,-3.452311793807894e-4,7.122261740732938e-5,0.0030828090384602547,0.0012554761487990618,0.001260256045497954,0.0012248923303559422,-2.6080681709572673e-4,-0.0011293046409264207,4.72481653559953e-4,5.36732841283083e-4,-8.071064366959035e-4,-8.362191147170961e-4,2.712699642870575e-4,-4.83566866023466e-4,1.6543394303880632e-4,AM7197
0.09931755065917969,-0.1127418652176857,0.2743166387081146,-0.006398619618266821,0.03512781485915184,-0.07436391711235046,-0.17739653587341309,-0.23347604274749756,0.035608094185590744,-0.1369207352399826,0.048971518874168396,-0.09581016004085541,0.006501831579953432,-0.07886824756860733,-0.21477960050106049,0.12488306313753128,0.05177803710103035,0.06611119955778122,-0.08710642158985138,0.1572270542383194,-0.09980708360671997,0.07579417526721954,-0.0034987798426300287,0.01132811326533556,-0.0018246989930048585,-0.0019201154354959726,-0.002731845946982503,-0.003089207923039794,-9.751881007105112e-4,0.001501658116467297,0.002778487978503108,-5.84401423111558e-4,-5.240334430709481e-4,0.0016429061070084572,5.629296065308154e-4,-0.0059505365788936615,0.004350139759480953,-8.491637418046594e-4,0.002237805398181081,-6.465875194408e-4,5.371443112380803e-4,0.0018720541847869754,4.7343826736323535e-4,1.711844015517272e-5,0.001960083609446883,0.0013952384470030665,0.00146125175524503,-9.920947486534715e-4,AM7203
-0.014731557108461857,0.17148016393184662,0.1078476756811142,-0.03066694736480713,0.0872945711016655,-0.009778260253369808,-0.010149499401450157,0.038142427802085876,-0.11324784904718399,0.16959798336029053,0.001508306129835546,-0.18427981436252594,-0.2075216919183731,0.2353193610906601,0.004956580698490143,-0.13368771970272064,0.013662433251738548,0.056118711829185486,0.13087034225463867,0.07880480587482452,0.037532441318035126,-0.030988620594143867,-0.008951361291110516,4.532042075879872e-4,-0.004202611744403839,-0.0032926250714808702,-0.004644951317459345,-9.046380873769522e-4,-0.0018404551083222032,-0.002622826723381877,5.568144260905683e-4,-0.0013304220046848059,8.963458822108805e-4,7.834390853531659e-4,2.3947571753524244e-4,7.661012350581586e-4,-0.0028515805024653673,0.0022129318676888943,-3.6772526800632477e-4,0.0011371001601219177,8.487512241117656e-4,6.084552733227611e-4,-0.0019108535489067435,-0.0010212069610133767,0.0018619522452354431,-4.2035189107991755e-4,7.806465146131814e-4,0.001367364195175469,AM7204
0.006451655179262161,0.1576663702726364,0.06269842386245728,-0.03928828239440918,0.1183769479393959,-0.026581626385450363,-0.01637984998524189,-0.04555362090468407,-0.11415700614452362,0.12024013698101044,-0.01764502562582493,-0.20476531982421875,-0.28009116649627686,0.05190696939826012,-0.19019290804862976,-0.04159758985042572,0.03940964490175247,0.09701137989759445,0.0209524966776371,0.08549252152442932,-6.129325483925641e-4,-0.051378194242715836,-0.006570853758603334,-0.001575903850607574,-0.004403568804264069,-0.004059209488332272,-0.0026565403677523136,-0.0014971097698435187,0.0011072290362790227,-0.0022145677357912064,-1.9776714907493442e-4,-0.0013536929618567228,-1.1336135503370315e-4,-4.901930224150419e-4,-0.0010028347605839372,-0.0011516177328303456,-8.426260319538414e-4,0.0014507421292364597,-1.2176341260783374e-4,8.454661001451313e-4,8.533605141565204e-4,0.001668159500695765,-0.001842603785917163,-0.0015686688711866736,9.251150186173618e-4,5.754060111939907e-4,0.0014328559627756476,8.917970699258149e-4,AM7205
