PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,Donor
-0.011773573234677315,-0.08064142614603043,-0.05711499974131584,-0.03421906381845474,0.06485845893621445,0.08004090189933777,-0.07105521857738495,-0.015496362000703812,-0.06593573838472366,-0.03167201578617096,0.10323382169008255,0.01614336296916008,0.11595640331506729,0.0018946818308904767,-0.0803617611527443,-0.15414246916770935,0.0863259881734848,0.035132624208927155,0.013512616977095604,AM7180
0.07989043742418289,-0.08033440262079239,0.04715926945209503,-0.02013411372900009,0.03976152464747429,-0.10124237090349197,-0.017432626336812973,0.13391384482383728,-0.01233401894569397,-0.21120823919773102,-0.09592892974615097,-0.024338649585843086,0.05369414761662483,-0.002908075461164117,-0.010549979284405708,0.09030313789844513,0.05024523660540581,0.02854504995048046,-0.039553627371788025,AM7181
0.030097542330622673,0.012944801710546017,-0.12413496524095535,-0.08804094791412354,0.020886549726128578,-0.06303634494543076,0.02364114299416542,0.010683512315154076,-0.029665924608707428,-0.08010100573301315,0.055495016276836395,0.15916062891483307,0.11623341590166092,-0.11055409908294678,-0.0951172485947609,-0.04772081598639488,0.07928183674812317,-0.0280192568898201,0.01099401619285345,AM7182
0.03744248300790787,0.07554091513156891,-0.10102763026952744,-0.03785302862524986,0.07511317729949951,0.019222768023610115,-0.01647854596376419,-0.021888071671128273,0.10643719136714935,-0.07157543301582336,-0.032314322888851166,0.15060314536094666,0.05120834335684776,-0.0010580746456980705,0.041804201900959015,-0.04519423842430115,0.2620847225189209,0.012659275904297829,-0.054766759276390076,AM7188
0.03346142917871475,-0.06557010114192963,-0.02891232818365097,-0.04003457725048065,0.11448131501674652,0.013678209856152534,-0.12174585461616516,0.020453112199902534,-0.11153695732355118,-0.06069028377532959,0.053921282291412354,-0.10114668309688568,0.035416726022958755,0.048123277723789215,0.10704532265663147,-0.1259375661611557,0.1237817108631134,0.025683769956231117,0.016749121248722076,AM7189
0.031192561611533165,0.1423555612564087,-0.07809754461050034,-0.012652309611439705,-0.019234292209148407,-0.010891707614064217,-0.06801903992891312,-0.018318474292755127,0.1967589259147644,-0.10205304622650146,-0.15818063914775848,-0.1060662716627121,0.08541008830070496,0.011425764299929142,-0.08060745149850845,-0.045732080936431885,0.11362521350383759,0.03984276205301285,-0.05314582213759422,AM7196
0.027307042852044106,0.032704923301935196,-0.10139159858226776,-0.1188485324382782,0.05219434201717377,0.036422498524188995,-0.1848635971546173,-0.10274982452392578,0.0685420110821724,-0.11569076031446457,-0.05401041358709335,0.11436916142702103,0.004800034686923027,-0.03790050372481346,0.020432041957974434,-0.101283498108387,0.04509711265563965,-0.018441539257764816,-0.07934854924678802,AM7197
0.16279581189155579,0.0017926800064742565,0.0268221665173769,0.05357848480343819,0.14430435001850128,-0.09000352025032043,-0.10469615459442139,0.14071431756019592,0.1169883981347084,-0.03406333550810814,0.0719480961561203,-0.08256377279758453,0.026149461045861244,0.12175463140010834,0.016094965860247612,0.04126317426562309,-0.09600577503442764,0.05752165988087654,-0.04953652620315552,AM7203
0.031163690611720085,0.14046494662761688,0.03223201259970665,0.18883921205997467,0.11635967344045639,0.04755996912717819,-0.11753619462251663,0.07167420536279678,0.0059858523309230804,-0.07885640114545822,-0.02932860516011715,0.12522877752780914,-0.018199805170297623,0.17190581560134888,-0.060763247311115265,-0.04898303374648094,0.01675984263420105,-0.07398160547018051,-0.09036055207252502,AM7204
0.08702600747346878,-0.04775859788060188,-0.0021936800330877304,0.038040079176425934,0.16033484041690826,-0.004688802175223827,-0.12375759333372116,0.06874339282512665,-0.016012338921427727,-0.11825640499591827,0.04350614547729492,-0.10336640477180481,0.05560972914099693,0.07881705462932587,0.03029545396566391,-0.0024788554292172194,0.060674116015434265,0.05808785557746887,-0.030378153547644615,AM7205
0.1823023557662964,0.04256000742316246,0.09437716007232666,-0.11045156419277191,-0.05421904847025871,0.0840248093008995,-0.003815219271928072,-0.06441259384155273,-0.17856983840465546,0.08781004697084427,0.06016166880726814,-0.24289537966251373,0.08850716054439545,0.13755527138710022,-0.1522665023803711,0.021165553480386734,0.04236788675189018,-0.04999677464365959,-0.00340755726210773,AM7208
0.2060433179140091,0.07424631714820862,0.07928024977445602,-0.11023079603910446,0.09623819589614868,0.19009190797805786,0.05461803078651428,-0.037860579788684845,-0.20867222547531128,0.10207925736904144,-0.024860722944140434,-0.15387900173664093,0.010140792466700077,0.09971397370100021,-0.017079420387744904,0.018381858244538307,0.1079540029168129,-0.07683046907186508,-0.0030686899553984404,AM7209
0.20860552787780762,0.04419201612472534,0.16824015974998474,-0.06519369035959244,0.0366729274392128,0.18812711536884308,0.08204673230648041,0.009908797219395638,0.01427867729216814,0.15467005968093872,-0.07303614169359207,0.050427988171577454,-0.07079697400331497,0.027644367888569832,-0.04270072281360626,0.012006162665784359,-0.05099574103951454,0.023564446717500687,-0.03461730480194092,AM7211
0.25704261660575867,0.059883687645196915,0.1744115650653839,-0.07287008315324783,-0.035196226090192795,0.11371507495641708,0.03511044755578041,-0.035181328654289246,0.06167832016944885,0.10300321131944656,-0.02357914112508297,0.1022488996386528,-0.11818516254425049,-0.014627177268266678,0.03495647385716438,0.028246983885765076,-0.04257752001285553,0.025541510432958603,-0.025331499055027962,AM7213
0.15022851526737213,-0.017487771809101105,0.1976815164089203,-0.1313459277153015,-0.22106443345546722,-0.0531933531165123,0.12031864374876022,-0.0022772629745304585,0.09898149222135544,0.21319811046123505,0.016437985002994537,0.033124085515737534,0.06792673468589783,-0.13902203738689423,-0.04121483489871025,-0.07451377809047699,-0.06157861277461052,-0.0286288782954216,0.050540946424007416,AM7214
0.26070988178253174,0.07882106304168701,0.1817125529050827,-0.11267666518688202,-0.056103046983480453,-0.0021034840028733015,0.08158210664987564,0.013464671559631824,0.11044277250766754,0.13025282323360443,0.019506974145770073,0.09785360842943192,-0.07107651233673096,0.02481469325721264,0.03259269520640373,-0.08718397468328476,-0.053223200142383575,0.0024663282092660666,-0.008284669369459152,AM7215
0.2391572892665863,0.0578477568924427,0.1451582908630371,-0.10727054625749588,-0.1478913575410843,-0.03202486038208008,0.09590811282396317,-0.09218814224004745,-0.017207475379109383,0.058019429445266724,-0.1040131151676178,-0.007420950569212437,-0.0633264109492302,0.0705234706401825,-0.03129661828279495,0.013972699642181396,-0.04756074398756027,-0.0671621561050415,-0.026966309174895287,AM7216
-0.08304955810308456,0.0976669117808342,0.04796749725937843,0.03598356619477272,-0.017169732600450516,0.023656021803617477,0.01408057939261198,0.18066880106925964,-0.05073685199022293,-0.09372532367706299,-0.010483862832188606,0.04081542417407036,-0.07597550004720688,0.0048661008477211,0.05181151628494263,-0.1591576486825943,0.0024393920321017504,-0.038265444338321686,0.014686831273138523,AM7221
0.03293325752019882,0.13612909615039825,-0.04981077462434769,0.18331924080848694,-0.1305282562971115,-0.06281992793083191,-0.1627875119447708,-0.008571538142859936,0.18466579914093018,-0.05118591710925102,-0.023721810430288315,-0.06340278685092926,-0.005536876153200865,-0.0072114476934075356,0.22039572894573212,-0.07779115438461304,-0.1477646380662918,-0.11055243760347366,0.12453928589820862,AM7223
0.06502256542444229,0.09037066251039505,-0.13920938968658447,0.05409926176071167,-0.06853403896093369,-0.07139687240123749,-0.1285146027803421,-0.09299421310424805,0.21473534405231476,0.05693872272968292,-0.16308332979679108,-0.04503918066620827,0.042206138372421265,0.038330934941768646,0.1088406890630722,0.0066937850788235664,0.0036232525017112494,-0.14622965455055237,0.024586429819464684,AM7224
0.03563099727034569,0.11462348699569702,0.012098370119929314,0.214249849319458,-0.027847157791256905,-0.06612671166658401,-0.20448166131973267,0.011851041577756405,0.04561029374599457,0.09202063083648682,-0.044160667806863785,0.07009052485227585,-0.1276228129863739,-0.09271400421857834,0.21113349497318268,0.01957893930375576,0.07681070268154144,-0.07377693802118301,-0.019566811621189117,AM7226
-0.020633013918995857,0.11171790212392807,-0.016734609380364418,0.1684446930885315,-0.013481687754392624,-0.07939013093709946,0.13551265001296997,0.1891869753599167,0.029936403036117554,0.027464963495731354,0.1790548712015152,-0.026806773617863655,0.06821979582309723,0.1504693329334259,-0.16334666311740875,-0.16401568055152893,-0.19750702381134033,-0.1670238971710205,-0.061806485056877136,AM7228
0.018064264208078384,0.0753161683678627,-0.10744015127420425,-0.004154942464083433,0.06100969389081001,-0.07036514580249786,0.2519056797027588,0.1446177214384079,0.06499675661325455,0.051449261605739594,-0.02790256217122078,-0.017045915126800537,0.01701086200773716,-0.07763923704624176,0.047533370554447174,-0.0015901768347248435,0.067189060151577,0.010356660932302475,0.03538541868329048,AM7229
0.0046742018312215805,0.11695487052202225,-0.005892913322895765,0.15907561779022217,0.019624385982751846,-0.12821809947490692,0.18642322719097137,0.19814106822013855,-0.08515936136245728,0.08943518251180649,0.10467039048671722,-0.0033331401646137238,-0.062338702380657196,-0.019518861547112465,-0.09834510833024979,-0.04948503151535988,0.006642021704465151,-0.019948052242398262,-0.11500264704227448,AM7230
0.031281664967536926,0.13113358616828918,0.03587941825389862,0.1443392038345337,0.049315158277750015,-0.18413026630878448,0.06387445330619812,-0.014036137610673904,-0.14246544241905212,-0.07390358299016953,0.07654611766338348,0.16415947675704956,0.02553735300898552,0.1015257015824318,-0.08899346739053726,0.03888450190424919,-0.0398746132850647,0.07431869953870773,-0.027908237650990486,AM7236
0.06032121926546097,0.10074670612812042,-0.1800341159105301,0.01623670384287834,0.06315049529075623,-0.25790369510650635,0.2568298280239105,0.11724855750799179,0.026880290359258652,-0.02689611166715622,-0.1845020353794098,-0.0017716159345582128,-0.04599951580166817,0.10534068197011948,-0.10861943662166595,-0.08189930021762848,0.11139614880084991,-0.11197245121002197,0.2681388854980469,AM7237
0.08125903457403183,0.020245680585503578,-0.11871718615293503,0.04338359087705612,0.045509543269872665,-0.03082096204161644,-0.14461331069469452,-0.08765004575252533,0.020826058462262154,0.03563973307609558,0.08481064438819885,0.053524646908044815,0.039124857634305954,-0.07073274254798889,-0.010024587623775005,0.010036413557827473,-0.003287490690127015,-0.019072046503424644,-0.014000983908772469,AM7241
0.05825168266892433,0.003914637956768274,-0.14765077829360962,-0.0313294492661953,0.04482044279575348,-0.08483483642339706,-0.02400888316333294,-0.050478287041187286,-0.08171531558036804,0.0629546269774437,-0.0015613413415849209,-0.02892126888036728,0.0061217863112688065,-0.1096033826470375,-0.08132892847061157,-0.07998134940862656,-0.040567245334386826,-0.021110037341713905,-0.03460856154561043,AM7242
0.048579391092061996,-0.09152720123529434,0.09713611751794815,-0.10717533528804779,-0.05114845186471939,-0.14769864082336426,-0.09519871324300766,0.1459629237651825,0.12410781532526016,-0.10601011663675308,-0.09933500736951828,-0.03426109999418259,0.005359249655157328,-0.1484033614397049,-0.008113134652376175,0.07455992698669434,-0.033750005066394806,0.028770187869668007,-0.09631681442260742,AM7243
0.09369956701993942,-0.06013824790716171,-0.019748715683817863,0.01495291292667389,0.05648983269929886,-0.130192831158638,-0.05460266023874283,0.09298618882894516,-0.1119278073310852,-0.020193971693515778,0.11381889134645462,-0.132249653339386,0.010928811505436897,0.09756521880626678,0.09431102126836777,0.05778021737933159,0.04284481331706047,0.03805730864405632,0.016931526362895966,AM7255
0.04566141217947006,-0.022219009697437286,-0.0038195543456822634,-0.17624104022979736,0.04935690015554428,-0.15581859648227692,-0.13366810977458954,0.16542203724384308,0.006100039929151535,0.04068785160779953,0.12611746788024902,-0.07543458789587021,-0.02740820124745369,0.013623910024762154,0.09673681855201721,-0.013404075056314468,0.004398432094603777,0.07140158861875534,0.02091311477124691,AM7256
-0.047775425016880035,0.07880841940641403,-0.06732802838087082,-0.1971054971218109,0.003386575961485505,0.06201838701963425,0.05281816050410271,0.08676896244287491,0.18305450677871704,-0.11985378712415695,-0.017908385023474693,0.07117084413766861,0.04884142801165581,-0.02568146213889122,-0.041728485375642776,-0.05786805972456932,-0.0035089252050966024,0.1248336061835289,-0.09653054922819138,AM7260
0.017595145851373672,0.09309983998537064,-0.07152919471263885,0.04736202582716942,-0.09276971220970154,-0.03928162157535553,0.11910450458526611,0.0609092153608799,0.03602125123143196,-0.048296842724084854,0.13738787174224854,0.010719355195760727,-0.06382902711629868,0.12901988625526428,0.09320172667503357,0.04840844124555588,0.03886454552412033,0.16652707755565643,0.08931391686201096,AM7261
0.012450866401195526,0.03703096881508827,0.03823636472225189,0.09721346199512482,0.12310998141765594,-0.10342631489038467,0.14342856407165527,-0.31399500370025635,0.05595044791698456,-0.22194904088974,0.17016494274139404,-0.09583593904972076,-0.2629407048225403,-0.013654832728207111,-0.06121448054909706,0.044950246810913086,-0.1129658967256546,0.21101273596286774,0.04925477132201195,AM7266
0.07616996020078659,0.017076753079891205,-0.10652264952659607,0.10821152478456497,0.08959127217531204,0.11150939762592316,-0.04882805049419403,-0.01902739889919758,0.12585197389125824,-0.010397808626294136,0.12261881679296494,0.1911008507013321,0.008119456470012665,0.1697780042886734,-0.08997699618339539,0.19377920031547546,0.05723056197166443,-0.019134290516376495,-0.002841271460056305,AM7269
-0.006440642289817333,0.07797306030988693,0.07747252285480499,-0.02801881544291973,0.1667434424161911,-0.09134979546070099,0.06406792253255844,-0.24790269136428833,0.09665343165397644,-0.2992367148399353,0.03497661277651787,-0.08140020817518234,-0.24663320183753967,-0.15078234672546387,-0.10149110853672028,-0.03300195559859276,-0.025513499975204468,0.15142546594142914,0.07847637683153152,AM7270
0.014686592854559422,0.12252297252416611,0.005692142993211746,0.12826572358608246,0.09998948127031326,0.13783638179302216,-0.129120334982872,0.09905891865491867,0.17470481991767883,-0.009450573474168777,0.03607702627778053,-0.03302996605634689,-0.022664641961455345,-0.04878328740596771,0.08901263773441315,0.0350838340818882,0.06983092427253723,0.10506816953420639,-0.017227400094270706,AM7272
-0.026935776695609093,0.1135299876332283,0.07854774594306946,0.13559603691101074,0.22176292538642883,0.005673665087670088,-0.06829449534416199,-0.24493896961212158,0.07819879800081253,-0.032661713659763336,-0.3000738024711609,-0.12334172427654266,0.2123931646347046,0.14493130147457123,-0.13453923165798187,-0.03328058868646622,0.04842624068260193,0.012491082772612572,-0.07654067873954773,AM7273
-0.008329011499881744,-0.06978151202201843,-0.08995236456394196,-0.0714135468006134,0.06986735761165619,-0.03824827820062637,0.07129998505115509,0.058125775307416916,-0.0504014752805233,0.12205299735069275,0.21794746816158295,0.014008529484272003,0.03324831277132034,-0.07056943327188492,-0.029677273705601692,-0.08540894091129303,-0.073613241314888,0.022872237488627434,0.00800283718854189,AM7277
-0.07759377360343933,0.04198526218533516,-0.028726601973176003,0.08488311618566513,-0.05508005619049072,0.1177653893828392,0.16217681765556335,0.1678197681903839,0.16250433027744293,-0.025282591581344604,0.24280180037021637,-0.1194768026471138,0.15656951069831848,0.06296595931053162,0.0471990667283535,-0.04700052738189697,-0.07372640073299408,-0.050092145800590515,-0.03033742681145668,AM7278
-0.10322084277868271,0.043979138135910034,0.1496700644493103,-0.059005580842494965,0.09340938925743103,-0.15961995720863342,0.12753629684448242,0.04499467462301254,-0.019708488136529922,0.147416889667511,0.11271852999925613,0.17786867916584015,0.27189335227012634,-0.045193422585725784,-0.048105716705322266,0.06015314534306526,-0.038363195955753326,0.17165610194206238,8.343227673321962e-4,AM7280
-0.14008831977844238,-0.007281144615262747,0.16284888982772827,-0.13872040808200836,0.17619669437408447,-0.02822335809469223,0.093248151242733,-0.13705627620220184,-0.03856150433421135,0.0048851314932107925,-0.017924314364790916,0.11362898349761963,-0.01542761642485857,0.1937188059091568,0.3176659643650055,-0.1221400797367096,-0.010010148398578167,-0.2160080522298813,-0.07606599479913712,AM7283
-0.1654721200466156,0.0026486010756343603,0.13992245495319366,-0.019855860620737076,0.11928481608629227,-0.029167741537094116,0.0779513418674469,-0.05079782381653786,-0.10829701274633408,0.10681714117527008,-0.08286542445421219,0.14670558273792267,0.08520813286304474,0.10839200019836426,0.19097070395946503,0.009825117886066437,0.07232847809791565,-0.007450394332408905,0.0063486527651548386,AM7284
-0.12973091006278992,-0.04033312946557999,0.10190953314304352,-0.022051367908716202,0.13345575332641602,-0.06866186857223511,0.19550415873527527,-0.27956250309944153,0.024377960711717606,-0.046971652656793594,-0.04066316783428192,-0.11595352739095688,0.08106827735900879,-0.06745877861976624,0.09013449400663376,-0.04985504969954491,0.025630198419094086,-0.14989809691905975,0.06893753260374069,AM7285
0.028597000986337662,0.004581081680953503,-0.038471948355436325,-0.19548873603343964,0.12383079528808594,-0.07337559014558792,-0.08482088148593903,0.09244919568300247,0.024352869018912315,0.07501904666423798,0.12328613549470901,-0.0384906567633152,-0.05893469229340553,-0.08447183668613434,0.08805946260690689,-0.1254977583885193,-0.05378233641386032,0.04991278797388077,-0.037355486303567886,AM7294
-0.07039228826761246,-0.01619051769375801,0.09023084491491318,0.041994135826826096,0.14875110983848572,-0.08924796432256699,0.12090323865413666,-0.2717876136302948,0.09169155359268188,-4.113600880373269e-5,0.17805778980255127,-0.16591192781925201,-0.17032518982887268,-0.021572362631559372,0.03286680951714516,0.03844241052865982,-0.06652543693780899,-0.012545840814709663,-0.31741172075271606,AM7295
-0.14331954717636108,-0.07088951021432877,0.14499028027057648,-0.13909943401813507,0.07673285156488419,0.019464878365397453,-0.10135169327259064,0.028494829311966896,0.275630921125412,-0.030783170834183693,0.20844648778438568,-0.09035788476467133,-0.279336541891098,-0.12492387741804123,-0.3460550606250763,0.10434485226869583,0.18633344769477844,-0.29824358224868774,0.1868794709444046,AM7302
-0.0918242558836937,0.020101964473724365,0.045094236731529236,0.19814708828926086,-0.025349648669362068,-0.009933143854141235,0.06441263109445572,0.10043349862098694,-0.20496860146522522,0.0385410413146019,0.1801494061946869,0.06849952787160873,0.006370182149112225,-0.09204782545566559,-0.042787857353687286,0.03989172726869583,0.10749555379152298,-0.03468719497323036,-0.08341412991285324,AM7303
-0.08034183084964752,-0.04925864189863205,-0.09247705340385437,0.014213856309652328,-0.04247897490859032,0.044167473912239075,0.17407850921154022,0.08244851231575012,0.024599576368927956,0.1846119910478592,0.08250650018453598,-0.024012142792344093,-0.01322097610682249,0.03518971428275108,-0.07131949067115784,0.17928342521190643,0.17828214168548584,-0.02343929558992386,-0.065381720662117,AM7304
-0.0992545336484909,0.11963073909282684,0.1322789043188095,-0.08552676439285278,0.07972373813390732,-0.08187053352594376,-0.06483480334281921,0.146560937166214,-0.12161829322576523,0.031979698687791824,-0.08784011006355286,0.16349776089191437,-0.05657559260725975,0.10902106761932373,-0.07747501879930496,0.059893373399972916,0.01811751164495945,0.10257809609174728,0.14536328613758087,AM7312
-0.14805661141872406,-0.023781543597579002,0.18825232982635498,-0.11119242757558823,0.1643812358379364,-0.025177063420414925,0.0016859954921528697,-0.06457068026065826,0.0927986204624176,0.077718086540699,0.11163567751646042,0.06388204544782639,0.10690028220415115,0.09011343121528625,0.13245849311351776,0.09963050484657288,-0.022270504385232925,-0.16970841586589813,0.18255838751792908,AM7313
-0.11670725047588348,-0.016187066212296486,0.0863402709364891,0.1164679080247879,-0.04666930064558983,-0.19820190966129303,0.03377172350883484,-0.16971427202224731,0.018556639552116394,0.23508422076702118,-0.05453456938266754,-0.09049640595912933,0.19743487238883972,-0.10283593833446503,0.006033292505890131,0.09689368307590485,-0.021565726026892662,0.12232234328985214,0.07851790636777878,AM7318
-0.02538168616592884,-0.0657166913151741,-0.12535308301448822,-0.043533988296985626,-0.05642804130911827,-0.11944261938333511,-0.15478655695915222,-0.013452107086777687,0.051067568361759186,0.2087615728378296,0.05061265453696251,-0.07038751989603043,-0.07152372598648071,0.1668696403503418,-0.08027034252882004,0.02466813288629055,0.042005352675914764,-0.06179019808769226,0.06965922564268112,AM7319
-0.11568837612867355,0.12101038545370102,0.0633549913764,-0.030015798285603523,-0.00426127016544342,-0.021864401176571846,-0.11604254692792892,0.1487167477607727,-0.10057517141103745,0.04961633309721947,-0.20125161111354828,-0.0431409552693367,-0.18653380870819092,0.01104173343628645,-0.11048851907253265,-0.06762523204088211,-0.09335979074239731,0.10410818457603455,0.09589535742998123,AM7320
-0.13064859807491302,0.03244258090853691,0.1485113650560379,0.028390342369675636,-0.004608943127095699,-0.057677626609802246,-0.1818006932735443,-0.021061675623059273,0.023940902203321457,0.1444743573665619,-0.033058155328035355,0.05420181155204773,0.1427859514951706,-8.297115709865466e-5,-0.05957983806729317,0.1070941835641861,-0.0301895122975111,0.1568542867898941,-0.04249434173107147,AM7321
-0.09100566059350967,0.08423232287168503,-0.07240182906389236,-0.0655568391084671,-0.11442486941814423,0.06020369380712509,0.15230120718479156,0.019654547795653343,0.011302768252789974,-0.1637318879365921,-0.15414118766784668,-0.08316899091005325,-0.018111376091837883,0.05386945232748985,0.09496886283159256,0.01741665042936802,-0.06341612339019775,0.0022548455744981766,-0.002254701219499111,AM7323
-0.04260585457086563,-0.005636917427182198,-0.11714931577444077,-0.09687574207782745,-0.12509632110595703,-0.0656142383813858,0.014629218727350235,-0.09896792471408844,0.06079791486263275,0.05344829708337784,-0.08714788407087326,0.0740407258272171,0.06001041457056999,0.010431059636175632,-0.06424196064472198,0.10478656738996506,0.021702909842133522,-0.07640425115823746,-0.07324229180812836,AM7325
