PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,Donor
-0.021611707285046577,0.23406007885932922,-0.6113958358764648,0.18330729007720947,0.34472158551216125,-0.27407076954841614,-0.7993161678314209,-0.19037578999996185,0.03594580665230751,-0.7343039512634277,0.005320863798260689,0.24795317649841309,0.4149949848651886,-0.5815303921699524,-0.05308988690376282,-0.06387577205896378,-0.43320685625076294,0.11931907385587692,0.49622252583503723,0.22973261773586273,0.00373327755369246,-0.024762582033872604,-7.834471762180328e-4,AM7180
0.02066364884376526,0.22015956044197083,-0.24802374839782715,-0.28495553135871887,0.6434503793716431,-0.4341822862625122,-0.9622414708137512,0.3862253427505493,0.03821397200226784,-0.1586351841688156,0.9951315522193909,-0.2565467059612274,-0.4221004247665405,0.05839352309703827,-0.08302772790193558,-0.2610940933227539,-0.26652222871780396,-0.8614190816879272,0.5570206046104431,0.17288753390312195,-0.19890691339969635,-0.0459979847073555,-0.001183939864858985,AM7181
-0.0038666133768856525,0.1290956437587738,-0.15506893396377563,-0.6676158905029297,0.4703674018383026,0.021507898345589638,-0.3292284309864044,0.46744632720947266,0.8922788500785828,-0.18821945786476135,1.1989541053771973,-0.5372429490089417,0.22735144197940826,-1.047318458557129,-0.5601198673248291,-0.16437840461730957,-0.5073458552360535,-0.2488160878419876,0.05410613864660263,-0.04865856096148491,0.14851073920726776,-0.05234110727906227,-9.751023608259857e-4,AM7182
0.12437023222446442,0.18812792003154755,-0.3506346642971039,0.031124591827392578,0.6747286915779114,-0.49537205696105957,-1.186064600944519,-0.28218874335289,-0.3053152561187744,-1.0985981225967407,0.27050644159317017,0.7790245413780212,0.04364285245537758,-0.45253172516822815,-0.03676415607333183,0.17640380561351776,0.3723059594631195,0.14766861498355865,0.5708163976669312,0.16381339728832245,-0.09703264385461807,-0.037492118775844574,-9.337450610473752e-4,AM7188
-0.10469526052474976,-0.46228668093681335,-0.15539520978927612,-0.1364825814962387,0.19263899326324463,-0.7522837519645691,-0.9267171025276184,-0.23089754581451416,-0.6814916729927063,-0.6156590580940247,0.23018597066402435,-0.6643639206886292,0.8560017943382263,-0.42262259125709534,-0.3639761507511139,-0.260383665561676,0.5906643867492676,0.1097182109951973,0.6916714906692505,0.21655529737472534,-0.09606871008872986,-0.056615330278873444,-0.0014530830085277557,AM7189
-0.05873812735080719,0.19223089516162872,0.43289661407470703,-0.4085119962692261,0.1640021800994873,0.6542842388153076,0.7433098554611206,0.06416961550712585,0.39299139380455017,-1.0037609338760376,1.3849130868911743,0.1423880159854889,0.5703814029693604,0.04208493232727051,0.1907864511013031,-1.3957867622375488,0.21022950112819672,-0.4616674780845642,0.9592939615249634,-0.2020004391670227,-0.09186624735593796,0.07335944473743439,0.0016584568656980991,AM7196
0.00940759014338255,0.28295567631721497,-0.4195350110530853,0.02422959916293621,0.5407536029815674,0.2695247530937195,-1.035811424255371,-0.03734830394387245,-0.5795324444770813,-0.9864196181297302,-0.4100691080093384,0.3532797694206238,0.3317522704601288,-0.30662447214126587,0.2997067868709564,0.17990557849407196,-0.29896751046180725,0.5298410058021545,0.46488916873931885,0.07756063342094421,-0.7356439232826233,-0.18078699707984924,-0.0032896704506129026,AM7197
0.23397374153137207,-0.3136076033115387,0.8234423398971558,-0.022951949387788773,0.14674419164657593,-0.330641508102417,-0.8276715278625488,-1.134813904762268,0.16810287535190582,-0.6847848296165466,0.23221956193447113,-0.4695557653903961,0.044817227870225906,-0.40157049894332886,-1.0299853086471558,0.6274266242980957,0.2745135724544525,0.2873152792453766,-0.33630940318107605,0.6931930780410767,-0.4533611536026001,0.17633792757987976,0.002537912456318736,AM7203
-0.03471902012825012,0.4757688641548157,0.32344916462898254,-0.10805312544107437,0.3637240529060364,-0.050625309348106384,-0.042587921023368835,0.18536308407783508,-0.5469931960105896,0.8392693996429443,0.003333853092044592,-0.9044237732887268,-1.0310053825378418,1.1471576690673828,-0.028057444840669632,-0.6699527502059937,0.06565823405981064,0.22282133996486664,0.6290146708488464,0.3486444354057312,0.11467190831899643,-0.07890544086694717,-0.002071400871500373,AM7204
0.01498419139534235,0.43728601932525635,0.187187060713768,-0.1377624273300171,0.4912213087081909,-0.11935735493898392,-0.07297579944133759,-0.2147672027349472,-0.5509420037269592,0.5906152129173279,-0.07890409231185913,-0.9981427788734436,-1.3707501888275146,0.2448454648256302,-0.9748921990394592,-0.21132420003414154,0.19373354315757751,0.4112251102924347,0.11222782731056213,0.38232359290122986,-0.044191714376211166,-0.10357683151960373,-0.0025057666935026646,AM7205
0.7207446098327637,-0.046863291412591934,-0.1507032811641693,-0.14556118845939636,-0.1761397421360016,0.29798081517219543,0.4179396629333496,0.5507584810256958,-0.9420506954193115,-0.10647771507501602,0.18432749807834625,1.2016453742980957,0.0813794955611229,0.3164437413215637,0.6039197444915771,-0.0296251829713583,-0.5935217142105103,-0.372246116399765,0.4974595308303833,0.3203020989894867,0.5448363423347473,-0.09929967671632767,-0.0026187996845692396,AM7208
0.6950960159301758,0.005481556989252567,0.07695140689611435,-0.12212081998586655,-0.4236980974674225,0.010633695870637894,0.03730277717113495,0.9657925367355347,-1.1238737106323242,0.16271917521953583,-0.12171431630849838,1.41042959690094,0.3157132565975189,0.5589002966880798,1.1497206687927246,0.3809349238872528,0.5117403864860535,-0.27443376183509827,1.3744679689407349,0.40396103262901306,0.6758578419685364,-0.10886947065591812,-0.003051437670364976,AM7209
