PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,Donor
-0.029164647683501244,0.32615649700164795,-0.8627387285232544,0.26026278734207153,0.47030124068260193,-0.3523712158203125,-0.9662920832633972,-0.21861232817173004,0.03758874163031578,-0.7952526211738586,7.091358565958217e-5,0.259341299533844,0.4414442181587219,-0.6031336784362793,-0.04739133641123772,-0.06981228291988373,-0.4267268478870392,0.12591563165187836,0.519530713558197,0.2082514762878418,0.005326574668288231,-0.009276703000068665,-1.8706310947891325e-4,-2.6761548360809684e-4,-8.85355839272961e-5,-2.7507770937518217e-5,-1.217272802023217e-5,-6.74751845508581e-6,3.419150016270578e-5,-4.234472362441011e-5,-4.398833334562369e-5,1.547397732792888e-5,-1.377203079755418e-5,-2.4685130483703688e-5,-9.046402738022152e-6,3.847058906103484e-5,AM7180
0.02735801786184311,0.3055611252784729,-0.3508952260017395,-0.4050431251525879,0.8754513263702393,-0.5684142708778381,-1.1607775688171387,0.45283493399620056,0.048056792467832565,-0.17996883392333984,1.0552797317504883,-0.28026485443115234,-0.4367825388908386,0.05335714668035507,-0.08915340155363083,-0.2697685956954956,-0.2762499451637268,-0.8690692782402039,0.5743764042854309,0.11200296133756638,-0.2198365330696106,-0.01712501049041748,-3.086223150603473e-4,-5.100306589156389e-4,-1.5195088053587824e-4,-4.829362660530023e-5,-9.913043868436944e-6,-4.91903165311669e-6,6.36867480352521e-5,-7.977772474987432e-5,-8.36024119053036e-5,3.0471011996269226e-5,-2.5937708414858207e-5,-4.749076833832078e-5,-1.629493090149481e-5,7.481985812773928e-5,AM7181
-0.005109266843646765,0.1785394698381424,-0.21938550472259521,-0.9481484293937683,0.6369019150733948,0.028963254764676094,-0.39883720874786377,0.5449089407920837,0.9994946718215942,-0.21652719378471375,1.2707440853118896,-0.5792591571807861,0.24699987471103668,-1.0923271179199219,-0.5636695027351379,-0.1664348840713501,-0.5054331421852112,-0.24738702178001404,0.05919966846704483,-0.05087118223309517,0.1548246145248413,-0.019398469477891922,-3.335644432809204e-4,-5.816315533593297e-4,-1.6077801410574466e-4,-5.367057747207582e-5,-4.002696186944377e-6,4.97885139338905e-7,7.743034075247124e-5,-8.710614201845601e-5,-9.574377327226102e-5,3.311093314550817e-5,-2.884140849346295e-5,-5.560003046412021e-5,-1.9849743694067e-5,8.520620031049475e-5,AM7182
0.16529977321624756,0.2611071765422821,-0.49563300609588623,0.043977681547403336,0.9197673797607422,-0.6467024683952332,-1.4302773475646973,-0.3243003785610199,-0.3416273891925812,-1.1909549236297607,0.28423604369163513,0.8153285384178162,0.05464019253849983,-0.46219635009765625,-0.029552027583122253,0.1847742199897766,0.3892784118652344,0.15550872683525085,0.5829483270645142,0.12445864826440811,-0.10934123396873474,-0.01406380906701088,-2.573917154222727e-4,-4.1703402530401945e-4,-1.262900623260066e-4,-4.086512126377784e-5,-9.562007107888348e-6,-4.71649309474742e-6,5.277235322864726e-5,-6.50567453703843e-5,-6.824237789260224e-5,2.4656817913637497e-5,-2.124922684743069e-5,-3.8813395804027095e-5,-1.3681778909813147e-5,6.06285102549009e-5,AM7188
-0.139565110206604,-0.6461012363433838,-0.22033637762069702,-0.19255317747592926,0.25528639554977417,-0.988116443157196,-1.1119195222854614,-0.2682119309902191,-0.7621999979019165,-0.6710784435272217,0.23444752395153046,-0.7039962410926819,0.894046425819397,-0.4329451024532318,-0.364073246717453,-0.2608686089515686,0.6185591220855713,0.11123444885015488,0.7049108147621155,0.16472436487674713,-0.11730587482452393,-0.020929263904690742,-3.8157423841767013e-4,-6.207769620232284e-4,-1.864340010797605e-4,-6.0468653828138486e-5,-1.3410463907348458e-5,-6.365875833580503e-6,7.91363199823536e-5,-9.636353934183717e-5,-1.0173152259085327e-4,3.652123996289447e-5,-3.1557672627968714e-5,-5.799805512651801e-5,-2.048265923804138e-5,9.033564128912985e-5,AM7189
-0.07806126773357391,0.26781755685806274,0.6114746928215027,-0.5818181037902832,0.22309553623199463,0.8561880588531494,0.8917161226272583,0.0792519822716713,0.4384921193122864,-1.101150393486023,1.467298984527588,0.1366805136203766,0.5961463451385498,0.045782700181007385,0.1928228884935379,-1.4313160181045532,0.23100529611110687,-0.4596674144268036,0.9500578045845032,-0.2768532335758209,-0.11941792070865631,0.025885529816150665,4.8472388880327344e-4,7.595617207698524e-4,2.310745039721951e-4,7.595874922117218e-5,1.9340443031978793e-5,9.70857945503667e-6,-1.006422025966458e-4,1.155518475570716e-4,1.2570172839332372e-4,-4.3947668018518016e-5,3.919909067917615e-5,7.214509241748601e-5,2.596331250970252e-5,-1.1013109178747982e-4,AM7196
0.01204900536686182,0.39364439249038696,-0.5909883379936218,0.03294486552476883,0.7375767230987549,0.35642704367637634,-1.2517974376678467,-0.03884163871407509,-0.6507816910743713,-1.0605902671813965,-0.44784945249557495,0.3761236071586609,0.34702545404434204,-0.3151281177997589,0.31573858857154846,0.17621152102947235,-0.30793654918670654,0.560666024684906,0.4666668772697449,0.06318413466215134,-0.7272586226463318,-0.06603413075208664,-0.0011372399749234319,-0.001986847026273608,-5.701363552361727e-4,-1.89958605915308e-4,-1.9830904420814477e-5,-7.227416972455103e-6,2.5221722899004817e-4,-3.055319539271295e-4,-3.252150781918317e-4,1.1882706894539297e-4,-1.0126691631739959e-4,-1.8682220252230763e-4,-6.436219700844958e-5,2.908154856413603e-4,AM7197
0.3117971122264862,-0.4382866322994232,1.1610368490219116,-0.03316197544336319,0.20134621858596802,-0.4442371428012848,-0.9890117049217224,-1.3279047012329102,0.18347129225730896,-0.74882972240448,0.23422864079475403,-0.4948107600212097,0.055752262473106384,-0.4181678295135498,-1.0492388010025024,0.6603587865829468,0.2816736102104187,0.27487823367118835,-0.3060796856880188,0.7062830924987793,-0.4600120484828949,0.06608517467975616,0.0010671369964256883,0.0020105980802327394,0.00052434863755479455,1.802276965463534e-4,-1.0186337931372691e-5,-1.7636386473895982e-5,-2.6806414825841784e-4,2.978818956762552e-4,3.2995303627103567e-4,-1.1475914652692154e-4,9.855613461695611e-5,1.9319390412420034e-4,6.828128971392289e-5,-2.958035038318485e-4,AM7203
-0.04621225968003273,0.6634080410003662,0.45581746101379395,-0.15550115704536438,0.5008857250213623,-0.07107383757829666,-0.04804985970258713,0.2177014797925949,-0.6061466336250305,0.9090291857719421,0.0017383076483383775,-0.945712685585022,-1.086759328842163,1.1836730241775513,-0.06330784410238266,-0.6992887258529663,0.07011989504098892,0.20609605312347412,0.6499683260917664,0.3167867064476013,0.09876874089241028,-0.029308607801795006,-5.500499974004924e-4,-8.610402001067996e-4,-2.626545319799334e-4,-8.471442561130971e-5,-2.3142731151892804e-5,-1.1069684660469647e-5,1.123114416259341e-4,-1.3265239249449223e-4,-1.4172021474223584e-4,4.957529017701745e-5,-4.371050818008371e-5,-8.089688344625756e-5,-2.9233224267954938e-5,1.248520566150546e-4,AM7204
0.019874075427651405,0.6094342470169067,0.26316964626312256,-0.19730272889137268,0.6739024519920349,-0.15977025032043457,-0.08451519161462784,-0.24819694459438324,-0.6122813820838928,0.6372513771057129,-0.08463335782289505,-1.0387710332870483,-1.4310559034347534,0.24514952301979065,-1.0306947231292725,-0.21348002552986145,0.20137092471122742,0.3951910138130188,0.1267046183347702,0.3821004629135132,-0.05090882256627083,-0.03757874667644501,-6.980389007367194e-4,-0.0011074475478380919,-3.3698149491101503e-4,-1.0958343773381785e-4,-2.7568379664444365e-5,-1.3812806173518766e-5,1.4340796042233706e-4,-1.7075252253562212e-4,-1.823035127017647e-4,6.472184031736106e-5,-5.677638546330854e-5,-1.0410169488750398e-4,-3.709877637447789e-5,1.608049642527476e-4,AM7205
