PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,Donor
-0.03237222880125046,-0.34370020031929016,-0.2676834762096405,-0.2006637454032898,0.4301847815513611,0.5883802175521851,-0.5473308563232422,-0.1327417492866516,-0.5465427041053772,-0.2582953870296478,0.8603830933570862,0.09622658044099808,0.9716233015060425,0.05327931046485901,-0.6379777193069458,-1.2972468137741089,0.7531148791313171,0.2871439456939697,0.17449955642223358,0.10858994722366333,0.04231605306267738,0.058222342282533646,-0.21006856858730316,-0.008303793147206306,-4.758084542118013e-4,AM7180
0.21735915541648865,-0.34271031618118286,0.2223406732082367,-0.12665922939777374,0.26650333404541016,-0.7508617639541626,-0.15937656164169312,1.0366190671920776,-0.09890007972717285,-1.7315524816513062,-0.8040337562561035,-0.22782497107982635,0.450216680765152,-0.040739282965660095,-0.05925917252898216,0.773500382900238,0.4208100736141205,0.2472945898771286,-0.38402771949768066,-0.0022279657423496246,-0.3491666913032532,-0.39456021785736084,-0.0948132798075676,0.0299821849912405,-0.00292277242988348,AM7181
0.08136726915836334,0.056552059948444366,-0.5863387584686279,-0.5187029838562012,0.13827161490917206,-0.4586995542049408,0.17799612879753113,0.07372094690799713,-0.2353447824716568,-0.6687865257263184,0.4724734425544739,1.2645938396453857,0.9930428862571716,-0.9236169457435608,-0.7982310652732849,-0.43513092398643494,0.6597617268562317,-0.27321815490722656,0.12293551862239838,-0.22146184742450714,-0.3174583613872528,0.28635936975479126,-0.5693727135658264,0.004091512877494097,5.837465869262815e-4,AM7182
0.10224240273237228,0.3257811367511749,-0.4754929542541504,-0.22603993117809296,0.4958640933036804,0.1455453634262085,-0.14658336341381073,-0.17826774716377258,0.8560578227043152,-0.5861913561820984,-0.25100427865982056,1.2673660516738892,0.40679678320884705,-0.0515722930431366,0.36662840843200684,-0.39875027537345886,2.16787052154541,0.0746491476893425,-0.5664344429969788,0.5826288461685181,-0.10084481537342072,-0.3281373083591461,-0.023012980818748474,0.054131824523210526,0.005579392891377211,AM7188
0.09101604670286179,-0.27790167927742004,-0.13447777926921844,-0.2376958429813385,0.7538720965385437,0.10155484080314636,-0.9470023512840271,0.14288674294948578,-0.9296849370002747,-0.48009902238845825,0.4254341423511505,-0.8306947350502014,0.27330371737480164,0.4285922646522522,0.948462188243866,-1.0433696508407593,1.0357694625854492,0.21075522899627686,0.24133211374282837,-0.08082767575979233,0.3606737554073334,-0.048007264733314514,0.3924894332885742,0.07913947850465775,0.012494204565882683,AM7189
0.08535256236791611,0.6114310026168823,-0.3679370582103729,-0.07972132414579391,-0.1267973780632019,-0.07085120677947998,-0.5654740929603577,-0.1525886356830597,1.6065257787704468,-0.7924027442932129,-1.2800434827804565,-0.8753159642219543,0.7081475257873535,0.13034331798553467,-0.6207213997840881,-0.3775729537010193,0.986308217048645,0.363296240568161,-0.42985254526138306,0.20670504868030548,0.4342353343963623,0.47336989641189575,-0.5005379319190979,-0.030720636248588562,-0.006867631338536739,AM7196
0.07367482781410217,0.14430320262908936,-0.47398605942726135,-0.6982117891311646,0.3442627489566803,0.28489023447036743,-1.4666416645050049,-0.8367059230804443,0.5374032855033875,-0.9094750285148621,-0.408936083316803,0.9325670599937439,0.05584760382771492,-0.32183703780174255,0.1534135341644287,-0.9018568396568298,0.3591914176940918,-0.13826781511306763,-0.6357517838478088,-0.13994024693965912,-0.06152517348527908,0.30603018403053284,-0.34567388892173767,-0.0270757544785738,-0.0034990496933460236,AM7197
0.44547775387763977,0.009785006754100323,0.12879379093647003,0.2956541180610657,0.9551736116409302,-0.6657600998878479,-0.8343034982681274,1.1238354444503784,0.9124153256416321,-0.2759656310081482,0.5799368619918823,-0.6758686304092407,0.17791679501533508,1.0336638689041138,0.15649819374084473,0.37359222769737244,-0.7674320936203003,0.5395947694778442,-0.4191268980503082,-0.02142866887152195,-0.16112469136714935,-0.02257452718913555,0.20385539531707764,0.08390624821186066,0.013758313842117786,AM7203
0.08729174733161926,0.6026838421821594,0.15133528411388397,1.094484567642212,0.7558668255805969,0.35280466079711914,-0.9337224960327148,0.5965810418128967,0.013487285003066063,-0.643760621547699,-0.2369379848241806,1.0337200164794922,-0.15385977923870087,1.4131386280059814,-0.5207570791244507,-0.41453900933265686,0.15844348073005676,-0.5731692314147949,-0.7584819197654724,-0.3139647841453552,0.362319678068161,0.3006231188774109,-0.4126984477043152,0.14853505790233612,0.011174648068845272,AM7204
0.23814333975315094,-0.2010619193315506,-0.008630086667835712,0.2114359736442566,1.0577605962753296,-0.037851352244615555,-0.9777845740318298,0.5306960344314575,-0.1587015986442566,-0.9510324001312256,0.34584465622901917,-0.860832691192627,0.43822234869003296,0.672325074672699,0.30862390995025635,0.005108031444251537,0.5313300490379333,0.5122034549713135,-0.21813909709453583,-0.05413385480642319,0.07258196175098419,0.03559008985757828,-0.01727462001144886,0.039037276059389114,0.012184533290565014,AM7205
0.4972941279411316,0.18115116655826569,0.4502033591270447,-0.647333562374115,-0.36128488183021545,0.6091407537460327,0.026022786274552345,-0.519415020942688,-1.4531333446502686,0.7319655418395996,0.4708656370639801,-2.0199241638183594,0.7299456000328064,1.1897284984588623,-1.1834083795547485,0.2259196788072586,0.4075756371021271,-0.4033629894256592,-0.13594506680965424,0.6266691088676453,0.5656517744064331,0.07347594201564789,-0.05321873351931572,-0.10276588797569275,0.0030998969450592995,AM7208
0.5620068907737732,0.31856074929237366,0.38030096888542175,-0.6453967690467834,0.628361701965332,1.3803625106811523,0.4927312433719635,-0.30932432413101196,-1.7059439420700073,0.8296229243278503,-0.2385835349559784,-1.2583158016204834,0.08071743696928024,0.8286956548690796,-0.08548520505428314,0.1853886842727661,0.91036057472229,-0.6491801738739014,-0.13079237937927246,0.6237378716468811,0.7840846180915833,0.22247499227523804,-0.17198064923286438,-0.04635955020785332,0.00656267860904336,AM7209
0.5693143010139465,0.1875445693731308,0.8014928102493286,-0.38430213928222656,0.2455735057592392,1.3621798753738403,0.6875758171081543,0.09514614194631577,0.10433153808116913,1.2318613529205322,-0.6057100892066956,0.4275819659233093,-0.5808018445968628,0.19774581491947174,-0.3954367935657501,0.09419648349285126,-0.41951021552085876,0.22121983766555786,-0.3112269341945648,-0.07083147019147873,-0.4378708004951477,0.03835877403616905,-0.10940965265035629,0.0758810043334961,0.0017307141097262502,AM7211
0.7018601298332214,0.25452589988708496,0.8313390612602234,-0.43300068378448486,-0.22791387140750885,0.8219769597053528,0.31018078327178955,-0.265167772769928,0.48795995116233826,0.8217199444770813,-0.19552062451839447,0.8622598648071289,-0.9811314940452576,-0.17011722922325134,0.23785623908042908,0.21674327552318573,-0.3701361417770386,0.22418084740638733,-0.14219450950622559,-0.6725329160690308,-0.43356072902679443,-0.04279428347945213,0.08703599870204926,0.06438447535037994,0.001035239896737039,AM7213
0.40916210412979126,-0.08022134751081467,0.9380534291267395,-0.7668973207473755,-1.4466900825500488,-0.40140631794929504,0.9753419756889343,0.004925769753754139,0.8270591497421265,1.7127736806869507,0.1387048214673996,0.26607176661491394,0.5714330673217773,-1.1202123165130615,-0.3705858290195465,-0.6600326895713806,-0.5185647010803223,-0.2621361315250397,0.4578125774860382,0.02173779159784317,-0.018518919125199318,-0.048378851264715195,-0.04411046952009201,0.001783626968972385,0.005698289256542921,AM7214
0.7112458348274231,0.33506569266319275,0.86494380235672,-0.6657947897911072,-0.364687442779541,-0.028307942673563957,0.670272707939148,0.12711621820926666,0.8864940404891968,1.0338908433914185,0.1496497392654419,0.8312503099441528,-0.6060192584991455,0.19942620396614075,0.2239461988210678,-0.7534831166267395,-0.44818639755249023,0.03537214174866676,0.005344782955944538,-0.38342517614364624,-0.18798545002937317,-0.1696164608001709,0.47326767444610596,0.05857408419251442,-4.18167095631361e-4,AM7215
0.6522056460380554,0.24489329755306244,0.6891410946846008,-0.632215142250061,-0.9743017554283142,-0.2431645542383194,0.7762600779533386,-0.7387577295303345,-0.12565241754055023,0.4698781371116638,-0.8718469738960266,-0.0382859967648983,-0.5175643563270569,0.5725955963134766,-0.28116244077682495,0.11978621780872345,-0.39716836810112,-0.5419270396232605,-0.23579129576683044,-0.24271827936172485,0.04543611779808998,0.11597216129302979,-0.1775435209274292,-0.03960565850138664,-0.006724875885993242,AM7216
-0.226568803191185,0.41609784960746765,0.2240617871284485,0.21373534202575684,-0.12052681297063828,0.17163106799125671,0.11370489746332169,1.4561090469360352,-0.4146973192691803,-0.7919226884841919,-0.11048686504364014,0.32090798020362854,-0.6283480525016785,0.052564769983291626,0.41089922189712524,-1.359906792640686,-0.0030966750346124172,-0.3400063216686249,0.06772754341363907,0.49708160758018494,-0.29101383686065674,-0.48876142501831055,-0.3932611048221588,-0.04502210393548012,-0.0012780976248905063,AM7221
0.09283316135406494,0.5807607769966125,-0.2376072108745575,1.0570597648620605,-0.8622282147407532,-0.444276362657547,-1.3108876943588257,-0.04043665900826454,1.5049597024917603,-0.37413856387138367,-0.18633918464183807,-0.4768502116203308,-0.08275629580020905,0.00830600131303072,1.8164074420928955,-0.6342329382896423,-1.2749613523483276,-0.9597898125648499,1.09437894821167,0.16682876646518707,0.8259404301643372,-0.1994505524635315,-0.1985597312450409,-0.08830942213535309,-0.0033674915321171284,AM7223
0.17902828752994537,0.38749492168426514,-0.6581495404243469,0.3024187386035919,-0.4480126202106476,-0.50330352783203125,-1.0431203842163086,-0.7309445738792419,1.7510133981704712,0.5150875449180603,-1.3151793479919434,-0.30338597297668457,0.32282447814941406,0.3450157344341278,0.9083845019340515,0.06580737233161926,-1.7807438780437224e-5,-1.237388014793396,0.09702657163143158,0.8087698221206665,1.3427304029464722,0.4213980734348297,-0.6567705869674683,-0.101815365254879,-0.01122154388576746,AM7224
0.10042639821767807,0.4892543852329254,0.05494385585188866,1.2386722564697266,-0.1923021674156189,-0.4684325158596039,-1.6161255836486816,0.13530637323856354,0.3450574576854706,0.7701115012168884,-0.3537192642688751,0.6296880841255188,-1.0752660036087036,-0.812000036239624,1.7345176935195923,0.10952235758304596,0.5748852491378784,-0.6515390872955322,-0.19100059568881989,0.13433796167373657,0.5501725673675537,0.14927084743976593,-0.3445358872413635,0.012796351686120033,-0.004842143971472979,AM7226
-0.05446149781346321,0.4751189947128296,-0.08533381670713425,0.9798119068145752,-0.09260811656713486,-0.5917804837226868,1.0604735612869263,1.5448006391525269,0.2506999969482422,0.18527179956436157,1.4500232934951782,-0.26525261998176575,0.5612335205078125,1.350991129875183,-1.3591166734695435,-1.3956547975540161,-1.6084849834442139,-1.3363990783691406,-0.5501165986061096,0.05193433165550232,0.28599977493286133,0.07249969244003296,-0.24051561951637268,0.09481094032526016,0.002298831008374691,AM7228
0.04896518215537071,0.321377694606781,-0.5119354724884033,-0.026129519566893578,0.4034911096096039,-0.528503954410553,1.9687142372131348,1.1568633317947388,0.554945707321167,0.37603017687797546,-0.254359632730484,-0.12635137140750885,0.12946723401546478,-0.6400253176689148,0.4066166579723358,-0.019220301881432533,0.5419862866401672,0.050807006657123566,0.23076294362545013,0.5180837512016296,-0.17748059332370758,-0.17936888337135315,0.1327824741601944,0.013340880163013935,-0.006356528960168362,AM7229
0.01432101335376501,0.49734383821487427,-0.03523065522313118,0.9256858229637146,0.11997315287590027,-0.9521202445030212,1.4696686267852783,1.6117268800735474,-0.6831169128417969,0.6746405959129333,0.8265211582183838,-0.059322111308574677,-0.5081335306167603,-0.15608499944210052,-0.8095619678497314,-0.47461339831352234,0.06915795803070068,-0.12602165341377258,-1.0011634826660156,-0.03799298405647278,0.12713003158569336,-0.40231671929359436,-0.16152521967887878,-0.1110134944319725,-0.005223547108471394,AM7230
0.08644825220108032,0.5622758865356445,0.164253830909729,0.8412526845932007,0.3068150281906128,-1.352428674697876,0.49140864610671997,-0.10158760100603104,-1.1653163433074951,-0.6163740158081055,0.6226332187652588,1.3459738492965698,0.21584567427635193,0.8050997853279114,-0.7661125659942627,0.3422107398509979,-0.29265183210372925,0.6636708974838257,-0.11533039808273315,-0.8147267699241638,0.1811157464981079,0.3314858078956604,-0.08126616477966309,-0.017581168562173843,0.00962125789374113,AM7236
0.16435463726520538,0.43127956986427307,-0.8583763241767883,0.08710379898548126,0.41218051314353943,-1.898808479309082,1.9765914678573608,0.917732298374176,0.24748475849628448,-0.25332048535346985,-1.5579999685287476,0.020821452140808105,-0.3843560814857483,0.8845767378807068,-0.9256468415260315,-0.5780787467956543,0.9321277141571045,-1.0672932863235474,2.1996686458587646,0.3820064663887024,-1.322473168373108,0.6915373802185059,1.4562476873397827,-0.20455361902713776,-0.006868240889161825,AM7237
0.22330044209957123,0.08876693993806839,-0.5595972537994385,0.24143759906291962,0.2982028126716614,-0.2134103924036026,-1.141095519065857,-0.6917759776115417,0.15112140774726868,0.31171900033950806,0.7250978350639343,0.4324690103530884,0.3314003348350525,-0.5875861048698425,-0.08682571351528168,0.05639123544096947,-0.03860463201999664,-0.17302708327770233,-0.13402262330055237,-0.03781892731785774,-0.4833041727542877,0.11235785484313965,0.031327370554208755,0.012100374326109886,-0.006966819986701012,AM7241
0.15905234217643738,0.018371649086475372,-0.6986148953437805,-0.18994516134262085,0.2921920716762543,-0.6145975589752197,-0.18909020721912384,-0.41093188524246216,-0.6600989699363708,0.5210644602775574,-0.003525263164192438,-0.2707189619541168,0.08845469355583191,-0.8837254047393799,-0.6792672872543335,-0.7230330109596252,-0.34127554297447205,-0.16579307615756989,-0.27213791012763977,-0.06924161314964294,-0.4783831536769867,0.2711893320083618,-0.48953819274902344,0.012139856815338135,-0.010565940290689468,AM7242
