PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,PEER41,Donor
-0.02898760326206684,0.3247326910495758,-0.8590109944343567,0.25939086079597473,0.46950820088386536,-0.35189861059188843,-0.965576708316803,-0.21850068867206573,0.03739725053310394,-0.7949888110160828,-1.5443730808328837e-4,0.2592429220676422,0.4414322078227997,-0.6028175950050354,-0.04716538265347481,-0.06983067095279694,-0.4257486164569855,0.12604214251041412,0.5187961459159851,0.20655463635921478,0.005212558899074793,-0.007660583592951298,-0.00016802323807496578,-2.3262441391125321e-4,-7.878527685534209e-5,-2.406453131698072e-5,-1.2912084457639139e-5,-7.014654784143204e-6,2.9415063181659207e-5,-3.6870809708489105e-5,-3.81407153327018e-5,1.3299970305524766e-5,-1.1912137779290788e-5,-2.1212417777860537e-5,-7.806132998666726e-6,3.307756924186833e-5,-1.5808051102794707e-5,1.4782928701606579e-5,-6.533510713779833e-6,8.506174708600156e-6,1.035942318594607e-6,AM7180
0.02721169777214527,0.3042360246181488,-0.3493831753730774,-0.40375572443008423,0.873819887638092,-0.5677234530448914,-1.159793734550476,0.4525599181652069,0.048114266246557236,-0.18028171360492706,1.0548595190048218,-0.28029927611351013,-0.4366857409477234,0.05314625799655914,-0.08934016525745392,-0.26956987380981445,-0.2759481966495514,-0.8664649724960327,0.5728750824928284,0.1099664494395256,-0.21944239735603333,-0.01412662211805582,-2.712203422561288e-4,-4.458389012143016e-4,-1.3319705612957478e-4,-4.176003494649194e-5,-1.0616698091325816e-5,-4.983482085663127e-6,5.4842315876157954e-5,-6.968159141251817e-5,-7.284724415512756e-5,2.6522306143306196e-5,-2.2510030248668045e-5,-4.113848990527913e-5,-1.397016330884071e-5,6.499008304672316e-5,-2.9318651286303066e-5,2.6129482648684643e-5,-1.3881455743103288e-5,1.5022036677692086e-5,5.785992129858641e-7,AM7181
-0.005064454860985279,0.1777554303407669,-0.21845591068267822,-0.945083737373352,0.6356726288795471,0.02882537618279457,-0.3983859717845917,0.5444254279136658,0.9991724491119385,-0.21704834699630737,1.2701860666275024,-0.5794164538383484,0.24697759747505188,-1.0918680429458618,-0.5631207823753357,-0.16593514382839203,-0.5045179724693298,-0.24671047925949097,0.059293050318956375,-0.0506909117102623,0.15421660244464874,-0.016003906726837158,-2.905951696448028e-4,-5.090596969239414e-4,-1.3903841318096966e-4,-4.622279811883345e-5,-4.482024905883009e-6,7.121155931599787e-7,6.767497688997537e-5,-7.550737063866109e-5,-8.359798812307417e-5,2.8565249522216618e-5,-2.4927059712354094e-5,-4.848534081247635e-5,-1.728682946122717e-5,7.408433157252148e-5,-3.627642581705004e-5,2.8495225706137717e-5,-1.7901156752486713e-5,1.6591991879977286e-5,7.4610056799429e-7,AM7182
0.16434228420257568,0.25997328758239746,-0.4934874475002289,0.0438079759478569,0.9181120991706848,-0.6458911299705505,-1.429081916809082,-0.32412126660346985,-0.34176012873649597,-1.1905790567398071,0.28396594524383545,0.8151257634162903,0.0549333393573761,-0.4617721736431122,-0.02931792475283146,0.18473590910434723,0.3890046775341034,0.1557389348745346,0.5815482139587402,0.12304026633501053,-0.10915464907884598,-0.01162855327129364,-2.2744691523257643e-4,-3.6504180752672255e-4,-1.1122420255560428e-4,-3.56371674570255e-5,-1.0243078577332199e-5,-4.823898507311242e-6,4.563886977848597e-5,-5.686945587513037e-5,-5.952667925157584e-5,2.1443333025672473e-5,-1.847235398599878e-5,-3.36647717631422e-5,-1.1814751815109048e-5,5.263606726657599e-5,-2.4404573196079582e-5,2.1652558643836528e-5,-1.1160518624819815e-5,1.2364107533358037e-5,7.306961151698488e-7,AM7188
-0.13874685764312744,-0.6432953476905823,-0.21935434639453888,-0.1919359564781189,0.2548057734966278,-0.9867451190948486,-1.111076831817627,-0.2679288387298584,-0.762095034122467,-0.6710445880889893,0.23401808738708496,-0.7040624618530273,0.8934494853019714,-0.4325755834579468,-0.36381882429122925,-0.26024773716926575,0.6180881261825562,0.11155745387077332,0.7032744884490967,0.16272470355033875,-0.11708208173513412,-0.017254475504159927,-3.3600625465624034e-4,-5.418026703409851e-4,-1.6348506323993206e-4,-5.252055780147202e-5,-1.4359514352690894e-5,-6.485255653387867e-6,6.834393570898101e-5,-8.391414303332567e-5,-8.850545418681577e-5,3.1637664505979046e-5,-2.734095323830843e-5,-5.019481250201352e-5,-1.7657646822044626e-5,7.821316103218123e-5,-3.6536155676003546e-5,3.199937054887414e-5,-1.6843598132254556e-5,1.8315695342607796e-5,1.091548369913653e-6,AM7189
-0.07760927081108093,0.2666456699371338,0.6088281869888306,-0.5799391865730286,0.22262267768383026,0.8550005555152893,0.8912264108657837,0.07912037521600723,0.4381948709487915,-1.1011601686477661,1.466367244720459,0.135991632938385,0.5959913730621338,0.04573598876595497,0.1918271780014038,-1.4299860000610352,0.23129676282405853,-0.45728015899658203,0.9469086527824402,-0.276926189661026,-0.11940331012010574,0.02136068604886532,4.2979486170224845e-4,6.619112682528794e-4,2.030571486102417e-4,6.626147660426795e-5,2.0794417650904506e-5,1.0047657269751653e-5,-8.748115942580625e-5,1.0007275704992935e-4,1.0940844367723912e-4,-3.787160312640481e-5,3.401338108233176e-5,6.254418258322403e-5,2.251984187751077e-5,-9.511290409136564e-5,4.614219506038353e-5,-3.997077510575764e-5,2.089050212816801e-5,-2.2594873371417634e-5,-2.091181158903055e-6,AM7196
0.011986264027655125,0.3919256031513214,-0.5884292721748352,0.0328066423535347,0.7363274693489075,0.35586029291152954,-1.2509090900421143,-0.038729120045900345,-0.6506764888763428,-1.060034155845642,-0.44787096977233887,0.3761836588382721,0.3468710482120514,-0.3147854208946228,0.3157106935977936,0.1756698489189148,-0.3074137270450592,0.5604206919670105,0.4655110836029053,0.06278540194034576,-0.7238124012947083,-0.05452854186296463,-9.9214818328619e-4,-0.0017417492344975471,-4.977123462595046e-4,-1.650867925491184e-4,-2.189557926612906e-5,-7.008037300693104e-6,2.1863564325030893e-4,-2.667367516551167e-4,-2.8411802486516535e-4,1.0372755059506744e-4,-8.818163041723892e-5,-1.6263687575701624e-4,-5.552804213948548e-5,2.532284124754369e-4,-1.1604672181420028e-4,9.954837150871754e-5,-5.609593790723011e-5,5.616007911157794e-5,1.342906330137339e-6,AM7197
0.30997195839881897,-0.43639257550239563,1.1560546159744263,-0.033058978617191315,0.20101962983608246,-0.44366639852523804,-0.9881497621536255,-1.3272416591644287,0.1830340027809143,-0.7487801313400269,0.23369647562503815,-0.49463894963264465,0.05575043335556984,-0.4179407060146332,-1.0479586124420166,0.66062992811203,0.28116247057914734,0.27345505356788635,-0.3041839301586151,0.7029945850372314,-0.4586073160171509,0.05449583753943443,9.166765375994146e-4,0.0017640682635828853,4.488021368160844e-4,1.5462134615518153e-4,-9.792413948161993e-6,-1.924923162732739e-5,-2.3495731875300407e-4,2.5828764773905277e-4,2.886233851313591e-4,-9.931586100719869e-5,8.51976074045524e-5,1.6908053657971323e-4,5.95571291341912e-5,-2.5808135978877544e-4,1.260967255802825e-4,-9.45699866861105e-5,6.486422353191301e-5,-5.511754716280848e-5,-6.179882916512724e-7,AM7203
-0.045943260192871094,0.6605284810066223,0.4538370370864868,-0.1550305038690567,0.4999020993709564,-0.07097568362951279,-0.04794127121567726,0.21767698228359222,-0.605761706829071,0.9087799787521362,0.0017313119024038315,-0.9451136589050293,-1.086778998374939,1.1828428506851196,-0.06428356468677521,-0.6988340020179749,0.07025248557329178,0.205673947930336,0.6489635109901428,0.3141004145145416,0.09812913089990616,-0.02418522723019123,-4.8752862494438887e-4,-7.506930269300938e-4,-2.308466355316341e-4,-7.36647707526572e-5,-2.4718423446756788e-5,-1.1373770576028619e-5,9.735907951835543e-5,-1.1521449778228998e-4,-1.2327167496550828e-4,4.2702897189883515e-5,-3.7813751987414435e-5,-7.001418271102011e-5,-2.5327786715934053e-5,1.0788912186399102e-4,-5.209528899285942e-5,4.506073673837818e-5,-2.353168929403182e-5,2.5952931537176482e-5,2.264078830194194e-6,AM7204
0.01975170522928238,0.6067860722541809,0.2620287537574768,-0.19670632481575012,0.6725733876228333,-0.15957599878311157,-0.08438250422477722,-0.2479337900876999,-0.6120253801345825,0.6370859146118164,-0.08467290550470352,-1.0377509593963623,-1.4307063817977905,0.24472887814044952,-1.0306346416473389,-0.21290752291679382,0.2012367844581604,0.39379751682281494,0.12702563405036926,0.38001054525375366,-0.05059916153550148,-0.0310065895318985,-6.17627811152488e-4,-9.659692295826972e-4,-2.9623176669701934e-4,-9.545143984723836e-5,-2.955067975562997e-5,-1.4219408512872178e-5,1.2418077676557004e-4,-1.4841037045698613e-4,-1.5865238674450666e-4,5.5950538808247074e-5,-4.9244757974520326e-5,-9.014685201691464e-5,-3.2068324799183756e-5,1.3906267122365534e-4,-6.59871002426371e-5,5.793149466626346e-5,-2.9967597583890893e-5,3.295276837889105e-5,2.555347464294755e-6,AM7205
