PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,Donor
-0.02175474353134632,0.2354358732700348,-0.6150488257408142,0.1843743920326233,0.3461245000362396,-0.2752636671066284,-0.8015300035476685,-0.19084414839744568,0.035822682082653046,-0.7350561022758484,0.005335872992873192,0.24809761345386505,0.41566202044487,-0.5816821455955505,-0.053033582866191864,-0.06438052654266357,-0.4304809868335724,0.10750605165958405,0.5111888647079468,0.15518799424171448,AM7180
0.02079734392464161,0.22141876816749573,-0.24961215257644653,-0.2866527736186981,0.6466424465179443,-0.4357987344264984,-0.9652917981147766,0.3870059549808502,0.03699687495827675,-0.15892726182937622,0.9957647919654846,-0.2576935887336731,-0.4219171702861786,0.05830562487244606,-0.08229482918977737,-0.260101854801178,-0.2806988060474396,-0.7858721017837524,0.4530823528766632,0.5192390084266663,AM7181
-0.0038533650804311037,0.12982338666915894,-0.15603290498256683,-0.6714153289794922,0.47275492548942566,0.021627049893140793,-0.33042916655540466,0.4684455990791321,0.8934397101402283,-0.1882452815771103,1.2002660036087036,-0.5371347069740295,0.22772502899169922,-1.0483790636062622,-0.5604456663131714,-0.16514122486114502,-0.4971938729286194,-0.2727924585342407,0.08355123549699783,-0.11538689583539963,AM7182
0.12509198486804962,0.18919578194618225,-0.35283952951431274,0.03134087845683098,0.6779415607452393,-0.4977981150150299,-1.1896559000015259,-0.2829684913158417,-0.3060891032218933,-1.1010397672653198,0.27049943804740906,0.7792079448699951,0.04382496699690819,-0.45193836092948914,-0.03621203824877739,0.17585842311382294,0.3653557300567627,0.17630062997341156,0.5318555235862732,0.27505192160606384,AM7188
-0.10536082834005356,-0.46490418910980225,-0.15620601177215576,-0.13729071617126465,0.1933511346578598,-0.7555758953094482,-0.9298014044761658,-0.2314806878566742,-0.6835131049156189,-0.6165633201599121,0.22995270788669586,-0.6641836166381836,0.8571174740791321,-0.420589804649353,-0.3632890582084656,-0.2603216767311096,0.581727147102356,0.1444685161113739,0.6456149220466614,0.34858277440071106,AM7189
-0.05921006575226784,0.19340813159942627,0.4353327751159668,-0.41093477606773376,0.16544757783412933,0.6570831537246704,0.745525062084198,0.06457018107175827,0.3918457627296448,-1.0050406455993652,1.3857643604278564,0.14174456894397736,0.5703654289245605,0.043258197605609894,0.19332954287528992,-1.3950011730194092,0.194037064909935,-0.3679618835449219,0.8221337199211121,0.33778470754623413,AM7196
0.009482968598604202,0.28459030389785767,-0.42202672362327576,0.02442985773086548,0.543410062789917,0.2705770432949066,-1.0389491319656372,-0.037139665335416794,-0.5810824632644653,-0.988007128238678,-0.4109964370727539,0.3528146743774414,0.3325132131576538,-0.3076601028442383,0.302690327167511,0.18488101661205292,-0.3409588932991028,0.6785292029380798,0.2693636417388916,0.6608407497406006,AM7197
0.23557111620903015,-0.3155077397823334,0.8286094665527344,-0.02292264811694622,0.14652961492538452,-0.33197277784347534,-0.8298603296279907,-1.1376127004623413,0.1701415330171585,-0.6849387884140015,0.233888179063797,-0.4681641161441803,0.04478997737169266,-0.4007001221179962,-1.0314812660217285,0.6286536455154419,0.25947704911231995,0.31100454926490784,-0.34690186381340027,0.5403472185134888,AM7203
-0.034901317209005356,0.47838351130485535,0.3254750669002533,-0.10868880152702332,0.36512771248817444,-0.050981149077415466,-0.042547617107629776,0.18614771962165833,-0.5472816824913025,0.8406603336334229,0.004032700788229704,-0.9051364660263062,-1.0312687158584595,1.1469119787216187,-0.02949996292591095,-0.670739471912384,0.07217436283826828,0.18796531856060028,0.6751635670661926,0.1514718234539032,AM7204
0.015123018063604832,0.4397110342979431,0.18836365640163422,-0.13847990334033966,0.4930655360221863,-0.1199815571308136,-0.07333996891975403,-0.21526460349559784,-0.551285982131958,0.5910743474960327,-0.07864518463611603,-0.9985387325286865,-1.3714191913604736,0.24512873589992523,-0.9763466715812683,-0.2125532031059265,0.19494053721427917,0.38461002707481384,0.1567728966474533,0.15186507999897003,AM7205
