PEER1,PEER2,PEER3,PEER4,Donor
-0.006614739075303078,0.06642968207597733,-0.1581827700138092,0.03718481957912445,AM7180
0.008645186200737953,0.06260254979133606,-0.06330607831478119,-0.06426739692687988,AM7181
-8.157227421179414e-4,0.03553374856710434,-0.040887996554374695,-0.1449907124042511,AM7182
0.04643562436103821,0.05344419553875923,-0.09045689553022385,0.002988704014569521,AM7188
-0.036840371787548065,-0.13146153092384338,-0.03729860857129097,-0.031075334176421165,AM7189
-0.02169237658381462,0.05382823944091797,0.11187305301427841,-0.087501659989357,AM7196
0.005042291712015867,0.07966943085193634,-0.10756947845220566,0.0023644622415304184,AM7197
0.0854111909866333,-0.09225701540708542,0.2139429748058319,-0.005991951562464237,AM7203
-0.012388857081532478,0.1358201950788498,0.08350399881601334,-0.025526823475956917,AM7204
0.0047329687513411045,0.12357381731271744,0.04868186265230179,-0.03362761065363884,AM7205
0.26012182235717773,-0.011538654565811157,-0.04025746136903763,-0.02986762300133705,AM7208
0.24918654561042786,0.0044025639072060585,0.020830219611525536,-0.02267582155764103,AM7209
0.3127022981643677,-0.03481016308069229,-0.02611882984638214,-0.031867969781160355,AM7211
0.3010290861129761,-0.040950238704681396,0.019177844747900963,0.03472048044204712,AM7213
0.23887063562870026,-0.08566397428512573,-0.2003122717142105,-0.021961752325296402,AM7214
0.3174144923686981,-0.06638690829277039,-0.03222640976309776,-0.015912048518657684,AM7215
0.2667662799358368,-0.029521731659770012,-0.035824209451675415,-0.010280108079314232,AM7216
-0.043392013758420944,-0.10098537057638168,0.005500601604580879,-0.022035228088498116,AM7221
-0.03820950165390968,-0.10196882486343384,-0.01986955665051937,-0.05155738443136215,AM7223
0.02240130305290222,-0.1137046068906784,-0.0050414144061505795,0.06603217869997025,AM7224
0.02069205231964588,0.035515397787094116,0.08908137679100037,-0.10128619521856308,AM7226
0.03704876825213432,-0.10122043639421463,0.12821407616138458,0.12071928381919861,AM7228
0.01678059808909893,0.0787801593542099,0.1897587776184082,-0.06534995138645172,AM7229
0.10340279340744019,0.04610968381166458,0.16754481196403503,-0.09828769415616989,AM7230
-0.008338427171111107,-0.05395776033401489,0.15183477103710175,0.14019949734210968,AM7236
0.002939332742244005,0.02446695789694786,0.11008092761039734,-0.039926085621118546,AM7237
0.0586385652422905,0.07465660572052002,-0.04925543814897537,-0.04445946589112282,AM7241
0.08870887011289597,0.07296504825353622,-0.07894578576087952,-0.03519149124622345,AM7242
0.018480513244867325,-0.12510444223880768,0.03685726970434189,-0.007119568530470133,AM7243
0.0627129003405571,0.10896299034357071,0.05958648771047592,-0.08336879312992096,AM7255
0.09031297266483307,0.071101114153862,-0.062135130167007446,0.015829062089323997,AM7256
-0.054401353001594543,-0.1342499852180481,-0.06712299585342407,-0.07620729506015778,AM7260
0.03349275887012482,-0.08763129264116287,0.008343320339918137,0.06375312805175781,AM7261
0.005454019643366337,-0.06888557225465775,0.0946633443236351,-0.04749355837702751,AM7266
-0.016927575692534447,-0.07058294862508774,0.08166727423667908,-0.023595524951815605,AM7269
-0.008077537640929222,-0.12234999239444733,-0.006042050197720528,0.06524144113063812,AM7270
0.04787923023104668,0.08256444334983826,0.12428103387355804,-0.058636534959077835,AM7272
0.004736611153930426,0.10875896364450455,0.12257999926805496,-0.04696022719144821,AM7273
0.013012660667300224,-0.0411502867937088,0.06703753024339676,0.1474156528711319,AM7277
-0.021041151136159897,-0.08702352643013,0.16442930698394775,0.1116953194141388,AM7278
-0.0656677857041359,-0.07816579937934875,0.03511635959148407,0.20724762976169586,AM7280
-0.08810120820999146,-0.05048304423689842,-0.028560055419802666,0.1617574691772461,AM7283
-0.07177875936031342,0.10702916979789734,0.17024371027946472,-0.06353427469730377,AM7284
0.016488494351506233,0.14096878468990326,0.09498890489339828,0.11430945992469788,AM7285
-0.003434137674048543,-0.1003832221031189,-0.029724881052970886,0.1382906287908554,AM7294
-0.013050353154540062,0.012487882748246193,0.11850366741418839,0.20047441124916077,AM7295
-0.10957689583301544,-0.12046748399734497,0.03281671926379204,0.058910634368658066,AM7302
-0.07216416299343109,0.0072781662456691265,0.1378471404314041,-0.04468241333961487,AM7303
-0.05025863274931908,0.06830346584320068,0.16228130459785461,-0.08009018748998642,AM7304
0.02896157279610634,-0.06713031977415085,0.03902846947312355,-0.15774179995059967,AM7312
-0.07689916342496872,-0.06650765985250473,-0.03387070819735527,0.19072957336902618,AM7313
-0.0599072128534317,-0.06436426192522049,0.008282401598989964,0.18510794639587402,AM7318
0.003871664172038436,0.12693580985069275,-0.07536931335926056,0.1175985187292099,AM7319
-0.02510732226073742,-0.12236296385526657,-0.0775446966290474,0.060699984431266785,AM7320
-0.10772033035755157,-0.1187666654586792,-0.08614766597747803,0.11206765472888947,AM7321
