PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,Donor
-0.00837213546037674,0.07774658501148224,-0.18633872270584106,0.04737623408436775,0.07145797461271286,-0.057165950536727905,-0.13675382733345032,-0.03280073404312134,0.005001756828278303,-0.11409039795398712,0.007090283557772636,0.0025822152383625507,AM7180
0.008714635856449604,0.07417657971382141,-0.07536174356937408,-0.07309956103563309,0.13544656336307526,-0.08684136718511581,-0.16457656025886536,0.06348753720521927,0.005775019060820341,-0.02628771774470806,0.1509508490562439,0.001553214155137539,AM7181
-0.0013030286645516753,0.04342326149344444,-0.047541312873363495,-0.17159752547740936,0.10017279535531998,0.0037185479886829853,-0.05546705797314644,0.07867439091205597,0.14152830839157104,-0.028160465881228447,0.189662367105484,-0.08023092895746231,AM7182
0.05092458799481392,0.06315302848815918,-0.10630333423614502,0.008434906601905823,0.14063362777233124,-0.10085689276456833,-0.2041425108909607,-0.04936575889587402,-0.049208421260118484,-0.17142459750175476,0.04560861736536026,0.09789133816957474,AM7188
-0.04197879880666733,-0.15272614359855652,-0.04677397385239601,-0.035225797444581985,0.04215793311595917,-0.14844825863838196,-0.16167378425598145,-0.03657429665327072,-0.11146093904972076,-0.09311936050653458,0.046161893755197525,-0.1454651802778244,AM7189
-0.023668240755796432,0.06353024393320084,0.13133251667022705,-0.10415151715278625,0.03416724503040314,0.12938062846660614,0.12898840010166168,0.009151115082204342,0.06184466555714607,-0.15326917171478271,0.2174983024597168,-0.01390600111335516,AM7196
0.004200912546366453,0.09453694522380829,-0.127992644906044,0.007393342442810535,0.11257657408714294,0.05139553174376488,-0.17751167714595795,-0.008490238338708878,-0.09326357394456863,-0.1581149399280548,-0.05714764446020126,0.02211057022213936,AM7197
0.09452135860919952,-0.10413393378257751,0.2512754499912262,-0.006121790036559105,0.02974633313715458,-0.06276068091392517,-0.14508143067359924,-0.18859703838825226,0.029371490702033043,-0.10359986871480942,0.040991589426994324,-0.0694982185959816,AM7203
-0.013880211859941483,0.15851938724517822,0.09882768988609314,-0.026843441650271416,0.0749514177441597,-0.008516397327184677,-0.007481031119823456,0.02919461391866207,-0.08674837648868561,0.12634095549583435,-0.011317260563373566,-0.044073402881622314,AM7204
0.006386963650584221,0.14558151364326477,0.05761667340993881,-0.034456975758075714,0.10145507007837296,-0.02292449027299881,-0.012804008089005947,-0.03751235827803612,-0.08634822815656662,0.0872303694486618,-0.022914724424481392,-0.03599787503480911,AM7205
0.2918069064617157,-0.01520431786775589,-0.045831575989723206,-0.03828445076942444,-0.03833725303411484,0.057205185294151306,0.07415042072534561,0.08916779607534409,-0.15178406238555908,-0.01638343557715416,0.02781072072684765,0.15491992235183716,AM7208
0.2812199592590332,0.001800613128580153,0.02343490719795227,-0.03217031806707382,-0.0914301648736,0.0016812749672681093,0.007143741473555565,0.15982016921043396,-0.18010655045509338,0.02549666538834572,-0.018097735941410065,0.16819064319133759,AM7209
0.3502587378025055,-0.039203234016895294,-0.028882132843136787,-0.03820248320698738,0.010492037981748581,0.08710544556379318,0.06292320787906647,0.0400364026427269,-0.007011170964688063,-0.05449644476175308,0.060938190668821335,0.11000513285398483,AM7211
0.3384765386581421,-0.0485273152589798,0.023219740018248558,0.03856298699975014,-0.11354008316993713,-0.10413307696580887,0.16262121498584747,0.037915028631687164,-0.08265741169452667,0.0573895163834095,0.07128004729747772,-0.13033030927181244,AM7213
0.2678406834602356,-0.09914074093103409,-0.2352408766746521,-0.025598417967557907,0.0014408087590709329,-0.11573690176010132,0.20537696778774261,-0.0011010646121576428,0.11766789108514786,0.062367819249629974,0.13443002104759216,-0.07827340811491013,AM7214
0.3549223840236664,-0.07743726670742035,-0.03531225770711899,-0.018057210370898247,0.03679888695478439,-0.12168537825345993,0.10847275704145432,0.021959243342280388,-0.04366220906376839,0.024706481024622917,0.046342384070158005,-0.032911937683820724,AM7215
0.29975786805152893,-0.036279745399951935,-0.04132735729217529,-0.018253052607178688,-0.11992029845714569,0.09339403361082077,0.12406236678361893,0.0946890190243721,-0.021185828372836113,-0.0075584761798381805,0.04054969176650047,-0.058475639671087265,AM7216
-0.04967715963721275,-0.11800810694694519,0.006570057012140751,-0.029273997992277145,-0.013995140790939331,-0.2166692316532135,-0.11783761531114578,-0.09830084443092346,0.011682557873427868,-0.06419827789068222,-0.024460626766085625,-0.01657339558005333,AM7221
-0.04357554763555527,-0.11904352158308029,-0.023877376690506935,-0.06365925818681717,-0.009333972819149494,-0.22481903433799744,-0.10263359546661377,-0.15227818489074707,0.12800289690494537,-0.001748876296915114,-0.08936714380979538,-0.05922308191657066,AM7223
