PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,PEER41,PEER42,PEER43,PEER44,Donor
-0.01729425974190235,0.18341957032680511,-0.47194400429725647,0.13867846131324768,0.2585618793964386,-0.20969155430793762,-0.6215396523475647,-0.15350846946239471,0.03001239523291588,-0.6228911280632019,0.005901253316551447,0.21957166492938995,0.3657224178314209,-0.52522212266922,-0.050565630197525024,-0.05559507757425308,-0.4082126319408417,0.10722295939922333,0.4536316394805908,0.22320571541786194,-9.298380464315414e-4,-0.027856361120939255,-0.0021295761689543724,-0.001113724079914391,-0.0013510987628251314,-1.2067531497450545e-4,-7.357189315371215e-4,-4.566508869174868e-4,-9.957985457731411e-5,-4.394648422021419e-4,-5.665542630595155e-5,2.5709667170303874e-5,-3.2553375604038592e-6,5.539265475817956e-5,-3.430196375120431e-5,8.456551586277783e-5,-4.9007550842361525e-5,1.3786082854494452e-4,6.81665405863896e-5,1.0103439126396552e-4,4.331650779931806e-5,1.8910937069449574e-4,-8.039415843086317e-5,-7.13566696504131e-5,AM7180
0.016776718199253082,0.17291748523712158,-0.19132421910762787,-0.21542108058929443,0.48305484652519226,-0.3293980062007904,-0.7486344575881958,0.30570873618125916,0.028751347213983536,-0.13310766220092773,0.8628472685813904,-0.2218128889799118,-0.38024893403053284,0.057671159505844116,-0.07717365771532059,-0.23840546607971191,-0.2420773208141327,-0.8007358312606812,0.5140453577041626,0.1861843466758728,-0.17847076058387756,-0.05330575630068779,-0.0037363353185355663,-0.002105772029608488,-0.0013878736644983292,4.4040611828677356e-4,-8.449289598502219e-4,-4.8773406888358295e-4,-2.5864262715913355e-4,-8.44164751470089e-4,-3.6771135637536645e-4,1.3260361447464675e-4,5.7209663282264955e-6,-3.9094524254323915e-5,7.523857493652031e-5,5.453229532577097e-4,-2.232970655313693e-5,1.8794760399032384e-4,-4.823753624805249e-5,2.484574797563255e-4,-1.0417704288556706e-5,1.8567890219856054e-4,3.139737236779183e-5,-1.240063429577276e-4,AM7181
-0.0030760886147618294,0.10151738673448563,-0.1197468489408493,-0.5049334764480591,0.35388872027397156,0.01536609698086977,-0.2548956274986267,0.3710649311542511,0.7331026196479797,-0.15742312371730804,1.0391299724578857,-0.4685773551464081,0.19614870846271515,-0.9432709217071533,-0.518194854259491,-0.14854474365711212,-0.4740041196346283,-0.23550137877464294,0.050810158252716064,-0.04624065011739731,0.1322125494480133,-0.0634772926568985,-0.0015570003306493163,-0.0032820722553879023,-7.369066588580608e-4,4.67163190478459e-5,2.329941708012484e-5,5.846894964633975e-6,5.217362777329981e-4,-4.4936113408766687e-4,-5.837693461216986e-4,1.0200098040513694e-4,-1.0973035386996344e-4,-3.6234850995242596e-4,-1.332771498709917e-4,5.625325720757246e-4,-3.372186911292374e-4,1.5872917720116675e-4,-2.2599485237151384e-4,1.2831675121560693e-4,1.5383529898826964e-5,1.0712921357480809e-4,-8.164517203113064e-5,-1.1936832743231207e-4,AM7182
0.10048025846481323,0.147706538438797,-0.27046170830726624,0.023650620132684708,0.5059707164764404,-0.37633466720581055,-0.9230619668960571,-0.22725583612918854,-0.2523325979709625,-0.9316653609275818,0.23458042740821838,0.6905720233917236,0.03601541370153427,-0.412166029214859,-0.03701632097363472,0.16151486337184906,0.3384301960468292,0.1343981772661209,0.5265193581581116,0.17620709538459778,-0.0850820392370224,-0.043646134436130524,-0.002685227431356907,-0.002043887274339795,-0.0013123475946485996,-2.965110179502517e-4,-6.520721944980323e-4,-2.99499137327075e-4,-2.3042796328809345e-6,-6.694663898088038e-4,-2.1007625036872923e-4,1.1367329716449603e-4,-3.26514636981301e-5,-2.2141904992167838e-5,-7.234897202579305e-5,2.088424371322617e-4,-5.4895303037483245e-5,1.6278919065371156e-4,7.566356362076476e-5,1.6425280773546547e-4,2.3212671294459142e-5,2.0371514256112278e-4,-4.368795998743735e-5,-8.148363849613816e-5,AM7188
-0.08440157771110535,-0.3617599606513977,-0.11966340243816376,-0.10343267768621445,0.14617189764976501,-0.5689405202865601,-0.7237993478775024,-0.18340133130550385,-0.5617462396621704,-0.520324170589447,0.20186205208301544,-0.5860934257507324,0.76251620054245,-0.38435786962509155,-0.33826762437820435,-0.2384139448404312,0.5368481874465942,0.10202252864837646,0.6386120915412903,0.23235177993774414,-0.07610029727220535,-0.06658051162958145,-0.004509381018579006,-0.0025878027081489563,-0.0018024147721007466,-4.2030468466691673e-4,-9.21271916013211e-4,-4.122693499084562e-4,9.235764446202666e-5,-8.971415227279067e-4,-3.916358691640198e-4,1.452866563340649e-4,-4.818254092242569e-5,-1.0332422243664041e-4,-1.068168567144312e-4,3.176386235281825e-4,-1.639826368773356e-4,2.4937192210927606e-4,6.2474915466737e-5,2.3800072085577995e-4,4.710490247816779e-5,2.885230060201138e-4,-6.893819227116182e-5,-1.331245293840766e-4,AM7189
-0.04744786396622658,0.1506229043006897,0.3338897228240967,-0.3086245357990265,0.12295837700366974,0.4948584735393524,0.5818488597869873,0.04862383008003235,0.3232549726963043,-0.8478511571884155,1.2004836797714233,0.12887689471244812,0.5085737109184265,0.03711290284991264,0.16855913400650024,-1.2803815603256226,0.1895919293165207,-0.42913323640823364,0.9020284414291382,-0.15531308948993683,-0.06966834515333176,0.09690792858600616,0.003466963302344084,0.004973708651959896,0.001817786251194775,0.001058099209330976,1.2353691272437572e-4,2.1037943952251226e-4,-0.0011339638149365783,3.016044502146542e-4,9.184554219245911e-4,-3.795179654844105e-4,5.226617795415223e-4,6.426585605368018e-4,2.424386766506359e-4,-6.303222617134452e-4,3.1720803235657513e-4,-4.0204127435572445e-4,1.28193263662979e-4,-8.3908460510429e-5,-4.972602619091049e-5,-2.6616710238158703e-4,8.351969881914556e-5,1.564646663609892e-4,AM7196
0.00778303574770689,0.22193169593811035,-0.32414278388023376,0.018728312104940414,0.4055768847465515,0.20265629887580872,-0.8059676885604858,-0.03199132904410362,-0.4759610593318939,-0.8403087258338928,-0.3496655523777008,0.3106860816478729,0.2958108186721802,-0.27676260471343994,0.26989614963531494,0.16737188398838043,-0.27112212777137756,0.48101210594177246,0.4357507526874542,0.07743927836418152,-0.69532710313797,-0.22406326234340668,-0.005311758257448673,-0.013159292750060558,-0.004708991385996342,-0.0016062872018665075,-1.767083304002881e-4,-2.6547402376309037e-4,8.485030848532915e-4,-0.0026557110249996185,-0.0019726967439055443,0.0011743102222681046,-8.0705969594419e-4,-0.0010291679063811898,-2.4359644157812e-4,0.0020041032694280148,-4.740176082123071e-4,8.347748080268502e-4,-1.6011708066798747e-4,3.70902445865795e-4,-1.1210118100279942e-4,3.607893595471978e-4,2.0448005670914426e-5,-4.398847813718021e-4,AM7197
0.18869534134864807,-0.24553567171096802,0.6358796954154968,-0.01722564920783043,0.10964107513427734,-0.2475685179233551,-0.6477134823799133,-0.9007494449615479,0.13890641927719116,-0.5781006217002869,0.2049190253019333,-0.4145332872867584,0.03516729548573494,-0.36166027188301086,-0.9415795207023621,0.5708393454551697,0.24773360788822174,0.2741829454898834,-0.3322373628616333,0.6506680250167847,-0.42463839054107666,0.21012179553508759,0.0022662596311420202,0.012499894946813583,9.052335517480969e-4,3.0482758302241564e-4,-0.0013649672036990523,-0.001240470795892179,-0.002023128792643547,0.0015778813976794481,0.002122625010088086,-4.949881113134325e-4,3.7590807187370956e-4,0.001392565667629242,5.337412003427744e-4,-0.0021545817144215107,0.0013426797231659293,-4.3656924390234053e-4,8.688824600540102e-4,-3.724177659023553e-4,5.693423736374825e-5,-5.7879904488800094e-5,2.1269451826810837e-4,3.029893268831074e-4,AM7203
-0.027994882315397263,0.3728197515010834,0.24979755282402039,-0.0813571959733963,0.27140384912490845,-0.03664674982428551,-0.034336600452661514,0.14704908430576324,-0.45200905203819275,0.7113631367683411,0.004375637974590063,-0.7997965812683105,-0.9153929948806763,1.0382659435272217,-0.011487607844173908,-0.6082763075828552,0.06008545681834221,0.22163482010364532,0.5803282856941223,0.33894169330596924,0.12162942439317703,-0.09312813729047775,-0.005730697885155678,-0.0036699939519166946,-0.0024768344592303038,-6.638899212703109e-4,-0.0012367585441097617,-5.960221169516444e-4,3.6178482696413994e-4,-9.372621425427496e-4,-5.626676720567048e-4,1.0782440949697047e-4,-1.232381910085678e-4,-2.3280690948013216e-4,-1.9545321993064135e-4,4.5605041668750346e-4,-3.9766301051713526e-4,4.045251989737153e-4,-6.714170922350604e-6,2.723816141951829e-4,1.1773412552429363e-4,3.9489238406531513e-4,-1.8553528934717178e-4,-1.8808100139722228e-4,AM7204
0.01212556567043066,0.3427007794380188,0.14474132657051086,-0.10391387343406677,0.36700090765953064,-0.08921999484300613,-0.057911377400159836,-0.17147687077522278,-0.45509013533592224,0.5019503831863403,-0.06906718760728836,-0.8835151791572571,-1.223044514656067,0.22339804470539093,-0.8756453394889832,-0.19251999258995056,0.17700019478797913,0.39612463116645813,0.099123015999794,0.36096689105033875,-0.03206465765833855,-0.12865521013736725,-0.0063022891990840435,-0.0056830220855772495,-0.003115129889920354,-0.0011584480525925756,-0.0010576181812211871,-6.582512287423015e-4,7.244742009788752e-4,-0.0011346705723553896,-9.630069835111499e-4,3.5378296161070466e-4,-3.8781773764640093e-4,-5.160500877536833e-4,-2.5777870905585587e-4,7.057103211991489e-4,-4.0091772098094225e-4,5.548062035813928e-4,-1.812386472010985e-5,2.7445729938335717e-4,1.0506457329029217e-4,4.551753227133304e-4,-1.4714423741679639e-4,-2.640348393470049e-4,AM7205
