PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,PEER41,PEER42,Donor
-0.02895219437777996,0.3244495391845703,-0.8583688139915466,0.2592284679412842,0.4693528115749359,-0.3518126606941223,-0.9654040932655334,-0.21850095689296722,0.03736256808042526,-0.7949322462081909,-2.0343628420960158e-4,0.259211003780365,0.4414351284503937,-0.6027498841285706,-0.047109123319387436,-0.06984002143144608,-0.4255495071411133,0.1260582059621811,0.5186475515365601,0.2062111347913742,0.005193798802793026,-0.007358120288699865,-1.641973212826997e-4,-2.2574409376829863e-4,-7.688681216677651e-5,-2.340012179047335e-5,-1.3045252671872731e-5,-7.068538707244443e-6,2.847785799531266e-5,-3.5790544643532485e-5,-3.698806176544167e-5,1.287688337470172e-5,-1.1541376807144843e-5,-2.052463787549641e-5,-7.564697625639383e-6,3.201504296157509e-5,-1.52840802911669e-5,1.4373131307365838e-5,-6.279839908529539e-6,8.285033800348174e-6,1.030920088851417e-6,9.296347343479283e-6,AM7180
0.02718449756503105,0.3039749264717102,-0.3491273522377014,-0.4034939110279083,0.8735063672065735,-0.5676025152206421,-1.159571886062622,0.45249468088150024,0.04812471941113472,-0.18036310374736786,1.0547776222229004,-0.28030696511268616,-0.43666982650756836,0.053096216171979904,-0.08938391506671906,-0.2695313096046448,-0.2758963704109192,-0.865960955619812,0.5725497603416443,0.10955005884170532,-0.21936124563217163,-0.013565693981945515,-2.637076540850103e-4,-4.332413082011044e-4,-1.295366237172857e-4,-4.049878043588251e-5,-1.07228788692737e-5,-4.991072273696773e-6,5.3110317821847275e-5,-6.769194442313164e-5,-7.073139568092301e-5,2.5755580281838775e-5,-2.182816569984425e-5,-3.98810334445443e-5,-1.3517329534806777e-5,6.30563881713897e-5,-2.834790211636573e-5,2.5357197955599986e-5,-1.3428430975181982e-5,1.4604851457988843e-5,5.55711551442073e-7,1.4380733773577958e-5,AM7181
-0.005056313239037991,0.17760193347930908,-0.21830157935619354,-0.9444729089736938,0.6354302167892456,0.028786350041627884,-0.3982861340045929,0.5443341135978699,0.9991007447242737,-0.21715909242630005,1.2700788974761963,-0.5794379115104675,0.24696439504623413,-1.0917898416519165,-0.5630091428756714,-0.16584213078022003,-0.504339873790741,-0.2465735375881195,0.05930616334080696,-0.05065780505537987,0.15409113466739655,-0.015368575230240822,-2.819529618136585e-4,-4.948084824718535e-4,-1.3478173059411347e-4,-4.4783046178054065e-5,-4.536123014986515e-6,7.646909807590418e-7,6.57674390822649e-5,-7.321895100176334e-5,-8.120714483084157e-5,2.768064587144181e-5,-2.4146982468664646e-5,-4.707651896751486e-5,-1.6789119399618357e-5,7.189379539340734e-5,-3.520505561027676e-5,2.761014002317097e-5,-1.740871994115878e-5,1.6116167898871936e-5,7.218103519335273e-7,1.5209619959932752e-5,AM7182
0.1641608327627182,0.25974756479263306,-0.49311894178390503,0.04378196597099304,0.9177919030189514,-0.6457433104515076,-1.4288009405136108,-0.3241117000579834,-0.3417767584323883,-1.1905046701431274,0.2839029133319855,0.815066933631897,0.05500142648816109,-0.4616839587688446,-0.029257401823997498,0.18472109735012054,0.38895198702812195,0.15576620399951935,0.581264853477478,0.1227525919675827,-0.10911378264427185,-0.011171886697411537,-2.2141273075249046e-4,-3.5480945371091366e-4,-1.0827692312886938e-4,-3.4625230910023674e-5,-1.0352288882131688e-5,-4.8418792175652925e-6,4.4237563997739926e-5,-5.5250584409805015e-5,-5.780739229521714e-5,2.0817587937926874e-5,-1.7917773220688105e-5,-3.2642328733345494e-5,-1.1450440069893375e-5,5.1058988901786506e-5,-2.3618888008059002e-5,2.1027848561061546e-5,-1.0790163287310861e-5,1.2026192962366622e-5,7.148434519876901e-7,1.224539300892502e-5,AM7188
-0.13859201967716217,-0.6427404880523682,-0.21918407082557678,-0.19180849194526672,0.25471317768096924,-0.9864815473556519,-1.1109015941619873,-0.267883837223053,-0.7620655298233032,-0.6710314750671387,0.23394176363945007,-0.7040731906890869,0.8933274149894714,-0.4325051009654999,-0.36374911665916443,-0.26012369990348816,0.6179932951927185,0.11160013824701309,0.7029403448104858,0.1623186618089676,-0.11703556776046753,-0.016567490994930267,-3.268538857810199e-4,-5.26315881870687e-4,-1.590108295204118e-4,-5.0987702707061544e-5,-1.4508481399388984e-5,-6.503547865577275e-6,6.623131775995716e-5,-8.146111940732226e-5,-8.590515790274367e-5,3.068938895012252e-5,-2.6502037144382484e-5,-4.865088703809306e-5,-1.7108124666265212e-5,7.583029946545139e-5,-3.535275754984468e-5,3.105321593466215e-5,-1.6286770915030502e-5,1.78042973857373e-5,1.0676701549527934e-6,1.8030281353276223e-5,AM7189
-0.07752367854118347,0.26641717553138733,0.6083685755729675,-0.5795760154724121,0.22252792119979858,0.8547682166099548,0.891123354434967,0.07910827547311783,0.4381267726421356,-1.1011369228363037,1.4661742448806763,0.13585755228996277,0.5959498286247253,0.045726291835308075,0.19163411855697632,-1.429720163345337,0.23134370148181915,-0.4568254053592682,0.9462542533874512,-0.2769513726234436,-0.1193988025188446,0.020514177158474922,4.1876762406900525e-4,6.427482003346086e-4,1.9759850692935288e-4,6.439255230361596e-5,2.1039973944425583e-5,1.011180029308889e-5,-8.490645996062085e-5,9.702164970804006e-5,1.0620299872243777e-4,-3.669010766316205e-5,3.297993680462241e-5,6.064308399800211e-5,2.1851181372767314e-5,-9.215596946887672e-5,4.469218765734695e-5,-3.881261363858357e-5,2.020172541961074e-5,-2.1966890926705673e-5,-2.0711534034489887e-6,-2.323289299965836e-5,AM7196
0.011975463479757309,0.3915855884552002,-0.5879918336868286,0.03278420493006706,0.7360839247703552,0.35575029253959656,-1.2506955862045288,-0.03873128443956375,-0.6506471037864685,-1.0599219799041748,-0.44788914918899536,0.37618061900138855,0.3468491733074188,-0.31470656394958496,0.3157200515270233,0.17556093633174896,-0.3073054850101471,0.5603624582290649,0.465291827917099,0.06270795315504074,-0.7231143116950989,-0.05237400904297829,-9.629500564187765e-4,-0.001693632104434073,-4.8355135368183255e-4,-1.6028019308578223e-4,-2.2171401724335738e-5,-6.93843276167172e-6,2.120537537848577e-4,-2.5908308452926576e-4,-2.760231145657599e-4,1.0079362982651219e-4,-8.557279943488538e-5,-1.5784380957484245e-4,-5.380698712542653e-5,2.4582320475019515e-4,-1.1234700650675222e-4,9.657688497100025e-5,-5.43777241546195e-5,5.4547865147469565e-5,1.2500594266384724e-6,5.2344828873174265e-5,AM7197
0.30962225794792175,-0.43601804971694946,1.155199408531189,-0.03304607421159744,0.2009621262550354,-0.4435564875602722,-0.9879573583602905,-1.3271104097366333,0.18296204507350922,-0.7487664818763733,0.23359553515911102,-0.4945959150791168,0.0557585284113884,-0.4179130792617798,-1.0476897954940796,0.6606870293617249,0.2810697555541992,0.2731768488883972,-0.30379053950309753,0.7023391127586365,-0.45832961797714233,0.052325956523418427,8.863841067068279e-4,0.0017157039837911725,4.339786828495562e-4,1.4966254821047187e-4,-9.87045859801583e-6,-1.961738416866865e-5,-2.2848618391435593e-4,2.5047437520697713e-4,2.8048845706507564e-4,-9.630877320887521e-5,8.253481064457446e-5,1.6430500545538962e-4,5.786308611277491e-5,-2.506524324417114e-4,1.2246127880644053e-4,-9.15198033908382e-5,6.322002445813268e-5,-5.34778882865794e-5,-5.157023679203121e-7,-4.694673771155067e-5,AM7203
-0.045891132205724716,0.6599615812301636,0.4534931778907776,-0.1549360305070877,0.4997124969959259,-0.07096745818853378,-0.04792194440960884,0.2176697701215744,-0.6056823134422302,0.9087141156196594,0.0017300723120570183,-0.9449923634529114,-1.086786150932312,1.1826726198196411,-0.06449979543685913,-0.6987291574478149,0.07028002291917801,0.2055649310350418,0.6487693786621094,0.31355521082878113,0.09800363332033157,-0.023226449266076088,-4.749655199702829e-4,-7.290290668606758e-4,-2.2463948698714375e-4,-7.153174374252558e-5,-2.4979390218504705e-5,-1.142869223258458e-5,9.44314815569669e-5,-1.1177655687788501e-4,-1.1963994620600715e-4,4.136527422815561e-5,-3.6639092286350206e-5,-6.785855657653883e-5,-2.4568653316237032e-5,1.0454884613864124e-4,-5.045392026659101e-5,4.374407944851555e-5,-2.2754466044716537e-5,2.524322371755261e-5,2.238339675386669e-6,2.6364037694293074e-5,AM7204
0.019728904590010643,0.6062624454498291,0.2618294060230255,-0.19658616185188293,0.6723151803016663,-0.1595509648323059,-0.08435162156820297,-0.24789077043533325,-0.6119673848152161,0.6370338201522827,-0.08468993753194809,-1.0375407934188843,-1.4306303262710571,0.24463368952274323,-1.0306472778320312,-0.21278609335422516,0.20121459662914276,0.39350607991218567,0.1271064728498459,0.379589706659317,-0.05054069310426712,-0.02977716736495495,-6.014851969666779e-4,-9.382080170325935e-4,-2.8828761423937976e-4,-9.272588067688048e-5,-2.9878128771088086e-5,-1.4293783351604361e-5,1.2041736772516742e-4,-1.4400872169062495e-4,-1.5399872791022062e-4,5.424592745839618e-5,-4.774488115799613e-5,-8.738385804463178e-5,-3.109015233349055e-5,1.3478301116265357e-4,-6.3873223552946e-5,5.624594632536173e-5,-2.896662408602424e-5,3.204053791705519e-5,2.5199453830282437e-6,3.332515188958496e-5,AM7205
