PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,PEER41,PEER42,PEER43,PEER44,PEER45,PEER46,PEER47,Donor
-0.02878638729453087,0.32312440872192383,-0.854992151260376,0.2584266662597656,0.4686383008956909,-0.35137251019477844,-0.9647135138511658,-0.21841146051883698,0.037182290107011795,-0.7946859002113342,-4.2753806337714195e-4,0.25910013914108276,0.4414179027080536,-0.6024388670921326,-0.04688660427927971,-0.06985387206077576,-0.4245666563510895,0.12622229754924774,0.5178892016410828,0.20450779795646667,0.005084941163659096,-0.005965635180473328,-1.4580799324903637e-4,-1.9146461272612214e-4,-6.747180304955691e-5,-2.0088993551325984e-5,-1.359012458124198e-5,-7.3407491072430275e-6,2.383161881880369e-5,-3.05270186800044e-5,-3.129009928670712e-5,1.0787446626636665e-5,-9.761578439793084e-6,-1.7157164620584808e-5,-6.37312268736423e-6,2.6797395548783243e-5,-1.2778657946910243e-5,1.2401672393025365e-5,-4.989458830095828e-6,7.1898389251146e-6,1.0082119388243882e-6,8.274823812826071e-6,-2.53841380981612e-6,-6.102347470005043e-6,-8.444742888968904e-6,-2.684804258024087e-6,-1.6623677083771327e-6,AM7180
0.02704905904829502,0.30274060368537903,-0.34776097536087036,-0.40230733156204224,0.8720055818557739,-0.5669701099395752,-1.1586307287216187,0.4522381126880646,0.048185307532548904,-0.180668905377388,1.054368495941162,-0.28034207224845886,-0.4365833103656769,0.05287296697497368,-0.08956655859947205,-0.26932477951049805,-0.2755926251411438,-0.8632922768592834,0.571110188961029,0.10751178860664368,-0.21894264221191406,-0.010985850356519222,-2.2741762222722173e-4,-3.7054362474009395e-4,-1.1140990682179108e-4,-3.421805740799755e-5,-1.1032730981241912e-5,-5.040693849878153e-6,4.452342545846477e-5,-5.800558574264869e-5,-6.027330528013408e-5,2.1973064576741308e-5,-1.855621303548105e-5,-3.373900835867971e-5,-1.1285912478342652e-5,5.357474947231822e-5,-2.371187656535767e-5,2.1642414139932953e-5,-1.112166683014948e-5,1.2538806913653389e-5,4.454688564692333e-7,1.2347953088465147e-5,-3.4044685435219435e-6,-1.1093736247858033e-5,-1.7885307897813618e-5,-4.60585124528734e-6,-4.326497673901031e-6,AM7181
-0.005015346221625805,0.17687325179576874,-0.21746236085891724,-0.9416388273239136,0.634294331073761,0.02866939827799797,-0.39784911274909973,0.5438950061798096,0.9988133311271667,-0.21767541766166687,1.2695257663726807,-0.5795920491218567,0.2469366043806076,-1.0913324356079102,-0.5624546408653259,-0.1653321534395218,-0.5034257173538208,-0.2458859533071518,0.059414852410554886,-0.05047641322016716,0.15346753597259521,-0.012444647029042244,-2.401434030616656e-4,-4.238515975885093e-4,-1.1371358414180577e-4,-3.761025800486095e-5,-4.557747615763219e-6,1.0060109616460977e-6,5.630025043501519e-5,-6.206101534189656e-5,-6.938142178114504e-5,2.331230825802777e-5,-2.040188883256633e-5,-4.019385960418731e-5,-1.4331666534417309e-5,6.115213182056323e-5,-3.0097253329586238e-5,2.33480786846485e-5,-1.4889928024786059e-5,1.3757704437011853e-5,6.048567797733995e-7,1.2867382793047e-5,-4.803673164133215e-6,-1.217445151269203e-5,-2.0950899852323346e-5,-5.378787591325818e-6,-4.839762368646916e-6,AM7182
0.16326715052127838,0.2586904764175415,-0.4911774694919586,0.043619465082883835,0.9162784814834595,-0.645003080368042,-1.4276500940322876,-0.3239676058292389,-0.34191086888313293,-1.190156102180481,0.2836359441280365,0.8148418068885803,0.055287886410951614,-0.46127232909202576,-0.029027815908193588,0.1846686750650406,0.38868433237075806,0.15604263544082642,0.5798399448394775,0.12133640050888062,-0.10890118777751923,-0.009068443439900875,-1.9224788411520422e-4,-3.0376037466339767e-4,-9.365062578581274e-5,-2.9576327506219968e-5,-1.0717409168137237e-5,-4.941248789691599e-6,3.727987495949492e-5,-4.735512993647717e-5,-4.929005808662623e-5,1.772307587089017e-5,-1.5254098798322957e-5,-2.7639172913040966e-5,-9.650801985117141e-6,4.331065065343864e-5,-1.9861432519974187e-5,1.8017522961599752e-5,-8.9008153736358508e-06,1.0350044249207713e-5,6.389403779394343e-7,1.0616865438350942e-5,-3.187820766470395e-6,-9.14711654331768e-6,-1.4302518138720188e-5,-3.8432694964285474e-6,-3.2282132451655343e-6,AM7188
-0.1378268003463745,-0.640123188495636,-0.21829912066459656,-0.19124537706375122,0.25426143407821655,-0.9852242469787598,-1.1100937128067017,-0.26762115955352783,-0.7619655132293701,-0.6710116863250732,0.23351958394050598,-0.7041480541229248,0.8927319049835205,-0.43215271830558777,-0.36348357796669006,-0.25952139496803284,0.6175148487091064,0.11198857426643372,0.7012829184532166,0.16032162308692932,-0.11678750067949295,-0.013408279046416283,-2.82741995761171e-4,-4.492616280913353e-4,-1.3686691818293184e-4,-4.335842459113337e-5,-1.4983620530983899e-5,-6.610074251511833e-6,5.577021147473715e-5,-6.952735566301271e-5,-7.305933104362339e-5,2.6013844035333022e-5,-2.2480795450974256e-5,-4.111624002689496e-5,-1.4402146007341798e-5,6.414853123715147e-5,-2.9704373446293175e-5,2.6506171707296744e-5,-1.345356668025488e-5,1.5272831660695374e-5,9.536199172544002e-7,1.556702954985667e-5,-4.783255008078413e-6,-1.3482438589562662e-5,-2.1270938304951414e-5,-5.7128995649691205e-6,-4.799740054295398e-6,AM7189
-0.07710181921720505,0.2653219401836395,0.6059743762016296,-0.5778380036354065,0.22209224104881287,0.8536814451217651,0.8906554579734802,0.07900562137365341,0.4378393888473511,-1.1011892557144165,1.4652477502822876,0.13515658676624298,0.5957780480384827,0.045685186982154846,0.19063615798950195,-1.4284064769744873,0.2315971404314041,-0.45434218645095825,0.9431326985359192,-0.2769722044467926,-0.1193365752696991,0.016620654612779617,3.6565697519108653e-4,5.472848424687982e-4,1.705605536699295e-4,5.507901732926257e-5,2.1932839445071295e-5,1.0451739399286453e-5,-7.214168726932257e-5,8.21510620880872e-5,9.035776747623459e-5,-3.085860953433439e-5,2.8028207452734932e-5,5.1356306357774884e-5,1.8551465473137796e-5,-7.765637565171346e-5,3.7771409552078694e-5,-3.324392673675902e-5,1.66942900250433e-5,-1.885692290670704e-5,-1.9774802240135614e-6,-2.027444315899629e-5,6.693203431495931e-6,1.6655027138767764e-5,2.5835564883891493e-5,7.3896544563467614e-6,5.230043825577013e-6,AM7196
0.011917894706130028,0.3899831175804138,-0.5856689810752869,0.03266002610325813,0.7349499464035034,0.3552306294441223,-1.2498472929000854,-0.038633543998003006,-0.6505609750747681,-1.0593918561935425,-0.4479164779186249,0.37622374296188354,0.34669286012649536,-0.3143705427646637,0.31569355726242065,0.17501948773860931,-0.30676916241645813,0.5601341724395752,0.46409639716148376,0.06230727210640907,-0.7196147441864014,-0.04245728999376297,-8.217270951718092e-4,-0.0014537821989506483,-4.133769543841481e-4,-1.3632072659675032e-4,-2.2710308257956058e-5,-6.653068794548744e-6,1.7939851386472583e-4,-2.2177479695528746e-4,-2.3597883409820497e-4,8.629656804259866e-5,-7.305887993425131e-5,-1.3441934424918145e-4,-4.531494778348133e-5,2.0949325698893517e-4,-9.46767395362258e-5,8.227295620599762e-5,-4.5608303480548784e-5,4.655525117414072e-5,8.017884169930767e-7,4.444419391802512e-5,-1.3296747056301683e-5,-4.2470106563996524e-5,-7.111905870260671e-5,-1.7477910660090856e-5,-1.676786814641673e-5,AM7197
0.30791839957237244,-0.4342612624168396,1.1506786346435547,-0.03297045826911926,0.2006474733352661,-0.4430440664291382,-0.9871281981468201,-1.3265228271484375,0.18254265189170837,-0.7487410306930542,0.2330792099237442,-0.49443575739860535,0.05576293170452118,-0.41770169138908386,-1.0464231967926025,0.6609631180763245,0.28057798743247986,0.27171850204467773,-0.30191704630851746,0.6989668607711792,-0.45692768692970276,0.04234315827488899,7.396123255603015e-4,0.0014747797977179289,3.6067221662960947e-4,1.249850174644962e-4,-1.109947515942622e-5,-2.1368092347984202e-5,-1.9637402147054672e-4,2.1238418412394822e-4,2.4025398306548595e-4,-8.147173502948135e-5,6.975229916861281e-5,1.4099314284976572e-4,4.9500380555400625e-5,-2.142381708836183e-4,1.0514265159144998e-4,-7.683315925532952e-5,5.480340769281611e-5,-4.535200787358917e-5,-1.9008957963251305e-8,-3.8707959902239963e-5,1.54023236973444e-5,4.092518429388292e-5,7.482503133360296e-5,1.779396006895695e-5,1.8077866116072983e-5,AM7203
-0.04563760384917259,0.6572738885879517,0.45170164108276367,-0.15450157225131989,0.49881336092948914,-0.07088320702314377,-0.04781949892640114,0.21764451265335083,-0.605329692363739,0.9085016846656799,0.0017258280422538519,-0.94438934326171875,-1.0868167877197266,1.1818230152130127,-0.06546823680400848,-0.6982682943344116,0.07039328664541245,0.20519503951072693,0.6477457880973816,0.3108614385128021,0.09736449271440506,-0.018814008682966232,-4.143922415096313e-4,-6.210446590557694e-4,-1.938876521307975e-4,-6.090210081310943e-5,-2.5904408175847493e-5,-1.1722884664777666e-5,7.990661106305197e-5,-9.501000022282824e-5,-1.0167672735406086e-4,3.476282290648669e-5,-3.0999817681731656e-5,-5.732093268306926e-5,-2.0821609723498113e-5,8.815721230348572e-5,-4.261290087015368e-5,3.741135151358321e-5,-1.8794326024362817e-5,2.1726180420955643e-5,2.1168448256503325e-6,2.2985659597907215e-5,-7.591575467813527e-6,-1.886289828689769e-5,-2.901259358623065e-5,-8.301230081997346e-6,-6.1662217376579065e-6,AM7204
0.019615538418293,0.6037877798080444,0.26079899072647095,-0.19603689014911652,0.6710971593856812,-0.15937434136867523,-0.08422441780567169,-0.247649684548378,-0.6117361783981323,0.6368973255157471,-0.08472258597612381,-1.0365253686904907,-1.4302990436553955,0.2441864013671875,-1.0305935144424438,-0.21220628917217255,0.20107534527778625,0.39211001992225647,0.12740157544612885,0.37746596336364746,-0.05024435743689537,-0.024121081456542015,-5.236526485532522e-4,-7.99916684627533e-4,-2.4893812951631844e-4,-7.914735761005431e-5,-3.1030540412757546e-5,-1.4691481737827417e-5,1.0175521310884506e-4,-1.2255337787792087e-4,-1.309926446992904e-4,4.583169356919825e-5,-4.055240424349904e-5,-7.388516678474844e-5,-2.626629611768294e-5,1.1379358329577371e-4,-5.3779000154463574e-5,4.81426359328907e-5,-2.387070344411768e-5,2.7522610253072344e-5,2.352373712710687e-6,2.8984821256017312e-5,-9.132043487625197e-6,-2.426598803140223e-5,-3.766915688174777e-5,-1.0498364645172842e-5,-8.065601832640823e-6,AM7205
