PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,Donor
-0.03223627060651779,-0.34225746989250183,-0.2666144371032715,-0.19997212290763855,0.42911702394485474,0.587398111820221,-0.5466181635856628,-0.1326591670513153,-0.5464169979095459,-0.2582160532474518,0.8602712750434875,0.09586141258478165,0.9712313413619995,0.053602419793605804,-0.6373844146728516,-1.2964385747909546,0.752926766872406,0.28669804334640503,0.17478808760643005,0.10820439457893372,0.04245686158537865,0.05756378173828125,-0.20934732258319855,-0.007265393156558275,-3.870412474498153e-4,-3.994873841293156e-4,-4.535626067081466e-5,1.23523404909065e-5,-6.072323230910115e-6,AM7180
0.2164468765258789,-0.3412538766860962,0.22144700586795807,-0.12631218135356903,0.2658371329307556,-0.7496747970581055,-0.1594146341085434,1.0356322526931763,-0.09869939088821411,-1.7310447692871094,-0.8038805723190308,-0.22794482111930847,0.450228214263916,-0.040809229016304016,-0.05906345322728157,0.772918164730072,0.4206146001815796,0.24720177054405212,-0.383463978767395,-8.954362710937858e-4,-0.34818515181541443,-0.3921370506286621,-0.09317772835493088,0.02673988789319992,-0.0023986585438251495,0.0019831513054668903,4.763193428516388e-4,5.503212378243916e-5,-3.7556426832452416e-5,AM7181
0.08103010058403015,0.056325167417526245,-0.5839876532554626,-0.5170326828956604,0.13791149854660034,-0.45786991715431213,0.17775212228298187,0.07352931797504425,-0.23520393669605255,-0.6686586737632751,0.47264349460601807,1.2636468410491943,0.9930360317230225,-0.9233579039573669,-0.7981504797935486,-0.4350518584251404,0.6594258546829224,-0.2731974422931671,0.12226749956607819,-0.22030040621757507,-0.31617996096611023,0.283547043800354,-0.567864716053009,0.0034588309936225414,6.169951520860195e-4,8.887305011739954e-5,1.248596963705495e-4,1.1535770681803115e-5,4.5322409278014675e-5,AM7182
0.10181290656328201,0.32442256808280945,-0.4735910892486572,-0.22527380287647247,0.49460163712501526,0.14535053074359894,-0.14665037393569946,-0.17820006608963013,0.8556586503982544,-0.5859122276306152,-0.25069066882133484,1.267142415046692,0.4066096246242523,-0.0521247535943985,0.36665454506874084,-0.3986701965332031,2.1666483879089355,0.0747930034995079,-0.5648258328437805,0.5822678208351135,-0.09990458190441132,-0.3258865773677826,-0.021536488085985184,0.04793471097946167,0.0042159948498010635,0.002473842818289995,6.14835531450808e-4,-5.367335324990563e-5,1.3842641783412546e-4,AM7188
0.09063129127025604,-0.27673590183258057,-0.13393516838550568,-0.23690906167030334,0.7519569993019104,0.10143399983644485,-0.9459865093231201,0.14271023869514465,-0.9294263124465942,-0.47985389828681946,0.4251948297023773,-0.8302101492881775,0.27278679609298706,0.4286794662475586,0.9488295912742615,-1.042656660079956,1.0351492166519165,0.2103702872991562,0.24139875173568726,-0.08173637092113495,0.35915666818618774,-0.04735792428255081,0.39065665006637573,0.0694870799779892,0.009773707017302513,0.0030535110272467136,6.307730218395591e-4,-1.7885940906126052e-4,2.7231284184381366e-4,AM7189
0.08499587327241898,0.6088666915893555,-0.3664592504501343,-0.07946613430976868,-0.12647242844104767,-0.0706096664071083,-0.5652993321418762,-0.15262804925441742,1.6058112382888794,-0.7917254567146301,-1.279469609260559,-0.8750998377799988,0.7080617547035217,0.1306115686893463,-0.6198916435241699,-0.37745460867881775,0.9860826730728149,0.36311057209968567,-0.4290010631084442,0.20554667711257935,0.43352264165878296,0.4691958427429199,-0.49941518902778625,-0.027352463454008102,-0.005210925824940205,-0.0011139281559735537,-2.895489160437137e-4,7.13320478098467e-5,-1.4528848987538368e-4,AM7196
0.07336738705635071,0.1436944603919983,-0.47207868099212646,-0.6958879828453064,0.34342166781425476,0.2846161127090454,-1.4654284715652466,-0.836266040802002,0.5369679927825928,-0.9088248014450073,-0.40852004289627075,0.9323157072067261,0.055980682373046875,-0.3219653367996216,0.15308809280395508,-0.9015156626701355,0.3588387966156006,-0.1378229409456253,-0.6350621581077576,-0.13899816572666168,-0.06119516119360924,0.3032361567020416,-0.3449636399745941,-0.024019934237003326,-0.00259988522157073,-0.0012006124015897512,-2.457087393850088e-4,4.665607775677927e-5,-6.828788900747895e-5,AM7197
0.4436085522174835,0.009744612500071526,0.1282723844051361,0.2946326434612274,0.9527229070663452,-0.664639949798584,-0.8337095975875854,1.1232086420059204,0.9117335677146912,-0.2757430672645569,0.5798071622848511,-0.6755050420761108,0.17752815783023834,1.033700704574585,0.15659254789352417,0.3733421862125397,-0.7666712403297424,0.5396131873130798,-0.41835612058639526,-0.02080603316426277,-0.16054712235927582,-0.022275008261203766,0.20302645862102509,0.0736842155456543,0.010835119523108006,0.0031767250038683414,7.324583712033927e-4,-1.724906323943287e-4,3.1754784868098795e-4,AM7203
0.08692677319049835,0.6001459956169128,0.15072688460350037,1.0909254550933838,0.7538838982582092,0.3521522879600525,-0.9328667521476746,0.5963059067726135,0.013317902572453022,-0.6435618996620178,-0.23678015172481537,1.0335596799850464,-0.15399575233459473,1.412410855293274,-0.5208516120910645,-0.41448232531547546,0.15857183933258057,-0.5722293853759766,-0.7583698630332947,-0.31319838762283325,0.36083903908729553,0.29710060358047485,-0.41185659170150757,0.13022500276565552,0.009009881876409054,0.006775823421776295,0.0014739539474248886,-1.6341698938049376e-4,3.0963282915763557e-4,AM7204
0.23713989555835724,-0.20021529495716095,-0.008599582128226757,0.21073666214942932,1.0550707578659058,-0.03782685101032257,-0.9769128561019897,0.5302739143371582,-0.1587805151939392,-0.950571596622467,0.34571006894111633,-0.8605371117591858,0.43779560923576355,0.6724005937576294,0.3090813457965851,0.00514633022248745,0.5312888026237488,0.5119224190711975,-0.21763692796230316,-0.053881216794252396,0.07239599525928497,0.035068269819021225,-0.01736985333263874,0.03440331667661667,0.009497498162090778,9.505781927146018e-4,3.1664790003560483e-4,-1.4557296526618302e-4,2.71335884463042e-4,AM7205
0.49519896507263184,0.1803629994392395,0.44840767979621887,-0.6451655030250549,-0.36034464836120605,0.6082803010940552,0.026346823200583458,-0.5191164016723633,-1.4524686336517334,0.7317125201225281,0.47051331400871277,-2.0194902420043945,0.7294559478759766,1.1902308464050293,-1.182030439376831,0.22590422630310059,0.40805113315582275,-0.40290334820747375,-0.13548870384693146,0.6243536472320557,0.5645737051963806,0.07295772433280945,-0.052746959030628204,-0.08999288082122803,0.0021188666578382254,-0.005710002966225147,-0.0011116467649117112,-2.5255296350223944e-5,8.917173545341939e-6,AM7208
0.559638261795044,0.3171958029270172,0.3787815272808075,-0.6431748270988464,0.6267911791801453,1.3781192302703857,0.4927801191806793,-0.30915823578834534,-1.7051221132278442,0.8291501998901367,-0.23873373866081238,-1.257763385772705,0.08048524707555771,0.8287191390991211,-0.08478949964046478,0.18532945215702057,0.9099810719490051,-0.6486636400222778,-0.13061311841011047,0.6209965944290161,0.7823870778083801,0.2206498086452484,-0.17148683965206146,-0.040636640042066574,0.004947698675096035,-0.003078538691624999,-5.71761280298233e-4,-8.335204620379955e-5,1.0612543701427057e-4,AM7209
0.5669209361076355,0.18672475218772888,0.798288106918335,-0.3829484283924103,0.24498654901981354,1.359934687614441,0.6872183680534363,0.09529099613428116,0.10430481284856796,1.2312148809432983,-0.6055999994277954,0.42768487334251404,-0.5805182456970215,0.1974060982465744,-0.39562708139419556,0.09406136721372604,-0.4192429482936859,0.22128263115882874,-0.31080952286720276,-0.0696554109454155,-0.436425119638443,0.037900328636169434,-0.10889658331871033,0.06646215915679932,0.001573289162479341,0.0038322017062455416,8.038613595999777e-4,-2.111567482643295e-5,8.105918095679954e-5,AM7211
0.6989074349403381,0.2534315288066864,0.8280156850814819,-0.4315344989299774,-0.22730033099651337,0.8206993937492371,0.3100033700466156,-0.2648055851459503,0.4877072870731354,0.8213821053504944,-0.19543029367923737,0.862225353717804,-0.9807972311973572,-0.17061346769332886,0.23724712431430817,0.21651148796081543,-0.37012335658073425,0.22413600981235504,-0.14259164035320282,-0.670034646987915,-0.43294885754585266,-0.042603783309459686,0.08640506863594055,0.05639931932091713,9.969527600333095e-4,0.0032973631750792265,6.688833818770945e-4,-1.8150849427911453e-5,5.786668407381512e-5,AM7213
0.407439261674881,-0.07990104705095291,0.9343057870864868,-0.7644248008728027,-1.442957878112793,-0.4005751609802246,0.9744030237197876,0.005090352147817612,0.8267101049423218,1.7120869159698486,0.13886217772960663,0.26574015617370605,0.5715522170066833,-1.119537591934204,-0.37067705392837524,-0.6596741676330566,-0.5183786749839783,-0.2622021436691284,0.4572999179363251,0.02151673473417759,-0.01841682940721512,-0.04806377738714218,-0.04389229416847229,0.001748364302329719,0.004370922688394785,-4.0298973908647895e-4,8.106180757749826e-6,-5.857197174918838e-5,1.2231346045155078e-4,AM7214
0.7082530856132507,0.3336504101753235,0.8614946007728577,-0.6636272072792053,-0.3637285530567169,-0.0281207375228405,0.6696157455444336,0.12717659771442413,0.886039674282074,1.0334148406982422,0.1496494561433792,0.831253170967102,-0.6059058308601379,0.19902057945728302,0.22339975833892822,-0.7529964447021484,-0.4480592608451843,0.035452503710985184,0.005295627750456333,-0.3823916018009186,-0.18819953501224518,-0.16783024370670319,0.47134101390838623,0.05127968266606331,-2.0887561549898237e-4,0.003150430042296648,5.375220207497478e-4,-1.66354493558174e-5,2.0129900804022327e-6,AM7215
