PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,Donor
-0.01144371647387743,-0.07762391865253448,-0.05403299629688263,-0.03156851977109909,0.060312122106552124,0.07370467483997345,-0.0630803108215332,-0.012373987585306168,-0.05876099318265915,-0.029527297243475914,AM7180
0.0777013897895813,-0.07643202692270279,0.04439890384674072,-0.018821965903043747,0.03683190047740936,-0.0933108776807785,-0.016694923862814903,0.11833280324935913,-0.00731615349650383,-0.18151353299617767,AM7181
0.029990799725055695,0.012253833003342152,-0.11811516433954239,-0.08306131511926651,0.019071534276008606,-0.057815905660390854,0.021115534007549286,0.011728167533874512,-0.02883881703019142,-0.0754145160317421,AM7182
0.03715181723237038,0.072440996766090393,-0.09698854386806488,-0.0352155901491642,0.06986477971076965,0.0179723110049963,-0.017782147973775864,-0.016882702708244324,0.09460258483886719,-0.06651055067777634,AM7188
0.03286674618721008,-0.06299642473459244,-0.027599062770605087,-0.03722904995083809,0.10717613250017166,0.01161070354282856,-0.11050267517566681,0.018528897315263748,-0.0981576144695282,-0.051785118877887726,AM7189
0.029781170189380646,0.13682083785533905,-0.07525520771741867,-0.011927234940230846,-0.017616694793105125,-0.01048114150762558,-0.0632309690117836,-0.021351953968405724,0.18072538077831268,-0.08361458033323288,AM7196
0.027074003592133522,0.030926048755645752,-0.09680267423391342,-0.11172322183847427,0.04860129579901695,0.03314066305756569,-0.16871671378612518,-0.08932850509881973,0.06314089149236679,-0.10482490062713623,AM7197
0.15863703191280365,0.001039670081809163,0.02550407126545906,0.05127767100930214,0.13452576100826263,-0.08248793333768845,-0.09351056069135666,0.12577088177204132,0.10273101180791855,-0.030039062723517418,AM7203
0.029992295429110527,0.134670227766037,0.031245294958353043,0.1779881864786148,0.10879452526569366,0.04427129402756691,-0.10717205703258514,0.06611017882823944,0.0053154705092310905,-0.07191511243581772,AM7204
0.08476398140192032,-0.04580451175570488,-0.002210092032328248,0.0366295725107193,0.14969243109226227,-0.004630458075553179,-0.11125102639198303,0.060745980590581894,-0.013325152918696404,-0.10101236402988434,AM7205
0.1766766905784607,0.040616489946842194,0.09045365452766418,-0.10348820686340332,-0.050050586462020874,0.07783486694097519,-0.003031581873074174,-0.06102306768298149,-0.15759938955307007,0.08254668861627579,AM7208
0.20051614940166473,0.07145321369171143,0.07547427713871002,-0.10346939414739609,0.09057994931936264,0.1745299994945526,0.04927000030875206,-0.03630295395851135,-0.18272463977336884,0.09523136168718338,AM7209
0.2030746042728424,0.04250846803188324,0.16030719876289368,-0.06134279817342758,0.03449609875679016,0.17321673035621643,0.07360289245843887,0.00869418028742075,0.014121250249445438,0.136506125330925,AM7211
0.25132060050964355,0.05768198147416115,0.16620492935180664,-0.068579763174057,-0.03358440846204758,0.10428877919912338,0.03181444853544235,-0.029542667791247368,0.05370305851101875,0.08807811141014099,AM7213
0.14666740596294403,-0.016808396205306053,0.18857522308826447,-0.1243554875254631,-0.20664985477924347,-0.04863951727747917,0.10774917900562286,-0.0016515105962753296,0.08724772185087204,0.18687112629413605,AM7214
0.25450921058654785,0.07539474219083786,0.17337080836296082,-0.10624313354492188,-0.052674587815999985,-0.002524301875382662,0.07445906847715378,0.014271719381213188,0.09627307206392288,0.11041035503149033,AM7215
0.23296105861663818,0.055526044219732285,0.13800954818725586,-0.10115770250558853,-0.1374070793390274,-0.02975558675825596,0.08523266017436981,-0.08341224491596222,-0.013231150805950165,0.05267217382788658,AM7216
-0.08069377392530441,0.09328024834394455,0.04571203887462616,0.03391352668404579,-0.016212783753871918,0.021511290222406387,0.01220337301492691,0.1635885387659073,-0.044657740741968155,-0.08381229639053345,AM7221
0.03182961419224739,0.13115441799163818,-0.04833269119262695,0.1725582480430603,-0.12186646461486816,-0.05778137594461441,-0.1485745906829834,-0.008397001773118973,0.16558730602264404,-0.04178924113512039,AM7223
0.06316612660884857,0.08706098794937134,-0.13315600156784058,0.050990425050258636,-0.06360726058483124,-0.06627879291772842,-0.11874043941497803,-0.08553704619407654,0.19483582675457,0.053928617388010025,AM7224
0.035527944564819336,0.1101716160774231,0.011288111098110676,0.20177748799324036,-0.0254092738032341,-0.0606377050280571,-0.1863982081413269,0.012298832647502422,0.039886824786663055,0.07803899049758911,AM7226
-0.021128326654434204,0.10740586370229721,-0.014929447323083878,0.159047931432724,-0.012477360665798187,-0.07250220328569412,0.12612542510032654,0.17080239951610565,0.023816874250769615,0.02009451761841774,AM7228
0.017909135669469833,0.07224419713020325,-0.10256322473287582,-0.004512904677540064,0.056261301040649414,-0.06528794765472412,0.22646984457969666,0.12799642980098724,0.058732591569423676,0.04666554555296898,AM7229
0.004428911954164505,0.11213193088769913,-0.0050660292617976665,0.15007542073726654,0.018398873507976532,-0.11838608235120773,0.17148038744926453,0.1798352301120758,-0.0783652812242508,0.07713967561721802,AM7230
0.030757592990994453,0.1252642124891281,0.03497590124607086,0.13656041026115417,0.04574283957481384,-0.1690230369567871,0.05906936153769493,-0.009434029459953308,-0.12982238829135895,-0.0688672810792923,AM7236
0.058356259018182755,0.09664556384086609,-0.1722518503665924,0.014704263769090176,0.060380227863788605,-0.239535853266716,0.23019255697727203,0.10238517075777054,0.027439862489700317,-0.0187668576836586,AM7237
0.07968133687973022,0.018964536488056183,-0.11275096237659454,0.04047085717320442,0.042554616928100586,-0.027757087722420692,-0.1296173483133316,-0.07666102796792984,0.015531010925769806,0.026804443448781967,AM7241
0.05687414109706879,0.0037269017193466425,-0.1402229219675064,-0.030536577105522156,0.042159635573625565,-0.07806596159934998,-0.02121242694556713,-0.044541679322719574,-0.07244276255369186,0.055430617183446884,AM7242
0.047592855989933014,-0.08737077564001083,0.09247564524412155,-0.10190723091363907,-0.047956179827451706,-0.1361229121685028,-0.08680474758148193,0.12949232757091522,0.11301644146442413,-0.09108266234397888,AM7243
0.09138999879360199,-0.0575559139251709,-0.01837794855237007,0.014631670899689198,0.052788201719522476,-0.11908993124961853,-0.04797607660293579,0.08305320888757706,-0.1006215512752533,-0.016183413565158844,AM7255
0.044801246374845505,-0.021050332114100456,-0.0037151717115193605,-0.16609932482242584,0.04573734104633331,-0.14367425441741943,-0.11890678852796555,0.14901335537433624,0.002825384261086583,0.034734781831502914,AM7256
-0.046318281441926956,0.07511390745639801,-0.06439434736967087,-0.18539153039455414,0.0031672504264861345,0.05689593777060509,0.04744447395205498,0.07781564444303513,0.1639156937599182,-0.10677103698253632,AM7260
0.017428433522582054,0.08937742561101913,-0.06800621747970581,0.04520071670413017,-0.08660927414894104,-0.03447818383574486,0.110314279794693,0.05795972794294357,0.026819514110684395,-0.04461362957954407,AM7261
0.012496212497353554,0.034555479884147644,0.03675365447998047,0.09126444160938263,0.11499285697937012,-0.09496084600687027,0.1355656236410141,-0.279935359954834,0.04386385530233383,-0.19828182458877563,AM7266
0.07402852177619934,0.015776855871081352,-0.1009136438369751,0.10295335948467255,0.0831785500049591,0.10428263247013092,-0.04318388178944588,-0.01316993311047554,0.10526172816753387,-0.01566723920404911,AM7269
-0.006091748829931021,0.07455954700708389,0.07392793148756027,-0.02724655531346798,0.1559794694185257,-0.08544471859931946,0.060962844640016556,-0.22237303853034973,0.08364490419626236,-0.263851135969162,AM7270
0.01448186207562685,0.11740982532501221,0.00535386661067605,0.12063419073820114,0.09227261692285538,0.12718579173088074,-0.11667423695325851,0.08799944818019867,0.15442544221878052,-0.008927770890295506,AM7272
