PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,Donor
-0.03216709941625595,-0.3415761888027191,-0.26612257957458496,-0.19965019822120667,0.42859479784965515,0.5869389176368713,-0.5462853312492371,-0.1326269954442978,-0.5463652014732361,-0.25818344950675964,0.860237717628479,0.0956692323088646,0.9710550308227539,0.05377718433737755,-0.6370686888694763,-1.2960275411605835,0.7528418898582458,0.28646737337112427,0.1749403029680252,0.10800506174564362,0.04248505085706711,0.057464417070150375,-0.20889973640441895,-0.006784267257899046,-3.654267347883433e-4,-3.8167525781318545e-4,-4.081214137841016e-5,1.2121311556256842e-5,-5.267576852929778e-6,3.250746158300899e-5,-4.0964414438349195e-6,AM7180
0.21599180996418,-0.3405625820159912,0.22104397416114807,-0.12614743411540985,0.265506774187088,-0.7491027116775513,-0.15944598615169525,1.0351715087890625,-0.09859666228294373,-1.7308056354522705,-0.8038259148597717,-0.22799822688102722,0.45022818446159363,-0.040821973234415054,-0.05896487832069397,0.7726253271102905,0.420499712228775,0.24716801941394806,-0.3831906318664551,-3.8440251955762506e-4,-0.34753432869911194,-0.39094278216362,-0.09285861998796463,0.025230882689356804,-0.0021438307594507933,0.0019013540586456656,4.6629924327135086e-4,5.26187832292635e-5,-3.169182309648022e-5,-1.5697890194132924e-4,7.695837666688021e-6,AM7181
0.08086174726486206,0.05621274188160896,-0.5829270482063293,-0.5162573456764221,0.13775204122066498,-0.4574633836746216,0.17763590812683105,0.07343091815710068,-0.23512332141399384,-0.6686119437217712,0.4727259874343872,1.263192057609558,0.993047833442688,-0.9232048392295837,-0.7981075644493103,-0.4350086450576782,0.6592803597450256,-0.2731623351573944,0.12204279750585556,-0.2199248969554901,-0.3154974579811096,0.282595694065094,-0.5667992830276489,0.003197361482307315,6.35243603028357e-4,7.319028372876346e-5,1.245013700099662e-4,1.1635584087343886e-5,4.654084114008583e-5,-6.487492646556348e-5,-8.713253919268027e-6,AM7182
0.10159733891487122,0.3237733840942383,-0.4727326035499573,-0.22491534054279327,0.49400466680526733,0.1452726125717163,-0.1466865986585617,-0.17817340791225433,0.8554918766021729,-0.5857817530632019,-0.25053921341896057,1.2670397758483887,0.4065440595149994,-0.05235574021935463,0.3666791021823883,-0.398608535528183,2.166011095046997,0.07484954595565796,-0.5640950798988342,0.5819897055625916,-0.09955441951751709,-0.3247394561767578,-0.021314658224582672,0.04498998075723648,0.0037819009739905596,0.002403597580268979,5.97116129938513e-4,-4.729758438770659e-5,1.2696329213213176e-4,-3.0175779829733074e-4,1.1013465154974256e-5,AM7188
0.09044063836336136,-0.2761850655078888,-0.13368305563926697,-0.23654121160507202,0.7510268688201904,0.10138871520757675,-0.9455085396766663,0.14262814819812775,-0.9293185472488403,-0.4797353744506836,0.42508289217948914,-0.8299862146377563,0.2725413143634796,0.42873847484588623,0.9490246176719666,-1.0422768592834473,1.0348358154296875,0.2101735919713974,0.24136695265769958,-0.081980399787426,0.35839709639549255,-0.04731232672929764,0.3897922933101654,0.06493726372718811,0.008847951889038086,0.002961600897833705,5.990247591398656e-4,-1.6690931806806475e-4,2.4821938131935894e-4,-4.2678226600401103e-4,1.3511311408365145e-5,AM7189
0.08481551706790924,0.6076487898826599,-0.3657948076725006,-0.0793495699763298,-0.12630096077919006,-0.07049165666103363,-0.5652294158935547,-0.15264613926410675,1.6055012941360474,-0.7913810014724731,-1.2792059183120728,-0.8750263452529907,0.7080161571502686,0.13077333569526672,-0.6194719672203064,-0.3773970305919647,0.9859598278999329,0.3630220890045166,-0.4285469353199005,0.20500734448432922,0.43293628096580505,0.4678024649620056,-0.49840715527534485,-0.025698183104395866,-0.004629469942301512,-0.0011117777321487665,-2.8134926105849445e-4,6.339934770949185e-5,-1.3035009033046663e-4,1.5362820704467595e-4,-1.896575304272119e-5,AM7196
0.07321345061063766,0.14340244233608246,-0.4712122678756714,-0.6948070526123047,0.34302765130996704,0.28448787331581116,-1.4648617506027222,-0.8360793590545654,0.5367676615715027,-0.9084995985031128,-0.4083207845687866,0.9321885108947754,0.05605040490627289,-0.3220098912715912,0.15293149650096893,-0.9013431668281555,0.35868415236473083,-0.13761571049690247,-0.6346458196640015,-0.13868162035942078,-0.061081621795892715,0.30218905210494995,-0.3443765342235565,-0.0225475262850523,-0.002299402141943574,-0.0011751586571335793,-2.3616148973815143e-4,4.261322828824632e-5,-6.0123416915303096e-5,1.288545608986169e-4,-1.1377623195585329e-5,AM7197
0.44267305731773376,0.00972709245979786,0.12803608179092407,0.2941649854183197,0.9515395164489746,-0.664090633392334,-0.833439826965332,1.1229307651519775,0.911414623260498,-0.27562904357910156,0.57974773645401,-0.6753298044204712,0.1773265153169632,1.0337039232254028,0.15664167702198029,0.3732128143310547,-0.7663359045982361,0.5396014451980591,-0.4180096685886383,-0.020536471158266068,-0.16026638448238373,-0.02239391580224037,0.20252607762813568,0.06887093186378479,0.009841575287282467,0.0030805047135800123,7.004524813964963e-4,-1.5926074411254376e-4,2.9217274277471006e-4,-4.7335142153315246e-4,1.3918102922616526e-5,AM7203
0.08674275875091553,0.5989463329315186,0.15044647455215454,1.089277744293213,0.7529194355010986,0.3518552780151367,-0.9324716329574585,0.5961854457855225,0.013249725103378296,-0.6434574127197266,-0.23671145737171173,1.0334968566894531,-0.15404723584651947,1.4120405912399292,-0.520882785320282,-0.41444265842437744,0.15860387682914734,-0.5717757940292358,-0.7582300901412964,-0.3128468692302704,0.3601137697696686,0.2959270179271698,-0.4111584424972534,0.1217498630285263,0.008400200866162777,0.006485843565315008,0.0014113495126366615,-1.5476728731300682e-4,2.9318046290427446e-4,-8.427472203038633e-4,4.222081315674586e-6,AM7204
0.23664012551307678,-0.19981448352336884,-0.00858050025999546,0.2104179561138153,1.0537630319595337,-0.03779580816626549,-0.9765130877494812,0.5300844311714172,-0.15882205963134766,-0.9503458142280579,0.34564343094825745,-0.8604108095169067,0.4375842213630676,0.6724467873573303,0.3093160092830658,0.005176210775971413,0.5312363505363464,0.511788547039032,-0.21740207076072693,-0.05373510345816612,0.07230516523122787,0.03485604748129845,-0.017382845282554626,0.03216137737035751,0.008526068180799484,9.594977600499988e-4,3.0591728864237666e-4,-1.3291813957039267e-4,2.4721474619582295e-4,-2.4359466624446213e-4,5.812459221488098e-6,AM7205
