PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,Donor
-0.012597843073308468,-0.08904130756855011,-0.06354917585849762,-0.03892362862825394,0.07487854361534119,0.0943107157945633,-0.08579587936401367,-0.019050851464271545,-0.08191414922475815,-0.03972609341144562,0.13213053345680237,0.02090248093008995,0.15201018750667572,0.0022729758638888597,-0.1073247492313385,-0.20931687951087952,0.11746738106012344,0.049340665340423584,0.020062321797013283,0.026195555925369263,9.82516212388873e-4,0.026556137949228287,AM7180
0.08524112403392792,-0.08862227201461792,0.0524890311062336,-0.02310928702354431,0.0459236241877079,-0.11955728381872177,-0.021269099786877632,0.16394804418087006,-0.0153309665620327,-0.26594021916389465,-0.12304152548313141,-0.031954918056726456,0.07046682387590408,-0.004071700386703014,-0.013173977844417095,0.12384361773729324,0.06576456874608994,0.035760730504989624,-0.06301785260438919,-0.009045210666954517,-0.05654997006058693,-0.016259275376796722,AM7181
0.03209657594561577,0.0142499515786767,-0.13820992410182953,-0.10031342506408691,0.02402775175869465,-0.07436353713274002,0.028573352843523026,0.012956763617694378,-0.03665656968951225,-0.10050154477357864,0.07087021321058273,0.20702612400054932,0.152999609708786,-0.14780226349830627,-0.12722206115722656,-0.06544788926839828,0.10610765218734741,-0.036457598209381104,0.03706957399845123,-0.017505846917629242,-0.045386556535959244,0.11705175787210464,AM7182
0.04002814739942551,0.08340958505868912,-0.11249332129955292,-0.04314955696463585,0.08686947822570801,0.022516988217830658,-0.02002587541937828,-0.02697419561445713,0.13173936307430267,-0.09033307433128357,-0.041661299765110016,0.19734641909599304,0.06619014590978622,-0.002182858530431986,0.05574856698513031,-0.058995321393013,0.35416194796562195,0.014408609829843044,-0.1067686527967453,0.08415021747350693,-0.02848283015191555,-0.02989693358540535,AM7188
0.03571843355894089,-0.07235154509544373,-0.03218043968081474,-0.045532744377851486,0.13229705393314362,0.016036035493016243,-0.14723606407642365,0.024951739236712456,-0.1387476623058319,-0.07608091086149216,0.06886033713817596,-0.13205309212207794,0.046390362083911896,0.064766526222229,0.1431516706943512,-0.17109623551368713,0.1693035066127777,0.035772763192653656,0.022074298933148384,-0.02142890729010105,0.04619796201586723,-0.06466375291347504,AM7189
0.03325710445642471,0.15728873014450073,-0.08695057779550552,-0.01452190987765789,-0.022168956696987152,-0.01274054404348135,-0.0823565423488617,-0.022675512358546257,0.244222030043602,-0.12768995761871338,-0.20201699435710907,-0.13777849078178406,0.11170776933431625,0.015815086662769318,-0.10958421230316162,-0.06099119037389755,0.15760524570941925,0.06193507835268974,-0.0621684305369854,0.048737313598394394,0.07029204070568085,0.1117510199546814,AM7196
0.029118360951542854,0.03622046485543251,-0.11287152767181396,-0.13526171445846558,0.06024693697690964,0.04320673644542694,-0.22355042397975922,-0.12635725736618042,0.08506591618061066,-0.14494070410728455,-0.0685635581612587,0.14872322976589203,0.006368159782141447,-0.05037664622068405,0.02615809440612793,-0.13756173849105835,0.06105539947748184,-0.023272378370165825,-0.0935637503862381,-0.01760692521929741,1.8333167827222496e-4,0.10317502170801163,AM7197
0.17383594810962677,0.0020163708832114935,0.02990182861685753,0.060715463012456894,0.1668277084827423,-0.10615120083093643,-0.1265604943037033,0.17259131371974945,0.14462293684482574,-0.04300468787550926,0.09154358506202698,-0.10752112418413162,0.033916618674993515,0.16121278703212738,0.021819692105054855,0.05678992718458176,-0.13136722147464752,0.07627934217453003,-0.074791058897972107,-0.015360059216618538,-0.02745133638381958,-0.01892784982919693,AM7203
0.033272452652454376,0.15518520772457123,0.035866253077983856,0.21464815735816956,0.13447163999080658,0.05634056031703949,-0.1423458606004715,0.08841483294963837,0.007154296617954969,-0.09863445907831192,-0.037463609129190445,0.1624980866909027,-0.023427046835422516,0.22867929935455322,-0.08268770575523376,-0.06680002808570862,0.02544691413640976,-0.0950014516711235,-0.09757944941520691,-0.03608972951769829,0.07486114650964737,0.11240838468074799,AM7204
0.09293404966592789,-0.052650123834609985,-0.0024421631824225187,0.04314927011728287,0.18531878292560577,-0.0055141509510576725,-0.14952486753463745,0.08416370302438736,-0.020246237516403198,-0.14838807284832,0.055606745183467865,-0.13478808104991913,0.07271935790777206,0.10467105358839035,0.040294088423252106,-0.0030257331673055887,0.08238529413938522,0.08062567561864853,-0.038904350250959396,-0.011002075858414173,0.007961621508002281,0.009603681974112988,AM7205
0.19463638961315155,0.04703250899910927,0.10512571036815643,-0.1256079226732254,-0.06256747245788574,0.09910745918750763,-0.0040211244486272335,-0.07918855547904968,-0.22189749777317047,0.11017764359712601,0.07663951814174652,-0.31633058190345764,0.11534854769706726,0.1837283819913864,-0.20481383800506592,0.029740164056420326,0.060201168060302734,-0.06443954259157181,-0.024166248738765717,0.10882048308849335,0.08544225245714188,-0.010470153763890266,AM7208
0.21998688578605652,0.08204256743192673,0.08837880939245224,-0.12540219724178314,0.11126064509153366,0.22422875463962555,0.06676119565963745,-0.04647298529744148,-0.2593671381473541,0.12824338674545288,-0.032436393201351166,-0.20033973455429077,0.013209802098572254,0.13266368210315704,-0.02504565753042698,0.0256926491856575,0.15095606446266174,-0.09862488508224487,-0.01686110347509384,0.11520784348249435,0.1263091266155243,0.02197868935763836,AM7209
0.2226916253566742,0.048742733895778656,0.1874741166830063,-0.07428111135959625,0.042465824633836746,0.22166156768798828,0.09929899126291275,0.01216854341328144,0.017614055424928665,0.1939009428024292,-0.09389595687389374,0.06556738913059235,-0.0927780494093895,0.03584861010313034,-0.05674678087234497,0.016030749306082726,-0.07169894129037857,0.02936621569097042,-0.04603225737810135,-0.015112971886992455,-0.06977993249893188,0.03487425297498703,AM7211
0.27444449067115784,0.06608785688877106,0.19439208507537842,-0.082853764295578,-0.04066059738397598,0.13399647176265717,0.04277879744768143,-0.04324977844953537,0.07653674483299255,0.1295536309480667,-0.030575543642044067,0.13256502151489258,-0.15434275567531586,-0.019451608881354332,0.04711136221885681,0.03691211715340614,-0.060506220906972885,0.03112582489848137,-0.01304257195442915,-0.11809397488832474,-0.06653235852718353,0.012433765456080437,AM7213
0.1603861004114151,-0.019421972334384918,0.2202591896057129,-0.14942938089370728,-0.2553478479385376,-0.06296601891517639,0.14572353661060333,-0.0026739779859781265,0.12320061773061752,0.26771122217178345,0.02065521851181984,0.0428667850792408,0.08886125683784485,-0.18409480154514313,-0.05534374341368675,-0.1014106497168541,-0.08337018638849258,-0.039123762398958206,0.06912671774625778,0.009819901548326015,0.00194830063264817,-0.009448641911149025,AM7214
0.27835556864738464,0.08691894263029099,0.20245784521102905,-0.12826430797576904,-0.06480192393064499,-0.0026075427886098623,0.099000483751297,0.016699882224202156,0.13716553151607513,0.163473978638649,0.02437252551317215,0.1271710991859436,-0.09315802156925201,0.03386862948536873,0.04437810182571411,-0.1192537248134613,-0.07358244806528091,-0.001294563291594386,-0.007900025695562363,-0.07888678461313248,-0.03453071415424347,-0.06559952348470688,AM7215
0.25529056787490845,0.0637994036078453,0.16166014969348907,-0.12212419509887695,-0.17093533277511597,-0.03786522522568703,0.11622785031795502,-0.11328816413879395,-0.02139117382466793,0.07291658967733383,-0.13334648311138153,-0.010093479417264462,-0.08257680386304855,0.09427715092897415,-0.042702753096818924,0.018849533051252365,-0.06390192359685898,-0.09042664617300034,-0.021888576447963715,-0.03216608241200447,0.017922651022672653,0.04996167868375778,AM7216
-0.08864206820726395,0.10782360285520554,0.05329945683479309,0.04087250307202339,-0.01998087763786316,0.027793588116765022,0.017061199992895126,0.22234070301055908,-0.0630514919757843,-0.11828257888555527,-0.01414499618113041,0.05393657833337784,-0.10022938251495361,0.00550922891125083,0.06904485821723938,-0.21533721685409546,0.001874210312962532,-0.05431131646037102,-0.004258299712091684,0.09274320304393768,-0.03520955145359039,-0.0033316148910671473,AM7221
0.035241447389125824,0.15023092925548553,-0.055443085730075836,0.20844340324401855,-0.15071070194244385,-0.07377166301012039,-0.19682008028030396,-0.01001823041588068,0.22962501645088196,-0.06381130963563919,-0.029939094558358192,-0.08217718452215195,-0.008000374771654606,-0.007399975787848234,0.2922937273979187,-0.10495596379041672,-0.1949722021818161,-0.1453021913766861,0.17356084287166595,0.05825536325573921,0.160511776804924,-0.03241271525621414,AM7223
0.06945517659187317,0.09984492510557175,-0.15512894093990326,0.06127345934510231,-0.07886619865894318,-0.08372535556554794,-0.1554710865020752,-0.11399523168802261,0.26660647988319397,0.07242151349782944,-0.20828673243522644,-0.05801723897457123,0.05433123558759689,0.052178435027599335,0.14036548137664795,0.011519481427967548,0.013329857960343361,-0.18650557100772858,0.030001889914274216,0.17210455238819122,0.24200290441513062,0.0921013355255127,AM7224
0.03815913572907448,0.1264895647764206,0.013434931635856628,0.2433914840221405,-0.032201848924160004,-0.07774893939495087,-0.24714678525924683,0.015099708922207355,0.05642453581094742,0.1160268634557724,-0.056446224451065063,0.09152054786682129,-0.16764399409294128,-0.1225871816277504,0.279815137386322,0.026607483625411987,0.1078580990433693,-0.09530027955770493,-0.01903819851577282,0.03618481755256653,0.10729478299617767,0.060761645436286926,AM7226
