PEER1,PEER2,PEER3,Donor
-0.0086979009211063385,0.075131855905056,-0.17212359607219696,AM7180
0.010338705964386463,0.06805762648582458,-0.0794549509882927,AM7181
0.0012695774203166366,0.03702451288700104,-0.06404498964548111,AM7182
0.04928666353225708,0.05996418744325638,-0.10028955340385437,AM7188
-0.03982938081026077,-0.1460091769695282,-0.04561386629939079,AM7189
-0.021878862753510475,0.05820942297577858,0.11427546292543411,AM7196
0.004554239567369223,0.08927953988313675,-0.11885228008031845,AM7197
0.09257066994905472,-0.10276862978935242,0.237204447388649,AM7203
-0.012732937932014465,0.15005649626255035,0.0890856608748436,AM7204
0.005783775821328163,0.13658958673477173,0.04961133375763893,AM7205
0.28440046310424805,-0.013339177705347538,-0.04667751118540764,AM7208
0.2730979025363922,0.00427433243021369,0.020629802718758583,AM7209
0.34128090739250183,-0.03870801627635956,-0.031052954494953156,AM7211
0.32829660177230835,-0.045369185507297516,0.025721628218889236,AM7213
0.2610379755496979,-0.09564661979675293,-0.22620679438114166,AM7214
0.3461879789829254,-0.07468020915985107,-0.037905991077423096,AM7215
0.2915566563606262,-0.032972611486911774,-0.03963790461421013,AM7216
-0.04671110957860947,-0.11248341202735901,0.0019550032448023558,AM7221
-0.04091053828597069,-0.11479577422142029,-0.030454358085989952,AM7223
0.02179115079343319,-0.12408557534217834,0.0023914482444524765,AM7224
0.02433338388800621,0.037435851991176605,0.08608589321374893,AM7226
0.03723269701004028,-0.11036014556884766,0.15566936135292053,AM7228
0.019439080730080605,0.08578662574291229,0.20177432894706726,AM7229
0.11399311572313309,0.049548082053661346,0.17321906983852386,AM7230
-0.012444957159459591,-0.0572633296251297,0.1858241707086563,AM7236
0.004091000184416771,0.02598452940583229,0.11632557958364487,AM7237
0.06313124299049377,0.08246348053216934,-0.060359224677085876,AM7241
0.09518902748823166,0.08152908831834793,-0.09051454067230225,AM7242
0.018741721287369728,-0.13840839266777039,0.042557913810014725,AM7243
0.06900546699762344,0.12014010548591614,0.056680694222450256,AM7255
0.09634087234735489,0.08028127253055573,-0.0660819411277771,AM7256
-0.05810537934303284,-0.1498851627111435,-0.08434518426656723,AM7260
0.03334091603755951,-0.09396305680274963,0.018581338226795197,AM7261
0.007520676124840975,-0.07721918076276779,0.09931860119104385,AM7266
-0.017281070351600647,-0.07912526279687881,0.0869559645652771,AM7269
-0.010473272763192654,-0.13413314521312714,8.395414333790541e-4,AM7270
0.05305210500955582,0.09095121175050735,0.1304273158311844,AM7272
0.0061845784075558186,0.11955798417329788,0.13090962171554565,AM7273
0.009986198507249355,-0.04232654348015785,0.09455743432044983,AM7277
-0.024664781987667084,-0.09487880766391754,0.196895033121109,AM7278
-0.0758296549320221,-0.0833878219127655,0.06452054530382156,AM7280
-0.10054654628038406,-0.0523776113986969,-0.012012242339551449,AM7283
-0.076503224670887,0.1166476234793663,0.18201807141304016,AM7284
0.01585431583225727,0.15842214226722717,0.12096354365348816,AM7285
-0.007945884019136429,-0.1081230491399765,-0.0160665363073349,AM7294
