PEER1,PEER2,PEER3,Donor
-0.018622733652591705,0.018485471606254578,0.15707339346408844,AM7295
-0.1197357252240181,-0.1337277591228485,0.04410194233059883,AM7302
-0.07639060914516449,0.0060398271307349205,0.1468111127614975,AM7303
-0.05264803022146225,0.07365276664495468,0.17227141559123993,AM7304
0.0327250212430954,-0.07701816409826279,0.02517964504659176,AM7312
-0.08859878778457642,-0.07080326974391937,-0.01436272356659174,AM7313
-0.0699910819530487,-0.06750178337097168,0.032931145280599594,AM7318
0.0021684623789042234,0.14300139248371124,-0.06949074566364288,AM7319
-0.03133612498641014,-0.1333286613225937,-0.07787317037582397,AM7320
-0.11965703219175339,-0.1294359713792801,-0.08277921378612518,AM7321
-0.05030948668718338,0.12687045335769653,0.006310564465820789,AM7323
-0.043942663818597794,0.042827170342206955,0.09470142424106598,AM7325
-0.09061995148658752,0.04812965914607048,-0.0014613226521760225,AM7327
-0.08678282797336578,0.14550992846488953,-0.035276465117931366,AM7328
-0.042779117822647095,0.13715651631355286,-0.07194536179304123,AM7329
-0.10732845962047577,-0.06650926917791367,0.10624534636735916,AM7332
-0.08907972276210785,0.13527169823646545,-0.11830379068851471,AM7333
-0.006929496768862009,0.16531436145305634,-0.04847869277000427,AM7334
-0.10758624970912933,-0.07044496387243271,-0.10297206044197083,AM7336
-0.10083175450563431,-0.02035689726471901,-0.13938620686531067,AM7337
-0.05158598721027374,0.14495599269866943,0.007726319134235382,AM7343
-0.11098913103342056,0.004841022193431854,-0.0909135490655899,AM7344
-0.004073204006999731,-0.13130253553390503,0.07081597298383713,AM7345
-0.05401904508471489,-0.06989309936761856,0.048468392342329025,AM7346
-0.019890177994966507,0.12960755825042725,-0.09749364107847214,AM7353
-0.10955867916345596,0.040903981775045395,-0.16899843513965607,AM7354
0.05281500145792961,0.1365116983652115,0.0766647681593895,AM7356
0.014354496262967587,-0.05456544831395149,0.2716074585914612,AM7359
-0.09823981672525406,-0.03183397278189659,0.07608690857887268,AM7361
-0.16140425205230713,-0.102674700319767,-0.08847290277481079,AM7362
-0.04945844039320946,0.10326884686946869,-0.10216711461544037,AM7365
-0.026411816477775574,-0.03877421095967293,-0.008433075621724129,AM7372
-0.0040471539832651615,0.09485868364572525,-0.007164651528000832,AM7373
0.035350874066352844,0.12991563975811005,0.030205003917217255,AM7380
-0.01975780352950096,0.09269031137228012,-0.0746380165219307,AM7382
-0.07180385291576385,0.04510697349905968,0.040669556707143784,AM7383
-0.020462917163968086,0.05573020875453949,-0.20600607991218567,AM7384
-0.004087796900421381,0.07297760248184204,-0.1280110776424408,AM7385
-0.04477371647953987,-0.005710009019821882,-0.018060429021716118,AM7386
0.0018431385979056358,0.12878204882144928,-0.07523071020841599,AM7387
-0.009137949906289577,0.03519859537482262,-0.1604006588459015,AM7388
-0.030179917812347412,0.16243483126163483,0.09055996686220169,AM7409
-0.09103140234947205,-0.07211914658546448,0.015226809307932854,AM7416
-0.024128999561071396,0.056744758039712906,-0.0840442031621933,AM7419
-0.01022281777113676,0.06585141271352768,-0.10033312439918518,AM7420
-0.0074801379814743996,0.1026465892791748,-0.18639321625232697,AM7426
-0.02834841050207615,0.1576051115989685,-0.04052082449197769,AM7427
-0.09618055075407028,-0.08908548951148987,0.041863229125738144,AM7492
-0.01579577662050724,-0.12168081104755402,-0.039001546800136566,AM7493
-0.01300954818725586,-0.17160549759864807,-0.06386221200227737,AM7495
-0.01734945736825466,-0.20669957995414734,-0.17134572565555573,AM7589
-0.018680555745959282,-0.04545803740620613,-0.06277813762426376,AM7591
-0.015355465933680534,-0.16796132922172546,-0.08019940555095673,AM7628
-0.008578028529882431,-0.13991399109363556,-0.04573989659547806,AM7629
0.006432404275983572,-0.17570553719997406,-0.06204872950911522,AM7633
-0.006213846616446972,-0.037730541080236435,-0.10626370459794998,AM7634
