PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,Donor
-0.03204406425356865,-0.3402945101261139,-0.2651282250881195,-0.19903342425823212,0.4276058077812195,0.5860509276390076,-0.5456177592277527,-0.13255798816680908,-0.5462507605552673,-0.25809767842292786,0.8601375818252563,0.09529978781938553,0.970689594745636,0.05412004888057709,-0.6364216208457947,-1.2952035665512085,0.7526772618293762,0.28606125712394714,0.17524267733097076,0.10758910328149796,0.042537622153759,0.05727795511484146,-0.20799705386161804,-0.005872080102562904,-3.210160066373646e-4,-3.452595556154847e-4,-3.1650313758291304e-5,1.1607310625549871e-5,-3.6174239994579693e-6,2.753573062364012e-5,-4.174968125880696e-6,-5.896461516385898e-6,-9.980321920011193e-6,3.427344609008287e-6,-6.692558145005023e-6,AM7180
0.21516810357570648,-0.33927392959594727,0.22021326422691345,-0.12584877014160156,0.2648996114730835,-0.7479926943778992,-0.15949474275112152,1.0342316627502441,-0.09840168803930283,-1.7303484678268433,-0.8036777377128601,-0.22812625765800476,0.450215220451355,-0.04087826982140541,-0.05877239257097244,0.7720651030540466,0.42027682065963745,0.247053861618042,-0.3826228976249695,6.016849656589329e-4,-0.34625402092933655,-0.3884858787059784,-0.0922594740986824,0.022365504875779152,-0.0017307467060163617,0.0017426268896088004,4.467885592021048e-4,4.906787216896191e-5,-2.208110163337551e-5,-1.4628549979534e-4,7.965314580360427e-6,-1.6069564026111038e-6,4.031519711134024e-5,-1.3778024367638864e-5,4.141356475884095e-5,AM7181
0.0805574432015419,0.05601062253117561,-0.5807492136955261,-0.5147808790206909,0.1374208778142929,-0.45668455958366394,0.17738917469978333,0.07323331385850906,-0.23498421907424927,-0.6685101389884949,0.47289013862609863,1.262288212776184,0.9930693507194519,-0.9229323863983154,-0.7979733347892761,-0.4349272549152374,0.6589934825897217,-0.2730719745159149,0.12158800661563873,-0.21923552453517914,-0.31406864523887634,0.2807895839214325,-0.5646100640296936,0.0026884356047958136,6.613982259295881e-4,4.138223812333308e-5,1.2355517537798733e-4,1.1960654774156865e-5,4.876968159805983e-5,-6.426456093322486e-5,-9.154061444860417e-6,-3.225835462217219e-5,1.0444553026900394e-6,3.9154765545390546e-5,3.7063882700749673e-6,AM7182
0.10120873153209686,0.32257071137428284,-0.4709697961807251,-0.22423455119132996,0.4928354024887085,0.14509880542755127,-0.14676405489444733,-0.17813026905059814,0.8551361560821533,-0.5855070948600769,-0.25023823976516724,1.2668137550354004,0.4063887298107147,-0.05287088081240654,0.36677777767181396,-0.3984740078449249,2.1647911071777344,0.07492706924676895,-0.5626106262207031,0.5813981890678406,-0.0989137515425682,-0.3224364221096039,-0.02095361240208149,0.039398543536663055,0.0030036121606826782,0.002248254604637623,5.60578890144825e-4,-3.5322544135851786e-5,1.0590771125862375e-4,-2.7332210447639227e-4,1.0571641723799985e-5,-2.3232751118484885e-06,3.105953146587126e-5,4.293732126825489e-5,3.850848588626832e-5,AM7188
0.0900929868221283,-0.27515023946762085,-0.1331777423620224,-0.23584644496440887,0.7492579221725464,0.10129660367965698,-0.9445542693138123,0.14245443046092987,-0.9290764331817627,-0.4794972538948059,0.42485684156417847,-0.8295511603355408,0.2720361351966858,0.4288519024848938,0.9494006633758545,-1.0415143966674805,1.0341743230819702,0.20979000627994537,0.24129578471183777,-0.08243637531995773,0.35686615109443665,-0.04726855084300041,0.3880610764026642,0.05629412829875946,0.007209646049886942,0.002748616738244891,5.33029087819159e-4,-1.4515206567011774e-4,2.0451647287700325e-4,-3.790963382925838e-4,1.2468633940443397e-5,-1.379702666781668e-6,4.2490268242545426e-5,9.006611071527004e-5,3.5417386243352666e-05,AM7189
0.08449245244264603,0.6053726077079773,-0.3644259572029114,-0.0791241005063057,-0.12599869072437286,-0.07026901096105576,-0.5650845766067505,-0.152695894241333,1.6048533916473389,-0.7907267212867737,-1.2786569595336914,-0.874859631061554,0.707924485206604,0.13105349242687225,-0.6186071038246155,-0.3772558867931366,0.9857378602027893,0.36283987760543823,-0.427633672952652,0.20394843816757202,0.4317701458930969,0.46501317620277405,-0.4963376224040985,-0.02256520837545395,-0.0036172138061374426,-0.0010907428804785013,-2.6384307420812547e-4,4.908945265924558e-5,-1.0368723451392725e-4,1.3435399159789085e-4,-1.9011569747817703e-5,-2.5184584956150502e-5,-4.4581611291505396e-8,-1.3089712410874199e-5,-1.7286107322433963e-5,AM7196
0.07293511182069778,0.14286142587661743,-0.4694438576698303,-0.6927497386932373,0.3422486484050751,0.2842591404914856,-1.4637492895126343,-0.8357069492340088,0.5363709926605225,-0.9078559279441833,-0.40791019797325134,0.9319284558296204,0.05618169531226158,-0.3221229314804077,0.152641162276268,-0.9009840488433838,0.35836073756217957,-0.13717201352119446,-0.6338187456130981,-0.13805457949638367,-0.060816410928964615,0.30012503266334534,-0.34314313530921936,-0.019757648929953575,-0.0017687923973426223,-0.0011149808997288346,-2.1644483786076307e-4,3.5205997846787795e-5,-4.526734119281173e-5,1.1310455738566816e-4,-1.1355020433256868e-5,-1.670981691859197e-5,-1.3916434909333475e-5,-5.988968496239977e-6,-1.6874086213647388e-5,AM7197
0.44098272919654846,0.009691279381513596,0.1275525838136673,0.29325467348098755,0.9492820501327515,-0.6630532145500183,-0.8328872323036194,1.1223623752593994,0.9107800722122192,-0.27542656660079956,0.5796014666557312,-0.6749802827835083,0.17692025005817413,1.0337330102920532,0.15670007467269897,0.3729570508003235,-0.7656325697898865,0.5395753383636475,-0.41729700565338135,-0.01995512656867504,-0.15972130000591278,-0.022631799802184105,0.20151516795158386,0.05972082167863846,0.008082311600446701,0.0028567055705934763,6.337345694191754e-4,-1.350694365100935e-4,2.462372649461031e-4,-4.2362144449725747e-4,1.2779247299476992e-5,-1.2844684533774853e-5,4.0103721403284e-5,1.071509686880745e-4,4.156478826189414e-5,AM7203
0.08641219884157181,0.5966982245445251,0.14988449215888977,1.086130976676941,0.7510853409767151,0.35124334692955017,-0.9316770434379578,0.595949113368988,0.013111318461596966,-0.6432716250419617,-0.236580029129982,1.0333595275878906,-0.15418517589569092,1.411322832107544,-0.52094268798828125,-0.4143931269645691,0.15872837603092194,-0.570815920829773,-0.7579518556594849,-0.3121124505996704,0.3587053418159485,0.29363539814949036,-0.4096754193305969,0.10563234984874725,0.007243545725941658,0.005880205892026424,0.001283496618270874,-1.376299769617617e-4,2.614360419102013e-4,-7.64585449360311e-4,2.2642154817731353e-6,-6.387874600477517e-5,1.331566454609856e-4,1.640992850298062e-4,9.95795417111367e-5,AM7204
0.23573315143585205,-0.19906197488307953,-0.008549919351935387,0.20979957282543182,1.0512819290161133,-0.03775985166430473,-0.9757012128829956,0.5296857357025146,-0.1588907688856125,-0.9499026536941528,0.34550637006759644,-0.8601530194282532,0.437149316072464,0.6725309491157532,0.30976536870002747,0.005246956367045641,0.5311375260353088,0.511500358581543,-0.21692346036434174,-0.05342879891395569,0.07211736589670181,0.034433599561452866,-0.017398705706000328,0.027895601466298103,0.006842141970992088,9.488231153227389e-4,2.821046218741685e-4,-1.1042515689041466e-4,2.0452009630389512e-4,-2.1736427152063698e-4,4.819392870558659e-6,-6.356066933221882e-6,-1.0746997759270016e-5,8.686798537382856e-5,3.066677663809969e-6,AM7205
