PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,Donor
-0.009017988108098507,0.08552972972393036,-0.20633700489997864,0.05382029712200165,0.08482926338911057,-0.06797298043966293,-0.1694556325674057,-0.04279870167374611,0.008052908815443516,-0.1521248072385788,0.003268350148573518,0.049738842993974686,0.08486685901880264,-0.12022209912538528,-0.012438778765499592,-0.012361847795546055,-0.09916219115257263,0.021518629044294357,0.10213087499141693,0.056427836418151855,-0.004029139410704374,-0.009343273937702179,5.292651476338506e-4,-9.316772921010852e-4,-0.004870206117630005,0.0011222235625609756,-0.0016505761304870248,-0.0025121907237917185,-0.0013071714201942086,-0.001609366969205439,4.826260556001216e-4,5.551197682507336e-5,2.900951949413866e-4,8.265877258963883e-4,-6.072785618016496e-5,-7.427467498928308e-4,4.534561885520816e-4,-1.197777601191774e-4,7.388896192423999e-4,-2.9646503389813006e-4,AM7180
0.009135684929788113,0.08109765499830246,-0.08344316482543945,-0.08307348936796188,0.159776970744133,-0.10392474383115768,-0.20518147945404053,0.08009020239114761,0.005300668999552727,-0.03239453211426735,0.20976322889328003,-0.05103692784905434,-0.09039485454559326,0.01682482846081257,-0.019309144467115402,-0.05460197478532791,-0.05355371907353401,-0.18695858120918274,0.12112089991569519,0.04865279793739319,-0.04025519639253616,-0.018954986706376076,-0.008325534872710705,0.0020471960306167603,-0.00305817648768425,0.004335524048656225,-0.0037270078901201487,-0.002354381373152137,-0.0030739400535821915,-0.0029104507993906736,-1.7998133898800006e-6,-2.0210182992741466e-4,0.001282737241126597,0.001097187981940806,0.0013848623493686318,0.0025358216371387243,2.797692723106593e-4,2.404296537861228e-4,-9.110505925491452e-4,0.001814261544495821,AM7181
-0.001651865430176258,0.047689735889434814,-0.05229891464114189,-0.19519038498401642,0.11793220043182373,0.0043976930901408195,-0.06907547265291214,0.09800554811954498,0.1840849369764328,-0.03805756941437721,0.25192791223526,-0.10684328526258469,0.0418991781771183,-0.2163432240486145,-0.12322573363780975,-0.03233722969889641,-0.11087378859519958,-0.05784166231751442,0.013674620538949966,-0.009761798195540905,0.028546223416924477,-0.027913691475987434,0.004074045456945896,-5.4549501510337e-4,-0.002329363254830241,0.0030528672505170107,8.006325224414468e-4,-0.002701930934563279,0.0018630549311637878,-5.0335846026428044e-5,-6.596039747819304e-4,8.827677083900198e-5,4.6698961523361504e-4,-0.0011188414646312594,-7.921258657006547e-5,3.334408684168011e-4,-4.864399670623243e-4,-8.458688389509916e-4,-0.0010528217535465956,2.6293820701539516e-4,AM7182
0.05401036888360977,0.06927870213985443,-0.11804720014333725,0.00950665958225727,0.16627727448940277,-0.11973470449447632,-0.25316116213798523,-0.06278897076845169,-0.06386692076921463,-0.22799405455589294,0.05736428126692772,0.16061314940452576,0.00919159222394228,-0.09584271162748337,-0.010432959534227848,0.03569591045379639,0.07363016903400421,0.028682788833975792,0.12061475962400436,0.05121372267603874,-0.020829467102885246,-0.015451199375092983,-0.006175057962536812,-4.286578914616257e-4,-0.002360709011554718,-2.3662799503654242e-4,-0.0021817043889313936,-7.409030222333968e-4,-8.50802578497678e-4,-0.0024120390880852938,4.2333328747190535e-4,-7.380438910331577e-5,5.37451880518347e-4,0.0011532600037753582,-9.306655847467482e-4,-0.001467379042878747,0.001527630491182208,-4.1850158595480025e-4,0.0014132164651528,8.204113692045212e-4,AM7188
-0.04496365040540695,-0.1679638922214508,-0.0519956611096859,-0.040046822279691696,0.0496785044670105,-0.17805293202400208,-0.199581116437912,-0.04801429435610771,-0.14335931837558746,-0.1257534772157669,0.049741797149181366,-0.13707341253757477,0.18068185448646545,-0.08926940709352493,-0.08022536337375641,-0.05526811257004738,0.11832582205533981,0.02050844393670559,0.14632801711559296,0.0661725252866745,-0.014510979875922203,-0.02688634768128395,-0.011927470564842224,0.004160385578870773,-0.002029368421062827,-9.614347363822162e-4,-0.003514880547299981,-0.0019765517208725214,-7.979475194588304e-4,-0.00258662854321301,1.3048654363956302e-4,-7.202207343652844e-4,0.0017002702224999666,7.4236118234694e-4,1.0622519766911864e-4,-0.0027407000306993723,-6.542826886288822e-4,-2.3639050778001547e-4,8.75584315508604e-4,0.0011181773152202368,AM7189
-0.025356383994221687,0.07009456306695938,0.14580008387565613,-0.11889296770095825,0.04040258005261421,0.15504011511802673,0.16128884255886078,0.011729363352060318,0.08238013833761215,-0.20696339011192322,0.2920858561992645,0.03293769061565399,0.11678531020879745,0.008426160551607609,0.03590870648622513,-0.2952668070793152,0.041779112070798874,-0.10300450772047043,0.2143739014863968,-0.029907895252108574,-0.010096374899148941,0.04317311570048332,8.881729445420206e-4,0.013703794218599796,0.0013516305480152369,0.002268146723508835,-0.0017938170349225402,-0.0020284787751734257,-0.0047497693449258804,-0.0020379137713462114,0.0010797635186463594,-7.018264150246978e-4,0.002892252756282687,0.0012530448148027062,0.001044070697389543,-0.0010715792886912823,-0.001533247996121645,-1.306485792156309e-4,2.6629664353094995e-4,5.776981706731021e-4,AM7196
0.004544150084257126,0.10383141040802002,-0.14212515950202942,0.00788436271250248,0.13297003507614136,0.06199292838573456,-0.22043974697589874,-0.010893896222114563,-0.11931503564119339,-0.20798923075199127,-0.08103613555431366,0.07070429623126984,0.07121597230434418,-0.0626116469502449,0.06101730465888977,0.038247279822826385,-0.061397895216941833,0.10566262155771255,0.10461866110563278,0.018628399819135666,-0.16993428766727448,-0.09109441936016083,7.035359740257263e-4,-0.01690816879272461,-0.009112708270549774,-0.002912208903580904,2.3868493735790253e-4,-8.91063129529357e-4,-0.0014313322026282549,-0.00589704280719161,-0.002016336191445589,0.003212403506040573,-0.0017523834249004722,-3.7416451959870756e-4,6.186020618770272e-5,0.003232900518923998,0.0012587307719513774,0.0013201836263760924,0.0012420712737366557,-2.6101869298145175e-4,AM7197
0.10072515904903412,-0.11422638595104218,0.27823734283447266,-0.006482165772467852,0.03563802316784859,-0.07551556080579758,-0.18044696748256683,-0.23746910691261292,0.03634997457265854,-0.13936758041381836,0.050013598054647446,-0.09773584455251694,0.00664753932505846,-0.08045319467782974,-0.2195204347372055,0.12726636230945587,0.05296948179602623,0.06773944944143295,-0.08945297449827194,0.1612098664045334,-0.10238979756832123,0.079366534948349,-0.003819549921900034,0.011977117508649826,-0.0018604007782414556,-0.001951763522811234,-0.0028740190900862217,-0.0031605807598680258,-0.001047385623678565,0.0016003736527636647,0.0028968988917768,-6.165177910588682e-4,-5.096516688354313e-4,0.001728328294120729,5.999067216180265e-4,-0.006201480515301228,0.004507699981331825,-9.017885895445943e-4,0.002329753478989005,-6.740780081599951e-4,AM7203
-0.014939317479729652,0.17375172674655914,0.10939830541610718,-0.031099310144782066,0.08864472806453705,-0.009927473962306976,-0.010339464992284775,0.038781169801950455,-0.1153237447142601,0.17272143065929413,0.0015309014124795794,-0.18798312544822693,-0.21151137351989746,0.24020090699195862,0.00544942868873477,-0.13637614250183105,0.013989374041557312,0.05747019499540329,0.13395293056964874,0.08098161220550537,0.03854542225599289,-0.03247535601258278,-0.009471889585256577,4.443233192432672e-4,-0.004399152006953955,-0.003395710838958621,-0.004803569987416267,-9.260731167159975e-4,-0.00186721736099571,-0.002710941480472684,5.623155739158392e-4,-0.0013649918837472796,9.134818101301789e-4,7.97291926573962e-4,2.4255049356725067e-4,8.077019592747092e-4,-0.002953700488433242,0.0022911042906343937,-3.80675308406353e-4,0.0011828512651845813,AM7204
0.00654729176312685,0.15975701808929443,0.06360000371932983,-0.03984122350811958,0.12020619958639145,-0.026991505175828934,-0.016669288277626038,-0.04636818543076515,-0.11623143404722214,0.12245656549930573,-0.017995614558458328,-0.2090034782886505,-0.2855881154537201,0.05303465947508812,-0.19390739500522614,-0.042427290230989456,0.04036233201622963,0.09936069697141647,0.02144775539636612,0.08773411065340042,-6.462626624852419e-4,-0.053755052387714386,-0.006953686475753784,-0.0016296698013320565,-0.004611758980900049,-0.004197321366518736,-0.002717955969274044,-0.0015334507916122675,0.0011636947747319937,-0.0023041614331305027,-2.243224298581481e-4,-0.001380493980832398,-1.2414719094522297e-4,-5.168739589862525e-4,-0.0010380255989730358,-0.0011567845940589905,-8.915020152926445e-4,0.0015126679791137576,-1.3320539437700063e-4,8.82125343196094e-4,AM7205
