PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,Donor
-0.011694957502186298,-0.0798802450299263,-0.05649130418896675,-0.03381888568401337,0.06390358507633209,0.07865813374519348,-0.06963024288415909,-0.015210989862680435,-0.06435482949018478,-0.03070777654647827,0.10035881400108337,0.016074303537607193,0.11244067549705505,0.0019066868117079139,-0.0780782476067543,-0.1463814079761505,0.08359991759061813,0.026713848114013672,AM7180
0.07937925308942795,-0.0794658437371254,0.04657864570617676,-0.019797710701823235,0.039236728101968765,-0.09935148805379868,-0.017010530456900597,0.13095158338546753,-0.011895323172211647,-0.20607590675354004,-0.09322472661733627,-0.02465270459651947,0.052270956337451935,-0.003182850545272231,-0.00917881727218628,0.08281661570072174,0.04780031368136406,0.03738714009523392,AM7181
0.029909932985901833,0.012813674286007881,-0.12277033179998398,-0.08689474314451218,0.020654750987887383,-0.06193476915359497,0.023229269310832024,0.010477866046130657,-0.028982728719711304,-0.07807378470897675,0.054018039256334305,0.1547774374485016,0.11242683976888657,-0.10707075148820877,-0.09215229004621506,-0.045254193246364594,0.07671340554952621,-0.028752237558364868,AM7182
0.03719303011894226,0.07483259588479996,-0.09998701512813568,-0.0372433215379715,0.07402294129133224,0.018907707184553146,-0.016142385080456734,-0.021534482017159462,0.10406742244958878,-0.0699659138917923,-0.031105361878871918,0.14528103172779083,0.049986571073532104,-0.0013698166003450751,0.04183293879032135,-0.04867991805076599,0.25240781903266907,0.024665148928761482,AM7188
0.03326684981584549,-0.06498339027166367,-0.028575776144862175,-0.03948431462049484,0.11278575658798218,0.013164996169507504,-0.1193632185459137,0.020124109461903572,-0.10901492834091187,-0.05904385447502136,0.05236196517944336,-0.09776414930820465,0.034071680158376694,0.04680301621556282,0.10312225669622421,-0.11884286999702454,0.11991660296916962,0.017002558335661888,AM7189
0.030980795621871948,0.1410055309534073,-0.07732080668210983,-0.012560663744807243,-0.018906358629465103,-0.010590845718979836,-0.06671199947595596,-0.018019556999206543,0.19225580990314484,-0.09983085095882416,-0.15380915999412537,-0.10342075675725937,0.0833297073841095,0.01105872355401516,-0.07708192616701126,-0.048275917768478394,0.10929954797029495,0.048773348331451416,AM7196
0.027114126831293106,0.032400116324424744,-0.10029792040586472,-0.11726418882608414,0.05144963786005974,0.035974979400634766,-0.1812598556280136,-0.10063307732343674,0.06712683290243149,-0.1131252646446228,-0.05233214050531387,0.10999945551156998,0.005207343026995659,-0.03706665709614754,0.02134113386273384,-0.1047736331820488,0.04280102252960205,-4.953180905431509e-4,AM7197
0.16175726056098938,0.0017724941717460752,0.026535557582974434,0.052938178181648254,0.14215099811553955,-0.08837608247995377,-0.10259761661291122,0.13759084045886993,0.11439806967973709,-0.033282000571489334,0.07008931785821915,-0.08095820248126984,0.025671962648630142,0.11745162308216095,0.016626548022031784,0.0350210927426815,-0.09319737553596497,0.06561228632926941,AM7203
0.030911274254322052,0.13920514285564423,0.03185708448290825,0.1864393800497055,0.11457108706235886,0.04696143791079521,-0.11512718349695206,0.06990613788366318,0.005758765619248152,-0.07715322077274323,-0.028480544686317444,0.12006793916225433,-0.017022477462887764,0.165738046169281,-0.05684464052319527,-0.05629235506057739,0.014411753974854946,-0.0469132736325264,AM7204
0.08645805716514587,-0.04729490727186203,-0.0021815034560859203,0.0375441238284111,0.1579468548297882,-0.004624458961188793,-0.12126243114471436,0.06722832471132278,-0.015558978542685509,-0.11525441706180573,0.04244239628314972,-0.100773885846138,0.05403464287519455,0.07603416591882706,0.029855653643608093,-0.004701173398643732,0.0582825243473053,0.060945868492126465,AM7205
0.18113762140274048,0.04209110513329506,0.09337535500526428,-0.10896443575620651,-0.05326797440648079,0.08262062072753906,-0.0038075707852840424,-0.06291034817695618,-0.17448697984218597,0.08555268496274948,0.05863772705197334,-0.23603209853172302,0.0858701765537262,0.13299834728240967,-0.1475057303905487,0.01979387365281582,0.04038015753030777,-0.04528841748833656,AM7208
0.20472915470600128,0.07358265668153763,0.07846473902463913,-0.10886500775814056,0.09490704536437988,0.1867367923259735,0.05343835800886154,-0.03696887195110321,-0.20380276441574097,0.09945331513881683,-0.024053484201431274,-0.14974850416183472,0.010006213560700417,0.09645195305347443,-0.01665731519460678,0.017068469896912575,0.10359825938940048,-0.07019206136465073,AM7209
0.20729021728038788,0.043831516057252884,0.16637399792671204,-0.06434837728738785,0.03611933812499046,0.18497289717197418,0.08038884401321411,0.009550168178975582,0.014029426500201225,0.15089702606201172,-0.07083380967378616,0.04835256561636925,-0.06835079193115234,0.026606963947415352,-0.04042675346136093,0.008046286180615425,-0.04996403679251671,0.030910728499293327,AM7211
0.2554287314414978,0.05933692306280136,0.17247803509235382,-0.07183222472667694,-0.03471925109624863,0.11182573437690735,0.0343388170003891,-0.03447267785668373,0.060301523655653,0.10059025883674622,-0.022830672562122345,0.09891856461763382,-0.11445945501327515,-0.014453552663326263,0.03450503572821617,0.024616174399852753,-0.041244372725486755,0.031017694622278214,AM7213
0.14932286739349365,-0.017365561798214912,0.19553112983703613,-0.12968361377716064,-0.21785898506641388,-0.05237789824604988,0.11779604107141495,-0.0022226350847631693,0.09647633880376816,0.20801161229610443,0.01571260206401348,0.03307625651359558,0.06529931724071503,-0.13426129519939423,-0.04095495492219925,-0.06668056547641754,-0.058860160410404205,-0.04030126333236694,AM7214
0.2590634524822235,0.07804366946220398,0.17974765598773956,-0.11114580929279327,-0.055306363850831985,-0.002002564026042819,0.07995697855949402,0.013121373951435089,0.10792403668165207,0.1270393282175064,0.019089149311184883,0.09496662765741348,-0.0687776505947113,0.02387332171201706,0.031957998871803284,-0.0846843272447586,-0.05113663151860237,0.0028766226023435593,AM7215
0.23761148750782013,0.057295966893434525,0.14359593391418457,-0.10585623234510422,-0.14567327499389648,-0.03139425814151764,0.0939396545290947,-0.09026144444942474,-0.016971653327345848,0.05653132498264313,-0.1010899767279625,-0.007733152713626623,-0.06115525960922241,0.0682699903845787,-0.029581721872091293,0.010321392677724361,-0.046132028102874756,-0.055543262511491776,AM7216
-0.08247187733650208,0.09671490639448166,0.04746170714497566,0.035572800785303116,-0.01692090928554535,0.023290827870368958,0.013873445801436901,0.176824688911438,-0.049505721777677536,-0.09124119579792023,-0.010088607668876648,0.03981563448905945,-0.07371106743812561,0.004737616516649723,0.05035765469074249,-0.15165488421916962,0.0019722147844731808,-0.04246536269783974,AM7221
0.03275766968727112,0.13465407490730286,-0.049234338104724884,0.18081223964691162,-0.12863655388355255,-0.061944443732500076,-0.1596001535654068,-0.008282650262117386,0.1803555190563202,-0.04974903166294098,-0.02358919195830822,-0.05976024270057678,-0.006266611162573099,-0.00638442300260067,0.21059787273406982,-0.06273791939020157,-0.14109106361865997,-0.1354285031557083,AM7223
0.06460545212030411,0.08949418365955353,-0.13769583404064178,0.053356532007455826,-0.06750175356864929,-0.07016956061124802,-0.12598206102848053,-0.090962253510952,0.20971326529979706,0.05530286580324173,-0.15892380475997925,-0.043444931507110596,0.040875986218452454,0.03747372701764107,0.10472796112298965,0.00832411739975214,0.0034533562138676643,-0.1422467827796936,AM7224
0.03539160266518593,0.11352625489234924,0.012025312520563602,0.21138356626033783,-0.027421820908784866,-0.064826861023902893,-0.20040859282016754,0.011623292230069637,0.044471703469753265,0.08928678184747696,-0.04298720136284828,0.0678803026676178,-0.123460553586483,-0.08961706608533859,0.20478224754333496,0.016893845051527023,0.07351098209619522,-0.0643242672085762,AM7226
-0.02054261602461338,0.11069193482398987,-0.01657685451209545,0.16629506647586823,-0.013261916115880013,-0.07794200628995895,0.13275815546512604,0.18485459685325623,0.02900894731283188,0.026624571532011032,0.17423976957798004,-0.027092695236206055,0.06661112606525421,0.1450316160917282,-0.15652714669704437,-0.16459038853645325,-0.19179052114486694,-0.14354833960533142,AM7228
0.017971690744161606,0.07450886815786362,-0.10626786947250366,-0.004187744110822678,0.06003907695412636,-0.06925418972969055,0.24688579142093658,0.14154602587223053,0.06342558562755585,0.050143804401159286,-0.027318187057971954,-0.015899622812867165,0.016284095123410225,-0.07486642897129059,0.04515422135591507,0.001873792614787817,0.06533561646938324,7.319545838981867e-4,AM7229
0.004542285576462746,0.11598732322454453,-0.005830876994878054,0.15706299245357513,0.019386326894164085,-0.12593311071395874,0.18267974257469177,0.19364430010318756,-0.08327624946832657,0.0870090052485466,0.10237499326467514,-0.005048781633377075,-0.05975265055894852,-0.01976100355386734,-0.09281383454799652,-0.05878092348575592,0.005128934048116207,0.008195199072360992,AM7230
