PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,Donor
-0.01143724750727415,-0.07628881186246872,-0.053705744445323944,-0.03123578056693077,0.05939400568604469,0.07214666903018951,-0.06360679864883423,-0.013170446269214153,-0.0551353394985199,-0.026739390566945076,0.09204190969467163,AM7180
0.07708584517240524,-0.0754045769572258,0.04423162713646889,-0.01811080053448677,0.0358184278011322,-0.09086479991674423,-0.014559554867446423,0.11644432693719864,-0.009605862200260162,-0.17895111441612244,-0.08010173588991165,AM7181
0.02954556606709957,0.012137043289840221,-0.11653957515954971,-0.0817435085773468,0.018791893497109413,-0.056627824902534485,0.019621364772319794,0.010962244123220444,-0.02624308131635189,-0.07248368859291077,0.06026607006788254,AM7182
0.03689472749829292,0.07128865271806717,-0.0952269434928894,-0.0345027856528759,0.068329818546772,0.017892012372612953,-0.016581665724515915,-0.015813061967492104,0.09150923043489456,-0.06481266021728516,-0.019295290112495422,AM7188
0.03252505138516426,-0.06192881241440773,-0.027373172342777252,-0.03660370782017708,0.10523100197315216,0.011551772244274616,-0.10899128764867783,0.016934387385845184,-0.09477826207876205,-0.0490276999771595,0.038675904273986816,AM7189
0.0298308115452528,0.1348651796579361,-0.07361543923616409,-0.01151583157479763,-0.0176889318972826,-0.009860110469162464,-0.059679288417100906,-0.018622923642396927,0.1720261424779892,-0.08466844260692596,-0.1334390640258789,AM7196
0.02693156898021698,0.03050200641155243,-0.09518595784902573,-0.10968232154846191,0.04755804315209389,0.03267217427492142,-0.16368193924427032,-0.08677586168050766,0.06034518778324127,-0.10286030173301697,-0.039440542459487915,AM7197
0.15697462856769562,0.0013802446192130446,0.024877112358808517,0.05021802335977554,0.13239127397537231,-0.0811258926987648,-0.09257285296916962,0.12141911685466766,0.10191293805837631,-0.02756761945784092,0.056462958455085754,AM7203
0.029761366546154022,0.1325848400592804,0.030756009742617607,0.17505641281604767,0.10658257454633713,0.04332968220114708,-0.10447777807712555,0.06501441448926926,0.004875358659774065,-0.07068027555942535,-0.0212996993213892,AM7204
0.08395582437515259,-0.04502028226852417,-0.0022681700065732002,0.03580084443092346,0.1469476819038391,-0.004590380005538464,-0.10939653217792511,0.058377522975206375,-0.012184773571789265,-0.09739843010902405,0.03148207440972328,AM7205
0.17491129040718079,0.04031505808234215,0.08877124637365341,-0.10204648971557617,-0.04887063801288605,0.07583821564912796,-0.003756354097276926,-0.06073780357837677,-0.15223130583763123,0.08168759942054749,0.04267469048500061,AM7208
0.1987028568983078,0.0704365074634552,0.07444711029529572,-0.10176815837621689,0.08888694643974304,0.17079506814479828,0.04820728302001953,-0.035438839346170425,-0.17901936173439026,0.09218507260084152,-0.02689577080309391,AM7209
0.201274573802948,0.04177393391728401,0.1582070291042328,-0.060234811156988144,0.03356955945491791,0.17002926766872406,0.07304959744215012,0.009864943102002144,0.011648790910840034,0.1313868910074234,-0.060215093195438385,AM7211
0.24877165257930756,0.056717224419116974,0.16378098726272583,-0.06751707941293716,-0.032886795699596405,0.10237093269824982,0.031436145305633545,-0.028544384986162186,0.05184782296419144,0.08521725982427597,-0.018580719828605652,AM7213
0.14523951709270477,-0.01655990444123745,0.18560346961021423,-0.12210613489151001,-0.20279332995414734,-0.04767507687211037,0.10515563189983368,-0.0018982070032507181,0.08568674325942993,0.1819157600402832,0.01840672641992569,AM7214
0.2519690692424774,0.07431337237358093,0.17080514132976532,-0.10442084074020386,-0.051704488694667816,-0.0021964639890938997,0.07228638976812363,0.014005887322127819,0.09463334828615189,0.10777044296264648,0.017961179837584496,AM7215
0.23086877167224884,0.05454586073756218,0.13643796741962433,-0.09944906830787659,-0.13510246574878693,-0.02884596213698387,0.08521988987922668,-0.07983402907848358,-0.015565363690257072,0.0487884022295475,-0.09067738801240921,AM7216
-0.07994210720062256,0.09201846271753311,0.04509064182639122,0.03314744308590889,-0.01573997363448143,0.02086392417550087,0.012512882240116596,0.15955166518688202,-0.04432491958141327,-0.0822659507393837,-0.011051254346966743,AM7221
0.03157228231430054,0.12913651764392853,-0.047649234533309937,0.1697143316268921,-0.11972371488809586,-0.05686379596590996,-0.14447268843650818,-0.00845789909362793,0.16103911399841309,-0.04157853499054909,-0.027747778221964836,AM7223
0.06276188790798187,0.08561443537473679,-0.13064703345298767,0.05048315227031708,-0.06259426474571228,-0.06447365134954453,-0.11343976110219955,-0.08139845728874207,0.18619996309280396,0.04955538362264633,-0.13948515057563782,AM7224
0.03519231453537941,0.10862322151660919,0.011195259168744087,0.19831526279449463,-0.025115380063652992,-0.05914502218365669,-0.18146222829818726,0.012850021943449974,0.037890318781137466,0.07603201270103455,-0.03955789655447006,AM7226
-0.021168330684304237,0.10583309829235077,-0.015550450421869755,0.15607187151908875,-0.01161948125809431,-0.07175377756357193,0.11997610330581665,0.16443783044815063,0.02759704180061817,0.022586757317185402,0.1513400375843048,AM7228
0.017783619463443756,0.07120784372091293,-0.10083064436912537,-0.0043870811350643635,0.0551983006298542,-0.06372912973165512,0.22201938927173615,0.12549570202827454,0.05619775131344795,0.044466450810432434,-0.023864874616265297,AM7229
0.004243892151862383,0.11066456884145737,-0.005332044791430235,0.14720937609672546,0.01818881370127201,-0.11626900732517242,0.16600863635540009,0.17392174899578094,-0.07389025390148163,0.07674507796764374,0.08776188641786575,AM7230
0.0303016509860754,0.12366072833538055,0.03420519083738327,0.13382941484451294,0.04522889479994774,-0.16570715606212616,0.05642467364668846,-0.009660100564360619,-0.12482437491416931,-0.06629674881696701,0.07293938845396042,AM7236
0.05798531696200371,0.09496107697486877,-0.1690215915441513,0.014868468046188354,0.05878409370779991,-0.23381948471069336,0.22765140235424042,0.10281733423471451,0.02204134687781334,-0.02247447893023491,-0.15732669830322266,AM7237
0.0786907970905304,0.018797703087329865,-0.1113768070936203,0.039772119373083115,0.04200808331370354,-0.0274451095610857,-0.12813261151313782,-0.07591403275728226,0.017461588606238365,0.028397245332598686,0.07544967532157898,AM7241
0.05621151626110077,0.003587348386645317,-0.13817349076271057,-0.029821233823895454,0.04145413264632225,-0.0764322578907013,-0.020755773410201073,-0.04387527331709862,-0.07026311010122299,0.053697340190410614,5.899433745071292e-4,AM7242
0.047157201915979385,-0.08633106201887131,0.0915917307138443,-0.09999614208936691,-0.047280676662921906,-0.13303400576114655,-0.08322088420391083,0.1272701919078827,0.10789752006530762,-0.09083021432161331,-0.08304527401924133,AM7243
0.09045308828353882,-0.05660489946603775,-0.018513698130846024,0.01412445493042469,0.05204789340496063,-0.11694711446762085,-0.04876174032688141,0.07912471145391464,-0.09598074853420258,-0.012899139896035194,0.08787851780653,AM7255
0.04416210949420929,-0.020493000745773315,-0.004132567439228296,-0.1634196639060974,0.04517441242933273,-0.14114606380462646,-0.11847132444381714,0.14389076828956604,0.0057148560881614685,0.03721369430422783,0.09997367858886719,AM7256
-0.04583128169178963,0.07405486702919006,-0.06330738216638565,-0.1822345107793808,0.00276749674230814,0.055721234530210495,0.046264808624982834,0.07642389833927155,0.15941105782985687,-0.10441289097070694,-0.009624115191400051,AM7260
0.017126742750406265,0.08810646831989288,-0.06743931025266647,0.04413037747144699,-0.08453179895877838,-0.034320324659347534,0.10540411621332169,0.055483199656009674,0.029717691242694855,-0.04024253785610199,0.11177603900432587,AM7261
0.01202369760721922,0.03421901911497116,0.03558604046702385,0.08940431475639343,0.11325638741254807,-0.09332041442394257,0.13046646118164062,-0.27543044090270996,0.04662260785698891,-0.18946969509124756,0.1308317333459854,AM7266
0.0732370913028717,0.015620317310094833,-0.09991036355495453,0.10083642601966858,0.08205247670412064,0.10170968621969223,-0.04442540928721428,-0.013540538027882576,0.1060795933008194,-0.012241077609360218,0.11176078766584396,AM7269
-0.006099225487560034,0.07361553609371185,0.07257005572319031,-0.026656825095415115,0.153157576918602,-0.08391121029853821,0.05949854105710983,-0.2169308066368103,0.08208887279033661,-0.25634726881980896,0.02003340795636177,AM7270
