PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,Donor
-0.03233690559864044,-0.34335091710090637,-0.2674053907394409,-0.20047800242900848,0.4299158453941345,0.5881104469299316,-0.547137439250946,-0.1327217072248459,-0.546518087387085,-0.2582824230194092,0.8603532910346985,0.09613917022943497,0.9715129137039185,0.05333917587995529,-0.6378613114356995,-1.2970560789108276,0.7530394196510315,0.28704535961151123,0.17459702491760254,0.10845804959535599,0.042400117963552475,0.057908158749341965,-0.20997019112110138,-0.008021367713809013,-4.1814681026153266e-4,-4.263552837073803e-4,AM7180
0.2171257734298706,-0.34235456585884094,0.22211134433746338,-0.12657247483730316,0.26633790135383606,-0.7505420446395874,-0.15936945378780365,1.036373257637024,-0.098860964179039,-1.731428861618042,-0.8039936423301697,-0.2278568297624588,0.4502190351486206,-0.04074976593255997,-0.059212930500507355,0.7733465433120728,0.4207778871059418,0.2472616285085678,-0.38386625051498413,-0.002023897599428892,-0.3493640124797821,-0.3936486542224884,-0.09419095516204834,0.029058976098895073,-0.002850292017683387,0.0021077876444905996,AM7181
0.08128148317337036,0.05649859085679054,-0.5857239365577698,-0.5182511210441589,0.13818557560443878,-0.4584711492061615,0.17794254422187805,0.0736716166138649,-0.23531046509742737,-0.6687527298927307,0.4725111722946167,1.2643458843231201,0.9930334687232971,-0.9235539436340332,-0.7982442378997803,-0.43510666489601135,0.6596551537513733,-0.27319052815437317,0.12284806370735168,-0.22123023867607117,-0.3171228766441345,0.2858966886997223,-0.5688469409942627,0.0038392336573451757,5.8637501206249e-4,1.1063137208111584e-4,AM7182
0.10213320702314377,0.32545211911201477,-0.47499677538871765,-0.22582948207855225,0.49554452300071716,0.1454956978559494,-0.14658860862255096,-0.17824652791023254,0.8559643626213074,-0.5861279964447021,-0.2509292960166931,1.2673066854476929,0.4067411422729492,-0.051735423505306244,0.3665820360183716,-0.3987644612789154,2.167543888092041,0.0746932178735733,-0.5660319328308105,0.5824114680290222,-0.10075993835926056,-0.32774534821510315,-0.022859252989292145,0.052498094737529755,0.004946792032569647,0.002568464959040284,AM7188
0.09091851115226746,-0.27761733531951904,-0.1343359500169754,-0.23748545348644257,0.7533887028694153,0.10151776671409607,-0.9467166662216187,0.14283625781536102,-0.9296322464942932,-0.48004475235939026,0.42537233233451843,-0.8305509686470032,0.27316203713417053,0.42858514189720154,0.9485288858413696,-1.0432322025299072,1.0356258153915405,0.21068577468395233,0.24134503304958344,-0.08093228936195374,0.36037516593933105,-0.04803173616528511,0.3919720947742462,0.07657788693904877,0.011335702612996101,0.0031737054232507944,AM7189
0.08526158332824707,0.6108112335205078,-0.36755338311195374,-0.07964794337749481,-0.1267179697751999,-0.07078609615564346,-0.5654020309448242,-0.15259003639221191,1.6063636541366577,-0.7922448515892029,-1.279897689819336,-0.8752450346946716,0.708107590675354,0.13039621710777283,-0.6205350756645203,-0.3775627911090851,0.9862458109855652,0.36324185132980347,-0.42965614795684814,0.20619240403175354,0.4344092011451721,0.47163230180740356,-0.5006783604621887,-0.029919488355517387,-0.006207001395523548,-0.0011051131878048182,AM7196
0.07359662652015686,0.14415784180164337,-0.4734911024570465,-0.697584867477417,0.3440493047237396,0.284812331199646,-1.4662736654281616,-0.83658766746521,0.5372949838638306,-0.909329891204834,-0.4088445007801056,0.9325111508369446,0.05587609484791756,-0.3218819797039032,0.15330655872821808,-0.9017899632453918,0.3590944707393646,-0.138148233294487,-0.6355358958244324,-0.1397879421710968,-0.061344243586063385,0.30531424283981323,-0.34553006291389465,-0.026313133537769318,-0.0031078262254595757,-0.0012328163720667362,AM7197
0.4450000524520874,0.009778685867786407,0.12866543233394623,0.29537731409072876,0.9545517563819885,-0.6654585003852844,-0.8341314196586609,1.12366783618927,0.9122413992881775,-0.27591705322265625,0.579909086227417,-0.6757679581642151,0.17782869935035706,1.0336740016937256,0.15653985738754272,0.3735165596008301,-0.7672131657600403,0.5395808815956116,-0.41895976662635803,-0.02116822823882103,-0.16097073256969452,-0.022268109023571014,0.20369642972946167,0.08116955310106277,0.012514956295490265,0.0033006404992192984,AM7203
0.08719835430383682,0.6020677089691162,0.15118050575256348,1.0935335159301758,0.7553501129150391,0.35262277722358704,-0.9334810376167297,0.5965051054954529,0.013436653651297092,-0.6437222957611084,-0.23689724504947662,1.0336666107177734,-0.15390217304229736,1.412954568862915,-0.5207892656326294,-0.4145566523075104,0.15849308669567108,-0.5729356408119202,-0.7584193348884583,-0.31408005952835083,0.36193859577178955,0.2993747293949127,-0.41258475184440613,0.1433870941400528,0.00998913124203682,0.007195129059255123,AM7204
0.23788712918758392,-0.20085427165031433,-0.00861782394349575,0.21124598383903503,1.0570746660232544,-0.037848010659217834,-0.9775315523147583,0.5305826663970947,-0.1587325930595398,-0.9509271383285522,0.3458119034767151,-0.860741913318634,0.43811309337615967,0.672332227230072,0.3087290823459625,0.005089079961180687,0.5313440561294556,0.5121379494667053,-0.21801716089248657,-0.05408979207277298,0.07253741472959518,0.03540361300110817,-0.017316604033112526,0.037881482392549515,0.011165106669068336,9.173243888653815e-4,AM7205
0.4967576861381531,0.18096256256103516,0.4497388005256653,-0.6467593312263489,-0.36105474829673767,0.6089065074920654,0.026100026443600655,-0.519347071647644,-1.452974557876587,0.7319130897521973,0.47077879309654236,-2.0198004245758057,0.7298024296760559,1.1898443698883057,-1.1830573081970215,0.22589778900146484,0.40770915150642395,-0.40327411890029907,-0.13590948283672333,0.6258759498596191,0.5656492114067078,0.07248897850513458,-0.0536513589322567,-0.09901992976665497,0.0031017872970551252,-0.006164027377963066,AM7208
0.5613974332809448,0.31823471188545227,0.37991034984588623,-0.6448031067848206,0.6279566884040833,1.3797603845596313,0.49271947145462036,-0.3092890679836273,-1.7057461738586426,0.8295145630836487,-0.2386166900396347,-1.2581590414047241,0.08064641058444977,0.8286888003349304,-0.0853133276104927,0.18534763157367706,0.9102917313575745,-0.6490622162818909,-0.13082905113697052,0.6227644085884094,0.7840275168418884,0.2209179401397705,-0.1725258082151413,-0.04460728168487549,0.006177967879921198,-0.0033566365018486977,AM7209
0.5687009692192078,0.18734854459762573,0.800663948059082,-0.38394734263420105,0.24541787803173065,1.3615773916244507,0.6874475479125977,0.09518380463123322,0.10431969165802002,1.2317044734954834,-0.6056784391403198,0.42760205268859863,-0.5807230472564697,0.19766926765441895,-0.39547431468963623,0.09417732059955597,-0.41945597529411316,0.22123320400714874,-0.3111039102077484,-0.07046527415513992,-0.4375571012496948,0.038673415780067444,-0.10912874341011047,0.07316721975803375,0.0014361644862219691,0.004110462032258511,AM7211
0.701103150844574,0.2542635500431061,0.8304808735847473,-0.43261954188346863,-0.22776758670806885,0.8216355443000793,0.31012052297592163,-0.2650768458843231,0.48789528012275696,0.8216350078582764,-0.1955033540725708,0.8622510433197021,-0.9810404777526855,-0.17023372650146484,0.237713024020195,0.21669507026672363,-0.3701418936252594,0.2241944819688797,-0.14222948253154755,-0.6717537641525269,-0.4336682856082916,-0.04200657457113266,0.08738686144351959,0.062078095972537994,8.159645367413759e-4,0.003539157332852483,AM7213
