PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,PEER41,PEER42,Donor
-0.013531330041587353,-0.09993387758731842,-0.07206553220748901,-0.0454019270837307,0.08932904899120331,0.1155642569065094,-0.10856221616268158,-0.02498079277575016,-0.10788336396217346,-0.05321633815765381,0.18085667490959167,0.027971062809228897,0.2143694907426834,0.003488838439807296,-0.1536344587802887,-0.30887773633003235,0.17255574464797974,0.07076733559370041,0.026299521327018738,0.02907898835837841,-0.005491257179528475,0.0063470047898590565,-0.05393068119883537,-0.011600624769926071,-0.004900012630969286,0.011211385950446129,0.0039901770651340485,-2.9372563585639e-4,3.5603134892880917e-4,-8.860620437189937e-4,3.0010181944817305e-4,-8.066876762313768e-5,-9.494004771113396e-4,0.002240467118099332,-0.0012541284086182714,2.77301121968776e-4,-0.0018699208740144968,9.815354133024812e-4,0.0011975403176620603,6.758580566383898e-4,-8.749961853027344e-4,-1.2535048881545663e-4,AM7180
0.09157303720712662,-0.0994507223367691,0.05956126004457474,-0.02730575203895569,0.0548657588660717,-0.14684827625751495,-0.027572181075811386,0.21124519407749176,-0.020032795146107674,-0.35520339012145996,-0.1679762452840805,-0.045223068445920944,0.09915698319673538,-0.00604711240157485,-0.018092595040798187,0.18212541937828064,0.09575793892145157,0.05066366866230965,-0.10432520508766174,-0.031352654099464417,-0.10324878245592117,-0.08794671297073364,-0.022672252729535103,0.048303309828042984,-0.03756837919354439,0.02180151268839836,0.013719298876821995,0.0030160080641508102,-6.74115086439997e-4,-0.0012564153876155615,-0.0012962671462446451,-0.0012135988799855113,7.445100345648825e-4,-9.586972882971168e-4,0.002319445600733161,-7.852526032365859e-4,-0.0010264143347740173,-2.309084084117785e-4,-1.9268092000856996e-4,-0.0014399958308786154,5.89862815104425e-4,-3.5488983849063516e-4,AM7181
0.03446217626333237,0.016050169244408607,-0.15688274800777435,-0.11728262901306152,0.028607649728655815,-0.09116639196872711,0.03602759167551994,0.016469405964016914,-0.04803581163287163,-0.13440531492233276,0.09759309887886047,0.28802841901779175,0.21583546698093414,-0.21145302057266235,-0.18231235444545746,-0.09908947348594666,0.15565617382526398,-0.06093423813581467,0.041251230984926224,-0.052819401025772095,-0.09157618880271912,0.08612941950559616,-0.14427614212036133,0.008807980455458164,0.010070850141346455,4.7194099170155823e-4,0.016466841101646423,0.0015485708136111498,0.006330511067062616,-0.005728567019104958,4.491748404689133e-4,-0.004109992645680904,-5.474200006574392e-4,0.006284988485276699,-5.605496698990464e-5,6.357395905070007e-4,-0.002167746424674988,0.0013728515477851033,5.777647602371871e-4,0.001242935424670577,-0.00036399986129254103,3.1801153090782464e-4,AM7182
0.04304191470146179,0.09367430210113525,-0.1276227831840515,-0.05047416687011719,0.10352400690317154,0.027756085619330406,-0.025954732671380043,-0.034747589379549026,0.1729111522436142,-0.1201331615447998,-0.05599993094801903,0.27608680725097656,0.0925951600074768,-0.00428130105137825,0.08015154302120209,-0.08739582449197769,0.518375813961029,0.020711876451969147,-0.16421742737293243,0.12497603893280029,-0.046772267669439316,-0.07700637727975845,0.002422165125608444,0.05491887032985687,0.027575787156820297,0.026512060314416885,-7.015542942099273e-4,-0.0014467759756371379,-0.004675376694649458,0.0017228389624506235,-0.0015153978019952774,8.65935639012605e-4,-0.0019272830104455352,0.0017516298685222864,-3.056468558497727e-4,-6.617143517360091e-4,-0.0033525158651173115,-6.519883754663169e-4,0.0019349664216861129,-0.0012603988870978355,0.0035322518087923527,-0.0024645330850034952,AM7188
0.038386549800634384,-0.08112206310033798,-0.03647754341363907,-0.05322068929672241,0.15774255990982056,0.019623620435595512,-0.18638701736927032,0.03186703473329544,-0.1827363222837448,-0.10107610374689102,0.09382327646017075,-0.18478721380233765,0.06501686573028564,0.09226137399673462,0.20545163750648499,-0.24960371851921082,0.24781158566474915,0.05873885750770569,0.04646585136651993,-2.1426934108603746e-4,0.09364407509565353,-0.012190604582428932,0.12115523219108582,0.0751611515879631,0.0866595134139061,0.008622142486274242,-0.010883758775889874,-0.009275112301111221,0.0022753968369215727,0.0013419782044366002,3.234886971767992e-4,0.003985417541116476,-0.001131717348471284,8.466520812362432e-4,-0.002090942347422242,0.003384132869541645,-4.6056066639721394e-4,-0.0021590276155620813,8.702549966983497e-4,0.0026639148127287626,0.0024125557392835617,-6.745714927092195e-4,AM7189
0.03573023900389671,0.17671824991703033,-0.0987221971154213,-0.016999127343297005,-0.02632247656583786,-0.015501098707318306,-0.10529297590255737,-0.029603995382785797,0.32081905007362366,-0.1694602221250534,-0.274947851896286,-0.19231560826301575,0.15687453746795654,0.02360379882156849,-0.1557522714138031,-0.09025290608406067,0.2301197052001953,0.0892961397767067,-0.09786976873874664,0.05622456967830658,0.08643264323472977,0.14333267509937286,-0.13043449819087982,-0.03513431176543236,-0.0776723250746727,0.01834780164062977,5.662161856889725e-4,-2.774953900370747e-4,-0.007692488841712475,0.0010333139216527343,-0.003362766234204173,-0.00321779353544116,0.0010009839897975326,0.0032513514161109924,-9.053476387634873e-4,1.855080045061186e-4,-0.00516928918659687,0.0016244588186964393,7.232228526845574e-4,-9.657267946749926e-4,-8.39657848700881e-4,-0.0012518907897174358,AM7196
0.031230609863996506,0.04082504287362099,-0.12803657352924347,-0.15803657472133636,0.0718693658709526,0.05337581783533096,-0.28378844261169434,-0.16390064358711243,0.11130867153406143,-0.19264903664588928,-0.09232597798109055,0.20777390897274017,0.00902520027011633,-0.07228844612836838,0.0376594141125679,-0.20361638069152832,0.08829658478498459,-0.037647854536771774,-0.14685490727424622,-0.041884999722242355,-0.01385236531496048,0.11446357518434525,-0.0844809040427208,-0.033527910709381104,-0.019549742341041565,4.4924093526788056e-4,0.0023717875592410564,-0.0013134927721694112,-5.298073519952595e-4,-0.0025671403855085373,-0.0013492811704054475,-0.00394188379868865,5.826050182804465e-4,0.0034233215264976025,-8.942076237872243e-5,-6.031283410266042e-4,-0.0019115180475637317,0.0019568633288145065,6.099621532484889e-4,8.979129052022472e-5,-5.85929723456502e-4,1.867651881184429e-4,AM7197
0.1868678331375122,0.0023137619718909264,0.03400544822216034,0.07050377875566483,0.1991167515516281,-0.130169078707695,-0.16056035459041595,0.22341392934322357,0.18906916677951813,-0.05685238167643547,0.12464697659015656,-0.15075384080410004,0.04691772535443306,0.2306353896856308,0.03021540306508541,0.08545083552598953,-0.19035054743289948,0.11641038954257965,-0.10689391195774078,-0.002547031966969371,-0.026957495138049126,0.00837720837444067,0.06127481907606125,0.08460503816604614,0.11403685063123703,-0.012577440589666367,-0.004254491534084082,-0.004136189818382263,0.008718639612197876,-0.0037740999832749367,-9.42230864893645e-4,9.649302810430527e-4,-0.0015661987708881497,0.001785982633009553,-9.703729301691055e-4,0.0020428597927093506,0.0015436828834936023,-0.0027757661882787943,8.25050170533359e-4,0.001454091863706708,9.482498280704021e-4,0.0011400850489735603,AM7203
0.03588298335671425,0.1742085963487625,0.04066315293312073,0.2505773901939392,0.16015158593654633,0.06911474466323853,-0.18056756258010864,0.11534984409809113,0.008643142879009247,-0.1313648670911789,-0.05096965283155441,0.2269991785287857,-0.033863332122564316,0.3249393403530121,-0.11945634335279465,-0.10058150440454483,0.0388367623090744,-0.14216455817222595,-0.1534537523984909,-0.058366287499666214,0.09070498496294022,0.1562281847000122,-0.07189083844423294,0.1812586486339569,0.028974520042538643,0.03301584720611572,0.007834420539438725,-0.00534755177795887,4.33612207416445e-4,-0.010639826767146587,-0.0011158190900459886,-0.004136448260396719,0.001993925543501973,0.006891340482980013,-0.001274953014217317,0.005630588624626398,-0.0043931338004767895,0.0010321761947125196,0.001107343821786344,0.001274832640774548,0.0010365527123212814,-0.0011259254533797503,AM7204
0.09990301728248596,-0.05899032950401306,-0.0027357605285942554,0.05012837052345276,0.2210308462381363,-0.006895728874951601,-0.1896200180053711,0.10848728567361832,-0.02713475003838539,-0.1976994425058365,0.07574743777513504,-0.1890244483947754,0.10154497623443604,0.1494215875864029,0.05837003514170647,-0.004065396264195442,0.12181277573108673,0.1195041686296463,-0.05732562765479088,-0.00752206752076745,0.02479308843612671,0.01191315520554781,-0.002777421148493886,0.038115181028842926,0.11508844792842865,-0.014312387444078922,-2.9574468499049544e-4,-0.006274291779845953,0.008648266084492207,-0.0018274831818416715,-0.0017654672265052795,8.241869509220123e-4,-0.003498947946354747,0.004589967895299196,-0.0024703035596758127,0.002485382603481412,6.920810847077519e-5,-0.002507611410692334,0.0014888746663928032,0.0013299154816195369,0.0015865176683291793,9.494054247625172e-4,AM7205
