PEER1,PEER2,PEER3,Donor
-0.012117942795157433,-0.07557958364486694,-0.052591610699892044,AM7180
0.07815819978713989,-0.07302870601415634,0.044156961143016815,AM7181
0.030095569789409637,0.014347903430461884,-0.11622892320156097,AM7182
0.03531011566519737,0.0726819634437561,-0.0955997183918953,AM7188
0.031628917902708054,-0.06037906929850578,-0.025115594267845154,AM7189
0.029399324208498,0.1337011158466339,-0.072889544069767,AM7196
0.026604006066918373,0.03194008395075798,-0.09380295127630234,AM7197
0.1579081267118454,0.0013769457582384348,0.02494029514491558,AM7203
0.029802901670336723,0.12859618663787842,0.030056873336434364,AM7204
0.08341079205274582,-0.04411631077528,-0.0010761390440165997,AM7205
0.1756405085325241,0.04009690135717392,0.08853264153003693,AM7208
0.19740717113018036,0.07062280923128128,0.07445245236158371,AM7209
0.20086714625358582,0.03921675682067871,0.15786607563495636,AM7211
0.24875353276729584,0.05646991729736328,0.16250596940517426,AM7213
0.14756551384925842,-0.01583709754049778,0.1838327944278717,AM7214
0.25194042921066284,0.07668467611074448,0.1694175899028778,AM7215
0.2322816550731659,0.05419333651661873,0.13576889038085938,AM7216
-0.07833797484636307,0.08918792009353638,0.044020600616931915,AM7221
0.03317366912961006,0.12489278614521027,-0.04832582548260689,AM7223
0.06329283863306046,0.08354750275611877,-0.13098745048046112,AM7224
0.03500036150217056,0.10594120621681213,0.008821153081953526,AM7226
-0.01905233971774578,0.10304709523916245,-0.017067577689886093,AM7228
0.018007956445217133,0.07111559063196182,-0.10009480267763138,AM7229
0.004235278349369764,0.11017324775457382,-0.00601588562130928,AM7230
0.029904218390583992,0.12571470439434052,0.03607315942645073,AM7236
0.0590985007584095,0.09885800629854202,-0.1674681454896927,AM7237
0.07764002680778503,0.017766086384654045,-0.11048324406147003,AM7241
0.05599317327141762,0.004631470423191786,-0.13575021922588348,AM7242
0.04932788759469986,-0.08403076976537704,0.0918564423918724,AM7243
0.09072326123714447,-0.05388426035642624,-0.017534881830215454,AM7255
0.04384836181998253,-0.01521166879683733,-0.004287242889404297,AM7256
-0.045651327818632126,0.07558716088533401,-0.06298278272151947,AM7260
0.016514649614691734,0.08953161537647247,-0.06826627254486084,AM7261
0.010950127616524696,0.03744257614016533,0.037558335810899734,AM7266
0.07239323854446411,0.014214316383004189,-0.10073968768119812,AM7269
-0.007221839856356382,0.07849835604429245,0.07362820953130722,AM7270
0.012778150849044323,0.11142656952142715,0.005009558983147144,AM7272
-0.028961146250367165,0.10620857775211334,0.07561565935611725,AM7273
-0.00888984464108944,-0.06344892084598541,-0.08476267009973526,AM7277
-0.07484667003154755,0.03506697341799736,-0.028419511392712593,AM7278
-0.10085886716842651,0.04583273455500603,0.13968504965305328,AM7280
-0.13673394918441772,-0.0024221185594797134,0.15288303792476654,AM7283
-0.16151472926139832,0.0047532254830002785,0.13071602582931519,AM7284
-0.1265459954738617,-0.03480524569749832,0.09699895977973938,AM7285
0.02668222226202488,0.009025762788951397,-0.035248395055532455,AM7294
-0.06998870521783829,-0.01459154300391674,0.0865008533000946,AM7295
-0.1386282593011856,-0.06407947093248367,0.13351134955883026,AM7302
-0.08897385746240616,0.016054823994636536,0.04252998158335686,AM7303
-0.07848907262086868,-0.04800080880522728,-0.08772330731153488,AM7304
-0.09510652720928192,0.11627624928951263,0.12251515686511993,AM7312
-0.143905371427536,-0.01871538907289505,0.17554444074630737,AM7313
-0.1132938414812088,-0.012889234349131584,0.08123722672462463,AM7318
-0.024079235270619392,-0.059457067400217056,-0.11844492703676224,AM7319
-0.11022403836250305,0.11457064747810364,0.05869333818554878,AM7320
-0.1260928362607956,0.029653413221240044,0.13739418983459473,AM7321
-0.08626751601696014,0.0778847485780716,-0.06598956137895584,AM7323
-0.04059195518493652,-0.0042004454880952835,-0.10900163650512695,AM7325
-0.13224025070667267,0.07737098634243011,0.10820189863443375,AM7327
0.014140105806291103,-0.09012776613235474,-0.13394500315189362,AM7328
0.0036490117199718952,-0.040568891912698746,-0.16360998153686523,AM7329
-0.10815585404634476,0.09094103425741196,-0.0014539791736751795,AM7332
-0.12782081961631775,0.054252248257398605,0.06414644420146942,AM7333
-0.05611422285437584,-0.014172333292663097,-0.1257968246936798,AM7334
-0.0726209282875061,0.029742518439888954,-0.08084049075841904,AM7336
-0.10349135100841522,0.01937595009803772,-0.017430616542696953,AM7337
-0.07885264605283737,0.07192032039165497,8.713622228242457e-4,AM7343
-0.04662378877401352,0.0022607725113630295,-0.09896457940340042,AM7344
0.06709227710962296,0.03577754274010658,-0.14471590518951416,AM7345
-0.045087236911058426,0.04233003035187721,-0.07875234633684158,AM7346
-0.05872347950935364,-0.004407511558383703,-0.0968407690525055,AM7353
-0.07824432849884033,-0.03860019892454147,-0.08845317363739014,AM7354
0.046309586614370346,-0.04492253437638283,-0.11069544404745102,AM7356
0.04219936579465866,-0.017533326521515846,-0.08506886661052704,AM7359
-0.08804444223642349,-0.043516334146261215,-0.12236623466014862,AM7361
-0.07463422417640686,-0.11716815829277039,-0.0879485234618187,AM7362
0.01711188815534115,-0.13586550951004028,0.029557639732956886,AM7365
0.023929188027977943,-0.041265152394771576,-0.1341072916984558,AM7372
-0.018752656877040863,-0.19224883615970612,0.05894855409860611,AM7373
0.04119899868965149,-0.17365308105945587,0.07840113341808319,AM7380
0.016497524455189705,-0.06749103218317032,-0.056066349148750305,AM7382
0.036646533757448196,-0.16525179147720337,0.027438335120677948,AM7383
0.017257411032915115,-0.17592208087444305,0.052080150693655014,AM7384
0.007711762096732855,-0.15107589960098267,0.06602119654417038,AM7385
-0.017906267195940018,-0.08647143840789795,-0.06717158108949661,AM7386
0.05349693447351456,-0.1752854287624359,0.016509288921952248,AM7387
-0.033248528838157654,-0.25341981649398804,0.04050546884536743,AM7388
-0.019113514572381973,-0.18170037865638733,0.0655781701207161,AM7409
0.009905041195452213,-0.10190288722515106,0.04656362161040306,AM7416
0.0784512460231781,-0.14622673392295837,0.02674693800508976,AM7419
0.03577747195959091,-0.05713577941060066,-0.07286066561937332,AM7420
-0.0037208411376923323,-0.1625305414199829,0.07931885868310928,AM7426
0.022618599236011505,-0.15663458406925201,0.025316011160612106,AM7427
-0.011443170718848705,-0.11965853720903397,0.02881188504397869,AM7492
-0.11983733624219894,0.0108486982062459,0.054183200001716614,AM7493
-0.03909565508365631,0.09574349224567413,0.009602686390280724,AM7495
-0.02594836987555027,0.14050716161727905,0.12655378878116608,AM7589
0.011339711956679821,0.11391313374042511,0.0239325650036335,AM7591
0.046739380806684494,-0.017804164439439774,-0.12103744596242905,AM7628
-0.029953962191939354,0.11279412358999252,0.09268485754728317,AM7629
0.03119056113064289,0.13210362195968628,-0.023208247497677803,AM7633
0.04951869696378708,0.06278527528047562,-0.05518387630581856,AM7634
