PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,PEER41,PEER42,PEER43,PEER44,PEER45,PEER46,Donor
-0.028819475322961807,0.3233981430530548,-0.8556082844734192,0.25857865810394287,0.4687603712081909,-0.35146427154541016,-0.9648534059524536,-0.21842128038406372,0.03722621127963066,-0.7947359085083008,-3.9263477083295584e-4,0.25911253690719604,0.44141504168510437,-0.6025090217590332,-0.04692994803190231,-0.06985090672969818,-0.42476820945739746,0.12617340683937073,0.5180442333221436,0.20485195517539978,0.005106022581458092,-0.00622901227325201,-1.493777526775375e-4,-1.9820233865175396e-4,-6.931595999049023e-5,-2.0740833861054853e-5,-1.3485434465110302e-5,-7.273566552612465e-6,2.4745499104028568e-5,-3.155692684231326e-5,-3.241367812734097e-5,1.1193513273610733e-5,-1.0113603821082506e-5,-1.7821248547988944e-5,-6.602323082915973e-6,2.782461160677485e-5,-1.3269057490106206e-5,1.2785210856236517e-5,-5.244062776910141e-6,7.402533356071217e-6,1.0124972504854668e-6,8.47436149342684e-6,-2.6127856926905224e-6,-6.306046088866424e-6,-8.798843737167772e-6,-2.7660842079058057e-6,AM7180
0.027076711878180504,0.30299389362335205,-0.348011314868927,-0.40253159403800964,0.872272789478302,-0.5671026110649109,-1.1588236093521118,0.452289342880249,0.04817749559879303,-0.1806073933839798,1.0544501543045044,-0.2803313434123993,-0.4366026818752289,0.052922334522008896,-0.08952641487121582,-0.2693706452846527,-0.2756565511226654,-0.8638486266136169,0.5713648200035095,0.10794153809547424,-0.21902942657470703,-0.011473624967038631,-2.3448720457963645e-4,-3.8284610491245985e-4,-1.1496727529447526e-4,-3.54545954905916e-5,-1.098536540666828e-5,-5.011169378121849e-6,4.621012703864835e-5,-5.9900055930484086e-5,-6.233319436432794e-5,2.2706806703354232e-5,-1.920321665238589e-5,-3.494815246085636e-5,-1.1715346772689372e-5,5.54384860151913e-5,-2.461807343934197e-5,2.236637556052301e-5,-1.1575374628591817e-5,1.2939954103785567e-5,4.671894657803932e-7,1.2746319043799303e-5,-3.5551779546949547e-6,-1.1473344784462824e-5,-1.8518499928177334e-5,-4.760433967021527e-6,AM7181
-0.0050226738676428795,0.17702171206474304,-0.21761614084243774,-0.9421776533126831,0.6345049738883972,0.028682179749011993,-0.39793694019317627,0.5439751744270325,0.9988635182380676,-0.21757425367832184,1.269626498222351,-0.5795700550079346,0.24692343175411224,-1.0914340019226074,-0.562575101852417,-0.16543549299240112,-0.503608763217926,-0.2460339367389679,0.059391625225543976,-0.050514791160821915,0.15359514951705933,-0.012997756712138653,-2.483063726685941e-4,-4.377797886263579e-4,-1.1785505921579897e-4,-3.902390017174184e-5,-4.572052148432704e-6,9.795205642149085e-7,5.816005796077661e-5,-6.424545426853001e-5,-7.171278411988169e-5,2.4161079636542127e-5,-2.1143017875147052e-5,-4.154967609792948e-5,-1.4803390513407066e-5,6.326474249362946e-5,-3.1095401936909184e-5,2.4179946194635704e-5,-1.5384894140879624e-5,1.4216409908840433e-5,6.280853313000989e-7,1.3327070519153494e-5,-4.965121661371086e-6,-1.260784029000206e-5,-2.1663734514731914e-5,-5.551967205974506e-6,AM7182
0.1634468138217926,0.25890806317329407,-0.4915315806865692,0.04365377500653267,0.9165462851524353,-0.6451552510261536,-1.427885890007019,-0.3239913284778595,-0.3418738842010498,-1.1902261972427368,0.2836798429489136,0.8148791193962097,0.055234644562006,-0.4613554775714874,-0.02907448261976242,0.1846851110458374,0.3887304365634918,0.15596719086170197,0.580127477645874,0.12162835896015167,-0.10894864052534103,-0.009466717950999737,-1.979315566131845e-4,-3.13794327666983e-4,-9.652515291236341e-5,-3.0572497053071856e-05,-1.0654910511220805e-5,-4.904243724013213e-6,3.864874815917574e-5,-4.890191848971881e-5,-5.09709570906125e-5,1.83243664650945e-5,-1.5781843103468418e-5,-2.862612200260628e-5,-9.997523193305824e-6,4.4836546294391155e-5,-2.059730286418926e-5,1.860483826021664e-5,-9.273285286326427e-6,1.0676117199182045e-5,6.538581374115893e-7,1.0936319995380472e-5,-3.3069425171561306e-6,-9.455969120608643e-6,-1.4822890079813078e-5,-3.968352302763378e-6,AM7188
-0.137980118393898,-0.6406643390655518,-0.21846121549606323,-0.19134703278541565,0.2543289065361023,-0.9854697585105896,-1.1102608442306519,-0.26767444610595703,-0.7619759440422058,-0.6710238456726074,0.2335897982120514,-0.7041499018669128,0.8928364515304565,-0.4322338104248047,-0.3635394871234894,-0.259631872177124,0.6176091432571411,0.11188217252492905,0.7016170620918274,0.16073350608348846,-0.1168438121676445,-0.014005659148097038,-2.91326898150146e-4,-4.6438517165370286e-4,-1.4120936975814402e-4,-4.486009856918827e-5,-1.490476915932959e-5,-6.563564511452569e-6,5.782378138974309e-5,-7.186092261690646e-5,-7.558825745945796e-5,2.6920923119178042e-5,-2.3275822968571447e-5,-4.2599611333571374e-5,-1.4922286027285736e-5,6.64445833535865e-5,-3.080856549786404e-5,2.7392039555707015e-5,-1.4011132407176774e-5,1.576453541929368e-5,9.759975228007534e-7,1.6049230907810852e-5,-4.9615891839494e-6,-1.3947521438240074e-5,-2.2052578060538508e-5,-5.901066288060974e-6,AM7189
-0.07718662917613983,0.26554644107818604,0.6064110994338989,-0.578169584274292,0.22218595445156097,0.853888988494873,0.8907541036605835,0.07901951670646667,0.4378926455974579,-1.1011725664138794,1.4654299020767212,0.13527877628803253,0.5958214998245239,0.04568495601415634,0.1908429116010666,-1.4286625385284424,0.23156879842281342,-0.45488134026527405,0.9437423944473267,-0.27694860100746155,-0.11935662478208542,0.01735706813633442,3.759882238227874e-4,5.660421447828412e-4,1.7586079775355756e-4,5.691267870133743e-5,2.1769756131106988e-5,1.0349527656217106e-5,-7.465098315151408e-5,8.506291487719864e-5,9.348134335596114e-5,-3.1991658033803105e-5,2.900835170294158e-5,5.318722105585039e-5,1.918569796544034e-5,-8.051047916524112e-5,3.912516331183724e-5,-3.4328666515648365e-5,1.7385926184942946e-5,-1.9461125702946447e-5,-1.995581897062948e-6,-2.085298183374107e-5,6.903933808644069e-6,1.7227914213435724e-5,2.680882789718453e-5,7.617426035722019e-6,AM7196
0.011929422616958618,0.39031335711479187,-0.5860952734947205,0.03268299251794815,0.7351556420326233,0.35531994700431824,-1.2500197887420654,-0.03864426538348198,-0.6505635976791382,-1.0594964027404785,-0.4479183852672577,0.376207560300827,0.346721351146698,-0.3144383728504181,0.3157016932964325,0.1751316785812378,-0.30688613653182983,0.5601693391799927,0.46435052156448364,0.062394458800554276,-0.7203195691108704,-0.044334035366773605,-8.492794004268944e-4,-0.0015008881455287337,-4.271713551133871e-4,-1.4104614092502743e-4,-2.2659931346424855e-5,-6.633664270339068e-6,1.8581571930553764e-4,-2.2907962556928396e-4,-2.4387527082581073e-4,8.911099575925618e-5,-7.553661271231249e-5,-1.3903615763410926e-4,-4.694928793469444e-5,2.166418416891247e-4,-9.813334327191114e-5,8.506427548127249e-5,-4.73345753562171e-5,4.810996324522421e-5,8.902464401217003e-7,4.599422391038388e-5,-1.3872825547878165e-5,-4.393110430100933e-5,-7.353929686360061e-5,-1.8073096725856885e-5,AM7197
0.308258980512619,-0.4346241056919098,1.1515109539031982,-0.03297543525695801,0.20070762932300568,-0.4431381821632385,-0.9872899651527405,-1.326643943786621,0.18263520300388336,-0.7487471103668213,0.23316702246665955,-0.4944678246974945,0.05574209988117218,-0.41773638129234314,-1.0466954708099365,0.660906970500946,0.28066253662109375,0.27202776074409485,-0.3022889196872711,0.6996490955352783,-0.4571978449821472,0.0442320890724659,7.683122530579567e-4,0.0015220512868836522,3.751023323275149e-4,1.2985305511392653e-4,-1.0778764590213541e-5,-2.108593616867438e-5,-2.0267748914193362e-4,2.1984217164572328e-4,2.481827395968139e-4,-8.435446216026321e-5,7.228283357108012e-5,1.4558264228980988e-4,5.110510755912401e-5,-2.2139796055853367e-4,1.0852514969883487e-4,-7.970214210217819e-5,5.64547190151643e-5,-4.693322262028232e-5,-1.1818870859769959e-7,-4.032756623928435e-5,1.5964138583512977e-5,4.241073111188598e-5,7.722568261669949e-5,1.8390970581094734e-5,AM7203
-0.04568891599774361,0.6578287482261658,0.45202991366386414,-0.1545858383178711,0.4989776015281677,-0.07090461254119873,-0.04784407094120979,0.2176491618156433,-0.6053988933563232,0.9085458517074585,0.0017395321046933532,-0.9444857239723206,-1.086815357208252,1.182007074356079,-0.06526016443967819,-0.6983689069747925,0.0703820288181305,0.20525646209716797,0.6479435563087463,0.31140249967575073,0.09749247878789902,-0.019649161025881767,-4.2618269799277186e-4,-6.422547157853842e-4,-1.9992001762147993e-4,-6.299548113020137e-5,-2.5739862394402735e-5,-1.1627172170847189e-5,8.276160951936617e-5,-9.829299233388156e-5,-1.0521777585381642e-4,3.604658195399679e-5,-3.2116186048369855e-5,-5.93977929383982e-5,-2.154217872885056e-5,9.138427412835881e-5,-4.41465454059653e-5,3.864633254124783e-5,-1.9574823454604484e-5,2.2409498342312872e-5,2.1405894585768692e-6,2.3647256966796704e-5,-7.83194900577655e-6,-1.9512594008119777e-5,-3.0113969842204824e-5,-8.560754395148251e-6,AM7204
0.019637806341052055,0.6042976975440979,0.26098740100860596,-0.1961412876844406,0.6713184714317322,-0.15941587090492249,-0.08425403386354446,-0.247698575258255,-0.6117820739746094,0.636925220489502,-0.0847083032131195,-1.0367003679275513,-1.4303812980651855,0.24429605901241302,-1.0305914878845215,-0.21233293414115906,0.20110979676246643,0.3923925459384918,0.127347931265831,0.3778861463069916,-0.050301603972911835,-0.025191091001033783,-5.387961864471436e-4,-8.270725957117975e-4,-2.5665361317805946e-4,-8.182066812878475e-5,-3.0825605790596455e-5,-1.4564257980964612e-5,1.0542332893237472e-4,-1.2675255129579455e-4,-1.3552754535339773e-4,4.746591730508953e-5,-4.1975697968155146e-5,-7.654503133380786e-5,-2.719392614380922e-5,1.179241735371761e-4,-5.575318573391996e-5,4.972195893060416e-5,-2.487510755599942e-5,2.8400299925124273e-5,2.3850448087614495e-6,2.9834211090928875e-5,-9.445096111448947e-6,-2.5097797333728522e-5,-3.907754216925241e-5,-1.0832093721546698e-5,AM7205
