PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,Donor
-0.007868526503443718,0.07066047936677933,-0.16824306547641754,0.042148835957050323,0.06319044530391693,-0.04785725846886635,-0.11307850480079651,-0.02658124640583992,AM7180
0.008199356496334076,0.06800518929958344,-0.06812690943479538,-0.06439865380525589,0.11715414375066757,-0.07454841583967209,-0.1365278959274292,0.051109910011291504,AM7181
-8.15319421235472e-4,0.039651550352573395,-0.04353919252753258,-0.1519877016544342,0.08752864599227905,0.002799250418320298,-0.045180097222328186,0.05265592038631439,AM7182
0.04675396904349327,0.05711394175887108,-0.0960056409239769,0.007261492311954498,0.1234891340136528,-0.08463125675916672,-0.1678413450717926,-0.03553596884012222,AM7188
-0.03941948339343071,-0.13914762437343597,-0.04245253652334213,-0.0322696678340435,0.037400055676698685,-0.12530355155467987,-0.1371118724346161,-0.02026306465268135,AM7189
-0.022640908136963844,0.05766242370009422,0.11805804073810577,-0.0924391895532608,0.03243269771337509,0.11028791964054108,0.11101192981004715,6.791632622480392e-4,AM7196
0.0037228590808808804,0.08572383224964142,-0.11514674872159958,0.006634346675127745,0.09900287538766861,0.04561315476894379,-0.14979268610477448,0.0023279821034520864,AM7197
0.08773176372051239,-0.09562239795923233,0.22600653767585754,-0.005524688865989447,0.027904072776436806,-0.05241300165653229,-0.12003997713327408,-0.1554715782403946,AM7203
-0.013346045278012753,0.14462441205978394,0.0886029526591301,-0.023765448480844498,0.06287793070077896,-0.008491539396345615,-0.006105160340666771,0.02977125346660614,AM7204
0.005266204476356506,0.13268546760082245,0.05202055349946022,-0.031070655211806297,0.0858231782913208,-0.02012532390654087,-0.01221905555576086,-0.023056434467434883,AM7205
0.27057212591171265,-0.013977162539958954,-0.042199861258268356,-0.03382604569196701,-0.03216586261987686,0.047367844730615616,0.06454099714756012,0.08064337819814682,AM7208
0.26022475957870483,0.0011273077689111233,0.021506434306502342,-0.028609221801161766,-0.07944927364587784,8.17125488538295e-4,0.006286946125328541,0.14194358885288239,AM7209
0.32518741488456726,-0.03598463907837868,-0.026530640199780464,-0.033846136182546616,0.009843743406236172,0.07467222213745117,0.05328628420829773,0.03240251541137695,AM7211
0.3144146800041199,-0.044240035116672516,0.02056654915213585,0.033146291971206665,-0.09821681678295135,-0.09044600278139114,0.13410821557044983,0.035344675183296204,AM7213
0.24902750551700592,-0.09016825258731842,-0.21228346228599548,-0.023532507941126823,7.790066301822662e-4,-0.09913957118988037,0.16826695203781128,-0.008459755219519138,AM7214
0.33004581928253174,-0.07039963454008102,-0.03256910294294357,-0.016064001247286797,0.030554985627532005,-0.10334986448287964,0.08831408619880676,0.02206423133611679,AM7215
0.27853116393089294,-0.03290992230176926,-0.03780810907483101,-0.016009489074349403,-0.10316353291273117,0.07834535837173462,0.10334490239620209,0.0758448913693428,AM7216
-0.04621147736907005,-0.1078614816069603,0.005769773386418819,-0.025661736726760864,-0.011188747361302376,-0.18454429507255554,-0.09715839475393295,-0.08059809356927872,AM7221
-0.04021355137228966,-0.10864569246768951,-0.021129047498106956,-0.056327007710933685,-0.006886661984026432,-0.19054082036018372,-0.08568322658538818,-0.13299539685249329,AM7223
0.022796498611569405,-0.11824798583984375,-0.006783491466194391,0.07446214556694031,0.06341364979743958,0.07682757079601288,-0.043799396604299545,-0.21283145248889923,AM7224
0.022372622042894363,0.03750688582658768,0.09463198482990265,-0.10778673738241196,0.03492049127817154,-0.04920796677470207,0.08083735406398773,-0.052555862814188004,AM7226
0.03813648968935013,-0.10597129166126251,0.1365051418542862,0.13305555284023285,0.08460333198308945,-0.05360116809606552,-0.08406772464513779,-0.14881326258182526,AM7228
0.018117746338248253,0.08261673152446747,0.20212820172309875,-0.06944650411605835,0.027713732793927193,-0.09326630085706711,-0.0034477957524359226,0.05240274593234062,AM7229
0.10780655592679977,0.04983251169323921,0.17682018876075745,-0.10101405531167984,0.1045944094657898,-0.12402740120887756,-0.014587748795747757,-0.022825445979833603,AM7230
-0.009038561955094337,-0.055666904896497726,0.15929698944091797,0.1524902880191803,0.018849661573767662,-0.034048892557621,-0.09813005477190018,-0.022593049332499504,AM7236
0.003861483186483383,0.02560523711144924,0.11573320627212524,-0.043296512216329575,-0.00233248108997941,-0.05812854319810867,0.10854791104793549,-0.0701133981347084,AM7237
0.05937851592898369,0.08073104918003082,-0.051939647644758224,-0.04210006445646286,0.14211630821228027,-0.13030001521110535,-0.1611955761909485,-0.08403393626213074,AM7241
0.09034105390310287,0.079740509390831,-0.08328057825565338,-0.03196592628955841,0.13256493210792542,0.09489899128675461,-0.10800015181303024,-0.13922898471355438,AM7242
0.018049705773591995,-0.13157470524311066,0.03958703577518463,-0.006598408333957195,0.021445216611027718,0.18560078740119934,-0.015620381571352482,-0.18589866161346436,AM7243
0.06509502977132797,0.11847154051065445,0.06288116425275803,-0.08377234637737274,0.09775391221046448,0.08129873126745224,-0.06477567553520203,-0.03911786153912544,AM7255
0.09166133403778076,0.0751768946647644,-0.06450435519218445,0.02041223831474781,0.1015196442604065,0.11114955693483353,-0.05543532595038414,-0.18937721848487854,AM7256
-0.056908369064331055,-0.14016206562519073,-0.07124727219343185,-0.07934391498565674,0.036472830921411514,-0.04113542288541794,-0.06678735464811325,-0.033351361751556396,AM7260
0.03613102436065674,-0.08389341831207275,0.012344487011432648,0.0792565643787384,0.21040400862693787,0.23507069051265717,-0.05153534933924675,0.1443224847316742,AM7261
0.005305598955601454,-0.0717630460858345,0.10044585913419724,-0.053387682884931564,-0.0582813136279583,-0.02377980574965477,-0.06978964805603027,-0.038399793207645416,AM7266
-0.016668960452079773,-0.07539654523134232,0.08584704995155334,-0.028518300503492355,-0.10773070156574249,-0.024975862354040146,-0.09306325763463974,-0.043489400297403336,AM7269
-0.009568393230438232,-0.12784695625305176,-0.008266618475317955,0.07183531671762466,0.04140068218111992,-0.032332491129636765,-0.09521812945604324,-0.07620394229888916,AM7270
0.04936178773641586,0.08967160433530807,0.1309497356414795,-0.05414354428648949,0.1912822425365448,-0.0811048373579979,0.020280351862311363,-0.04318980500102043,AM7272
0.004465984180569649,0.1154550239443779,0.12868770956993103,-0.04561799019575119,0.09061674028635025,0.07457327097654343,0.19782617688179016,-0.09454479068517685,AM7273
0.014723353087902069,-0.04048643633723259,0.07322511821985245,0.16212613880634308,0.09845801442861557,0.06476029753684998,-0.029346950352191925,0.24323013424873352,AM7277
-0.02224016934633255,-0.09286823868751526,0.17505984008312225,0.11763598769903183,-0.054317817091941833,-0.03852235525846481,-0.1087411493062973,-0.05808832123875618,AM7278
-0.0677986815571785,-0.08012834191322327,0.04025308042764664,0.22777295112609863,0.07627300918102264,0.021232228726148605,0.09992564469575882,0.12731295824050903,AM7280
-0.09165623784065247,-0.052546754479408264,-0.027693137526512146,0.1774531602859497,0.16690893471240997,-0.07932905107736588,0.10238564759492874,0.3565834164619446,AM7283
-0.0752117931842804,0.11157751828432083,0.1814965009689331,-0.06823603808879852,0.0035168135073035955,-0.03427673876285553,0.04976451396942139,0.13948534429073334,AM7284
0.01688525266945362,0.14730168879032135,0.10212932527065277,0.11902511119842529,-0.08764634281396866,0.09445585310459137,-0.07537398487329483,0.01939709298312664,AM7285
-0.0041234311647713184,-0.10073033720254898,-0.030216490849852562,0.1582423895597458,0.2525499165058136,-0.07614138722419739,0.030495546758174896,0.0796312615275383,AM7294
-0.01242566667497158,0.012607000768184662,0.1287868618965149,0.21543535590171814,0.019114913418889046,0.05259507894515991,0.17313185334205627,0.1787845343351364,AM7295
-0.11541716754436493,-0.1299988031387329,0.033509042114019394,0.06008194014430046,-0.07349314540624619,0.015100616030395031,-0.02072393149137497,-0.04528581351041794,AM7302
-0.07373695075511932,0.005152192898094654,0.1477438360452652,-0.0518566370010376,-0.10603348165750504,-0.09053552895784378,0.03854971379041672,0.0918007642030716,AM7303
-0.051506299525499344,0.07022372633218765,0.17185598611831665,-0.08936376124620438,-0.026300739496946335,0.022024478763341904,0.005985057447105646,0.14071382582187653,AM7304
0.02838602103292942,-0.06641284376382828,0.04211730137467384,-0.162508025765419,0.16823770105838776,0.002307261573150754,-0.032521460205316544,-0.0964023545384407,AM7312
-0.07888239622116089,-0.06755103915929794,-0.033544912934303284,0.21031339466571808,0.19396215677261353,-0.20822536945343018,0.1012445017695427,0.19172023236751556,AM7313
-0.06224728375673294,-0.06462573260068893,0.012669390998780727,0.20426559448242188,0.09980006515979767,0.21548312902450562,0.18232513964176178,-0.05753814056515694,AM7318
0.003185562789440155,0.13183553516864777,-0.07984746247529984,0.125146746635437,-0.0336294062435627,0.0950273871421814,0.11342798918485641,-0.20634803175926208,AM7319
-0.027867987751960754,-0.12280625104904175,-0.08141875267028809,0.07845668494701385,0.33393728733062744,0.07556871324777603,0.02732839249074459,0.003132718615233898,AM7320
-0.11371655017137527,-0.12455897033214569,-0.09241674095392227,0.12532496452331543,0.09828374534845352,0.08500505983829498,0.06517934799194336,-0.13489125669002533,AM7321
-0.048285648226737976,0.12442699074745178,0.014405293390154839,-0.09341724216938019,0.018035290762782097,0.19308403134346008,-0.02814507856965065,0.11858423799276352,AM7323
-0.042414672672748566,0.040620408952236176,0.09320516139268875,-0.03936202451586723,-0.10300818085670471,0.0858694538474083,0.13134682178497314,-0.009290102869272232,AM7325
-0.08917327225208282,0.04824718087911606,0.014657976105809212,-0.1304282695055008,0.12959755957126617,-0.08850324898958206,0.16068032383918762,-0.03567388653755188,AM7327
-0.08240978419780731,0.14005620777606964,-0.030703429132699966,-0.03695475310087204,-0.07696998864412308,0.02144699916243553,-0.06205572187900543,0.14597024023532867,AM7328
-0.03994809091091156,0.1285449117422104,-0.07589941471815109,0.046464934945106506,-0.12731653451919556,0.040042463690042496,-0.20237362384796143,0.13607323169708252,AM7329
-0.10274096578359604,-0.06653614342212677,0.08980615437030792,0.07917362451553345,-0.08260441571474075,0.10111536085605621,0.012235675007104874,-0.0902293398976326,AM7332
-0.08539547771215439,0.1307307928800583,-0.10980012267827988,-0.023675749078392982,0.03372124955058098,0.04083264619112015,0.059366971254348755,-0.017803918570280075,AM7333
-0.00532645033672452,0.15431876480579376,-0.058232083916664124,0.0933213159441948,-0.09976869076490402,0.09926876425743103,-0.06483898311853409,-0.02769785188138485,AM7334
-0.10523011535406113,-0.06527002900838852,-0.08300411701202393,-0.12549088895320892,0.04897545278072357,-0.13014797866344452,0.026248620823025703,-0.019661974161863327,AM7336
-0.09946710616350174,-0.017173146829009056,-0.11320672184228897,-0.16053590178489685,0.05926431715488434,-0.11533164232969284,0.1164695993065834,-0.04030636325478554,AM7337
-0.050154294818639755,0.13833945989608765,0.010766852647066116,-0.014990821480751038,0.014117369428277016,-0.07525712996721268,-0.021602444350719452,0.04641415923833847,AM7343
-0.10769462585449219,0.0066558741964399815,-0.06841864436864853,-0.14246109127998352,0.010089547373354435,-0.07153964787721634,0.1206318736076355,0.07216927409172058,AM7344
-0.005357449408620596,-0.12396081537008286,0.06788011640310287,-0.05474572628736496,-0.1193578764796257,0.21465183794498444,-0.24696320295333862,0.04005007818341255,AM7345
-0.04782189428806305,-0.0654657781124115,0.031577546149492264,0.10368504375219345,-0.019849220290780067,0.2666807174682617,-0.1135103851556778,0.0634492039680481,AM7346
-0.01996520534157753,0.12645968794822693,-0.08406193554401398,-0.07904952019453049,0.07903989404439926,0.18802358210086823,-0.041427258402109146,-0.04286690801382065,AM7353
-0.1071939468383789,0.04193337261676788,-0.1426873356103897,-0.14850999414920807,0.07543614506721497,-0.01018889807164669,0.03501768782734871,0.04730619862675667,AM7354
0.051422640681266785,0.1271585375070572,0.06508397310972214,0.07599177956581116,-0.092418670654296875,-0.10284339636564255,-0.22089307010173798,0.01039569079875946,AM7356
0.01284751109778881,-0.0544113926589489,0.2565467655658722,0.021082764491438866,-0.16490936279296875,-0.14048530161380768,-0.11968669295310974,0.027805980294942856,AM7359
-0.09710914641618729,-0.03215080872178078,0.07617177069187164,-0.033284276723861694,-0.0818302258849144,0.01816282421350479,0.17979922890663147,-0.15757609903812408,AM7361
-0.15706610679626465,-0.09741825610399246,-0.07655417919158936,-0.06829352676868439,-0.024339662864804268,0.005627457983791828,0.04515833035111427,-0.09005288034677505,AM7362
-0.04704641178250313,0.10038434714078903,-0.08764886856079102,-0.08521093428134918,0.030758697539567947,0.04414947330951691,-0.13670316338539124,0.13642755150794983,AM7365
-0.02898506075143814,-0.03488752990961075,0.007719334680587053,-0.14300669729709625,0.0030132178217172623,0.030845554545521736,0.05513235181570053,-0.08273972570896149,AM7372
-0.0020341556519269943,0.08504073321819305,-0.026211997494101524,0.1725418120622635,-0.17950329184532166,-0.013025506399571896,0.18629787862300873,-0.10122481733560562,AM7373
