PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,PEER41,PEER42,PEER43,PEER44,PEER45,PEER46,PEER47,PEER48,PEER49,PEER50,Donor
-0.009009283035993576,0.08584799617528915,-0.20721620321273804,0.05421088635921478,0.08588745445013046,-0.06880009174346924,-0.1724141538143158,-0.04354069381952286,0.008156917057931423,-0.15566882491111755,0.0031835450790822506,0.05121506378054619,0.08718882501125336,-0.12372832745313644,-0.012680412270128727,-0.012583508156239986,-0.10181376338005066,0.0222904235124588,0.10531271994113922,0.057928480207920074,-0.004029627423733473,-0.009470222517848015,3.795295488089323e-4,-9.550360846333206e-4,-0.004925248213112354,0.001145580899901688,-0.0017078161472454667,-0.0025430950336158276,-0.001325384364463389,-0.0016246519517153502,4.913481534458697e-4,5.4928837926127017e-5,3.055614070035517e-4,8.407927816733718e-4,-6.0409613070078194e-5,-7.438035681843758e-4,4.5763992238789797e-4,-1.2531154789030552e-4,7.417675806209445e-4,-2.844577538780868e-4,4.11438595619984e-5,9.405092569068074e-4,-6.290378514677286e-4,-4.727005725726485e-4,9.84393060207367e-4,2.733095025178045e-4,-7.680912676732987e-5,8.200434967875481e-4,-5.942427014815621e-5,6.917627761140466e-4,AM7180
0.009129405952990055,0.08138952404260635,-0.08380774408578873,-0.0837177187204361,0.161650612950325,-0.10530906915664673,-0.20866407454013824,0.0816044732928276,0.005507365334779024,-0.033252131193876266,0.21487200260162354,-0.05239465832710266,-0.09292885661125183,0.017157018184661865,-0.01989806815981865,-0.056215621531009674,-0.055123597383499146,-0.19242577254772186,0.12467503547668457,0.04993465915322304,-0.04161618649959564,-0.01921531744301319,-0.008173413574695587,0.001911019324325025,-0.003029959974810481,0.004414576571434736,-0.0037700077518820763,-0.0024049249477684498,-0.0031428660731762648,-0.002955134492367506,9.496971870248672e-6,-2.1661972277797759e-4,0.0013034617295488715,0.0011249611852690578,0.0014064856804907322,0.0025569649878889322,3.059356822632253e-4,2.4183928326237947e-4,-9.046735940501094e-4,0.0018264384707435966,-1.9620130478870124e-4,4.3486838694661856e-4,-2.7965716435573995e-4,-9.057288989424706e-4,-1.4058557280804962e-4,1.5727709978818893e-4,-0.0017220210283994675,5.115789244882762e-4,0.001125543494708836,6.101236212998629e-4,AM7181
-0.001640238449908793,0.04785551875829697,-0.05253687873482704,-0.19667203724384308,0.11926759034395218,0.004423348233103752,-0.07023695856332779,0.09980271011590958,0.1880781501531601,-0.039113398641347885,0.2580837905406952,-0.10982907563447952,0.043191950768232346,-0.2226039171218872,-0.12665019929409027,-0.03319557011127472,-0.11404365301132202,-0.05943671613931656,0.014153878204524517,-0.010083519853651524,0.029311133548617363,-0.028344588354229927,0.003875068388879299,-5.574884708039463e-4,-0.002361123450100422,0.0031033288687467575,7.627090672031045e-4,-0.002704993588849902,0.001873744884505868,-4.5854030759073794e-5,-6.655770703218877e-4,8.342575893038884e-5,4.7358471783809364e-4,-0.0011199559085071087,-7.995889609446749e-5,3.322286356706172e-4,-4.854841681662947e-4,-8.57398088555783e-4,-0.0010584440315142274,2.6586413150653243e-4,1.7736561130732298e-4,7.38024536985904e-4,-0.0010082455119118094,-0.0012034074170514941,-8.440555538982153e-4,6.055640988051891e-4,-7.42221949622035e-4,8.447744185104966e-4,5.045320140197873e-4,2.2417958825826645e-4,AM7182
0.05395136773586273,0.0695246085524559,-0.11855020374059677,0.009554265066981316,0.16829220950603485,-0.12126793712377548,-0.2574487626552582,-0.06388713419437408,-0.06531405448913574,-0.2332773655653,0.058671753853559494,0.16506481170654297,0.009403512813150883,-0.09855104982852936,-0.01057946402579546,0.03705263510346413,0.07609587162733078,0.02967573143541813,0.1241481602191925,0.05252903699874878,-0.021379325538873672,-0.015736231580376625,-0.00630275160074234,-4.606212896760553e-4,-0.0023573068901896477,-2.3471430176869035e-4,-0.002241194946691394,-7.598475785925984e-4,-8.614992257207632e-4,-0.0024329915177077055,4.2906656744889915e-4,-7.647832535440102e-5,5.518702091649175e-4,0.0011686802608892322,-9.337552473880351e-4,-0.0014753200812265277,0.001538113341666758,-4.1999033419415355e-4,0.001429020892828703,8.404761319980025e-4,1.068444089469267e-5,0.0013577841455116868,-2.404765982646495e-4,8.735481969779357e-5,0.001192231080494821,4.5091696665622294e-4,-2.7831059924210422e-5,2.468996972311288e-4,-5.276309093460441e-4,3.812477516476065e-4,AM7188
-0.0449172742664814,-0.16862258315086365,-0.05221535637974739,-0.04035389795899391,0.05022834613919258,-0.18040932714939117,-0.2029874473810196,-0.04891753941774368,-0.14641495048999786,-0.12880080938339233,0.05083361268043518,-0.14079496264457703,0.185380756855011,-0.09177902340888977,-0.08259354531764984,-0.056672126054763794,0.12215646356344223,0.02131156250834465,0.15060847997665405,0.0679028183221817,-0.014882707968354225,-0.02725105918943882,-0.011416442692279816,0.0038486323319375515,-0.001919990754686296,-9.81801189482212e-4,-0.0035397824831306934,-0.0020302310585975647,-8.272223058156669e-4,-0.0026253326795995235,1.659572299104184e-4,-7.521972875110805e-4,0.0017122240969911218,7.518072379752994e-4,9.050979133462533e-5,-0.002757234498858452,-6.286276620812714e-4,-2.283562207594514e-4,9.024905739352107e-4,0.001129026641137898,5.314713926054537e-4,0.0019892132841050625,-3.9716874016448855e-4,-7.945381221361458e-4,0.0015042987652122974,-1.0963737440761179e-4,-2.9931977041997015e-4,5.016840295866132e-4,-0.0010957082267850637,2.402981772320345e-4,AM7189
-0.025334056466817856,0.07036173343658447,0.1464153379201889,-0.11981090158224106,0.04087471589446068,0.157078355550766,0.16408033668994904,0.011942604556679726,0.084042489528656,-0.21186740696430206,0.29910576343536377,0.03354073688387871,0.12021491676568985,0.008647962473332882,0.036793578416109085,-0.3039303421974182,0.04331999272108078,-0.1057157963514328,0.22072026133537292,-0.030973652377724648,-0.01061786338686943,0.04388746619224548,9.715337655507028e-4,0.013930527493357658,0.0014148543123155832,0.0022963511291891336,-0.0017798159969970584,-0.002026220550760627,-0.004827646538615227,-0.002087554894387722,0.001104502473026514,-7.221671403385699e-4,0.0029283170588314533,0.0012822682037949562,0.001048889709636569,-0.0010712735820561647,-0.0015530138043686748,-1.2364589201752096e-4,2.7340560336597264e-4,5.890011670999229e-4,8.833477040752769e-4,-0.0011353576555848122,-1.4370077406056225e-4,-5.147191695868969e-4,0.0018998784944415092,-7.391132385237142e-5,-0.0016774950781837106,0.0015272240852937102,8.744903607293963e-5,-3.9450467738788575e-5,AM7196
0.004531711805611849,0.10420439392328262,-0.14271624386310577,0.007908820174634457,0.1346275806427002,0.0628461092710495,-0.22426436841487885,-0.010987238958477974,-0.12193173170089722,-0.21266278624534607,-0.08320052921772003,0.07276356965303421,0.0730254128575325,-0.0643993467092514,0.06288982182741165,0.03948786109685898,-0.0630674734711647,0.10912415385246277,0.10772286355495453,0.01926475763320923,-0.17456048727035522,-0.09262460470199585,0.0010467763058841228,-0.017422985285520554,-0.009142911061644554,-0.0029209398198872805,1.7265891074202955e-4,-9.243737440556288e-4,-0.0014649672666564584,-0.005951743572950363,-0.0020353663712739944,0.003222773317247629,-0.0017660286976024508,-3.855992981698364e-4,6.8801105953753e-5,0.003260629950091243,0.0012889796635136008,0.0013363698963075876,0.0012704252731055021,-2.484434808138758e-4,-0.0011727820383384824,5.01348520629108e-4,5.58092724531889e-4,-8.491218322888017e-4,-8.868038421496749e-4,2.793034946080297e-4,-5.049603641964495e-4,1.747620990499854e-4,-0.0018503338797017932,4.544718249235302e-4,AM7197
0.10062702745199203,-0.1146719679236412,0.27943429350852966,-0.006545161362737417,0.03609374538064003,-0.07657415419816971,-0.18339629471302032,-0.24198530614376068,0.03695850074291229,-0.1427541971206665,0.05114088952541351,-0.10028055310249329,0.00682476069778204,-0.08288121968507767,-0.22563427686691284,0.13149406015872955,0.054473310708999634,0.06962297856807709,-0.0917670801281929,0.1658497452735901,-0.10536396503448486,0.08075734972953796,-0.0036434095818549395,0.012018563225865364,-0.0018987057264894247,-0.002000030828639865,-0.0028710465412586927,-0.0032445222605019808,-0.0010668279137462378,0.0015934701077640057,0.0029373967554420233,-6.092553376220167e-4,-5.458641680888832e-4,0.0017514406936243176,5.964798619970679e-4,-0.00623317388817668,0.004558655899018049,-8.893331978470087e-4,0.0023528197780251503,-6.812777719460428e-4,5.551194190047681e-4,0.0019394527189433575,5.02928567584604e-4,3.015820220753085e-5,0.002056843601167202,0.0014489542227238417,0.0015258240746334195,-0.0010343657340854406,9.214916499331594e-4,4.1478517232462764e-5,AM7203
-0.01492360606789589,0.1744154989719391,0.10985534638166428,-0.03135635331273079,0.08968468755483627,-0.0101094339042902,-0.010473893955349922,0.03952965885400772,-0.11769332736730576,0.17678964138031006,0.0015841835411265492,-0.19288483262062073,-0.21750521659851074,0.2470313161611557,0.005038871895521879,-0.14072202146053314,0.014336482621729374,0.05909497290849686,0.13804681599140167,0.08322005718946457,0.03954378142952919,-0.0330498144030571,-0.009431839920580387,4.4579413952305913e-4,-0.004423496313393116,-0.0034351558424532413,-0.004861944355070591,-9.629979031160474e-4,-0.00191472505684942,-0.002752294996753335,5.646974314004183e-4,-0.0013756027910858393,9.255942422896624e-4,8.09628632850945e-4,2.390417066635564e-4,7.910198764875531e-4,-0.002966146217659116,0.0023054154589772224,-3.6910490598529577e-4,0.0011828109854832292,8.901073015294969e-4,6.481899763457477e-4,-0.0019827126525342464,-0.0010625873692333698,0.001934628002345562,-4.357369907665998e-4,8.070006151683629e-4,0.0014205401530489326,-3.406094037927687e-4,0.0011044862912967801,AM7204
0.006537815555930138,0.16036449372768402,0.06386051326990128,-0.040169499814510345,0.12160318344831467,-0.02738364413380623,-0.016912437975406647,-0.04717729240655899,-0.11862657219171524,0.12533922493457794,-0.01839151792228222,-0.21427258849143982,-0.2935126721858978,0.05442836880683899,-0.20001910626888275,-0.04379233345389366,0.04144050553441048,0.1021936684846878,0.02212635427713394,0.09025879204273224,-6.615042802877724e-4,-0.0546109713613987,-0.006972162984311581,-0.0017298765014857054,-0.004643401131033897,-0.004250488709658384,-0.002798086032271385,-0.0015755045460537076,0.0011590211652219296,-0.0023263785988092422,-2.2977068147156388e-4,-0.0013879431644454598,-1.383999187964946e-4,-5.235577700659633e-4,-0.0010490990243852139,-0.0011873007752001286,-8.831752347759902e-4,0.0015228245174512267,-1.1338658077875152e-4,8.7987061124295e-4,8.935504010878503e-4,0.00174727535340935,-0.0019079389749094844,-0.001631030347198248,9.559171157889068e-4,5.927342572249472e-4,0.0014836214249953628,9.214658057317138e-4,-5.262842169031501e-4,9.074459667317569e-4,AM7205
