PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,Donor
-0.009006927721202374,0.0848710909485817,-0.2044925093650818,0.05310395732522011,0.08305858075618744,-0.06656192243099213,-0.16460761427879333,-0.04157556965947151,0.007855945266783237,-0.14642181992530823,0.003345363074913621,0.04743059724569321,0.08118819445371628,-0.11465690284967422,-0.012007943354547024,-0.01195926871150732,-0.09479363262653351,0.020324213430285454,0.09704847633838654,0.05386930704116821,-0.0039983103051781654,-0.008997377939522266,7.231292547658086e-4,-8.654190460219979e-4,-0.004745419602841139,0.0010827014921233058,-0.0015543134650215507,-0.002446904545649886,AM7180
0.0091243339702487,0.08048779517412186,-0.08268418908119202,-0.08191367983818054,0.15659302473068237,-0.1016063541173935,-0.1994432508945465,0.07762251049280167,0.0049960059113800526,-0.031065043061971664,0.2015681266784668,-0.04888365417718887,-0.0863712877035141,0.01625724881887436,-0.018384534865617752,-0.05202586576342583,-0.05104605481028557,-0.1780303567647934,0.11536455899477005,0.04645557701587677,-0.03811267018318176,-0.018270395696163177,-0.008388387970626354,0.002206099685281515,-0.003053385065868497,0.004189240280538797,-0.003628974314779043,-0.002267812378704548,AM7181
-0.0016628392040729523,0.047338616102933884,-0.05181208997964859,-0.19250646233558655,0.11564737558364868,0.004340134095400572,-0.0671519786119461,0.09504900127649307,0.17765754461288452,-0.036438025534152985,0.2420579195022583,-0.10214640945196152,0.039892490953207016,-0.20640558004379272,-0.11769918352365494,-0.030904391780495644,-0.10573388636112213,-0.05521232262253761,0.012926319614052773,-0.009258881211280823,0.02725287154316902,-0.026896683499217033,0.004293483681976795,-4.701363213825971e-4,-0.0022695481311529875,0.002959237201139331,8.464249549433589e-4,-0.002676066942512989,AM7182
0.05396348237991333,0.0687628984451294,-0.11699004471302032,0.00940843764692545,0.16287781298160553,-0.11714575439691544,-0.24608899652957916,-0.060978543013334274,-0.061568912118673325,-0.21949243545532227,0.05523045361042023,0.153574600815773,0.00886128656566143,-0.09151550382375717,-0.010141808539628983,0.03363068401813507,0.06975962221622467,0.027146613225340843,0.11487356573343277,0.048951540142297745,-0.019921278581023216,-0.014812215231359005,-0.0059375823475420475,-3.685620613396168e-4,-0.0023299690801650286,-2.3649196373298764e-4,-0.0020818649791181087,-7.080185459926724e-4,AM7188
-0.04491858184337616,-0.16662411391735077,-0.05152887850999832,-0.03949188441038132,0.04873345047235489,-0.1740860491991043,-0.19397906959056854,-0.04652773216366768,-0.13843992352485657,-0.12090028077363968,0.04794122651219368,-0.13117149472236633,0.1731152981519699,-0.08525637537240982,-0.07647351920604706,-0.05293301120400429,0.11228083819150925,0.019301865249872208,0.1393730193376541,0.0632057711482048,-0.013874465599656105,-0.025951679795980453,-0.012367787770926952,0.004510595463216305,-0.00212260358966887,-9.277052013203502e-4,-0.003441012464463711,-0.0018905659671872854,AM7189
-0.025326507166028023,0.06954438239336014,0.14450499415397644,-0.11723671108484268,0.03959578275680542,0.1516139954328537,0.1567220240831375,0.011376211419701576,0.07965908199548721,-0.19912201166152954,0.28077560663223267,0.03186613321304321,0.1113957017660141,0.00807507336139679,0.03440653160214424,-0.28136685490608215,0.0394306480884552,-0.0984361320734024,0.20407243072986603,-0.0281823817640543,-0.009337514638900757,0.041564006358385086,7.504789973609149e-4,0.013248242437839508,0.0012476688716560602,0.002198019064962864,-0.0017976675881072879,-0.00202046986669302,AM7196
0.004552618134766817,0.10305056720972061,-0.14087475836277008,0.007824782282114029,0.13019195199012756,0.06056215241551399,-0.21416974067687988,-0.010706319473683834,-0.11511640250682831,-0.20042107999324799,-0.07762198895215988,0.06748735159635544,0.06829198449850082,-0.05973566323518753,0.058089639991521835,0.036277417093515396,-0.0587041862308979,0.10020620375871658,0.09956967830657959,0.017572570592164993,-0.1622440367937088,-0.08764227479696274,3.248703433200717e-4,-0.01603875681757927,-0.008948735892772675,-0.002862249966710806,3.165489179082215e-4,-8.371805306524038e-4,AM7197
0.10061600059270859,-0.11332204192876816,0.27573922276496887,-0.006376821082085371,0.03487934172153473,-0.07375327497720718,-0.17554320394992828,-0.2301245778799057,0.03530328720808029,-0.1339745670557022,0.04813838005065918,-0.09366051852703094,0.0063613345846533775,-0.07663816958665848,-0.209664985537529,0.12071092426776886,0.05055529624223709,0.06462886929512024,-0.08547772467136383,0.15360049903392792,-0.09748401492834091,0.07625211775302887,-0.004006803967058659,0.011736072599887848,-0.0018039718270301819,-0.0018778651719912887,-0.002840814646333456,-0.0030225063674151897,AM7203
-0.014925258234143257,0.17239084839820862,0.10843399912118912,-0.030645553022623062,0.08687487244606018,-0.009633001871407032,-0.010100828483700752,0.03757200762629509,-0.1114674061536789,0.16618914902210236,0.0014460309175774455,-0.18012765049934387,-0.20202885568141937,0.22933363914489746,0.005870579741895199,-0.12954746186733246,0.013431642204523087,0.05482698231935501,0.12735888361930847,0.07716142386198044,0.03685047850012779,-0.031177207827568054,-0.009392840787768364,4.404806823004037e-4,-0.0043001133017241955,-0.0033106517512351274,-0.004678982775658369,-8.677741279825568e-4,AM7204
0.0065431613475084305,0.15850839018821716,0.06304629147052765,-0.03926170989871025,0.11782601475715637,-0.02634122222661972,-0.016255944967269897,-0.04502520337700844,-0.11234216392040253,0.11782597005367279,-0.017353368923068047,-0.200484961271286,-0.2729926109313965,0.05078373849391937,-0.18434812128543854,-0.04028468206524849,0.03859945759177208,0.0947304368019104,0.02036483958363533,0.08349422365427017,-6.18817051872611e-4,-0.051778651773929596,-0.006809666752815247,-0.0014494875213131309,-0.00450471555814147,-0.004083929117769003,-0.0025820843875408173,-0.0014637047424912453,AM7205
