PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,Donor
-0.007306091487407684,0.06731362640857697,-0.1591901332139969,0.03945373743772507,0.05858278274536133,-0.044029828161001205,-0.10103292018175125,AM7180
0.007555895484983921,0.0643133893609047,-0.06454471498727798,-0.060204051434993744,0.10850425809621811,-0.06965440511703491,-0.12500178813934326,AM7181
-0.0011390277650207281,0.03697233647108078,-0.041364435106515884,-0.14285992085933685,0.08147665113210678,0.0019733430817723274,-0.0419129952788353,AM7182
0.04508451744914055,0.05491918325424194,-0.09102834761142731,0.006807786412537098,0.11461139470338821,-0.0780850499868393,-0.15026356279850006,AM7188
-0.037706319242715836,-0.132072314620018,-0.03993459790945053,-0.03046048991382122,0.034855917096138,-0.11503226310014725,-0.12254507839679718,AM7189
-0.02188260108232498,0.05436403676867485,0.11163792759180069,-0.08676018565893173,0.030643612146377563,0.10074342042207718,0.10281585901975632,AM7196
0.0037642112001776695,0.08188389986753464,-0.1086396872997284,0.006637750193476677,0.09167103469371796,0.04160137102007866,-0.13572700321674347,AM7197
0.08536553382873535,-0.0903681218624115,0.21402841806411743,-0.005747014191001654,0.026360860094428062,-0.04635987430810928,-0.1004132628440857,AM7203
-0.012978317216038704,0.13760332763195038,0.08390652388334274,-0.02200077660381794,0.05795419216156006,-0.007615514565259218,-0.008432579226791859,AM7204
0.005021754186600447,0.12641562521457672,0.04948892444372177,-0.029458943754434586,0.07929136604070663,-0.018065443262457848,-0.011755202896893024,AM7205
0.2593177258968353,-0.01347371842712164,-0.04034154489636421,-0.03121044859290123,-0.02978065051138401,0.04273178428411484,0.05367299169301987,AM7208
0.24873585999011993,7.200352265499532e-4,0.02010788954794407,-0.025760311633348465,-0.07382693141698837,-5.29621378518641e-4,-0.0026896633207798004,AM7209
0.3122958838939667,-0.034406617283821106,-0.02526613511145115,-0.031675633043050766,0.009344374760985374,0.0683145523071289,0.04676426574587822,AM7211
0.30182528495788574,-0.04268696531653404,0.01967279240489006,0.03083636239171028,-0.09073648601770401,-0.08272095769643784,0.11865489929914474,AM7213
0.23918502032756805,-0.0862254723906517,-0.2010548710823059,-0.02255624532699585,8.333612931892276e-4,-0.09080048650503159,0.15274420380592346,AM7214
0.3168976902961731,-0.06716710329055786,-0.031092526391148567,-0.01537119597196579,0.02806897833943367,-0.09506578743457794,0.07792379707098007,AM7215
0.26701536774635315,-0.03163166716694832,-0.03556299954652786,-0.014454404823482037,-0.09561581909656525,0.0708097368478775,0.09078764915466309,AM7216
-0.04377279430627823,-0.10192574560642242,0.005558805074542761,-0.02450469508767128,-0.01024204958230257,-0.16898611187934875,-0.0836978480219841,AM7221
