PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,PEER41,PEER42,PEER43,Donor
-0.028917260468006134,0.32416629791259766,-0.8576434254646301,0.25906848907470703,0.46921035647392273,-0.35171616077423096,-0.9652548432350159,-0.21847079694271088,0.037316735833883286,-0.7948867082595825,-2.442364057060331e-4,0.25919750332832336,0.44142717123031616,-0.602694034576416,-0.047067295759916306,-0.0698377713561058,-0.4253524839878082,0.12609633803367615,0.5184939503669739,0.20586815476417542,0.005171605851501226,-0.007065169047564268,-1.604816789040342e-4,-2.1880309213884175e-4,-7.498409831896424e-5,-2.2714855731464922e-5,-1.3163567018636968e-5,-7.130071480787592e-6,2.7531510568223894e-5,-3.47417444572784e-5,-3.582429781090468e-5,1.2452449482225347e-5,-1.1178628483321518e-5,-1.9847584553644992e-5,-7.319604264921509e-6,3.095318970736116e-5,-1.4772618669667281e-5,1.3972610759083182e-5,-6.014817699906416e-6,8.062100278038997e-6,1.0274740134263993e-6,9.090053936233744e-6,-2.8386846224748297e-6,AM7180
0.027157532051205635,0.3037108778953552,-0.3488337993621826,-0.40326201915740967,0.8731950521469116,-0.5674707889556885,-1.1593739986419678,0.4524259865283966,0.04813927784562111,-0.18041129410266876,1.0546952486038208,-0.2803148329257965,-0.4366515278816223,0.053047407418489456,-0.08941700309515,-0.26949048042297363,-0.2758376896381378,-0.8654202222824097,0.5722777843475342,0.10913608968257904,-0.21927674114704132,-0.013022703118622303,-2.563695306889713e-4,-4.2051231139339507e-4,-1.2586865341290832e-4,-3.919874507118948e-5,-1.0806487807712983e-5,-5.0143121370638255e-6,5.1357506890781224e-5,-6.5757027186919e-5,-6.858808774268255e-5,2.498561480024364e-5,-2.115979623340536e-5,-3.8643836887786165e-5,-1.3057952855888288e-5,6.112115079304203e-5,-2.7400117687648162e-5,2.4601880795671605e-5,-1.295230322284624e-5,1.4183838175085839e-5,5.362808224163018e-7,1.3970411600894295e-5,-4.009482381661655e-6,AM7181
-0.005047178361564875,0.17744851112365723,-0.2181197553873062,-0.9439102411270142,0.635192334651947,0.028764329850673676,-0.398199200630188,0.5442186594009399,0.9990474581718445,-0.21726255118846893,1.2699600458145142,-0.5794724822044373,0.24696756899356842,-1.0917026996612549,-0.5628988146781921,-0.1657337099313736,-0.5041539669036865,-0.24643877148628235,0.05932651087641716,-0.050623103976249695,0.1539652794599533,-0.014753103256225586,-2.7350211166776717e-4,-4.804187919944525e-4,-1.3052421854808927e-4,-4.330002411734313e-5,-4.566728875943227e-6,7.980224268067104e-7,6.383200525306165e-5,-7.099108916008845e-5,-7.878444739617407e-5,2.679199315025471e-5,-2.338309604965616e-5,-4.569073280435987e-5,-1.6282760043395683e-5,6.970355025259778e-5,-3.415799801587127e-5,2.6744870410766453e-5,-1.6887037418200634e-5,1.5635843737982213e-5,7.013794629529002e-7,1.4737250239704736e-5,-5.452408458950231e-6,AM7182
0.16397620737552643,0.25952067971229553,-0.49270111322402954,0.04374770447611809,0.9174776673316956,-0.645585298538208,-1.4285534620285034,-0.32407453656196594,-0.3418147563934326,-1.1904412508010864,0.28385868668556213,0.8150295615196228,0.05504672974348068,-0.461605429649353,-0.0292173121124506,0.18471378087997437,0.38890528678894043,0.15583117306232452,0.5809782147407532,0.12246814370155334,-0.10907035320997238,-0.010729881003499031,-2.155287511413917e-4,-3.444707836024463e-4,-1.0532496526138857e-4,-3.3581953175598755e-5,-1.0442622624395881e-5,-4.872736553807044e-6,4.2820680391741917e-5,-5.3678002586821094e-5,-5.6066335673676804e-5,2.0188985217828304e-5,-1.737527782097459e-5,-3.163744986522943e-5,-1.1080445801781025e-5,4.9481754103908315e-5,-2.285217669850681e-5,2.041708467004355e-5,-1.0401368854218163e-5,1.1685460776789114e-5,7.017549137344758e-7,1.1917300071218051e-5,-3.666112206701655e-6,AM7188
-0.1384332776069641,-0.6421884298324585,-0.2189919352531433,-0.19169969856739044,0.25461718440055847,-0.9862208962440491,-1.1107091903686523,-0.26782622933387756,-0.7620484232902527,-0.6710376739501953,0.23385606706142426,-0.7040929198265076,0.8932151794433594,-0.4324302673339844,-0.36369726061820984,-0.2600007951259613,0.6178983449935913,0.11169268935918808,0.7026131749153137,0.1619190275669098,-0.1169804185628891,-0.015902593731880188,-3.179371706210077e-4,-5.106820026412606e-4,-1.5452974184881896e-4,-4.940857252222486e-5,-1.46295042213751e-5,-6.540998128912179e-6,6.409583875210956e-5,-7.907923281891271e-5,-8.327416435349733e-5,2.9738010198343545e-5,-2.568153831816744e-5,-4.713338421424851e-5,-1.6550871805520728e-5,7.344808545894921e-5,-3.4197422792203724e-5,3.0129000151646324e-5,-1.5702225937275216e-5,1.728851202642545e-5,1.0479038792254869e-6,1.753281867422629e-5,-5.500632596522337e-6,AM7189
-0.07743610441684723,0.26618871092796326,0.6078536510467529,-0.579228937625885,0.2224394977092743,0.8545390367507935,0.8910135626792908,0.07908321171998978,0.438077837228775,-1.1011683940887451,1.4659887552261353,0.1357109248638153,0.5959116816520691,0.04572669044137001,0.19144494831562042,-1.4294402599334717,0.23140203952789307,-0.45631346106529236,0.9456484317779541,-0.27696019411087036,-0.1193813756108284,0.019694611430168152,4.0801407885737717e-4,6.233855965547264e-4,1.9212283950764686e-4,6.246200064197183e-5,2.124766251654364e-5,1.0199119969911408e-5,-8.229968807427213e-5,9.40512545639649e-5,1.0295694664819166e-4,-3.550383189576678e-5,3.196978286723606e-5,5.877310104551725e-5,2.117105759680271e-5,-8.920037362258881e-5,4.327530041337013e-5,-3.76805110136047e-5,1.947835335158743e-5,-2.133321868313942e-5,-2.0557317839120515e-6,-2.2634872948401608e-5,7.5419807217258494e-6,AM7196
0.011964189819991589,0.3912433683872223,-0.587490975856781,0.03275955840945244,0.7358545660972595,0.3556464612483978,-1.2505114078521729,-0.03869952633976936,-0.6506407260894775,-1.0598187446594238,-0.44788724184036255,0.37620341777801514,0.3468075096607208,-0.314647376537323,0.3157086968421936,0.17545630037784576,-0.3071986138820648,0.5603217482566833,0.46504640579223633,0.06262000650167465,-0.7224153876304626,-0.05028767138719559,-9.344260324724019e-4,-0.0016449891263619065,-4.693669034168124e-4,-1.5532379620708525e-4,-2.236650288978126e-5,-6.931941243237816e-6,2.0539229444693774e-4,-2.516393724363297e-4,-2.6782197528518736e-4,9.78448151727207e-5,-8.302018977701664e-5,-1.531297602923587e-4,-5.2059447625651956e-5,2.3841694928705692e-4,-1.0873517021536827e-4,9.367198072141036e-5,-5.2567513193935156e-5,5.292097921483219e-5,1.1708946203725645e-6,5.075159788248129e-5,-1.5606963643222116e-5,AM7197
0.30926844477653503,-0.43564531207084656,1.1542212963104248,-0.033031295984983444,0.2008843868970871,-0.4434526860713959,-0.9877718687057495,-1.3269872665405273,0.1828659027814865,-0.7487858533859253,0.23348571360111237,-0.4945709705352783,0.055758412927389145,-0.4178590774536133,-1.0474529266357422,0.6607378125190735,0.2809705436229706,0.2728779911994934,-0.3034205138683319,0.7016676068305969,-0.458054780960083,0.05022522434592247,8.567390614189208e-4,0.0016668178141117096,4.191708576399833e-4,1.4456675853580236e-4,-1.0018060493166558e-5,-1.991586213989649e-5,-2.2192223696038127e-4,2.428689185762778e-4,2.722409553825855e-4,-9.329085878562182e-5,7.992779865162447e-5,1.5961001918185502e-4,5.6139586376957595e-5,-2.4322264653164893e-4,1.1890982568729669e-4,-8.853946201270446e-5,6.14732489339076e-5,-5.182308086659759e-5,-4.2740481376313255e-7,-4.528631325229071e-5,1.7655569536145777e-5,AM7203
-0.04583720490336418,0.6593940854072571,0.4531048834323883,-0.15484873950481415,0.4995283782482147,-0.07095421105623245,-0.047908883541822433,0.21766012907028198,-0.6056044101715088,0.9086970686912537,0.0017266538925468922,-0.9448736310005188,-1.0867871046066284,1.1824979782104492,-0.06468667834997177,-0.698647677898407,0.07029092311859131,0.20550568401813507,0.6485621929168701,0.3130125105381012,0.09787913411855698,-0.022298280149698257,-4.627156304195523e-4,-7.071184809319675e-4,-2.1841911075171083e-4,-6.93303081789054e-5,-2.5198529328918085e-5,-1.150986736320192e-5,9.146600496023893e-5,-1.0842966730706394e-4,-1.1596189142437652e-4,4.002342029707506e-5,-3.548867971403524e-5,-6.573703285539523e-5,-2.379701254540123e-5,1.0120827209902927e-4,-4.8849648010218516e-5,4.245728632668033e-5,-2.1937921701464802e-5,2.4526903871446848e-5,2.217954488514806e-6,2.568190211604815e-5,-8.558982699469198e-6,AM7204
0.01970658265054226,0.6057397723197937,0.2616051435470581,-0.1964753121137619,0.6720624566078186,-0.159516379237175,-0.08433177322149277,-0.24783854186534882,-0.6119203567504883,0.6370269656181335,-0.08469493687152863,-1.0373437404632568,-1.4305592775344849,0.24453403055667877,-1.0306355953216553,-0.2126869112253189,0.20118066668510437,0.3932332396507263,0.12715661525726318,0.37916189432144165,-0.05048010125756264,-0.02858687750995159,-5.857343203388155e-4,-9.101449977606535e-4,-2.8032209957018495e-4,-8.99119331734255e-5,-3.0152208637446165e-5,-1.440160849597305e-5,1.1660667223623022e-4,-1.3972444867249578e-4,-1.4928534801583737e-4,5.2534651331370696e-5,-4.627689850167371e-5,-8.466575673082843e-5,-3.009646934515331e-5,1.3050365669187158e-4,-6.180773925734684e-5,5.459848398459144e-5,-2.7916006729356013e-5,3.112026024609804e-5,2.491519126124331e-6,3.2448362617287785e-5,-1.0391468094894662e-05,AM7205
