PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,Donor
-0.007511309813708067,0.06994625926017761,-0.166542649269104,0.04103744402527809,0.0670425295829773,-0.05686866492033005,AM7180
0.007962769828736782,0.06645264476537704,-0.06691094487905502,-0.06507368385791779,0.12164146453142166,-0.08719988167285919,AM7181
-9.991525439545512e-4,0.0383707620203495,-0.04355685040354729,-0.1511927992105484,0.08902576565742493,-0.0013907294487580657,AM7182
0.04680899903178215,0.056707773357629776,-0.09442740678787231,0.005562802776694298,0.12928901612758636,-0.09768685698509216,AM7188
-0.03889784589409828,-0.13872186839580536,-0.04058733955025673,-0.03297556936740875,0.04176322743296623,-0.1336253434419632,AM7189
-0.023013541474938393,0.057585179805755615,0.11576241999864578,-0.09082279354333878,0.029074450954794884,0.11691833287477493,AM7196
0.0041761454194784164,0.08497876673936844,-0.11241792142391205,0.005874729715287685,0.1042243167757988,0.03172089159488678,AM7197
0.08865857869386673,-0.0952068641781807,0.22599437832832336,-0.006849668920040131,0.03207803890109062,-0.05887212976813316,AM7203
-0.013370613567531109,0.1435595005750656,0.08848681300878525,-0.023556794971227646,0.061988022178411484,-0.008700808510184288,AM7204
0.00539176631718874,0.1319514513015747,0.052432358264923096,-0.03158416226506233,0.0849095955491066,-0.01969812996685505,AM7205
0.2694714665412903,-0.013561598025262356,-0.04304429516196251,-0.03273793309926987,-0.033797554671764374,0.05063824728131294,AM7208
0.25836583971977234,0.0010823429329320788,0.021450774744153023,-0.027563264593482018,-0.07848113030195236,-0.0012549671810120344,AM7209
0.3241824507713318,-0.03589059039950371,-0.026881583034992218,-0.03326416015625,0.008832874707877636,0.07726754248142242,AM7211
0.3133682906627655,-0.04403055086731911,0.019378850236535072,0.03392060473561287,-0.10178294777870178,-0.0771230012178421,AM7213
0.2484700232744217,-0.08944027125835419,-0.21320421993732452,-0.02245371602475643,-0.0057255239225924015,-0.08280417323112488,AM7214
0.3291893005371094,-0.06972942501306534,-0.033597465604543686,-0.015400477685034275,0.026376690715551376,-0.09352260082960129,AM7215
0.2771074175834656,-0.03257841616868973,-0.03818199783563614,-0.014031142927706242,-0.10584504157304764,0.08311817795038223,AM7216
