PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,PEER40,PEER41,PEER42,PEER43,PEER44,PEER45,Donor
-0.008899539709091187,0.08441121876239777,-0.2034100741147995,0.05300165340304375,0.08343061804771423,-0.06679436564445496,-0.1661718189716339,-0.04195518419146538,0.007851798087358475,-0.14873240888118744,0.003152973484247923,0.048557624220848083,0.0828414335846901,-0.11717889457941055,-0.012075201608240604,-0.012005542404949665,-0.0963706225156784,0.020953956991434097,0.09930762648582458,0.054663415998220444,-0.00389653816819191,-0.00884983316063881,4.4438327313400805e-4,-8.697603479959071e-4,-0.004706245847046375,0.0010956339538097382,-0.0016069866251200438,-0.002432486042380333,-0.0012675514444708824,-0.0015508425422012806,4.6779823605902493e-4,5.425715062301606e-5,2.8431389364413917e-4,8.017451036721468e-4,-5.72930985072162e-5,-7.254708325490355e-4,4.424439393915236e-4,-1.2365398288238794e-4,7.158853695727885e-4,-2.8807373018935323e-4,3.6135905247647315e-5,9.028057102113962e-4,-6.023331661708653e-4,-4.5844182022847235e-4,9.474290418438613e-4,AM7180
0.009024593979120255,0.08003980666399002,-0.08225876092910767,-0.08182267844676971,0.1571066677570343,-0.10213327407836914,-0.20118752121925354,0.07847519963979721,0.005208456888794899,-0.031740471720695496,0.2049514502286911,-0.04982501640915871,-0.08819223940372467,0.01633940450847149,-0.018821533769369125,-0.05317405238747597,-0.052099935710430145,-0.18159812688827515,0.11768045276403427,0.04710083082318306,-0.039133861660957336,-0.018006423488259315,-0.007813329808413982,0.0019059173064306378,-0.0029104517307132483,0.004204693250358105,-0.003594343550503254,-0.002289851661771536,-0.0029904828406870365,-0.0028142051305621862,1.3749255231232382e-5,-2.0427413983270526e-4,0.0012460649013519287,0.0010713860392570496,0.0013475232990458608,0.0024519346188753843,2.824543626047671e-4,2.2931533749215305e-4,-8.798844646662474e-4,0.0017539008986204863,-1.9736570538952947e-4,4.1424791561439633e-4,-2.8613171889446676e-4,-8.796592592261732e-4,-1.302095624851063e-4,AM7181
-0.0016269611660391092,0.04706413671374321,-0.05156062915921211,-0.1922411173582077,0.11595792323350906,0.004302298650145531,-0.06770896911621094,0.09600748866796494,0.180205836892128,-0.037312548607587814,0.24614951014518738,-0.10431685298681259,0.0409269779920578,-0.2108829915523529,-0.11995688080787659,-0.03140971064567566,-0.1078055128455162,-0.05617844685912132,0.013328424654901028,-0.0094852326437830925,0.027666015550494194,-0.026650303974747658,0.0038023891393095255,-4.3957060552202165e-4,-0.0022642898838967085,0.0029700519517064095,7.504710811190307e-4,-0.0026186895556747913,0.001806970569305122,-3.230348011129536e-5,-6.276018684729934e-4,8.749541302677244e-5,4.5736689935438335e-4,-0.0010758567368611693,-7.143066613934934e-5,3.0660329503007233e-4,-4.6202089288271964e-4,-8.326607057824731e-4,-0.001013725996017456,2.5563413510099053e-4,1.7129348998423666e-4,7.165456772781909e-4,-9.753485210239887e-4,-0.0011662413598969579,-8.111262577585876e-4,AM7182
0.053326625376939774,0.06837537884712219,-0.11636979877948761,0.00935797207057476,0.16351047158241272,-0.11765941232442856,-0.24822917580604553,-0.06153760105371475,-0.06256014853715897,-0.2229132503271103,0.05601652339100838,0.15677103400230408,0.009004900231957436,-0.09337422251701355,-0.010102912783622742,0.03482934832572937,0.0716938003897667,0.027948690578341484,0.11718215048313141,0.049595389515161514,-0.0202152281999588,-0.014710569754242897,-0.005974785424768925,-3.888065693899989e-4,-0.0022575496695935726,-2.2461787739302963e-4,-0.0021179558243602514,-7.172305486164987e-4,-8.261698530986905e-4,-0.0023275986313819885,4.112374153919518e-4,-7.485190872102976e-5,5.224677734076977e-4,0.0011196844279766083,-9.016406838782132e-4,-0.0014300316106528044,0.0014870275044813752,-4.1050586150959134e-4,0.0013714918168261647,7.938893395476043e-4,3.5283233046357054e-6,0.001303326804190874,-2.3412841255776584e-4,8.231435640482232e-5,0.0011531113414093852,AM7188
-0.044388771057128906,-0.165768563747406,-0.05124850943684578,-0.03944502770900726,0.04885692521929741,-0.17494110763072968,-0.19572457671165466,-0.04702719300985336,-0.14037249982357025,-0.12300217151641846,0.04855078458786011,-0.13380184769630432,0.17620903253555298,-0.08697507530450821,-0.0781455934047699,-0.0537356361746788,0.11519002169370651,0.020010828971862793,0.14216552674770355,0.06411637365818024,-0.014034096151590347,-0.025616148486733437,-0.010995608754456043,0.0038135049398988485,-0.0018494531977921724,-9.337487281300128e-4,-0.0033685164526104927,-0.001934991916641593,-7.873791619203985e-4,-0.0024994309060275555,1.5302539395634085e-4,-7.206283626146615e-4,0.0016505890525877476,7.201301050372422e-4,1.019692062982358e-4,-0.0026686275377869606,-6.175236194394529e-4,-2.3102734121493995e-4,8.525689481757581e-4,0.00107406300958246,5.015165661461651e-4,0.0019125613616779447,-3.856072435155511e-4,-7.698935805819929e-4,0.0014530972111970186,AM7189
-0.025035280734300613,0.06917604804039001,0.14373256266117096,-0.11709640175104141,0.03971898555755615,0.15234896540641785,0.15820591151714325,0.011477015912532806,0.08060849457979202,-0.20241105556488037,0.28531885147094727,0.032050635665655136,0.11399246752262115,0.008199590258300304,0.03490758687257767,-0.2873620092868805,0.040785785764455795,-0.09994572401046753,0.20822617411613464,-0.0290769524872303,-0.009899943135678768,0.041271574795246124,8.637855062261224e-4,0.01326166931539774,0.0012967362999916077,0.0021749853622168303,-0.001722457935102284,-0.0019706380553543568,-0.004594740457832813,-0.0019933960866183043,0.0010361188324168324,-6.692932802252471e-4,0.0027975672855973244,0.0012033439707010984,0.0010058616753667593,-0.0010188301093876362,-0.0014989878982305527,-1.1127543984912336e-4,2.551479556132108e-4,5.658252048306167e-4,8.566082105971873e-4,-0.0010829985840246081,-1.4483441191259772e-4,-5.000813398510218e-4,0.0018241447396576405,AM7196
0.004490993916988373,0.10247363895177841,-0.14010944962501526,0.007761748973280191,0.13077010214328766,0.060899682343006134,-0.21617871522903442,-0.01066424697637558,-0.11681191623210907,-0.20331832766532898,-0.0792078971862793,0.06904227286577225,0.06946494430303574,-0.06100301817059517,0.05948588252067566,0.03723125904798508,-0.05969098582863808,0.1028105765581131,0.10162128508090973,0.018077272921800613,-0.164871484041214,-0.08701293915510178,0.0010073769371956587,-0.016409369185566902,-0.00872059166431427,-0.0027920326683670282,2.137313422281295e-4,-8.740040939301252e-4,-0.0014176801778376102,-0.0056706578470766544,-0.0019187948200851679,0.0030798264779150486,-0.0016847734805196524,-3.452284727245569e-4,6.879142165416852e-5,0.003087535034865141,0.0012489024084061384,0.0012608855031430721,0.0012191670248284936,-2.634729607962072e-4,-0.001132005825638771,4.758206196129322e-4,5.349331186152995e-4,-8.114512893371284e-4,-8.425226551480591e-4,AM7197
0.09944102168083191,-0.11274006962776184,0.2743041515350342,-0.006389212794601917,0.0350588820874691,-0.0741962268948555,-0.17693069577217102,-0.23271389305591583,0.03552038595080376,-0.13630814850330353,0.04878326132893562,-0.09536007046699524,0.006469695828855038,-0.07841691374778748,-0.21372219920158386,0.12408139556646347,0.051519714295864105,0.06579365581274033,-0.08674526959657669,0.15644724667072296,-0.09930800646543503,0.0757497027516365,-0.003549381624907255,0.01135990023612976,-0.0018154408317059278,-0.0019112977897748351,-0.0027414660435169935,-0.0030750217847526073,-9.766753064468503e-4,0.0015107090584933758,0.002778546418994665,-5.891122855246067e-4,-5.140106659382582e-4,0.0016440097242593765,5.663392366841435e-4,-0.005960863549262285,0.004349804949015379,-8.557115215808153e-4,0.0022390366066247225,-6.470138905569911e-4,5.371880833990872e-4,0.0018697697669267654,4.7363591147586703e-4,1.8047050616587512e-5,0.0019653839990496635,AM7203
-0.014749628491699696,0.17148233950138092,0.10784684121608734,-0.03063703514635563,0.08714697510004044,-0.009746002964675426,-0.010130391456186771,0.03801533579826355,-0.1128452941775322,0.1688736230134964,0.001496806857176125,-0.18341019749641418,-0.20642368495464325,0.2340857833623886,0.005086162593215704,-0.13288265466690063,0.013603193685412407,0.05583953112363815,0.13014844059944153,0.07844623923301697,0.03737438842654228,-0.030972426757216454,-0.008989892899990082,4.4917332706972957e-4,-0.004211094696074724,-0.0032907011918723583,-0.004641558509320021,-8.978106779977679e-4,-0.0018310657469555736,-0.002619599224999547,5.565043538808823e-4,-0.0013303498271852732,8.944068686105311e-4,7.810746901668608e-4,2.4026894243434072e-4,7.729061762802303e-4,-0.0028555202297866344,0.0022148427087813616,-3.7121394416317344e-4,0.0011401644442230463,8.456259965896606e-4,6.097225123085082e-4,-0.0019145540427416563,-0.0010223833378404379,0.0018603905336931348,AM7204
0.006460930686444044,0.1576690524816513,0.06269880384206772,-0.03925013169646263,0.11818007379770279,-0.026518672704696655,-0.016342373564839363,-0.0454229936003685,-0.11374788731336594,0.1197270080447197,-0.01757921651005745,-0.2038498818874359,-0.27865642309188843,0.051664989441633224,-0.1890602707862854,-0.04134548455476761,0.03922949358820915,0.09652545303106308,0.020831439644098282,0.08507348597049713,-6.112786941230297e-4,-0.051362618803977966,-0.006589165423065424,-0.0015607252717018127,-0.004411262925714254,-0.004056510515511036,-0.00264220149256289,-0.0014900222886353731,0.0011122957803308964,-0.0022160254884511232,-1.9874286954291165e-4,-0.0013537544291466475,-1.1108298349427059e-4,-4.908529226668179e-4,-0.001002754783257842,-0.0011445214040577412,-8.477889932692051e-4,0.0014526296872645617,-1.2734746269416064e-4,8.485483704134822e-4,8.512985659763217e-4,0.0016696291277185082,-0.0018468855414539576,-0.0015723413089290261,9.216141188517213e-4,AM7205
