PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,Donor
-0.007700137794017792,0.07064523547887802,-0.1673838198184967,0.04204091057181358,0.06206642463803291,-0.04939068481326103,-0.11416533589363098,-0.02810852788388729,0.004956095479428768,-0.09310450404882431,0.0019090621499344707,0.02880885824561119,0.04866617172956467,-0.06832542270421982,-0.01091691292822361,AM7180
0.008041423745453358,0.06718270480632782,-0.06779419630765915,-0.06476127356290817,0.11750254034996033,-0.0744699016213417,-0.13842040300369263,0.052934542298316956,0.0033381071407347918,-0.019519377499818802,0.12474291026592255,-0.028205104172229767,-0.049272701144218445,0.004609817638993263,-0.017048951238393784,AM7181
-0.0014165871543809772,0.039648693054914474,-0.042580943554639816,-0.15187236666679382,0.08710288256406784,0.0031594184692949057,-0.04651854187250137,0.06467073410749435,0.11562024056911469,-0.02295374870300293,0.1502215415239334,-0.059894315898418427,0.025132237002253532,-0.12230124324560165,-0.07133626192808151,AM7182
0.04690530151128769,0.0574207566678524,-0.09567803144454956,0.00754705211147666,0.12176141142845154,-0.08641533553600311,-0.17066006362438202,-0.042085789144039154,-0.04019247740507126,-0.1392465978860855,0.034988634288311005,0.0903872475028038,0.004035057965666056,-0.050644923001527786,-0.0012817205861210823,AM7188
-0.03884846717119217,-0.1387101262807846,-0.0418822281062603,-0.03102966398000717,0.036549631506204605,-0.12759988009929657,-0.13472072780132294,-0.031147895380854607,-0.09089057892560959,-0.07672641426324844,0.030716504901647568,-0.07891518622636795,0.1010526642203331,-0.044484660029411316,-0.051569439470767975,AM7189
-0.021873554214835167,0.05762944370508194,0.11813738197088242,-0.0921788141131401,0.030043546110391617,0.1110440045595169,0.10883819311857224,0.007503254804760218,0.051704831421375275,-0.12571009993553162,0.17137551307678223,0.023507392033934593,0.06454919278621674,0.005340236704796553,-0.022867677733302116,AM7196
0.004103466868400574,0.08587447553873062,-0.11519446223974228,0.006498432718217373,0.09716683626174927,0.04379703477025032,-0.14849808812141418,-0.007274094969034195,-0.0756155326962471,-0.12845000624656677,-0.04771285876631737,0.040565818548202515,0.03960815444588661,-0.03601358085870743,0.03566263988614082,AM7197
0.08708475530147552,-0.09439706057310104,0.22597169876098633,-0.005103107076138258,0.025841781869530678,-0.05352182686328888,-0.12168062478303909,-0.15698979794979095,0.02351987734436989,-0.08382342755794525,0.030488502234220505,-0.05898625776171684,0.0039039987605065107,-0.04454541578888893,-0.09641094505786896,AM7203
-0.012781110592186451,0.1434299498796463,0.08861194550991058,-0.024039635434746742,0.06490358710289001,-0.006924501620233059,-0.007386443205177784,0.02576926164329052,-0.07316827028989792,0.1049070730805397,-9.378668619319797e-5,-0.10670945048332214,-0.12092240154743195,0.13443052768707275,-0.018605409190058708,AM7204
0.005652477033436298,0.1319664865732193,0.051722440868616104,-0.03092205338180065,0.08811197429895401,-0.019183531403541565,-0.011886467225849628,-0.030516695231199265,-0.07422090321779251,0.07433558255434036,-0.011035555973649025,-0.12032945454120636,-0.16322894394397736,0.031319525092840195,-0.10981685668230057,AM7205
0.2693082392215729,-0.013760432600975037,-0.04130072146654129,-0.03375866264104843,-0.03366195783019066,0.048758119344711304,0.06205250322818756,0.07459917664527893,-0.122907854616642,-0.014399419538676739,0.020197056233882904,0.1449497640132904,0.01064885500818491,0.03298225626349449,0.06505012512207031,AM7208
0.2597850263118744,0.0018904160242527723,0.021067889407277107,-0.028240418061614037,-0.07982460409402847,8.399032521992922e-4,0.006108170375227928,0.13282984495162964,-0.1455104798078537,0.019366972148418427,-0.015842946246266365,0.16904161870479584,0.038912851363420486,0.06501660495996475,0.13669079542160034,AM7209
0.3230844736099243,-0.035634610801935196,-0.025964433327317238,-0.03403833135962486,0.008531431667506695,0.0747421532869339,0.05211381986737251,0.03354291617870331,-0.005726661067456007,-0.04372505471110344,0.050732240080833435,0.07230538874864578,-0.04944740608334541,0.04428812488913536,0.040033068507909775,AM7211
0.3118014633655548,-0.044122226536273956,0.021058442071080208,0.03405679017305374,-0.09810226410627365,-0.08909349143505096,0.13671095669269562,0.0312469694763422,-0.06703661382198334,0.04695451259613037,0.05518444627523422,-0.09595369547605515,0.041313424706459045,-0.008240150287747383,-0.07356718927621841,AM7213
0.24665506184101105,-0.09001842886209488,-0.21144011616706848,-0.022926777601242065,0.001344734919257462,-0.09935612976551056,0.17214266955852509,-0.0013596578501164913,0.09521070867776871,0.05183727666735649,0.10890999436378479,-0.08469394594430923,-0.025673752650618553,-0.06819084286689758,-0.06887762993574142,AM7214
0.3273468613624573,-0.0700824037194252,-0.0317072831094265,-0.016018761321902275,0.030963171273469925,-0.10453029721975327,0.09074225276708603,0.01875622384250164,-0.036231737583875656,0.021196072921156883,0.042107436805963516,-0.04863392561674118,-0.028978249058127403,0.04364756867289543,0.07194279134273529,AM7215
0.27663353085517883,-0.032792769372463226,-0.03718351945281029,-0.016273269429802895,-0.10407590866088867,0.08022133260965347,0.10411880910396576,0.07928604632616043,-0.017065182328224182,-0.0062385001219809055,0.033115334808826447,-0.034797169268131256,0.03549213334918022,0.03832939267158508,0.044965825974941254,AM7216
-0.04606960341334343,-0.10720746219158173,0.006080609746277332,-0.025922713801264763,-0.011953618377447128,-0.18507710099220276,-0.09862558543682098,-0.08120021969079971,0.008921390399336815,-0.05205988883972168,-0.02322332374751568,-0.006420020014047623,0.01274466048926115,0.039663657546043396,-0.07249890267848969,AM7221
-0.04038063436746597,-0.10813318192958832,-0.02132244035601616,-0.0564085952937603,-0.00786891020834446,-0.19282791018486023,-0.08624788373708725,-0.12523017823696136,0.10415607690811157,-0.0010528488783165812,-0.07144937664270401,-0.058174677193164825,-0.013109208084642887,0.03690950572490692,-0.038313668221235275,AM7223
0.022484729066491127,-0.11781960725784302,-0.00813012570142746,0.07454124838113785,0.06459791958332062,0.07721371948719025,-0.04344366490840912,-0.2074168175458908,0.09867405146360397,0.1403723806142807,0.04834742099046707,-0.09401393681764603,0.0016418900340795517,-0.0945892259478569,0.09150221943855286,AM7224
