PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,PEER39,Donor
-0.02905339188873768,0.3252861499786377,-0.8605241179466248,0.2597264051437378,0.469821035861969,-0.3520909547805786,-0.9658174514770508,-0.21855032444000244,0.03747645765542984,-0.7950907349586487,-7.199368701549247e-5,0.2592867314815521,0.44143617153167725,-0.6029425859451294,-0.047247253358364105,-0.06981834024190903,-0.42613473534584045,0.12598717212677002,0.5190920829772949,0.20723222196102142,0.00525774247944355,-0.008285392075777054,-1.75785506144166e-4,-2.4678936460986733e-4,-8.26971372589469e-5,-2.5454190108575858e-5,-1.2630016499315389e-05,-6.898552328493679e-6,3.1342176953330636e-5,-3.9082427974790335e-5,-4.051153518958017e-5,1.4175442629493773e-5,-1.2655160389840603e-5,-2.2602020180784166e-5,-8.307789357786532e-6,3.524761268636212e-5,-1.6846473954501562e-5,1.56058777065482e-5,-7.070821993693244e-6,AM7180
0.027268067002296448,0.3047516942024231,-0.3499948978424072,-0.4042447507381439,0.8744550347328186,-0.5680071711540222,-1.1601437330245972,0.4526553153991699,0.04809562861919403,-0.18015632033348083,1.055022954940796,-0.2802986204624176,-0.4367223083972931,0.053220875561237335,-0.08927316963672638,-0.2696535885334015,-0.27607056498527527,-0.8675130009651184,0.5734720826148987,0.11076677590608597,-0.21960420906543732,-0.015285389497876167,-2.8643745463341475e-4,-4.718072304967791e-4,-1.4071761688683182e-4,-4.439487383933738e-5,-1.036985486280173e-5,-4.9413310989621095e-6,5.8409710618434474e-5,-7.375908899120986e-5,-7.720530265942216e-5,2.8111948267905973e-5,-2.3878876163507812e-5,-4.367775909486227e-5,-1.4909323908796068e-5,6.894361285958439e-5,-3.124260911135934e-5,2.7679780032485723e-5,-1.4845106306893285e-5,AM7181
-0.005081345327198505,0.1780594289302826,-0.21883104741573334,-0.9462536573410034,0.6361475586891174,0.028873050585389137,-0.39855900406837463,0.5446144342422485,0.999305784702301,-0.21684743463993073,1.2704018354415894,-0.579362690448761,0.24699483811855316,-1.0920559167861938,-0.5633381009101868,-0.16613279283046722,-0.5048760771751404,-0.24698501825332642,0.05925464257597923,-0.0507630817592144,0.1544574797153473,-0.017315788194537163,-3.0807132134214044e-4,-5.384196410886943e-4,-1.4776058378629386e-4,-4.922647349303588e-5,-4.335258836363209e-6,6.444945483963238e-7,7.161072426242754e-5,-8.01907735876739e-5,-8.852228347677737e-5,3.0395049179787748e-5,-2.6490299205761403e-5,-5.13285121996887e-5,-1.8323455151403323e-5,7.855849980842322e-5,-3.83967999368906e-5,3.027128150279168e-5,-1.895425157272257e-5,AM7182
0.1647072732448578,0.2604142129421234,-0.4943540692329407,0.04387599602341652,0.9187560677528381,-0.6462216377258301,-1.4294984340667725,-0.32420167326927185,-0.341704785823822,-1.19072425365448,0.28406819701194763,0.8152033686637878,0.05480928719043732,-0.46193820238113403,-0.02940209209918976,0.18475697934627533,0.38912084698677063,0.15564461052417755,0.582107424736023,0.12360478937625885,-0.10923159122467041,-0.012570555321872234,-2.3965290165506303e-4,-3.8610675255768e-4,-1.1727555829565972e-4,-3.774901051656343e-5,-9.998007044487167e-6,-4.767461177834775e-6,4.851998892263509e-5,-6.018066414981149e-5,-6.306480645434931e-5,2.273862628499046e-5,-1.958265966095496e-5,-3.572589412215166e-5,-1.2570455510285683e-5,5.585548933595419e-5,-2.595885962364264e-5,2.2905165678821504e-5,-1.1946905033255462e-5,AM7188
-0.13905835151672363,-0.6443917751312256,-0.219748392701149,-0.19216406345367432,0.2549954056739807,-0.9873003363609314,-1.1113874912261963,-0.26804807782173157,-0.7621381878852844,-0.6710523962974548,0.23418503999710083,-0.7040373682975769,0.8936947584152222,-0.4327198266983032,-0.3639051914215088,-0.2604868412017822,0.618280827999115,0.11142603307962418,0.7039364576339722,0.1635202169418335,-0.11717415601015091,-0.018674328923225403,-3.545406798366457e-4,-5.737437750212848e-4,-1.7268727242480963e-4,-5.5725438869558275e-5,-1.4021567949384917e-5,-6.417520125978626e-6,7.269556954270229e-5,-8.894037455320358e-5,-9.386491001350805e-5,3.360310074640438e-5,-2.9023969545960426e-5,-5.331297870725393e-5,-1.8799028111970983e-5,8.308859105454758e-5,-3.888329229084775e-5,3.3899734262377024e-5,-1.802808401407674e-5,AM7189
-0.07778134196996689,0.26710426807403564,0.609898030757904,-0.5806653499603271,0.22280026972293854,0.8554790019989014,0.891385018825531,0.07917793095111847,0.4383087754249573,-1.1011649370193481,1.4667476415634155,0.136265829205513,0.5960411429405212,0.04574781283736229,0.19221258163452148,-1.4305089712142944,0.23118238151073456,-0.458230197429657,0.9481717348098755,-0.2769150137901306,-0.1194186583161354,0.02310909517109394,4.521415685303509e-4,7.014064467512071e-4,2.142905432265252e-4,7.017103052930906e-5,2.026179208769463e-5,9.886631232802756e-6,-9.278737707063556e-5,1.0632179328240454e-4,1.1600987636484206e-4,-4.031636854051612e-5,3.6082728911424056e-5,6.638083141297102e-5,2.3911630705697462e-5,-1.0115151235368103e-4,4.9014670366887e-5,-4.229672777000815e-5,2.235418105556164e-5,AM7196
0.012011460959911346,0.3925955593585968,-0.5894666314125061,0.03286043927073479,0.7368186116218567,0.35609132051467896,-1.2512041330337524,-0.03878558799624443,-0.6507174968719482,-1.0602500438690186,-0.4478723704814911,0.3761659264564514,0.3469312787055969,-0.314915269613266,0.3157291114330292,0.17589214444160461,-0.30762532353401184,0.5605162382125854,0.4659719169139862,0.06294705718755722,-0.7251889109611511,-0.058976564556360245,-0.0010511887958273292,-0.0018409726908430457,-5.267788656055927e-4,-1.7512377235107124e-4,-2.1216495952103287e-5,-7.033262590994127e-6,2.3218737624119967e-4,-2.824162947945297e-4,-3.007865743711591e-4,1.098099019145593e-4,-9.340883116237819e-5,-1.7230755474884063e-4,-5.910070103709586e-5,2.6835736935026944e-4,-1.2337128282524645e-4,1.0550843580858782e-4,-5.9755449910881e-5,AM7197
0.31066352128982544,-0.4371301829814911,1.1580793857574463,-0.033093322068452835,0.20113533735275269,-0.44388702511787415,-0.9884579181671143,-1.3274885416030884,0.18321233987808228,-0.7487943768501282,0.23390696942806244,-0.4947083592414856,0.05575304478406906,-0.4180328845977783,-1.0484577417373657,0.6605263352394104,0.2813744843006134,0.27401888370513916,-0.30493927001953125,0.704325258731842,-0.4591673016548157,0.05897564813494682,9.778389940038323e-4,0.001863840501755476,4.791158135049045e-4,1.6494945157319307e-4,-9.778629646461923e-6,-1.8664444723981433e-5,-2.483186835888773e-4,2.742834039963782e-4,3.0538474675267935e-4,-1.0553280299063772e-4,9.053305257111788e-5,1.7871602904051542e-4,6.308687443379313e-5,-2.732612192630768e-4,1.3329072680789977e-4,-1.0068659321404994e-4,6.838866829639301e-5,AM7203
-0.04604550078511238,0.6616536378860474,0.4546370506286621,-0.15521125495433807,0.5002860426902771,-0.07101519405841827,-0.04797651991248131,0.2176768183708191,-0.6059073805809021,0.908888578414917,0.0017307087546214461,-0.9453648328781128,-1.0867607593536377,1.1831659078598022,-0.0639137476682663,-0.699011504650116,0.07018626481294632,0.2058345526456833,0.6493775248527527,0.3151682913303375,0.09838844835758209,-0.026165716350078583,-5.129803903400898e-4,-7.953406893648207e-4,-2.4360507086385041e-4,-7.812334661139175e-5,-2.4142971597029828e-5,-1.1223653928027488e-5,1.0339124855818227e-4,-1.2225932732690126e-4,-1.307502534473315e-4,4.546963464235887e-5,-4.0169186831917614e-5,-7.436625310219824e-5,-2.6906875064014457e-5,1.1471313337096944e-4,-5.5349006288452074e-5,4.7702673327876255e-5,-2.5184739570249803e-5,AM7204
0.019798491150140762,0.6078192591667175,0.2624891400337219,-0.1969345659017563,0.6730888485908508,-0.15965566039085388,-0.08442503958940506,-0.24804000556468964,-0.612114667892456,0.6371610164642334,-0.08466765284538269,-1.0381748676300049,-1.430830717086792,0.24488884210586548,-1.0306638479232788,-0.2131253480911255,0.20128868520259857,0.39434659481048584,0.1269051432609558,0.38085296750068665,-0.05071769654750824,-0.033546481281518936,-6.503482582047582e-4,-0.0010231916094198823,-3.1257173395715654e-4,-1.0115155600942671e-4,-2.8829488655901514e-5,-1.4020222806720994e-5,1.3193432823754847e-4,-1.574321649968624e-4,-1.682372239883989e-4,5.948052785242908e-5,-5.225160566624254e-5,-9.572513226885349e-5,-3.41010709234979e-5,1.4780621859245002e-4,-7.017680036369711e-5,6.131474219728261e-5,-3.209502756362781e-5,AM7205
