PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,Donor
-0.007657676935195923,0.07055194675922394,-0.16741953790187836,0.04197576269507408,0.061776578426361084,-0.04896410554647446,-0.11360584199428558,-0.027404271066188812,0.004923956468701363,-0.09229367226362228,0.002214508829638362,0.029566308483481407,0.05000712722539902,AM7180
0.008119720965623856,0.06730344891548157,-0.06786436587572098,-0.06463927775621414,0.11708004027605057,-0.07444490492343903,-0.13784649968147278,0.052592016756534576,0.0031947388779371977,-0.019571226090192795,0.12370150536298752,-0.027563851326704025,-0.047210872173309326,AM7181
-0.0011791054857894778,0.039610669016838074,-0.042729996144771576,-0.15185043215751648,0.0868014395236969,0.0033129260409623384,-0.04620450735092163,0.06498254090547562,0.11511795967817307,-0.022815987467765808,0.15081949532032013,-0.05632811412215233,0.033407919108867645,AM7182
0.04705195873975754,0.05735837295651436,-0.09569396823644638,0.007587917614728212,0.12149897962808609,-0.08630145341157913,-0.17021793127059937,-0.041406892240047455,-0.03978392481803894,-0.13838203251361847,0.034465987235307693,0.09056524932384491,0.00508345291018486,AM7188
-0.03887416794896126,-0.13865937292575836,-0.04196769744157791,-0.031162796542048454,0.03625129908323288,-0.1270027756690979,-0.13471145927906036,-0.030223408713936806,-0.09010035544633865,-0.0762273445725441,0.032554589211940765,-0.07668683677911758,0.10538140684366226,AM7189
-0.021838152781128883,0.05771125108003616,0.1181621253490448,-0.09208512306213379,0.029895851388573647,0.11069975048303604,0.10845357179641724,0.007558427285403013,0.05114404112100601,-0.12460892647504807,0.16949015855789185,0.02226007916033268,0.0646335780620575,AM7196
0.003940627444535494,0.08582756668329239,-0.11527279019355774,0.006571879610419273,0.097201406955719,0.04399413615465164,-0.14790071547031403,-0.007160944398492575,-0.07531823217868805,-0.12817741930484772,-0.04818657785654068,0.03964419662952423,0.036503203213214874,AM7197
0.08735107630491257,-0.0944284051656723,0.22595570981502533,-0.005287581123411655,0.02549886703491211,-0.053492072969675064,-0.12156213074922562,-0.15582633018493652,0.02390165999531746,-0.08302057534456253,0.03350440040230751,-0.05550353229045868,0.013555782847106457,AM7203
-0.012773091904819012,0.1438630372285843,0.08868388831615448,-0.023752382025122643,0.06428103148937225,-0.00731681939214468,-0.007553284056484699,0.024600718170404434,-0.07345619797706604,0.1041029617190361,1.8056402041111141e-4,-0.1079145148396492,-0.12033798545598984,AM7204
0.006000643130391836,0.1322375237941742,0.05167558416724205,-0.030671389773488045,0.08708072453737259,-0.01966208405792713,-0.012284004129469395,-0.030794044956564903,-0.07366351038217545,0.07364913821220398,-0.007032172754406929,-0.11780062317848206,-0.15103861689567566,AM7205
0.269416481256485,-0.013813534751534462,-0.04122643545269966,-0.033859983086586,-0.03311347961425781,0.0490378774702549,0.06207308545708656,0.07367204874753952,-0.12266980111598969,-0.014086258597671986,0.018192578107118607,0.14133332669734955,0.0031749531626701355,AM7208
0.2596457004547119,0.0015811736229807138,0.021159743890166283,-0.02854624204337597,-0.07898460328578949,0.0014753303257748485,0.006342481821775436,0.13186435401439667,-0.14528530836105347,0.018511446192860603,-0.019436871632933617,0.16431324183940887,0.02361947111785412,AM7209
0.32340967655181885,-0.03559553995728493,-0.025982635095715523,-0.03394342213869095,0.008861917071044445,0.07448326796293259,0.052118897438049316,0.03295653685927391,-0.005938572809100151,-0.043115969747304916,0.04925118759274483,0.070095956325531,-0.053220998495817184,AM7211
0.31250497698783875,-0.044064220041036606,0.021053237840533257,0.034147825092077255,-0.09816975891590118,-0.08919558674097061,0.13611258566379547,0.03134988248348236,-0.06639991700649261,0.0466671884059906,0.05677438899874687,-0.09323082119226456,0.047525495290756226,AM7213
0.2473127245903015,-0.08995914459228516,-0.2114551067352295,-0.022799011319875717,0.0011815379839390516,-0.09927521646022797,0.17134955525398254,-0.00102280976716429,0.09496469050645828,0.051878172904253006,0.11034967750310898,-0.08115382492542267,-0.017322255298495293,AM7214
0.3276345133781433,-0.07022163271903992,-0.031687088310718536,-0.01605071686208248,0.03145690634846687,-0.10440707206726074,0.09035138785839081,0.018091488629579544,-0.036201708018779755,0.0213065966963768,0.039841920137405396,-0.05005612224340439,-0.03592349961400032,AM7215
0.27683520317077637,-0.03284380957484245,-0.037151940166950226,-0.016275063157081604,-0.1037154346704483,0.07981467247009277,0.10382667183876038,0.07811454683542252,-0.01672656461596489,-0.005894076079130173,0.031215069815516472,-0.036417413502931595,0.029697425663471222,AM7216
-0.04591420292854309,-0.10709734261035919,0.0060533578507602215,-0.025875167921185493,-0.01214953325688839,-0.18509943783283234,-0.09874402731657028,-0.08144433796405792,0.009188687428832054,-0.05156736820936203,-0.020693574100732803,-0.00562239671126008,0.017880907282233238,AM7221
-0.040336400270462036,-0.10801315307617188,-0.021414605900645256,-0.056448761373758316,-0.007958021014928818,-0.1923798769712448,-0.08586667478084564,-0.125426784157753,0.10347842425107956,-0.0011116067180410028,-0.06982250511646271,-0.05812173709273338,-0.010142911225557327,AM7223
0.022279664874076843,-0.11816848069429398,-0.008211708627641201,0.07424397021532059,0.06485959887504578,0.07765225321054459,-0.04323019087314606,-0.20552805066108704,0.09787061810493469,0.13940393924713135,0.04476595297455788,-0.0932273343205452,-0.005590868182480335,AM7224
