PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,Donor
-0.007797236554324627,0.07114635407924652,-0.16865991055965424,0.04240138828754425,0.06288008391857147,-0.0501815490424633,-0.11598624289035797,-0.02892112545669079,0.00530271278694272,-0.0951223224401474,0.0027545553166419268,0.0288265161216259,0.04946417734026909,-0.06846246123313904,-0.008921753615140915,-0.009168977849185467,-0.04770775884389877,AM7180
0.008061128668487072,0.06758370995521545,-0.06826728582382202,-0.06524650007486343,0.11889185011386871,-0.07560516893863678,-0.1404077708721161,0.05355757474899292,0.003700217232108116,-0.01979096233844757,0.12894701957702637,-0.030257854610681534,-0.0513327419757843,0.006194859743118286,-0.010078759863972664,-0.025794560089707375,-0.03174786642193794,AM7181
-0.0014184459578245878,0.03985190764069557,-0.04274117201566696,-0.1533757746219635,0.08819878846406937,0.003197896294295788,-0.04718008264899254,0.06575805693864822,0.11837008595466614,-0.023367052897810936,0.15449115633964539,-0.06305389851331711,0.025222139433026314,-0.12359043955802917,-0.06977249681949615,-0.01706654392182827,-0.06127772852778435,AM7182
0.04706262797117233,0.05775568634271622,-0.09652215987443924,0.007644455414265394,0.12335476279258728,-0.08767740428447723,-0.17360857129096985,-0.04273640736937523,-0.04114817455410957,-0.14269940555095673,0.03541441634297371,0.09437195211648941,0.00476956507191062,-0.054359205067157745,-0.00763807725161314,0.017134476453065872,0.0454980842769146,AM7188
-0.03906046226620674,-0.1396656334400177,-0.042281340807676315,-0.03146933391690254,0.037131596356630325,-0.12952788174152374,-0.13704173266887665,-0.03181806951761246,-0.09267129749059677,-0.07869887351989746,0.03127903863787651,-0.0807325541973114,0.10506448894739151,-0.05061602592468262,-0.04700307920575142,-0.03351089358329773,0.07136982679367065,AM7189
-0.022122882306575775,0.05815780535340309,0.11907920986413956,-0.09327738732099533,0.030190352350473404,0.11265267431735992,0.11113104224205017,0.00780020747333765,0.05351243540644646,-0.1286052018404007,0.17896214127540588,0.01978091523051262,0.0668412372469902,0.003908664453774691,0.020644351840019226,-0.16259652376174927,0.0240932609885931,AM7196
0.004151226487010717,0.08654428273439407,-0.11619769036769867,0.006518013309687376,0.09853504598140717,0.044569943100214005,-0.15110507607460022,-0.007828827947378159,-0.07697487622499466,-0.1311103254556656,-0.049062468111515045,0.04202314466238022,0.039912961423397064,-0.035970766097307205,0.0339774452149868,0.018649907782673836,-0.032879095524549484,AM7197
0.08763992041349411,-0.09508492052555084,0.22756895422935486,-0.005068505648523569,0.026141265407204628,-0.05428553372621536,-0.12417958676815033,-0.15935522317886353,0.02393364906311035,-0.08649937808513641,0.02991509437561035,-0.05751638114452362,0.004184429533779621,-0.046883437782526016,-0.12377706915140152,0.07213961333036423,0.03036482445895672,AM7203
-0.012943011708557606,0.1444370150566101,0.08942639082670212,-0.024371862411499023,0.06558090448379517,-0.007264034356921911,-0.007239134982228279,0.026317013427615166,-0.07437165826559067,0.10769488662481308,0.0015775567153468728,-0.11161691695451736,-0.12485913187265396,0.13809096813201904,0.0015943810576573014,-0.07773692905902863,0.018437569960951805,AM7204
0.0056954133324325085,0.13289295136928558,0.05208386108279228,-0.031137477606534958,0.08921502530574799,-0.01958261989057064,-0.01191138569265604,-0.031110279262065887,-0.07544494420289993,0.07628223299980164,-0.01107470691204071,-0.12391465902328491,-0.16799356043338776,0.03126554563641548,-0.11009945720434189,-0.026319799944758415,0.029008498415350914,AM7205
0.2706115245819092,-0.013871865347027779,-0.04145437851548195,-0.03403051197528839,-0.03418916463851929,0.04932679235935211,0.06314252316951752,0.076084233820438385,-0.12481293827295303,-0.014377073384821415,0.021352384239435196,0.14771932363510132,0.01005467027425766,0.037430040538311005,0.07009530067443848,-0.0022625229321420193,-0.06492552161216736,AM7208
0.2609376609325409,0.0018349213059991598,0.021311547607183456,-0.028643373399972916,-0.08057335019111633,7.778413128107786e-4,0.006024293601512909,0.13563711941242218,-0.1487312763929367,0.01935526356101036,-0.01711028441786766,0.1752600073814392,0.041033677756786346,0.06351632624864578,0.1318604201078415,0.041583869606256485,0.07155581563711166,AM7209
0.32462334632873535,-0.0358714796602726,-0.025984039530158043,-0.03431805223226547,0.008484144695103168,0.07574176788330078,0.05278022959828377,0.03405687212944031,-0.005834493786096573,-0.044403642416000366,0.051562003791332245,0.07451043277978897,-0.05221404880285263,0.04942023754119873,0.03126532584428787,0.04743292182683945,-0.06867355853319168,AM7211
0.31325310468673706,-0.0444762296974659,0.021078506484627724,0.034466639161109924,-0.09937072545289993,-0.09028948843479156,0.13878171145915985,0.0318571999669075,-0.06881355494260788,0.047927893698215485,0.05489387735724449,-0.0964730978012085,0.042730581015348434,-0.009253552183508873,-0.0933193564414978,0.05544929951429367,0.01949748955667019,AM7213
0.247809499502182,-0.09063895791769028,-0.21300861239433289,-0.022909285500645638,0.0010803601471707225,-0.1008087769150734,0.1751529425382614,-0.0015980404568836093,0.0973014235496521,0.053411178290843964,0.11118058860301971,-0.08713628351688385,-0.026131263002753258,-0.06851261109113693,-0.07511886209249496,0.010671038180589676,-0.04865523800253868,AM7214
0.3287869691848755,-0.07059171050786972,-0.03198986127972603,-0.016260936856269836,0.031230764463543892,-0.1060003712773323,0.0924491137266159,0.018697191029787064,-0.03750092536211014,0.02170516923069954,0.04223896563053131,-0.04875849187374115,-0.030589498579502106,0.047030676156282425,0.05755743756890297,0.07996231317520142,-0.031419482082128525,AM7215
0.27799752354621887,-0.0330156572163105,-0.037442781031131744,-0.016380509361624718,-0.10532315820455551,0.08147034049034119,0.10588716715574265,0.08039694279432297,-0.017201930284500122,-0.005931183695793152,0.03464284539222717,-0.0364876464009285,0.035009149461984634,0.04433682560920715,0.043966442346572876,0.0250835120677948,-0.08682239055633545,AM7216
-0.04627983644604683,-0.1080063208937645,0.006258096545934677,-0.026066770777106285,-0.012119966559112072,-0.18753363192081451,-0.10040909796953201,-0.08249417692422867,0.009415972977876663,-0.05334874242544174,-0.023588916286826134,-0.006623414345085621,0.013330730609595776,0.04076916724443436,-0.07373498380184174,-0.01676405407488346,0.004572225268930197,AM7221
-0.04060934856534004,-0.10885176807641983,-0.021352075040340424,-0.05700559541583061,-0.008099015802145004,-0.19549395143985748,-0.08724918216466904,-0.12699033319950104,0.1071709394454956,-8.304130751639605e-4,-0.07174689322710037,-0.061814747750759125,-0.012805642560124397,0.03593466430902481,-0.018222490325570107,-0.08772452175617218,0.0340651273727417,AM7223
0.02247007004916668,-0.11860664933919907,-0.00813854206353426,0.07543540000915527,0.06528182327747345,0.07809809595346451,-0.04374782741069794,-0.2112356722354889,0.1013876423239708,0.14381760358810425,0.05132390931248665,-0.0997016504406929,5.391209851950407e-4,-0.0973130464553833,0.11805722862482071,-0.06903478503227234,-0.006162986159324646,AM7224
0.021870311349630356,0.037377722561359406,0.09414425492286682,-0.10864110291004181,0.03641347959637642,-0.05019218102097511,0.0844331830739975,-0.049757592380046844,0.08808070421218872,0.049703698605298996,0.005039830692112446,-0.013428783044219017,0.0800873264670372,-0.13408911228179932,-0.0237286277115345,-0.027452953159809113,0.10137205570936203,AM7226
0.037958163768053055,-0.10689138621091843,0.13752669095993042,0.13456837832927704,0.08887723833322525,-0.05196448788046837,-0.08611144870519638,-0.14338751137256622,0.0756976529955864,0.2591572403907776,-0.013009454123675823,-0.034709829837083817,0.07532508671283722,-0.051463909447193146,0.17697125673294067,-0.07710377126932144,-0.11662708967924118,AM7228
0.01778576336801052,0.08274231106042862,0.20364710688591003,-0.06998293846845627,0.02950938232243061,-0.09384702146053314,-0.0020269760861992836,0.056796763092279434,0.028521712869405746,-0.010830040089786053,0.150196835398674,-0.028526118025183678,0.0038772202096879482,-0.03482755273580551,0.026060523465275764,-0.01753716729581356,0.05415336415171623,AM7229
0.1064596027135849,0.049746133387088776,0.17720501124858856,-0.1015118658542633,0.10689352452754974,-0.1267274171113968,-0.012377589009702206,-0.01809476502239704,0.06305859237909317,0.07438061386346817,-0.051443230360746384,-0.0821823924779892,0.08028189092874527,-0.06718488037586212,-0.04578284174203873,-0.056023601442575455,0.012266603298485279,AM7230
