PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER7,PEER8,PEER9,PEER10,PEER11,PEER12,PEER13,PEER14,PEER15,PEER16,PEER17,PEER18,PEER19,PEER20,PEER21,PEER22,PEER23,PEER24,PEER25,PEER26,PEER27,PEER28,PEER29,PEER30,PEER31,PEER32,PEER33,PEER34,PEER35,PEER36,PEER37,PEER38,Donor
-0.03195162117481232,-0.33935731649398804,-0.26445314288139343,-0.19859527051448822,0.4269028604030609,0.5854167938232422,-0.5451253652572632,-0.13250568509101868,-0.5461908578872681,-0.2580438554286957,0.8600589632987976,0.09503519535064697,0.9704256653785706,0.05437576770782471,-0.6359472870826721,-1.2945822477340698,0.7525394558906555,0.28573718667030334,0.1754530966281891,0.10725392401218414,0.04256611689925194,0.057133469730615616,-0.2073226124048233,-0.005231037735939026,-2.8950898558832705e-4,-3.1782148289494216e-4,-2.47898897214327e-5,1.1228204130020458e-5,-2.390588861089782e-6,2.3819546186132357e-5,-4.235493179294281e-6,-6.334450063150143e-6,-9.359621799376328e-6,4.293513029551832e-6,-6.220879186003003e-6,-1.208397043228615e-5,4.249203357176157e-6,4.51137884738273e-6,AM7180
0.21456480026245117,-0.33832797408103943,0.21965353190898895,-0.12563732266426086,0.26444944739341736,-0.747215747833252,-0.15953488647937775,1.0335863828659058,-0.09825176000595093,-1.7300058603286743,-0.8035812973976135,-0.22820556163787842,0.4502139985561371,-0.04093001410365105,-0.05863158032298088,0.7716246247291565,0.4201134443283081,0.24695952236652374,-0.3822055757045746,0.0013549753930419683,-0.3452812731266022,-0.3866283595561981,-0.09177431464195251,0.020359378308057785,-0.0014900172827765346,0.001630410086363554,4.3240704690106213e-4,4.721224104287103e-5,-1.6368316209991463e-5,-1.3814508565701544e-4,8.149302630044986e-6,-3.219578559310321e-7,3.517806908348575e-5,-1.2875119864474982e-5,3.873890818795189e-5,3.8611615309491754e-5,-2.6715713829617016e-5,-5.685230348717596e-7,AM7181
0.08033832162618637,0.05586373433470726,-0.5792566537857056,-0.5137287378311157,0.13717350363731384,-0.4561467170715332,0.17721648514270782,0.0731062963604927,-0.23490139842033386,-0.6684290170669556,0.4730059802532196,1.2616361379623413,0.9930739998817444,-0.922714352607727,-0.7978725433349609,-0.4348652958869934,0.6587437391281128,-0.2730294167995453,0.12124721705913544,-0.21873876452445984,-0.31302401423454285,0.27939674258232117,-0.5629287362098694,0.002332304837182164,6.734868511557579e-4,1.8486962289898656e-5,1.2277571659069508e-4,1.2321523172431625e-5,5.0223425205331296e-5,-6.378995749400929e-5,-9.491961463936605e-6,-3.302373443148099e-5,3.6079160281587974e-7,4.0157614421332255e-5,3.3043481835193234e-6,1.1692816769937053e-5,-1.4082139387028292e-5,4.0003897083806805e-6,AM7182
0.10092666745185852,0.3216920793056488,-0.46976161003112793,-0.22375257313251495,0.49199631810188293,0.14497172832489014,-0.14681757986545563,-0.17808963358402252,0.8548818826675415,-0.5853216648101807,-0.25001248717308044,1.2666552066802979,0.4062885046005249,-0.053240928798913956,0.3668540120124817,-0.39838385581970215,2.1638641357421875,0.07495460659265518,-0.5614714622497559,0.5809608697891235,-0.09841436892747879,-0.32068559527397156,-0.02068353444337845,0.03548023849725723,0.0025006441865116358,0.0021254231687635183,5.32515172380954e-4,-2.718163341342006e-5,9.16448188945651e-5,-2.524066949263215e-4,1.026515838020714e-5,-1.1755611240005237e-6,2.9537744921981357e-5,3.636237306636758e-5,3.711844692588784e-5,8.889874152373523e-5,-4.011217606603168e-5,-1.9970440916949883e-5,AM7188
0.08984057605266571,-0.27439412474632263,-0.132831871509552,-0.23535171151161194,0.7479888796806335,0.1012251004576683,-0.9438660740852356,0.14234289526939392,-0.9289284944534302,-0.479326069355011,0.4246845245361328,-0.8292257189750671,0.27167314291000366,0.4289224445819855,0.9496800303459167,-1.040939211845398,1.0336874723434448,0.20951522886753082,0.24123483896255493,-0.0827689841389656,0.35571467876434326,-0.04720045626163483,0.386749804019928,0.050234198570251465,0.006164215039461851,0.0025736424140632153,4.823682247661054e-4,-1.307939674006775e-4,1.7528128228150308e-4,-3.4409196814522147e-4,1.1736903616110794e-5,4.693424671131652e-8,4.2743387894006446e-5,7.76512679294683e-5,3.399049091967754e-5,1.4154543168842793e-4,-5.7230208767578006e-5,-4.035367601318285e-5,AM7189
0.08425691723823547,0.6037110090255737,-0.3634861707687378,-0.07896803319454193,-0.12578830122947693,-0.07010594010353088,-0.5649895071983337,-0.1527228206396103,1.6043992042541504,-0.7902519106864929,-1.2782604694366455,-0.8747062683105469,0.7078868746757507,0.13126398622989655,-0.6179870963096619,-0.3771454989910126,0.98557448387146,0.36268600821495056,-0.42695990204811096,0.2031152844429016,0.43086695671081543,0.46288323402404785,-0.49481162428855896,-0.020368915051221848,-0.0029833719599992037,-0.0010640573455020785,-2.499587426427752e-4,3.970990655943751e-5,-8.624470501672477e-5,1.2039600551361218e-4,-1.9095105017186143e-5,-2.612601747387089e-5,-2.193892669311026e-6,-5.318411240295973e-6,-1.82165367732523e-5,-4.9214573664357886e-5,4.9414802560932e-6,2.2065698431106284e-5,AM7196
0.07273387908935547,0.14246797561645508,-0.468231737613678,-0.6912885308265686,0.3416895270347595,0.28409457206726074,-1.4629491567611694,-0.8354227542877197,0.53607177734375,-0.9073999524116516,-0.40761905908584595,0.9317508935928345,0.0562993623316288,-0.32219260931015015,0.15243355929851532,-0.9007166028022766,0.35811054706573486,-0.1368618905544281,-0.6331910490989685,-0.1375878006219864,-0.06063351780176163,0.2985447645187378,-0.3421972990036011,-0.01780223846435547,-0.001431441050954163,-0.001064747222699225,-2.0127730385866016e-4,3.030752486665733e-5,-3.5333490814082325e-5,1.015620437101461e-4,-1.13597052404657e-5,-1.7685424609226175e-5,-1.3948419109510724e-5,-1.347320903732907e-6,-1.6556616174057126e-5,-4.310768417781219e-5,1.2589334801305085e-5,1.4690002899442334e-5,AM7197
0.4397459924221039,0.009668228216469288,0.12723581492900848,0.29260212182998657,0.9476537704467773,-0.6623101830482483,-0.8325011730194092,1.121972918510437,0.910344660282135,-0.27527111768722534,0.5795199275016785,-0.6747210621833801,0.17663171887397766,1.0337233543395996,0.15675143897533417,0.37277162075042725,-0.7650945782661438,0.5395691990852356,-0.4167803227901459,-0.019508978351950645,-0.1592969298362732,-0.022787857800722122,0.2007703334093094,0.053303997963666916,0.006959803402423859,0.0026724827475845814,5.823794635944068e-4,-1.1900094250449911e-4,2.1557121363002807e-4,-3.8712986861355603e-4,1.1981524039583746e-5,-1.1683841876219958e-5,4.042375076096505e-5,9.414678788743913e-5,4.026415626867674e-5,1.4935791841708124e-4,-6.163578655105084e-5,-4.12428162235301e-5,AM7203
0.08616925030946732,0.5950525999069214,0.14950065314769745,1.0838900804519653,0.7497829794883728,0.3508240282535553,-0.9310986995697021,0.5957817435264587,0.013011090457439423,-0.6431443095207214,-0.2364773452281952,1.033249855041504,-0.15427599847316742,1.4107744693756104,-0.5209710597991943,-0.41434210538864136,0.15880396962165833,-0.5701407194137573,-0.7577184438705444,-0.3115623891353607,0.3576183021068573,0.291923463344574,-0.4085288941860199,0.09433396905660629,0.006455770693719387,0.005421690177172422,0.0011867510620504618,-1.254818052984774e-4,2.3871609300840646e-4,-7.06541643012315e-4,7.961484129737073e-7,-6.141305493656546e-5,1.235801901202649e-4,1.5316999633796513e-4,9.18772493605502e-5,2.5710914633236825e-4,-1.445476373191923e-4,-4.47155034635216e-5,AM7204
0.23507215082645416,-0.19851158559322357,-0.008524211123585701,0.20935463905334473,1.0495020151138306,-0.0377359613776207,-0.9751184582710266,0.5294152498245239,-0.15894344449043274,-0.9495874643325806,0.34540805220603943,-0.8599571585655212,0.43684640526771545,0.6725821495056152,0.3101007342338562,0.0052940985187888145,0.5310763120651245,0.5112829804420471,-0.2165822684764862,-0.0532020665705204,0.07197290658950806,0.03412498161196709,-0.01740405708551407,0.024901894852519035,0.00578879751265049,9.224305395036936e-4,2.628789225127548e-4,-9.584188228473067e-5,1.7670840315986425e-4,-1.984398259082809e-4,4.137345058552455e-6,-6.549011231982149e-6,-6.109284640842816e-6,7.625816942891106e-5,4.732733032142278e-6,7.941963849589229e-5,-2.2387801436707377e-5,-2.7433992727310397e-5,AM7205
